 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.001326011060457753 -2.788254804923447e-06 0.0003038695296626838 0.0002696525564866072 -3.680219275697767e-05 -9.615956186704875e-06 9.238363880922305e-08 1.3139395139763102e-06 -1.349585043520727e-08 -0.001110820149737119 0.0004603851087002881 -0.0010657380602414114 -0.00017420933670641192 0.0010962020853573418 -0.000867809544794247 -0.00052473555575917 -0.00034137316093227826 9.054648871150341e-06 -0.0008923151896200194 0.0006809183780240469 -0.0003625067651940848 -0.0008150732132400213 0.00012950820746605176 -0.000913618590186726 -0.0003860632516756888 -0.0008064994382531384 0.00011405833892424846 -0.0006164986558627811 0.0008649823680504378 3.898606707505685e-06 6.1509257484155566e-06 2.5072246815011085e-06 -6.514482555505283e-06
yob -2.788254804928074e-06 1.0452119792815695e-06 1.5421652026352519e-06 1.9756775816759317e-06 -2.8466142322552637e-07 -1.2604165489447362e-08 6.75003474173958e-11 4.378761807807958e-09 -4.487449342436938e-12 -3.984924253213962e-06 0.00019841930133635566 6.752858739354343e-05 -6.842505094213659e-05 1.945851329418688e-05 -0.00011196660775358797 -1.2148069841625665e-05 -5.957489511306055e-05 0.00010125811181254472 -3.199200519768005e-06 -0.00011553263942095106 6.251488876523117e-05 -8.51134015180016e-05 2.7587741104858314e-05 0.00012202245223051376 7.49579590126271e-05 3.554127231073402e-05 1.2161615938106128e-05 9.887664386709149e-05 -0.00017744363672203063 2.3701593907440252e-08 -1.6110573984792464e-08 2.396562363285303e-07 -1.0042423850185092e-07
age 0.0003038695296622189 1.54216520262066e-06 0.00039148182644034785 0.004340222234561228 -0.00038387937111375377 -1.0449864942282603e-05 8.672123697925105e-08 1.0282203446523428e-05 -8.531860519341989e-08 -0.00011946316503441272 0.0004497267080987939 6.229090099768693e-05 3.871077744339659e-06 0.0006563922209922266 -0.000869920300754451 4.327305492756753e-05 -0.00010017637078152199 0.0004502677237225769 0.00042353016276923443 -0.000140542044033722 8.552659930848857e-05 -2.7452630197335242e-05 0.00014310836871642084 -0.00024109028295072504 0.00019717672743062623 0.00022650611883640707 8.570708590875492e-05 0.0002482465456409678 7.586472251179143e-05 3.402919318863666e-06 -3.675755362378771e-07 -1.3058998495537426e-05 1.586512427914901e-05
sex 0.0002696525564723733 1.975677581562793e-06 0.004340222234554147 0.09088491567650618 -0.007646184435954062 -0.000112444707158113 9.099245433580613e-07 0.00019783350314115362 -1.600060827358857e-06 9.642250235000993e-05 -0.0008883181245192753 -0.0013011984799742066 0.0028399489936537406 0.0018045365790229997 -0.005416770263334441 0.003000541946102326 1.560604084667208e-05 -0.0016621866766027363 0.006062115133966307 -0.006937226172066396 0.004329732773057703 -0.0009655743723505317 0.000812962910255012 -0.003972254886425043 -0.0032529522347189256 0.0020633743686009854 0.0002313275845550421 0.0038209289656736096 0.003924263523627697 3.621932358830121e-05 -3.8535342875984525e-05 -0.00025783846497869897 0.00034188833327047273
age_sex -3.680219275607442e-05 -2.8466142319215804e-07 -0.0003838793711129284 -0.007646184435950491 0.0006712330977799607 1.0279470933352774e-05 -8.532168882836959e-08 -1.792480907164239e-05 1.4855984658407485e-07 -4.910744978168283e-06 0.0001387217710506762 0.00015247955802390366 -0.000230162815297596 -5.681941726869162e-05 0.00041741718193949803 -0.00024857753511415713 -0.00013077077564556367 0.00011995458754559438 -0.00044465603004333715 0.0006451552165645676 -0.0003688114477093462 8.310244392872216e-05 -1.4337473209052726e-05 0.00042169635420821126 0.0002745885135880011 4.5988674003838345e-05 6.153150974964872e-05 -0.00027837074047832265 -0.0003453191185793092 -2.6729363810438293e-06 1.5849593763335172e-06 2.1158121278613708e-05 -2.4717950280879797e-05
age2 -9.6159561866835e-06 -1.2604165489356746e-08 -1.0449864942279449e-05 -0.00011244470715823789 1.027947093336917e-05 2.876037007928676e-07 -2.4427591451956557e-09 -2.8307866960962344e-07 2.4033173876784594e-09 3.4544309832938304e-06 -4.3980841072519994e-06 2.661846452474641e-06 -9.771136188919697e-07 -1.1478377831156557e-05 1.7581381812316423e-05 2.8645228585843693e-07 -1.1701814352656616e-06 -8.104916259719158e-06 -9.824593995310544e-06 9.620635354759068e-07 -1.992726692202976e-06 -9.65858241061487e-07 -2.700594249754792e-06 9.197942642285243e-06 -1.9699799392834917e-06 -3.5236542647454666e-07 -7.55407940450871e-07 -3.6362423536880756e-06 -3.7007443732746677e-06 -8.868685435070435e-08 -2.8050781969615222e-08 3.2078970730065974e-07 -3.1648375311163925e-07
age3 9.238363880907989e-08 6.750034741410088e-11 8.672123697920549e-08 9.099245433587117e-07 -8.532168882847217e-08 -2.4427591451951552e-09 2.1166321516737126e-11 2.403208662122814e-09 -2.0810830056687416e-11 -3.501352844548354e-08 2.986931735022476e-08 -3.916527625416815e-08 5.87935747930047e-09 6.392465566952417e-08 -1.3193486806440896e-07 -1.6806439783466787e-08 2.2805842823565335e-08 5.088586337632941e-08 6.510772321466662e-08 -8.688049516630196e-09 2.4826573167346097e-08 6.312846367841534e-10 1.656109139364536e-08 -6.804890902494375e-08 2.060139245325942e-10 -3.238350624651403e-08 -4.210429580586013e-09 2.1582309899348137e-08 5.4892154824143565e-09 7.272868630721488e-10 4.872000376611538e-10 -2.5381195204861293e-09 1.9605855938988887e-09
age2_sex 1.3139395139465942e-06 4.378761807244518e-09 1.0282203446497044e-05 0.00019783350314097673 -1.7924809071635287e-05 -2.8307866960906604e-07 2.4032086621190757e-09 4.915425850805063e-07 -4.1647569902426196e-09 -2.2109077082546451e-07 -4.778954646870675e-06 -4.815180525219287e-06 5.818456195979142e-06 -6.023345382830801e-07 -1.015041456406761e-05 6.394429028451379e-06 5.382439245391401e-06 -4.274969342276911e-06 8.912294269286749e-06 -1.728605824839284e-05 1.0288743960638005e-05 -2.0919159308845237e-06 -2.3354889032371595e-06 -1.1156642160027388e-05 -7.822556057950962e-06 -5.562840359484006e-06 -4.138285332971104e-06 3.9917436748855036e-06 7.003648320861905e-06 6.015996800710173e-08 -1.8702556429437204e-08 -5.370295968725652e-07 5.573984986364311e-07
age3_sex -1.3495850434848056e-08 -4.487449343278131e-12 -8.531860519317102e-08 -1.6000608273568262e-06 1.4855984658396664e-07 2.4033173876730207e-09 -2.0810830056649585e-11 -4.164756990241305e-09 3.5985045880865306e-11 5.182579467300373e-09 4.6950767361927725e-08 4.527428821634858e-08 -4.731934377501812e-08 2.0933589853958175e-08 8.008434229628935e-08 -4.957137917381418e-08 -5.66922375752797e-08 4.998993469149684e-08 -4.874848412893271e-08 1.462052975888644e-07 -8.94509864893589e-08 1.590382293692233e-08 4.15300927691604e-08 8.003935999280595e-08 7.608582580791555e-08 7.573645416791943e-08 5.859843942641636e-08 -1.1325029082595093e-09 -3.071566693766751e-08 -4.3123713990384215e-10 2.3112485872874785e-11 4.308631232623422e-09 -3.975347081642201e-09
PC_3 -0.0011108201497371823 -3.984924253216104e-06 -0.00011946316503505725 9.642250233884114e-05 -4.910744977094639e-06 3.4544309833120314e-06 -3.5013528445641676e-08 -2.2109077085619058e-07 5.182579467568503e-09 0.22891555354018628 -0.010760654626229044 -0.006924761330904705 0.03656380284686859 -0.002813370480363702 0.012318685076642395 0.0323284555439393 -0.05630986333503342 -0.036703426133683825 -0.05327368284776703 0.052668117631212895 0.034339063612825294 0.059891385181150204 -0.041985549018401014 -0.14510293029716106 -0.030373588715049676 -0.0167506570344885 0.03425311311970394 -0.043643002320244574 0.09975003251115207 6.399761979591489e-05 3.7909683923324197e-06 6.619732788812375e-05 -4.927329014864788e-06
