(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.0025933853918075 0.0012943278641728 -0.0006745021223559 0.00155344791793413 0.00011159113914235 5.34904887782401e-05 -0.000128701026335147 -5.13255143945905e-05 -1.63601598284622e-05 1.05151444068941e-05
covarage 0.0012943278641728 0.00306109280890833 0.00317352645340931 -0.00491909272500803 -5.05751496911476e-06 9.41072703403779e-05 -8.51080550286674e-06 -3.54270882080109e-05 1.30413735125552e-05 8.80151430789233e-05
covarsex -0.0006745021223559 0.00317352645340931 0.00827227658221845 -0.012025980095228 -1.27564326263988e-05 7.18438068369331e-05 -1.17141789954335e-05 -9.24245916970167e-05 0.000106719658999667 0.000100343718238245
covarage_sex 0.00155344791793413 -0.00491909272500803 -0.012025980095228 0.0194100500274369 2.26461245878926e-05 -3.76099383213545e-05 -4.05655816570769e-05 0.00014971974012062 -0.000174513734663621 -0.000118229953952211
covarPC_3 0.00011159113914235 -5.05751496911476e-06 -1.27564326263988e-05 2.26461245878926e-05 0.000911500933364835 2.82000914650258e-06 5.42537596195457e-07 1.41759350559353e-05 -1.83137055570615e-05 1.10367347618923e-05
covarPC_4 5.34904887782401e-05 9.41072703403779e-05 7.18438068369331e-05 -3.76099383213545e-05 2.82000914650258e-06 0.000994056105085884 -4.23364103402589e-07 1.94537798515905e-05 -2.76312453649997e-05 -1.91245000491118e-05
proband -0.000128701026335147 -8.51080550286674e-06 -1.17141789954335e-05 -4.05655816570769e-05 5.42537596195457e-07 -4.23364103402589e-07 0.00109961196634081 -0.000559011124551731 -9.64287357932998e-06 6.70682339162185e-06
maternal -5.13255143945905e-05 -3.54270882080109e-05 -9.24245916970167e-05 0.00014971974012062 1.41759350559353e-05 1.94537798515905e-05 -0.000559011124551731 0.00526721209229164 -0.00403356466574761 -0.00427888854526556
gmm -1.63601598284622e-05 1.30413735125552e-05 0.000106719658999667 -0.000174513734663621 -1.83137055570615e-05 -2.76312453649997e-05 -9.64287357932998e-06 -0.00403356466574761 0.0117434938505025 -0.00367393211813407
gpm 1.05151444068941e-05 8.80151430789233e-05 0.000100343718238245 -0.000118229953952211 1.10367347618923e-05 -1.91245000491118e-05 6.70682339162185e-06 -0.00427888854526556 -0.00367393211813407 0.0122411567117373
