 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 9.697735270271237e-06 3.41306182542339e-08 -1.3569572957417763e-06 -6.530959817475162e-06 4.3105346972156685e-07 2.6943748006065076e-08 -1.5425846521199763e-10 -9.432863439161343e-09 6.352356711184424e-11 4.014118707864846e-06 -1.7948382068964635e-06 2.786594066705441e-06 -3.744347430085045e-05 4.729972888443974e-05 -6.515472362957379e-05 4.610130089860418e-05 -3.7710854831577516e-05 -3.6965471037489706e-06 -7.25315036234099e-05 -5.670882258605317e-06 -1.712693162552155e-05 -4.949315635572471e-05 -1.6315790707985675e-07 -3.282988345046227e-05 -1.5137093298317013e-06 3.1880570809774584e-06 -4.1572172123727205e-05 -4.506469704552766e-05 5.962187230930805e-05 -2.0024049951170373e-07 3.640553742594365e-07 4.00804015878214e-08
yob 3.413061825422638e-08 9.577805097853154e-08 1.3792162836853618e-07 6.33405888954609e-07 -5.864467841263638e-08 -3.9987903423284485e-10 -1.946027315632952e-12 8.990891581138384e-10 -3.044387637507592e-12 7.438675630172504e-07 6.942026511053075e-06 5.128383005993709e-07 -6.670704708384349e-06 -1.5481018043198452e-06 -3.075649570565249e-06 -2.1865079142748672e-08 -2.4808488149914244e-06 4.485272192494607e-06 -1.6514123501915888e-06 -4.172521182086343e-06 5.844343981729209e-06 -5.2740765815627455e-06 -2.5361671483782707e-06 8.224016281057526e-06 2.4226028617228825e-06 2.4492081798876406e-07 -1.9227738292458745e-06 2.967082763607679e-06 -1.0978259745340114e-05 -4.3443210845042e-09 -6.056268935843402e-09 -1.3233383231024211e-08
age -1.3569572957567988e-06 1.3792162836876732e-07 2.4466316614627053e-05 0.0003495747021565973 -2.429265719197996e-05 -5.028242147375514e-07 3.2002754354322367e-09 5.022931696140643e-07 -3.199316071784829e-09 7.910809725958945e-07 -7.83984062362255e-06 -9.256030465889259e-06 -2.033195007809503e-05 -2.052863946937506e-08 9.854435640863197e-06 6.619975584379979e-06 -4.576696879721968e-06 6.620828372255181e-08 4.232073283336799e-06 1.1616777608196327e-06 -1.885634909840603e-06 -9.832133512340282e-07 -2.1811113255769328e-05 6.96808922977449e-08 -1.3184547575085055e-05 -2.7242092761580744e-06 -1.5108235797562189e-05 -1.1728010542266706e-05 9.663036696077999e-06 -6.494060680100764e-08 2.7768285520529684e-08 1.5932669514402793e-07
sex -6.530959817725836e-06 6.33405888959026e-07 0.00034957470215666876 0.009476681731483012 -0.0006243229496428849 -6.941435153015203e-06 4.2981929573477325e-08 1.2481051309081171e-05 -7.759250364105707e-08 4.139832541822078e-05 2.798835072934558e-05 -0.0001459341160824973 3.6100811406401436e-05 -0.00016941388880148026 0.00020557608355163982 0.00016469597898753513 1.7734298837384817e-05 0.0001449473210919393 -5.952357943625707e-05 -0.00018448423407953647 -8.088168696268612e-05 -7.0275679101505424e-06 1.4546466944229032e-05 -0.00015476266369863782 -2.5257216844434792e-05 0.00021222940081991662 -6.386926052380615e-05 -3.9735326222302296e-05 -0.00016296519837716712 -1.23351789153914e-06 1.02972201083753e-06 3.048312910834369e-06
age_sex 4.310534697528324e-07 -5.864467841326971e-08 -2.429265719199164e-05 -0.0006243229496430332 4.3293203580972345e-05 5.012359255224443e-07 -3.1935930462153634e-09 -8.966535722803053e-07 5.723025968678456e-09 -3.7375271742509766e-06 4.327949403781847e-06 1.6404430686945018e-05 -1.588595534472422e-06 9.899173585332626e-06 -1.9378518652146475e-05 -1.0604476195934348e-05 -4.356950018507573e-06 -5.204557859089693e-06 1.8963848622771222e-07 9.809846620856168e-06 4.5223002662604014e-06 4.309861012616362e-07 1.0645365679546573e-06 1.3858665666377275e-05 3.159031517965004e-06 -1.412012659695974e-05 9.070480563768998e-06 4.853963134159515e-06 6.692549518913007e-06 5.494610194785928e-08 -1.4183335400728984e-07 -1.4829853463450285e-07
age2 2.6943748006494048e-08 -3.998790342383852e-10 -5.028242147376366e-07 -6.941435153015548e-06 5.012359255223337e-07 1.0714963831447121e-08 -6.99842636021912e-11 -1.0688876589986852e-08 6.981387970793203e-11 6.000585007225405e-08 4.817747688376561e-07 3.047302564189206e-07 2.757271503918289e-07 2.8655544330118285e-08 -3.2868542771862735e-07 -1.6571342990517238e-07 -6.291344289271513e-08 1.8399859365776128e-07 -2.3328799231505561e-07 -2.2180018139740153e-07 1.6322215444576356e-07 -1.4893887274696505e-07 4.768209598378702e-07 2.61841147285472e-07 4.090715111329295e-07 1.0417921841465462e-07 2.674143073635708e-07 2.7837077498083474e-07 -6.116014550553826e-07 8.015230270460649e-10 -1.3370696722068505e-09 -2.9297784900470437e-09
age3 -1.5425846521371313e-10 -1.9460273155744603e-12 3.20027543543326e-09 4.298192957348887e-08 -3.1935930462153183e-09 -6.998426360220049e-11 4.668454263853239e-13 6.977966356519444e-11 -4.653766623529201e-13 -8.847164663238203e-10 -3.829680552982528e-09 -2.4352221766465647e-09 -1.864395034076253e-09 -1.5702852886420098e-10 2.185681412707963e-09 1.202752949779401e-09 8.896015202134212e-10 -1.7405730773793903e-09 1.8482278745667485e-09 2.0345399454520045e-09 -1.1998771174173384e-09 1.283460264305348e-09 -3.5683857099384226e-09 -2.3659464990933127e-09 -3.186515442484319e-09 -9.402244882150299e-10 -1.7080647451878888e-09 -1.6138182862505472e-09 5.268609276451509e-09 -2.9288241477031323e-12 1.080247961197202e-11 1.7941730358857292e-11
age2_sex -9.432863439984368e-09 8.990891581257552e-10 5.022931696144165e-07 1.2481051309086828e-05 -8.966535722804799e-07 -1.0688876589991437e-08 6.977966356520995e-11 1.9105940648992194e-08 -1.2479925509648766e-10 7.950405924894256e-08 -1.7251797784932235e-07 -4.30266990004611e-07 2.2234684728642354e-08 -1.9437616729446718e-07 4.842976408439671e-07 2.1319831865084422e-07 1.2228188109675366e-07 4.222779936957249e-08 8.434185362599213e-08 -1.0010276275402243e-07 -7.859208585478267e-08 1.3461199412831303e-08 -8.583964456955338e-08 -3.5852429491995356e-07 -6.980035847553394e-08 2.5349085792575986e-07 -2.3015340154488712e-07 -1.0605827404613263e-07 -5.232013316571957e-08 -8.354758915274427e-10 3.2980866691047486e-09 2.6196065020733807e-09
age3_sex 6.35235671144805e-11 -3.0443876375330008e-12 -3.1993160717876566e-09 -7.759250364110603e-08 5.723025968680486e-09 6.981387970797375e-11 -4.653766623530984e-13 -1.2479925509650681e-10 8.317665433812404e-13 -3.8166200637236144e-10 1.4904480788055209e-09 3.213346460936243e-09 -8.803857339228905e-11 1.246345255925274e-09 -3.511633540002324e-09 -1.2582512767074413e-09 -8.906828322614302e-10 2.959140697917019e-12 -1.0730181898970436e-09 5.5628975828956494e-11 4.1152533687016094e-10 -1.910414148618576e-10 9.243754381511974e-10 2.6078804842001245e-09 3.999040005135661e-10 -1.355318795636004e-09 1.618152058588551e-09 4.422276293754372e-10 -6.316765220598819e-11 3.3182114860152523e-12 -2.0737800206474447e-11 -1.5679566538023192e-11
PC_3 4.014118707863255e-06 7.438675630172924e-07 7.910809725952639e-07 4.139832541827741e-05 -3.7375271742541814e-06 6.000585007227547e-08 -8.847164663239957e-10 7.95040592489983e-08 -3.8166200637266413e-10 0.024857143726083553 0.0007096041011131751 0.001678613275479947 -0.00029314654147374197 -0.004227501978763537 0.0017895869909681896 0.0036116406863608104 -0.0038705678707688105 -0.0002236580491209065 -0.0012580411237751374 0.0005833137753467652 0.004880406947809273 0.0025320379812052395 -0.0015495629995063481 -0.008971335809966901 0.0010525179629890082 -0.0008346933672002203 0.002991777747781097 -0.0005618868303747678 0.004515700273729788 2.6272128446532987e-06 2.0284952678874466e-06 2.2700336236934167e-06
