(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.153465400125066 0.0335934429503679 0.0171826549989315 -0.0323074695794226 -0.00120183022846365 -0.000237458949995912 -0.0203439235253127 -0.0132549300243303 0.0248358380831547 0.0217788369035154
covarage 0.0335934429503679 0.045791544343537 0.0349953363778404 -0.0670740453537347 3.65270225737187e-05 0.000831098591758506 -0.00147897103952882 -0.000221848807447151 0.00048081018845036 0.00119386445871634
covarsex 0.0171826549989315 0.0349953363778404 0.0579938563030066 -0.0915507793800597 -8.94819561961027e-05 0.000132549382461647 -0.00257553086130219 -0.0012456132370144 0.00237824391743074 0.00236350197576624
covarage_sex -0.0323074695794226 -0.0670740453537347 -0.0915507793800597 0.164186018444091 9.3141954008171e-05 7.49488144624834e-05 0.00363818727889691 0.00146390006873556 -0.00330263873890996 -0.00315531930549008
covarPC_3 -0.00120183022846365 3.65270225737187e-05 -8.94819561961027e-05 9.3141954008171e-05 0.0102722071024117 -0.000224101904195687 0.000237261854174823 0.000203230736849009 -5.89403482342086e-05 -0.000268971438253575
covarPC_4 -0.000237458949995912 0.000831098591758506 0.000132549382461647 7.49488144624834e-05 -0.000224101904195687 0.00927152346234484 -0.00013195578915131 0.000200859285309929 0.000169724958839934 -0.0004380165359167
proband -0.0203439235253127 -0.00147897103952882 -0.00257553086130219 0.00363818727889691 0.000237261854174823 -0.00013195578915131 0.0210103897171151 0.0108520776848453 -0.0195910057466767 -0.0189733472777392
sibling -0.0132549300243303 -0.000221848807447151 -0.0012456132370144 0.00146390006873556 0.000203230736849009 0.000200859285309929 0.0108520776848453 0.023506000574485 -0.0210765988107004 -0.0201164458970696
paternal 0.0248358380831547 0.00048081018845036 0.00237824391743074 -0.00330263873890996 -5.89403482342086e-05 0.000169724958839934 -0.0195910057466767 -0.0210765988107004 0.0429314130230848 0.0173712985003635
maternal 0.0217788369035154 0.00119386445871634 0.00236350197576624 -0.00315531930549008 -0.000268971438253575 -0.0004380165359167 -0.0189733472777392 -0.0201164458970696 0.0173712985003635 0.0402286957098156
