 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
PC_8 -1.2810771156930811 -0.18461370912350258 16.030621510166995 0.08852270462570117 0.000563905277149156 -0.7880636155628817 103.34777506000725 -89.46468181091645 -27.931519293071077 -107.26305518653598 50.30909448656018 -334.3787169494734 -147.28970324639658 -98.78263359140527 -754.7000169750178 172.62066995179407 11.94280282465742 253.3557189722716 50.2396824036031 -84.30299105744626 -106.39741218097242 -50.79378534637758 14.85701298548498 0.44890605268849854 -25.862319716077323 2.2587565964077556 38.60194537743705 11.391745561281889 3.1628020969351184e+16 4.02243987463082e+16 9.425446343849417 -8.503175027313421
PC_9 2.487566457202214 -0.03621113444058119 -5.482950059359083 -0.14471888268611188 -0.0010645592033656551 -6.401373271784539 -89.61240283802309 -108.57359882586964 119.06349025013097 41.70892678266359 41.013609414142046 -492.82257286595075 -170.0820634264813 -147.9562473263027 -930.5906399700376 -203.9961879036071 16.059315550753478 279.7718930838005 -113.26261249913642 -12.986515534023575 40.56211092633643 -343.0624448286866 -25.01262903827823 -7.56850851766181 -6.381579891824848 4.9664277082975214 45.63401330468804 18.552205405184058 5.8929982469792104e+16 1.2409382411800992e+16 10.673227074383774 6.343453174648935
PC_10 0.7035249292290237 0.09485669198176708 -5.747019273883221 0.012891978964964534 -0.0004947955158450608 -4.207841825522216 -19.678859134875953 28.793688236533683 -42.12386893384168 -98.79452869679784 30.503683798746255 140.0816545450307 70.0334577008744 101.03387235183841 236.49967375350283 -112.25576028492918 -5.748682422851832 165.41841047998201 -40.092764259900164 -3.4220240572622713 49.32976868222268 121.95737381614987 -4.022014359974762 -16.66978281247604 -20.329982875882123 -0.7412348186327795 -62.958359517245576 -10.421183213167357 -2.557688990197857e+16 -1.4902722092257098e+16 -0.9660786155217866 2.6123951610683083
PC_11 1.1010541188019851 0.23401163619857127 -10.714935516500919 0.05372724311372649 0.001475454857504997 1.1487986279767632 52.96851185982194 103.50242957025968 -76.41051829459396 -186.53575515025167 -29.835224788471244 163.26466162884904 -136.41284526759873 309.9171445199784 611.8804571995026 -52.83486746364894 12.565668468110543 34.91072688037911 -35.262706170794836 24.293061382050013 118.81315844927742 218.37192695876786 29.12978047904051 -21.414138717683375 -10.154502727745504 -2.7802686893045543 -121.59895845261276 -26.229306528553142 -6.271698642052342e+16 -3627225707410452.5 -8.492519954655595 18.26213188034986
PC_12 -0.25936322991701005 -0.1147578124659953 6.028211498433025 -0.22667703637584063 0.0004094268270709613 -2.1883229056025413 -148.3744222444896 -47.34081662733345 -26.999753281072547 103.00710686995849 -45.76981019814615 -156.2715940796677 -39.59828081871756 43.75646321549625 97.5430678247559 -244.50931613864603 -15.450951794344023 -50.28693364166844 -48.403484813384644 -17.55821068350826 165.1692661278051 -311.9829968143444 -20.893762088057258 2.1241655444017704 7.512149164398706 -1.7277111489294308 142.80660941883863 25.002156262202934 1.0664728405147869e+17 1.073455589120273e+16 10.996009468642324 -9.824533714527337
PC_13 0.4432561981731309 -0.006051437753041309 2.5801545448122165 0.005716934449190865 0.0008909476905512438 0.841236841992862 2.3971633761321796 -18.457018503227687 -78.47611797061171 -25.63677209603291 -46.14748107997305 66.32879769671366 -78.14322163211469 89.35987308495295 216.67112064091108 149.66446666863862 3.2494128926005548 -29.63494134728968 35.360217955735806 -0.09766933801432319 101.02149376923808 -15.872555809485567 -0.2803581300160014 -5.633009878788226 -17.059711939688267 0.337686144921324 -24.841673082029363 -5.622096568382047 5478000859620376.0 -2545809759602745.5 1.4814487385942758 3.266386826786258
PC_14 -0.7925651304124439 0.023958112792345814 -1.846311113044437 0.12342611537706333 -0.00047814735604163216 1.1600377315894062 -2.6031102604114342 -14.125757290012562 -23.060948180124136 17.643907197058613 22.115728581062797 -94.23266623426497 34.286568222523975 -144.24109310685873 -217.7058270995047 -70.48157037456235 130.5403979359565 99.17809043197684 -35.34693937889663 -11.502596392151176 -43.805610967930065 -12.363568663740905 -21.500999281419436 -18.60734418723523 17.77349188358495 -1.1435108563327003 28.401175885881692 12.915837250230812 4408879957755364.0 3965437525047469.5 -0.7075089808152061 -5.236367279759823
PC_15 5.5192083232298375 0.4628640857437119 -30.873571413222017 -0.390144746566503 0.0017866936446407837 -0.026213147560169618 -167.98179667585975 211.7878424681563 136.2207452212324 -167.608990497621 147.11414095605465 -407.02285831049255 -144.96760825596007 184.3836012500005 726.9505595155906 -502.0032853027038 -30.617607439120814 308.63863177230843 -198.39879197768383 69.41356927610286 185.49250279729162 -607.2210498629577 22.162906273505936 -1.9481602155108835 -7.209374476635514 -0.4331207471713108 50.027129571848334 7.372638833119568 3.4598172043806084e+16 4.701304104419192e+16 10.711759541887345 8.275652661983157
PC_16 1.9577287341759657 0.33204100329330166 -23.828174453291943 -0.4180015328153146 0.0008431637296578003 -2.243265715755618 -108.71693358480518 -17.84301435192882 -148.99879098329504 -43.76438662935654 -194.01763709486363 318.3317525386303 -223.16854103263594 314.5973637617866 947.2571140722207 -441.01405098996725 -32.31675901920952 -299.4568231574397 -72.5924948758106 71.15958722671162 297.66551787818764 -72.12343239827281 24.010305315690612 -5.70425274648315 -10.131725343685089 -8.661681732315802 -147.30984010258308 -12.75890606496857 6.061756829779024e+16 2.158352806865433e+16 -18.56265150177293 18.909480654973734
PC_17 0.9659309446739917 0.0493264785437552 -1.6550453546988595 0.016907216256127695 0.0006295531278805601 -5.192481324994027 -6.3764709351905795 -11.932025862077772 -42.83191387023828 -14.974454590883925 -18.323380069517942 -5.564599293844945 -77.35286187624062 30.150661395776762 124.22151503642466 30.424646303548315 10.156579108854661 19.293881371034484 2.524554690405531 163.1170210984692 68.39867587400781 -22.31653657536596 -9.58437976553222 -16.62296552420739 8.35142971805588 1.1588961753519635 -36.10337924327364 -1.9309906086166537 -4280320681510215.5 -4075711763692076.5 2.5087452945502364 3.9316037525485235
PC_18 3.785275904614339 0.3034037702132155 -12.198420459792304 -0.0032835055081969987 0.004687895215735695 -4.376747298038334 -81.74130118456763 106.72089783887277 -282.6895863633017 -149.12370499098003 -83.7183672430433 -128.54861906089317 -261.8714340328113 98.72918098755247 781.8414868090961 -113.89155280657344 -26.072548946321024 198.46645067709846 -0.19305003604289078 0.5853719319964134 493.5014635336549 -394.8827257453725 25.643069095547574 -7.724679978791196 -15.790866955829395 0.5493382892485348 -80.7846782067345 -1.0299982946685342 3.664138057402857e+16 3.249053128973064e+16 13.180785101550946 11.22665991911546
PC_19 4.8145405591782255 -0.3167437127248768 22.280433530560874 -0.783749792627721 0.0032578511484839647 -0.22833977960632731 -141.07797082688467 -126.94196995900465 26.022692451984526 13.00321457165421 -62.565534138793424 379.11785822947644 -315.42477533951114 824.9092733432177 1237.4282769201182 513.2669660389785 -117.95550647646613 -521.9107228336868 237.49972916004666 104.32451446504089 254.4749632325979 -514.7489952000126 -5.816958064220845 14.839999559817032 -9.47940199899199 10.72707513681535 -1.464472763363812 -35.20293930448131 8.96343221229103e+16 -3.745014987558658e+16 27.90146897496814 9.221586829057944
PC_20 -0.08439127053600119 0.06282008058312495 -3.8214204681717807 0.018277980421800195 0.0003156558579814062 2.257763877510447 14.688528109130525 -0.6205016509946076 -42.80363735269058 -40.71811800705535 20.976560697292165 -16.879793192260017 -24.712568522916687 4.374678634059298 -43.98915301687893 29.400298569262546 -12.571393824843582 128.34912439781476 -4.875058999793782 -16.255179119777118 -15.973242305228238 -55.03474370377935 176.88592285732918 -2.4791027270491126 -11.891594492211167 0.8157851139341856 -18.01795835630433 -3.5698608248020505 -8909573166493767.0 -1718505002413806.5 -0.3616737258155224 2.2479363072429677
PC_21 -1.6020122267937316 -0.38238033680627875 21.040413104805648 -0.13343765724543172 -0.002408004792774128 2.4194349898505645 4.418100954059482 5.2676230576468965 358.0559828048409 238.93745701476425 64.87310619856142 140.68331394671685 144.76954523046257 25.887260390669134 -380.7719304781272 306.2554591506641 -22.28847611628302 -408.64755902942403 -37.31318849476826 20.58226764809071 -302.6829314019884 102.54341497306783 -18.71482256465161 170.23802264150663 8.473842105690668 -1.763370749091305 160.35122164430203 -5.228794564641124 -1.6181836957189934e+16 -7579481073365494.0 9.21413527829881 -5.879405389284794
PC_22 -0.13513680020031202 -0.05133704397426273 3.1081033817973913 -0.06737753035538564 0.0005220093978417788 3.3130761478657047 -0.8117067876723867 -8.387346116117502 -12.361490789009057 27.01254043288086 -13.062527274261637 69.57598608689027 -98.06938535860424 105.24886861606309 146.81400237813162 111.19081880506073 -1.5468927773915635 -143.86872006138697 12.796183994583398 23.902437912349917 41.76282172419544 24.889253800150012 -16.304057938126395 15.644016958117701 130.08735495776796 0.7098394959390502 -18.890872548975896 -1.4204400574902385 308365062084467.94 -1.2570138340881338e+16 3.9634413287839663 2.0104810131864355
proband -0.0037380257069782705 0.0002587923493610213 -0.011886367300295738 0.00035209094866398797 8.022206371858921e-08 0.004583186111416679 0.03173349520848423 0.11671340066413553 -0.07075019079331864 -0.09569711231268777 0.038296940984876925 -0.291971654787322 0.09772098198077658 -0.4820562980000822 -0.45763336668734694 -0.3712479129299106 0.04777612252757944 0.3784147676781424 -0.147947961109142 -0.08605585366019117 0.041272162984622315 0.16503882578189066 0.0006833920148546551 0.007010711889098393 0.008409002613853587 -0.002379474222766881 -0.013912496695272066 0.01977155893861224 -39106615169450.04 33181802485969.23 -0.010777081560861908 -0.0036285164040784387
paternal 0.0038676064021539412 -0.00010425043178489385 0.005884821541261269 -0.00038720799374674004 1.3307526890368432e-06 0.0025015877128424075 0.051114253664277604 0.07595491765816981 0.2279951364746863 -0.14316046156042533 0.17656348401555613 0.13683013719021075 -0.051450922624926045 0.4919764364703515 0.6141949403088655 0.524171565255485 -0.042113421085484104 -0.04291230920747203 0.16687572509887166 0.0902626266405422 -0.150326796683797 -0.2953738335605717 -0.0015976251357212147 0.008003488592810972 0.004958285855318607 0.007582940363095804 0.017333907305186948 -0.027579739479127754 -2940146044306.487 -2128664044058.1213 0.02051913139474185 0.001993049063681634
maternal 0.00038840114902158215 0.00020610470345700538 -0.012687163395486912 0.0002181801518382604 -1.6700602278106973e-06 -0.004866539253991006 0.11927757676651816 0.11684537611842187 0.1011752596070562 -0.11494548418951955 0.172507637416359 -0.24164865259766793 0.10177071623630163 -0.007578543512999166 -0.23019575757632335 -0.107028626672518 0.007053505860552432 0.37783527715383713 -0.0877276944096379 -0.025115626130451138 -0.2603515556580111 0.0666258065906119 0.05760928812338101 -0.05094972914929943 -0.03123610727732785 -0.002951267498058353 0.07285388615265981 0.02213415789686808 -43077011600522.41 27244777177894.18 -0.014767537406162995 -0.019411098306532516
gpp 26946014043124.48 -2777671078929.8496 164923934486633.84 -3318846398848.292 24579132594.382015 -49516024653353.38 -1628637799809073.5 -2004408090283413.8 -1908279906446381.8 1835982385212115.2 -2013460076344131.8 3464420496008911.0 -2944910587998475.0 3422920557322946.0 6879069691427247.0 3248210133892990.5 -403982713638559.0 -5652493197069872.0 1575942148673211.2 583358045590715.9 2932265841067492.0 -3194296730792955.5 -220336143165963.3 24527689791651.062 -283530996478156.56 64754500795682.516 -1113570090139108.8 -230148600162689.53 6.359826803531493e+29 -6.359826803531472e+29 142885944266718.97 156929629628156.0
gpm -26946014043124.484 2777671078929.8496 -164923934486633.84 3318846398848.2925 -24579132594.38202 49516024653353.375 1628637799809073.5 2004408090283413.5 1908279906446381.5 -1835982385212115.0 2013460076344131.5 -3464420496008911.0 2944910587998475.0 -3422920557322946.5 -6879069691427248.0 -3248210133892991.0 403982713638559.06 5652493197069872.0 -1575942148673211.5 -583358045590716.0 -2932265841067492.0 3194296730792956.0 220336143165963.38 -24527689791651.0 283530996478156.56 -64754500795682.53 1113570090139108.8 230148600162689.56 -6.359826803531493e+29 6.359826803531472e+29 -142885944266719.0 -156929629628156.0
gmp -0.006580185375401663 0.000675851834437863 -0.03249837509775783 0.000655625145953744 -4.83792199966526e-06 -0.02879789556468058 0.5178763886836039 0.509802629238845 0.637353580905738 -0.7787290247443338 0.2723914400376719 -1.0000774877504501 0.5590296230713128 -0.8212423780477244 -1.1905043610182948 -0.8592516414260284 -0.1372571415994904 1.338167846904057 -0.043440596636403504 0.17988904805864966 -0.08243231490889308 0.4608253727081735 -0.2092243576519028 0.6078777547111482 -0.0561133247682226 -0.011739131107313856 0.2190362245694343 0.034160843120143364 -125553587847423.08 125553587847422.69 0.6110566631691585 -0.6466189316793168
gmm 0.010817338576233584 -0.0011967497903195188 0.05960905835429337 -0.0012004630366100736 8.8545438732282e-06 0.04005710603417212 -0.8254616464440069 -0.8245792081137157 -0.8781796565112486 1.0931513328960265 -0.7018511928622794 1.6762091851936818 -1.0373176654676546 1.308534737108018 2.2849423762438783 1.3838612383950502 0.11018279836328744 -2.426322882547593 0.32753609892855795 -0.03627188933254771 0.7504757232814068 -0.8139587023858686 0.07044621564251992 -0.5241715811708252 0.17019240246950318 0.021211601108890577 -0.397507852293833 -0.09435345921758177 227649725619205.88 -227649725619205.16 -0.5644924435530377 0.6952029746598247
