 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.237581695376881 -0.0017823460077168473 -0.21990732536721752 0.005079931991265226 -2.6872212589119078e-05 -0.0775367957910393 0.7243710977016268 1.1709707726974454 -0.16870593741128354 1.203728269552641 -1.0620881966274063 2.242374411615634 -0.839222063405512 -3.439411646010773 -12.392846391937839 2.932536445534536 0.08526959292859423 2.782005803795366 -0.8623270131261257 -0.046518415226225775 0.8652838199556441 3.760188309234847 -0.3008501124149081 -0.09300710033375009 -0.2512663445056714 0.038815431777322405 1.2740119272292794 0.12848893977143205 -398437376875153.56 -484572484787678.25 0.03695244196279975 -0.14403565974835786
yob -0.000873520566653272 0.00016654212654512387 -0.006456487000773042 0.00022671696292579185 -9.019854409484844e-07 -0.002538718325599574 -0.02664048884122205 -0.1133079148392055 -0.08845455288421782 -0.11296611243497727 0.039917594090321806 -0.1153797525485496 0.05027701026827409 0.23987541175205057 0.4777968139751997 -0.2096975910138533 0.02278344500161583 -0.3076349307058715 0.05244260602974264 -0.009039226579033185 -0.05890770496363761 -0.16637244688260908 0.00709447360319454 -0.0004187391436647785 -0.003629036132590599 -0.0010427664392777302 -0.119086449248945 -0.007799415223450261 18360199630094.418 34290321420596.97 -0.002944784486286287 0.011803264027732515
age -0.2898736592393932 0.0013346774118646425 0.7596980064479945 -0.01977126890414439 0.00010719077748457681 0.026052930774503606 -0.6928493926332723 1.0159663634964053 1.5701213874998075 -0.8895896939259973 0.8516044666151432 0.4138665577964404 -0.09732944098869159 4.186369769887105 12.82542085399948 -2.7201645312845812 -0.9146405298821353 -0.17430848943275376 0.10512891054483338 0.6813729151107539 0.17000576688960925 -3.485755071710994 0.39615240995891343 0.23761073541542205 0.01814748609722391 -0.027620885775037473 -0.17067806610515346 -0.11304602447394822 329632365565523.94 252756948232728.47 -0.0007818918100679035 0.09649452099231941
age2 0.004956034414558235 -2.0407968038823753e-05 -0.01449630504307268 0.0003810647779149374 -2.072170264829656e-06 -0.0002897928232131626 0.011817368828747087 -0.024384297930031048 -0.031201065051053467 0.01419420493847626 -0.013740083146229773 -0.015433225813886635 0.005250751072597255 -0.07358644896105121 -0.22043204421203333 0.044938557626184886 0.018322167684242392 -0.00698225949890584 0.0005573436942735554 -0.013708629248570792 -0.007228418774084072 0.058593780561546044 -0.006978910605128862 -0.004408275700136634 0.000607026465696642 0.0004286899522489071 -0.0009712785928822281 0.0018797648139170728 -5496641885148.459 -3501922774669.167 -0.0001580106872931611 -0.001462831386901279
age3 -2.766093859446748e-05 1.1006170931266634e-07 9.083100173361676e-05 -2.4046364254301044e-06 1.3154228214161304e-08 4.1224586343081417e-07 -6.647069031648447e-05 0.0001771902929461783 0.0001977949602362672 -8.013636341004624e-05 7.310246372837369e-05 0.00013957178959377343 -4.6966868641966486e-05 0.0004436069220565568 0.0012803704243672443 -0.00025135018630355376 -0.00011941178431966341 7.983794438043838e-05 -1.4848992772149686e-05 9.048287839620098e-05 6.613925999981208e-05 -0.00032769491394184805 4.1287690230644666e-05 2.7294736962284414e-05 -9.807737150065445e-06 -2.1511689425162687e-06 2.2385352759645628e-05 -1.0864592909389388e-05 30211409259.726078 16754792539.711994 1.7583933410895765e-06 7.888796559516479e-06
PC_3 -1.0147949102837233 0.008300552746069284 1.5935768989732018 0.09457391601537658 -0.0001516438076555085 4.642923407880619 -2.1225772786010695 -116.35836818952976 5.671804787178186 -53.93259285130314 48.70874499820199 -207.7059461065343 76.49260453999229 167.28350624890598 497.3714784007165 -32.45504039387287 1.9047162665823576 -197.14819000679032 95.4987209501378 -22.30959225011175 -86.92198758432917 -190.29904210390032 5.580030116411075 -0.3991400024831536 8.03222493362223 0.5006219668193121 -90.29446993311858 -5.57216630694542 2.4236736754117028e+16 4.211987854270345e+16 0.6552580057397397 9.15609581850576
PC_4 -3.4500955986510604 0.22234358473585453 -14.661148330929748 0.5846127421949487 -0.0035776373790864374 -10.672705382617936 -14.458626926095555 -233.4109698205152 -118.27795510313265 -243.6608538849118 128.0217518158464 -244.58149472003083 166.4207522232805 690.4288114562023 1199.193145762203 -518.386506280853 39.52339312582567 -640.4258708078889 179.24416234646537 -34.87833571928303 -302.7793757881958 -557.5025047207786 16.85666709862562 5.722575716819957 16.837168433492316 -0.8458074668061449 -300.91369370728876 -11.535134531139141 5.932291787010221e+16 8.768202671077603e+16 -6.2748862368772125 28.14275252233563
PC_5 1.206113633658245 0.121091605989474 -6.46477724364451 -0.13504261342669482 -1.2819393263046413e-05 0.6011582791093788 2.6133700236130375 271.7177194879906 3.7404926722245846 65.62853876029523 -21.955327651479585 442.53993227124437 -99.67374593708541 -246.55762590409074 -313.48271785429966 -132.8450581277474 -13.803310304850156 523.4138038690127 -164.84089608361728 30.05101806125058 -65.9086319430276 438.004279163082 -10.563460266377508 -1.3567144320150708 25.422018283335298 -10.618532945968633 117.23111209909817 -10.136851144727697 -9.854897919106238e+16 -1.3124293311179822e+17 -12.604343366935835 -22.94943701845359
PC_6 -0.12977799961628314 -0.18265847272708735 5.951401464695351 -0.12476556450392833 0.0005830062588722858 1.2547575925005099 91.42915437710315 153.1530851341006 173.85381459700162 167.4313474941882 -52.89731454568089 177.503937097645 -10.3021092637721 -128.45925941746583 -127.62523248172194 239.99480998241725 7.755864058533606 397.46597200499014 27.10612281763558 14.323861384442253 -29.864240540977427 47.12388622304888 0.28830242330257355 5.998549184326784 6.652219736131181 2.0534948587365602 44.968910290085326 4.612637030994841 -2.965317758634441e+16 -2.9712325989177824e+16 0.12309689646614042 -1.463607100845765
PC_7 -0.48315918885956344 -0.19051375410838903 9.341584732840467 0.014245604898580634 0.00043885656586154187 1.6204199054113766 72.29678413267999 -23.376179835586548 94.2865275831571 133.82869346473433 -63.85321101627831 -357.76900431913117 -30.346607333709724 -158.18152390217176 -679.6271172500595 139.29994134688943 14.693518841536099 117.9123248223503 14.072882146956982 -32.359895168366144 -126.31804490397452 -110.12711561245555 -4.596291668063043 1.1863567902017194 -13.208667446832218 3.4566598619520446 23.088393614878413 18.31239139779088 3.1410978331995024e+16 4.982899382891422e+16 6.723364436547128 -0.550411096539914
