 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.170948319276635e-05 4.0819466853923224e-07 -2.5153104049313453e-06 -2.270837340950738e-05 1.7992271703100955e-06 4.403971536234337e-08 -2.1929626940506284e-10 -3.990616062655651e-08 2.667655238355411e-10 3.648876243976609e-06 -6.157533661436551e-05 -4.403653625958408e-05 -7.871905920586888e-05 8.097453192515933e-05 -8.026312937739226e-05 0.0001158441142440648 -0.00013402860055100702 -4.849380364481058e-06 -0.00014323794392320023 -2.1814095202960066e-05 -6.155780964747754e-05 -0.00012758417279755453 6.366355500031092e-06 -8.391964676334678e-05 2.740445279758264e-05 1.3043265145778877e-05 -2.75023691870352e-06 -0.00011762271155705387 0.00010974288687449368 -1.651926731594739e-07 -2.856796905499572e-07 6.483947842859386e-07 -5.242329730686701e-08
yob 4.0819466853930275e-07 1.500624260117817e-07 4.5011986792445923e-07 1.9560788221059853e-06 -1.5005166952384153e-07 -5.15764648634174e-09 2.2664879370682914e-11 2.4519418171322574e-09 -1.0575871077580402e-11 3.2054732729895006e-06 8.515993640027494e-06 -4.0979790554646145e-07 -1.1186978701711131e-05 -5.637622652873285e-06 -3.988080421027281e-06 2.827116642477424e-06 -6.270369891412611e-06 7.897488616877377e-06 -6.2476242832997465e-06 -1.0524021721565062e-05 1.021617270021331e-05 -8.276433583381255e-06 -2.5938919754091843e-06 1.4363360671186432e-05 6.776891746944811e-06 1.5019718417953387e-06 -2.006861384049373e-06 4.967574088692021e-06 -2.1881258660796466e-05 -7.069970780675536e-09 -1.2106548487283061e-08 1.1263515175901727e-08 -2.8992554718171367e-08
age -2.515310404927055e-06 4.5011986792385746e-07 6.360139407930522e-05 0.0009183824107910038 -6.102307322310015e-05 -1.2599620833480359e-06 7.80076761157507e-09 1.2202570383720256e-06 -7.577632289884404e-09 2.040384497232067e-05 4.0151556415653396e-05 4.156378263210265e-05 -1.9746501309774346e-05 4.393013808791188e-05 -1.4980074996925166e-05 1.679680167903602e-05 -7.184784594200354e-05 1.9999583221180375e-05 -4.012485414417366e-06 -4.50472007706235e-06 -1.4299072219213242e-05 -7.643844425829513e-05 -5.49326961328653e-05 1.595691393787977e-05 2.175698595637085e-05 -7.2135898720018545e-06 -2.1182557692792207e-05 -1.9485115177385574e-05 -4.90832894877303e-06 -9.916283726349235e-08 -1.2514961537850478e-07 -8.969959370687272e-08 4.473907847202987e-07
sex -2.270837340971144e-05 1.9560788221082663e-06 0.0009183824107914471 0.02574963615428026 -0.0016484466812537138 -1.7806971527042655e-05 1.0832002329243721e-07 3.219637081031804e-05 -1.9653030408114583e-07 0.00013710090472194908 0.00043645422122779077 0.0006058926482388346 0.0003381446873779959 -0.00013986866983338285 -0.0003165277210401781 0.0006206585032252889 -0.0008164419935629684 -6.331955101743109e-05 0.0001246134846334721 -0.00029167291588396067 -0.00019835566071273937 -0.0013334093226722112 -0.00043139909040866906 -0.0006809007485763738 -0.00038743200614165863 0.00045844237374581456 -0.00041487327072182604 0.00013597579124150156 0.00010216221873628287 -1.8195056482464587e-06 -1.135913074797849e-06 -1.0490595343333557e-05 1.6463519351750954e-05
age_sex 1.7992271703091365e-06 -1.500516695238343e-07 -6.10230732231337e-05 -0.001648446681253721 0.00011006677218761661 1.2180325978331014e-06 -7.569460343771871e-09 -2.211113136616028e-06 1.3779275239319081e-08 -1.2779176916225778e-05 -2.0980549853237505e-05 -2.2550870023306365e-05 -1.4414074172217235e-05 1.3347358414297132e-05 1.2509670023367157e-05 -4.1350500437306106e-05 4.322237969839581e-05 1.960822901741022e-06 -1.1272936509675581e-05 2.51827152572546e-05 1.3097759550783968e-05 7.947409896039853e-05 3.494855248811575e-05 4.663458097084119e-05 1.8769539664229983e-05 -3.161278189000871e-05 2.6399662885809167e-05 6.94055113909988e-07 -1.853301792758799e-05 8.97415150618059e-08 8.629123646037346e-08 6.588689918181209e-07 -1.142179041686936e-06
age2 4.4039715362868155e-08 -5.157646486323499e-09 -1.2599620833480492e-06 -1.78069715270336e-05 1.21803259783241e-06 2.562392263482073e-08 -1.6176635138355586e-10 -2.4912343126928825e-08 1.575839054557435e-10 -2.549750854783489e-07 -1.6560651256481826e-07 -4.2820345037682755e-07 3.270104361964689e-07 -7.16726595929322e-07 2.0824411754240813e-08 -3.3353287190308253e-07 1.0829824638991418e-06 -1.878807501210643e-07 -2.453934127119512e-07 -2.0690182769693576e-07 5.281580727437144e-07 1.240638601457485e-06 1.2999462578222452e-06 1.305488819599714e-07 -1.8241530256735592e-07 2.4104142701669934e-07 3.452686031703133e-07 4.413425771929547e-07 -7.417699144323272e-07 7.593324266206718e-10 9.98722972603591e-10 3.1536898857465345e-09 -9.098850110773256e-09
age3 -2.1929626940812946e-10 2.2664879370650215e-11 7.800767611575301e-09 1.0832002329237806e-07 -7.569460343767408e-09 -1.617663513835577e-10 1.0378588252463224e-12 1.576050678379101e-10 -1.0125818458839028e-12 4.2569132860237365e-10 -6.884618950344885e-10 6.800715034795182e-10 -2.687181492928772e-09 4.351624029574979e-09 2.0353697764573928e-10 2.136041358544111e-09 -5.839135395491713e-09 7.463174728834641e-10 2.3617503044489224e-09 2.0336877483364297e-09 -4.0172906628301186e-09 -7.022582286276822e-09 -9.705818640910738e-09 -2.0989096499314065e-09 1.0220548583337273e-10 -1.96446910784595e-09 -1.642126586459706e-09 -2.7943589614593317e-09 7.83706262333325e-09 1.1027495811958137e-12 -1.6498429317034632e-13 -2.4988515297358433e-11 5.725961334444802e-11
age2_sex -3.990616062656354e-08 2.451941817125816e-09 1.2202570383727472e-06 3.2196370810317945e-05 -2.2111131366160107e-06 -2.491234312694377e-08 1.576050678380062e-10 4.538841961944747e-08 -2.8786105228673057e-10 2.9681100170172683e-07 2.961479829827365e-07 1.27083455129372e-07 1.9471161229717182e-07 -3.0861179439115686e-07 -1.4536674630619803e-07 8.448755372732352e-07 -7.174333331956102e-07 -1.8117598368032105e-08 3.1834977845639965e-07 -4.6803828350938197e-07 -2.998651604339795e-07 -1.4425652915464622e-06 -8.286329418971371e-07 -9.640474015971691e-07 -2.8220462253223454e-07 6.447190295786814e-07 -4.572755688332159e-07 -1.489604107909426e-07 6.021481878250437e-07 -6.925949557750729e-10 -1.088103322493534e-09 -1.4172371595223515e-08 2.2706961884478064e-08
age3_sex 2.667655238332466e-10 -1.0575871077628253e-11 -7.577632289889162e-09 -1.9653030408114236e-07 1.3779275239318793e-08 1.5758390545584102e-10 -1.0125818458845292e-12 -2.8786105228672695e-10 1.854027239247792e-12 -1.8611269007591607e-09 -1.2552456216857768e-09 9.752230127760134e-10 -7.374267119804607e-10 2.0930225298876885e-09 4.604673844606683e-10 -5.369009106807722e-09 3.8288388124374536e-09 4.830282206257532e-11 -2.5559176851169595e-09 2.4940316866526124e-09 2.122406015495836e-09 8.255541517823043e-09 5.732975111870957e-09 6.071057255983742e-09 1.146338668324851e-09 -4.043794866855792e-09 2.1738739632386453e-09 1.2117283996414786e-09 -5.012578477856184e-09 -4.424337837853664e-12 1.9347548305464346e-12 9.669101618536061e-11 -1.3765638518935241e-10
PC_3 3.6488762439740394e-06 3.2054732729894413e-06 2.0403844972338675e-05 0.00013710090472221292 -1.2779176916242863e-05 -2.549750854787094e-07 4.2569132860461805e-10 2.9681100170206485e-07 -1.8611269007612512e-09 0.04553493675146334 -0.0005478907003606784 0.0017633781603716967 0.001974401469816237 -0.008724020154985333 0.0014964061099122326 0.0050505627951806685 -0.005575469706320269 -0.0030110066096706305 -0.004200025775775975 0.0036436383706529517 0.009414472244626309 0.005893537858614774 -0.0034799999773361067 -0.018799437112505597 0.001648959564027467 -0.0003699209222151759 0.0026840985208948457 -0.004388258396996946 0.014428750651419507 3.715189311251007e-06 5.541261252452886e-06 -1.3989723266182301e-05 1.5703873354485345e-05
