(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000473949067909241 1.42398109819843e-05 -6.89869356461448e-05 2.11265237984897e-05 1.72669120909485e-05 -2.90083378891527e-06 -1.67796656147796e-05 -8.71128668210017e-06 -6.94298772536626e-09 1.01630125094762e-05
covarage 1.42398109819843e-05 0.000400210933265903 0.000576784086666581 -0.000625756566566321 -5.99867869563165e-06 1.40144087528006e-05 -3.03976122823156e-06 -1.69014234636549e-06 2.93469593807521e-08 4.18546528520726e-06
covarsex -6.89869356461448e-05 0.000576784086666581 0.00144666873725326 -0.0014219786726702 -6.90993447027263e-06 1.19258235433868e-06 4.34202851118911e-06 5.36475671554636e-06 -7.64930611165152e-06 -4.14848822088808e-06
covarage_sex 2.11265237984897e-05 -0.000625756566566321 -0.0014219786726702 0.00155830452734892 9.59389911438569e-06 -5.5667610889323e-07 -3.69698008302354e-06 -4.09745050120082e-06 5.72942662257579e-06 2.98001799966455e-06
covarPC_3 1.72669120909485e-05 -5.99867869563165e-06 -6.90993447027263e-06 9.59389911438569e-06 0.000138947714154151 3.38276599879601e-06 8.1304357721569e-07 8.75555849078411e-07 -1.97665976452623e-06 2.08147523963684e-06
covarPC_4 -2.90083378891527e-06 1.40144087528006e-05 1.19258235433868e-06 -5.5667610889323e-07 3.38276599879601e-06 0.000145927700986521 1.33235589927207e-06 2.28177051390958e-06 -4.40743846543199e-06 -6.27829207059831e-06
proband -1.67796656147796e-05 -3.03976122823156e-06 4.34202851118911e-06 -3.69698008302354e-06 8.1304357721569e-07 1.33235589927207e-06 0.000423997994368624 0.000190622073400639 -0.000395297219670291 -0.0003755313944887
sibling -8.71128668210017e-06 -1.69014234636549e-06 5.36475671554636e-06 -4.09745050120082e-06 8.75555849078411e-07 2.28177051390958e-06 0.000190622073400639 0.000504253128062679 -0.000446701656268625 -0.000426276534995591
paternal -6.94298772536626e-09 2.93469593807521e-08 -7.64930611165152e-06 5.72942662257579e-06 -1.97665976452623e-06 -4.40743846543199e-06 -0.000395297219670291 -0.000446701656268625 0.00114836630469098 0.000100998997184792
maternal 1.01630125094762e-05 4.18546528520726e-06 -4.14848822088808e-06 2.98001799966455e-06 2.08147523963684e-06 -6.27829207059831e-06 -0.0003755313944887 -0.000426276534995591 0.000100998997184792 0.00108475988528927
