 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
intercept 0.001218036027710996 -2.7987103891394757e-06 0.00015633620090287436 -5.6945400419057376e-06 6.01045207978867e-08 -0.0007531370563303368 5.988750247958755e-05 -0.0005372656874958541 0.000128967869583103 0.0012046430607554376 -0.0005542663290295525 -0.00039482018517615375 -0.00016599617378638084 -0.00028254819602956794 -0.0007653289891296998 0.00040109128773164495 -0.0007331456689738003 -0.0006396924289009827 0.00044892086521839574 -0.0009743807951151372 0.00019248284207260607 0.0005966237514438708 0.00015266375425973256 0.0010243042850391632 0.0016608660238395217 -1.2002381908447244e-06 2.588495566476557e-06 4.023352614840704e-06 4.644165991705555e-06
yob -2.79871038914007e-06 1.0758578973994834e-06 -8.620509391847829e-08 1.8059243160924535e-08 -1.0440837066787535e-10 1.5895996025938616e-05 0.00012865472045539084 4.387775056548607e-05 -0.0001016620688865589 1.3250165633694011e-05 -8.577775713962938e-05 -1.3714923341995457e-07 -4.7355030719851125e-05 9.413314091056145e-05 6.803065513277434e-06 -9.57562683146547e-05 8.886156960751198e-05 -8.124002914870414e-05 -1.060706096713608e-05 9.278090841483248e-05 4.974662519445361e-05 -2.193456482839793e-05 7.326322230035762e-07 4.4302393934716394e-05 -0.00015980545603542557 -6.349457323799646e-08 -1.818012203545061e-07 2.691101635795181e-08 1.1774141411561239e-07
age 0.00015633620090287393 -8.620509391828907e-08 5.8430832743394425e-05 -1.7442852485830848e-06 1.5601508613393075e-08 -5.873669165621839e-05 -7.093985662574285e-05 -0.00015864903322390748 -2.3642465207412162e-05 0.00020979313477338467 -0.00010859023348544894 -6.603183049405722e-05 -9.96703872985777e-05 0.000241893156843486 1.2212627213755094e-06 0.00019064186879885287 -8.984604157551161e-05 0.00018911198860181358 1.3539752245722429e-05 0.00026261699907987967 0.00014837901609400064 0.00011869581089939913 -3.0021569721843865e-05 6.037618142067655e-05 0.00025247656545501464 4.784232700258156e-07 -1.7976752704138966e-07 -1.4806374296144201e-06 2.628995469335227e-06
age2 -5.694540041905767e-06 1.805924316092075e-08 -1.744285248583095e-06 5.470294940567933e-08 -5.050511472278423e-10 1.688900849924565e-06 5.095994520656921e-06 5.737123487954117e-06 -1.536126704651128e-06 -3.6742880153335408e-06 8.14553308860966e-07 1.5550558370076088e-06 6.40470783339996e-07 -4.414478386210543e-06 -2.292126337033743e-07 -6.099828541412534e-06 3.880858885460829e-06 -4.698864202034842e-06 -2.2562798768965663e-06 -4.983635565397584e-06 -2.852671077606282e-06 -4.566659619374858e-06 -5.859482748653653e-07 -4.113060245639247e-06 -8.245790716787909e-06 -1.5766670468130383e-08 -1.3913082506722699e-08 2.7342481988288736e-08 -5.3410810625891465e-08
age3 6.010452079788705e-08 -1.0440837066784166e-10 1.5601508613393188e-08 -5.050511472278429e-10 4.795081101627082e-12 -1.5634617291176418e-08 -3.6814095947786373e-08 -5.081564437270937e-08 1.0320338096445584e-08 2.8499211150437588e-08 -7.289250295928206e-09 -1.617782918714444e-08 3.4693610804554565e-10 3.565738335984727e-08 2.0759616751271547e-09 4.352842711062864e-08 -3.041215183218928e-08 2.2126105143596188e-08 2.974810108660855e-08 3.562633981970199e-08 2.617015866712464e-08 4.369442546823362e-08 1.4444089503171277e-08 5.987916223200191e-08 5.910869619511219e-08 1.2580746474556982e-10 2.5137106840522694e-10 -2.0261205744836343e-10 3.623977835026696e-10
PC_3 -0.0007531370563303286 1.5895996025938474e-05 -5.873669165621787e-05 1.6889008499245128e-06 -1.5634617291175683e-08 0.2120375921777524 -0.013328235103322287 0.007616638730154936 0.017237803696005846 0.0033143028820393776 0.02126771228955523 0.02994257863549182 -0.04487714569617033 -0.020885670781965317 -0.02129870133708282 0.034698592051094955 0.010917887617825462 0.04402722169657077 -0.01302339938168877 -0.09075366314583252 -0.01893521808180049 -0.01712990412375855 0.026156122575461512 -0.03245206283863085 0.060987392203491246 6.708300703888236e-05 6.459307205440508e-05 0.00010213072356997172 -0.00015273191277168877
PC_4 5.9887502479415164e-05 0.00012865472045539084 -7.093985662578464e-05 5.095994520658252e-06 -3.681409594779913e-08 -0.013328235103322197 0.6824537934651738 -0.002534787609436257 0.11364672050204527 -0.04108643987149724 -0.022495738802013294 -0.0025219149541666134 0.0034323589542435973 -0.03733305497903523 0.031939934418759995 0.053092569198403515 -0.056544461951308155 -0.06808255939834629 0.06807271362975134 0.046039020612790436 -0.025742231588462127 0.027734100261656482 -0.04125228886975927 0.005462056670989583 0.09274452838108262 -0.00015972843887451124 0.00010758873551097565 -0.00033440738710890087 3.582111854009617e-05
PC_5 -0.000537265687495879 4.3877750565485455e-05 -0.0001586490332239166 5.737123487954333e-06 -5.0815644372711506e-08 0.007616638730154997 -0.0025347876094362885 0.8857502262849638 -0.007511062547688012 -0.05566180559391165 -0.05251542846942571 0.05477617630264136 -0.0783361804138516 -0.08609691601657035 -0.08711409631406636 -0.009924535748185373 -0.03608741676365676 -0.04603661063626289 0.04127574531211908 -0.15219309235043987 -0.016833645602911017 0.00040339041932409346 -0.016798598771418465 -0.04622046618446574 0.09466363049023248 -2.3241826004976826e-05 -2.248914394059714e-05 0.00023429213200193386 0.00012740274446406213
PC_6 0.0001289678695832013 -0.00010166206888655892 -2.364246520738841e-05 -1.5361267046519076e-06 1.0320338096452986e-08 0.017237803696005895 0.1136467205020452 -0.007511062547687993 1.166711611001799 0.04737476617744499 0.0896333475643184 -0.008052731002184345 0.02412743777921495 0.031573491887720455 -0.060895351211664624 0.018144074487360565 0.10835866896868174 -0.15874044639295637 0.03480881293945274 0.14511981610915026 -0.02745646501436044 0.01949665100634065 -0.0846774498224165 0.02589320209171574 -0.05627433300944576 5.047949495069163e-05 1.781612882986963e-05 -0.00033725375068103836 0.00033555734471356076
PC_7 0.0012046430607553658 1.3250165633694226e-05 0.0002097931347733683 -3.674288015332983e-06 2.849921115043216e-08 0.0033143028820392523 -0.04108643987149733 -0.055661805593911644 0.047374766177445 1.5602990476619008 -0.007836331202468223 0.10445097237114771 -0.08189776116580498 0.12778472170214586 0.11778158439441241 0.10624323935780872 0.03180906819478977 -0.19355809030442342 -0.07536958497049347 0.16757722763001046 0.010232164091538924 -0.012798279471880687 -0.06452015469165741 0.049494510352264036 -0.1528911250125586 0.00017743494383798666 -2.051048614240494e-05 0.00013497004591183682 -0.0002294295604146607
