(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000607186586692725 0.000477532451598456 0.000125968020648966 -0.000169390223774685 -1.83474709822129e-05 -1.25165172793003e-06 -1.46097644386078e-05 -3.09016905483284e-05 2.16130014257692e-05 3.35168379593197e-05
covarage 0.000477532451598456 0.00151282458521955 0.00173903254253466 -0.00241592033468849 -1.79531670510506e-05 6.01997391622065e-05 6.79528497747836e-06 -5.52038680632413e-06 -1.7626330252684e-05 3.00514493960578e-05
covarsex 0.000125968020648966 0.00173903254253466 0.00436308747047607 -0.00550886227119419 -8.29855355408767e-06 2.41788739592754e-05 -1.35923153718661e-06 -3.37036587502934e-05 9.17396878731989e-06 7.20276429408114e-05
covarage_sex -0.000169390223774685 -0.00241592033468849 -0.00550886227119419 0.00756147028747177 1.1253554193205e-05 -1.16240050383535e-05 -1.91231759440978e-05 5.22094493018719e-05 -1.90011553504802e-05 -8.27431352198283e-05
covarPC_3 -1.83474709822129e-05 -1.79531670510506e-05 -8.29855355408767e-06 1.1253554193205e-05 0.000366332597248182 -2.22744249149434e-05 4.8779987255653e-07 -6.28404395084926e-06 -3.23420333924987e-06 1.91315655632638e-05
covarPC_4 -1.25165172793003e-06 6.01997391622065e-05 2.41788739592754e-05 -1.16240050383535e-05 -2.22744249149434e-05 0.000396309614626467 3.60682649187667e-06 3.22262683213246e-06 -1.39908924053919e-05 2.01069357563685e-06
proband -1.46097644386078e-05 6.79528497747836e-06 -1.35923153718661e-06 -1.91231759440978e-05 4.8779987255653e-07 3.60682649187667e-06 0.000477327367020839 -0.00024102766852573 9.20942907389575e-07 -7.16568121705277e-06
maternal -3.09016905483284e-05 -5.52038680632413e-06 -3.37036587502934e-05 5.22094493018719e-05 -6.28404395084926e-06 3.22262683213246e-06 -0.00024102766852573 0.00247082462678853 -0.0019014363542689 -0.00206735678825726
gmm 2.16130014257692e-05 -1.7626330252684e-05 9.17396878731989e-06 -1.90011553504802e-05 -3.23420333924987e-06 -1.39908924053919e-05 9.20942907389575e-07 -0.0019014363542689 0.00769644391374648 -0.00391098821152545
gpm 3.35168379593197e-05 3.00514493960578e-05 7.20276429408114e-05 -8.27431352198283e-05 1.91315655632638e-05 2.01069357563685e-06 -7.16568121705277e-06 -0.00206735678825726 -0.00391098821152545 0.00804973659325694
