 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0078082725365247e-05 3.075460016801547e-08 -2.4174877857790643e-06 -6.839190880220191e-06 4.4908757367266374e-07 4.735256732874958e-08 -2.7762441074159887e-10 -9.657187306554737e-09 6.435496869304669e-11 3.758708124301246e-06 -3.5795102736081587e-06 3.08640091375959e-06 -3.729502272113641e-05 4.9391414206376556e-05 -6.789830977507894e-05 4.6550430525947825e-05 -4.0820556640951234e-05 -3.0490409980394093e-06 -7.557208481063276e-05 -6.6032634815578635e-06 -1.6817631962617804e-05 -5.1137834118175885e-05 8.04213706469377e-07 -3.482738693419605e-05 -2.651051077509718e-06 3.2448561300792263e-06 -4.235017277063543e-05 -4.730210663340181e-05 6.457476294620102e-05 -1.8990790970407273e-07 3.8700277873821667e-07 3.7180098263547986e-08
yob 3.0754600167978086e-08 9.776901498406128e-08 1.6617355404728759e-07 4.591915044704819e-07 -4.8096672572779804e-08 -8.977811963953668e-10 9.544344418358093e-13 6.910956233429073e-10 -1.7390260202013349e-12 7.626023647478695e-07 7.063484622969104e-06 5.028054468425037e-07 -6.975533691984869e-06 -1.577652803724439e-06 -3.2235759781021825e-06 1.2249566129820727e-07 -2.4701905132597506e-06 4.5541165684963724e-06 -1.921775383624537e-06 -4.407674319576686e-06 5.937778194650178e-06 -5.433545692712286e-06 -2.6499212043528706e-06 8.392076732227663e-06 2.729910664267082e-06 2.038809681127825e-07 -2.0110658887796837e-06 2.9478342476208783e-06 -1.1400036109171677e-05 -5.247844211285108e-09 -6.392146478619034e-09 -1.2692265566756145e-08
age -2.4174877857554714e-06 1.6617355404639836e-07 3.460370067113002e-05 0.0005072018591111152 -3.426112915989923e-05 -6.988876598275617e-07 4.390825073112827e-09 6.956451743481483e-07 -4.373934018752122e-09 2.5378453562387022e-06 -5.976257430747463e-06 -1.0129494180986277e-05 -2.8137600036691576e-05 -1.620935600314762e-06 9.20087123963335e-06 1.4812687297891646e-05 -1.7842535643938014e-07 -1.0114605874765167e-05 7.725128858015254e-06 1.967517492659738e-06 1.6153413127224475e-06 -4.548162126265775e-06 -3.0174978920443197e-05 2.2590723456728314e-06 -5.731312093900841e-06 -4.5195195483470005e-06 -2.9259867363808302e-05 -6.281381159015186e-06 1.0307463633954192e-06 -7.850118777867373e-08 1.3699641198685945e-07 2.961895247945283e-08
sex -6.839190879982631e-06 4.591915044625294e-07 0.0005072018591097767 0.014155035289662192 -0.0009208904533093161 -9.99884017776726e-06 6.155231579459991e-08 1.8250011732510684e-05 -1.1271893534452094e-07 3.415671628068795e-05 5.97431640435186e-05 -0.00011137912888621146 -2.572591849890201e-05 -0.0001405882759650798 0.00018516418663478326 0.00029555597118477873 -4.9534902167795964e-05 9.809951092565441e-06 0.00014014908630958283 -0.0001667413290286886 0.0001866037630046595 -3.3087206978338904e-05 -0.00010326119614720685 -9.224351695690154e-05 0.00015055699292820888 0.0002315115858363836 -0.0002814657440260431 0.00020423917141139015 -0.00010124211317224198 -9.194562084485104e-07 4.389259516338772e-06 -7.181799225855083e-07
age_sex 4.4908757363421e-07 -4.809667257201704e-08 -3.426112915980711e-05 -0.0009208904533093706 6.214356724355373e-05 6.949106576940296e-07 -4.371419538129821e-09 -1.2640375051995323e-06 7.963171594875421e-09 -3.1928698239980994e-06 2.433817126272123e-06 1.409752326390358e-05 2.4452092710609933e-06 8.220739539495656e-06 -1.8205731230542808e-05 -1.8634867938108796e-05 -5.099499094723491e-07 3.259526570911255e-06 -1.2343926308875633e-05 7.873463863289794e-06 -1.1868708500938669e-05 2.009249706327511e-06 8.322056352075623e-06 1.00651472851228e-05 -7.612549441835552e-06 -1.5795313181095268e-05 2.2430645274308216e-05 -1.1565912123104692e-05 3.066247026186844e-06 3.190696721406463e-08 -3.4601813999832796e-07 9.040080961762144e-08
age2 4.7352567328494456e-08 -8.977811963817337e-10 -6.988876598275508e-07 -9.998840177795552e-06 6.949106576959764e-07 1.4513742034553141e-08 -9.308183739981821e-11 -1.4450535837711755e-08 9.269156441921904e-11 2.9064784933299236e-08 4.536151627572574e-07 3.2350107142773774e-07 4.1891114069204666e-07 6.183471815635363e-08 -3.196694874088433e-07 -3.1749007065603364e-07 -1.525453007921722e-07 3.8443168781789786e-07 -3.060986415410147e-07 -2.5203864899743957e-07 9.511867034422302e-08 -8.008194079380023e-08 6.371097810702722e-07 2.2472282871331758e-07 2.793059052152771e-07 1.323882110640187e-07 5.406695136633836e-07 1.668087036544931e-07 -4.637273154268063e-07 9.355262927774895e-10 -3.3787405262683024e-09 -3.422739558489081e-10
age3 -2.7762441074106767e-10 9.544344417440718e-13 4.390825073112762e-09 6.155231579478512e-08 -4.371419538142553e-09 -9.308183739981853e-11 6.074386756955071e-13 9.268062382515222e-11 -6.047881493222024e-13 -7.120195042455689e-10 -3.6870394977771378e-09 -2.560441471103712e-09 -2.725830786680188e-09 -3.627437842801633e-10 2.1369471086056273e-09 2.0973909252546494e-09 1.4590653174173044e-09 -2.9750118508741366e-09 2.287843617408403e-09 2.2807708557518927e-09 -7.75545582058007e-10 8.583229146129248e-10 -4.543367526019514e-09 -2.1648256430929477e-09 -2.442306575709491e-09 -1.0901560839557737e-09 -3.3715438076014715e-09 -9.209120037328999e-10 4.445750629284032e-09 -3.2088679640240927e-12 2.285369457337278e-11 1.9682013839822836e-12
age2_sex -9.657187306280296e-09 6.910956233148224e-10 6.95645174346223e-07 1.825001173251268e-05 -1.264037505199584e-06 -1.4450535837671351e-08 9.2680623824888e-11 2.6277279174413805e-08 -1.6858396437087727e-10 6.825714656449148e-08 -1.3700218376010852e-07 -3.863479660800911e-07 -5.8841589854159105e-08 -1.6493801931592959e-07 4.651108886131319e-07 3.6110212914824307e-07 4.983994645310134e-08 -1.242867160621404e-07 3.267532839981313e-07 -4.842531712362091e-08 2.3050022362809708e-07 -1.4194676039551525e-08 -2.210895699704769e-07 -2.9277117865906324e-07 1.3508306987786596e-07 2.889292674320692e-07 -4.806251708045702e-07 2.2697255138414738e-07 1.55833393217485e-08 -3.445579015528367e-10 7.1749884241576735e-09 -2.039926093354625e-09
age3_sex 6.435496869083917e-11 -1.7390260201438725e-12 -4.373934018739898e-09 -1.1271893534453693e-07 7.96317159487603e-09 9.269156441896031e-11 -6.047881493205106e-13 -1.6858396437088322e-10 1.099412580848507e-12 -3.1183102241514104e-10 1.277985317506483e-09 2.9639247548359523e-09 4.212554982401658e-10 1.0801436090579274e-09 -3.426690339675185e-09 -2.1080811606851e-09 -4.5209103795374616e-10 1.0409413098203616e-09 -2.544104665410846e-09 -3.306866882014377e-10 -1.4213285826523517e-09 -4.511571978751749e-11 1.7110278144535963e-09 2.259978413837351e-09 -8.383634362695172e-10 -1.5783240955246475e-09 3.0802249989368073e-09 -1.6531826851625447e-09 -4.654014064806798e-10 2.48969204162962e-13 -4.405695009188228e-11 1.2735825446958494e-11
PC_3 3.7587081243000546e-06 7.626023647479214e-07 2.537845356222831e-06 3.415671628030235e-05 -3.192869823971288e-06 2.9064784933633417e-08 -7.12019504247731e-10 6.825714656393251e-08 -3.1183102241154436e-10 0.025266445560421943 0.0007218137651653683 0.0017068561982759938 -0.00025234311001726654 -0.004346774342396144 0.0019083024696282937 0.003711525683038613 -0.003973472692696491 -0.000254917620196946 -0.0013507099622015381 0.0006138361360670127 0.005007309512091259 0.0026293781002609457 -0.0017014977547703256 -0.009348216160875666 0.0010665120175377008 -0.0009468205094599866 0.003092337396725538 -0.0006097371094829093 0.0046994072075780755 3.2123773128008517e-06 1.485281122444963e-06 1.420117461409877e-06
PC_4 -3.5795102736152264e-06 7.063484622969613e-06 -5.976257430750496e-06 5.974316404238867e-05 2.4338171263522738e-06 4.536151627573548e-07 -3.6870394977778905e-09 -1.370021837618112e-07 1.277985317517588e-09 0.0007218137651653612 0.085620942785105 -0.002484259518769893 0.00535005039536935 -0.003556928374649988 -0.0006603201003252032 -0.0030512410895109795 -0.0007880630192020152 -0.005986856729123942 0.0016134421828878857 0.0043178412462153625 -0.008613643268435948 -0.005950307588117883 0.006289149884335258 0.0052117455193844385 -0.002977826068769087 0.0023921505965712837 -0.0037319230027911877 -0.00036662699077664817 0.0032670476635933286 4.390532647069881e-06 -1.3328567977254564e-05 -2.0176488975740443e-05
