 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.320659229316913e-05 3.781754952067143e-07 -2.7031659557312707e-06 -2.350594621228426e-05 1.7447993967288908e-06 4.736627305462318e-08 -2.4291975994759815e-10 -3.756322136110569e-08 2.465799942994721e-10 1.0993165039981679e-05 -6.181646880783038e-05 -4.163977652560283e-05 -8.112712520611083e-05 8.226170275259648e-05 -8.80856093512247e-05 0.00011732704763419345 -0.00013018224748268103 -1.2536222080189425e-05 -0.00014255704603084832 -1.885970908432822e-05 -5.5976454793215404e-05 -0.00012665204544313764 3.4064958185411293e-06 -7.97095737057351e-05 2.4210347202975718e-05 1.9241679222956204e-05 -2.0447783779336515e-06 -0.00011192963820923231 0.00010831156244930839 -2.0080606134647087e-07 -2.847203780575309e-07 5.918174688452167e-07 1.92221365658415e-08
yob 3.781754952067323e-07 1.4279549018730128e-07 4.0959106875710225e-07 1.7515168589971586e-06 -1.3454833001287167e-07 -4.682937641257686e-09 2.0507450164522282e-11 2.247251244811685e-09 -1.0134458140551442e-11 3.109763123052564e-06 7.206782544090838e-06 -4.702465370190183e-07 -9.524536708036555e-06 -5.890276341966685e-06 -3.3113412081278994e-06 2.401930676094953e-06 -5.625486916096032e-06 6.940367314196675e-06 -4.9932308571151706e-06 -8.362338006522831e-06 9.118355166182685e-06 -7.157091598561912e-06 -1.7945877908387393e-06 1.295553762550712e-05 6.117168147740815e-06 1.359907895592008e-06 -1.4830254970963217e-06 4.213246714729859e-06 -1.9341256304472095e-05 -7.152692104269356e-09 -1.0800800009282064e-08 5.227426888212748e-09 -2.3529489325913197e-08
age -2.703165955817274e-06 4.0959106875624146e-07 5.7368825824935254e-05 0.0008126910884429251 -5.367318467977608e-05 -1.1300102591597604e-06 6.965461189985475e-09 1.0691091953375285e-06 -6.6204517166054845e-09 2.200349534862655e-05 5.4018695716368315e-05 4.260370946056111e-05 -1.0737833882821219e-05 4.704224479501612e-05 -6.637770087828008e-06 -3.1149470868609806e-06 -6.137254548645851e-05 1.1475266652729156e-05 1.1122757780785217e-05 2.0617708873769782e-06 -1.9027403155711336e-05 -6.832827085056864e-05 -4.1505790913274255e-05 1.792070739152787e-05 2.99093685302849e-05 -3.773327660838786e-06 -1.1515556454902966e-05 -4.943638370224186e-06 1.9193008680148825e-06 -2.8916229988281348e-08 -1.2728620432645432e-07 -2.0449184709089743e-08 1.9016605291671264e-07
sex -2.3505946211643434e-05 1.751516859028107e-06 0.0008126910884453092 0.022275879642101117 -0.0014217372612591744 -1.5720965691273402e-05 9.547577960421048e-08 2.7709337915730237e-05 -1.6886267462482926e-07 0.00017480364632676597 0.0005669743994864987 0.0006248673703673278 0.00036705660518444346 -9.909170404340324e-05 -9.967105657924322e-05 0.00036481932460089754 -0.0007273826807483444 -0.00019507206885766544 0.0003840192626263639 -0.0002805932075190911 -0.00023507939026822124 -0.001349190414039247 -0.00034615956973222235 -0.000547125480262849 -8.937397691047892e-05 0.0005351660232889427 -0.00023886252899021546 0.0004230517690730266 0.00017414162959286946 1.8243502640563953e-08 -1.1906962321077794e-06 -4.734508733655434e-06 6.907429049775863e-06
age_sex 1.7447993967637467e-06 -1.3454833001290108e-07 -5.367318467994559e-05 -0.0014217372612594498 9.443585835013102e-05 1.0666367120475137e-06 -6.608232949101347e-09 -1.8904900749922897e-06 1.1750359631235074e-08 -1.4661012181165802e-05 -3.0110467260528956e-05 -2.6084539552634867e-05 -1.6846663901059654e-05 9.877706749472197e-06 9.299266987833142e-07 -2.552964814850906e-05 3.843234494527076e-05 7.4201523158072025e-06 -2.8487864979982494e-05 2.238110606173598e-05 1.6436132318367756e-05 8.2499098702665e-05 2.919798984278727e-05 3.695182950003503e-05 1.92404235207861e-06 -3.834606179429984e-05 1.2644904827948103e-05 -1.6881617940944863e-05 -2.327416963310117e-05 -1.5793236283728608e-08 8.278897806525914e-08 3.5277297809683133e-07 -5.779856240568757e-07
age2 4.7366273054912054e-08 -4.682937641270739e-09 -1.130010259159876e-06 -1.5720965691228394e-05 1.0666367120442819e-06 2.2824952386146924e-08 -1.4334802491815256e-10 -2.1699326023635183e-08 1.3672164865580907e-10 -3.1196114747997204e-07 -4.907179828735406e-07 -4.971744355149808e-07 1.6685873494315262e-07 -7.765491462970199e-07 -9.877667402189908e-08 4.006318453605798e-08 9.274975567669499e-07 -7.126635534600122e-08 -4.99246009170468e-07 -2.8252831446840843e-07 5.819233039467963e-07 1.1267580607695846e-06 1.003667973327119e-06 1.4066751119066496e-08 -3.5190554747767504e-07 1.2590147168206965e-07 1.4119007528031189e-07 1.577044040661012e-07 -7.539064917696088e-07 -4.666744420560331e-10 1.1466640601153033e-09 2.3680906888872392e-09 -4.5707984046499796e-09
age3 -2.429197599490752e-10 2.0507450164568762e-11 6.965461189986667e-09 9.547577960394109e-08 -6.608232949081947e-09 -1.4334802491816234e-10 9.14332712521375e-13 1.3670630475561103e-10 -8.740872325153328e-13 9.914508913958966e-10 1.3778759488581129e-09 1.3674800340135983e-09 -1.6049588361913019e-09 4.633413610721373e-09 8.48090240922496e-10 -9.55141396096803e-11 -5.041961267798075e-09 1.294727861049757e-10 3.826488974369049e-09 2.3945158725902174e-09 -4.245141898449998e-09 -6.405238769412665e-09 -7.574096523842902e-09 -1.1286242404610387e-09 1.1291141421993493e-09 -9.918584185860552e-10 -3.3451861163955015e-10 -1.058604489793132e-09 7.478738245932346e-09 8.088163448454178e-12 -1.1023499767221196e-12 -2.339723789333362e-11 3.158368925802062e-11
age2_sex -3.756322136323765e-08 2.2472512448073196e-09 1.0691091953410803e-06 2.770933791573902e-05 -1.8904900749925082e-06 -2.169932602370296e-08 1.3670630475601857e-10 3.863413626441811e-08 -2.4419732757523723e-10 3.2975499568732426e-07 4.914881446238243e-07 2.4819938940272226e-07 2.469825102721885e-07 -2.29214603417978e-07 4.9160307006822996e-08 5.434799267626344e-07 -6.413776096202483e-07 -7.886670421359345e-08 6.565369490498805e-07 -4.1028316951126665e-07 -3.700076732862534e-07 -1.528438874099016e-06 -7.099174322276442e-07 -7.63757042333936e-07 3.038744315049399e-09 8.24207181870938e-07 -1.7363633588017275e-07 1.8634497975077847e-07 6.892038388794797e-07 9.992421670309356e-10 -1.1169891480660478e-09 -8.668436846066336e-09 1.2497008365522833e-08
age3_sex 2.465799943074964e-10 -1.0134458140765687e-11 -6.620451716628357e-09 -1.6886267462489628e-07 1.1750359631237268e-08 1.3672164865624326e-10 -8.740872325179468e-13 -2.441973275752541e-10 1.5664964094732855e-12 -2.091252556628777e-09 -2.5251472936915514e-09 -6.390611400362894e-11 -1.0895950039098585e-09 1.534061438406638e-09 -5.821286069113935e-10 -3.580740214362684e-09 3.463103039001851e-09 2.193892814263046e-10 -4.615902338114872e-09 2.188937882979548e-09 2.5823675991170456e-09 8.88626924082821e-09 4.962855086729806e-09 4.821321629567945e-09 -3.163963701643446e-10 -5.431743890574361e-09 4.619861167693164e-10 -7.256627695784278e-10 -5.547605603418521e-09 -1.2192648680614794e-11 2.8002233075714445e-12 6.440046553305714e-11 -7.953514327625941e-11
PC_3 1.0993165039963605e-05 3.1097631230524453e-06 2.2003495348625747e-05 0.0001748036463263092 -1.4661012181131559e-05 -3.1196114747991836e-07 9.914508913953852e-10 3.2975499568658644e-07 -2.0912525566239608e-09 0.049437220535887415 -0.00015310803689499845 0.0018789714099225984 0.0016245341542635691 -0.009392974083133457 0.0019084139264415878 0.005341491800908998 -0.005691955981170306 -0.002401171253793796 -0.0037200462810581107 0.0032631510600464662 0.009695187619413069 0.005399911824646799 -0.0034283700468418095 -0.018538934439400218 0.0018321800663952132 -0.0002394141465040088 0.0026785790051679264 -0.004338325558036809 0.01276502675275446 3.422963351473005e-06 4.755519061622958e-06 -9.82759842164884e-06 1.2843584114691581e-05
