 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.007754723346453814 -5.758715872476033e-07 0.0006166380725483245 -2.4977471117780944e-05 2.917524588027076e-07 -0.0027177757903407104 0.0002809863471299444 -0.0018124417051212376 0.0007562535053875657 0.002432180818540806 -0.0035073354210997686 -4.957554422120008e-05 0.002857270994540123 0.0015695992079224157 -0.004798521662018578 0.0027625659531545477 -0.004183319906936417 -0.0036884342656582194 -0.006420511761012419 -0.0025963217538012293 -0.0054242042078075274 -3.8118389398856506e-05 2.9216013604290216e-05 0.004520692339121325 -0.0009246831791504915 -2.5687575215381447e-05 -1.3205361178179563e-05 1.9435771793842424e-05 4.002840551774691e-05 3.0696217155328684e-05 7.5606847447970335e-06 -5.832074540370389e-06
yob -5.758715872436457e-07 2.351281396936195e-06 1.1077267934445048e-06 7.4499710173710555e-09 5.200898034312817e-13 2.351733069475e-05 0.0003191468104751933 2.7781493147334e-05 -0.00024865202756116345 0.00010639529549408004 -0.0002662923113811801 -5.729190317241504e-05 -0.0001651205785977888 0.00026029810173891965 -1.4762286635981837e-05 -0.00023390957998412174 0.00019258960186156198 -0.0001392045046004441 -2.760333232581321e-05 0.00011886633918530861 0.00012401717576056897 -0.00013728146727637447 -6.816825743890444e-05 6.048801516433067e-05 -0.00035544009772548547 2.5293157449027026e-07 -9.481368402816742e-07 6.694858360536865e-07 -2.2356988948958793e-08 3.696313459281836e-07 -1.5108924106895975e-06 -6.734854968914322e-07
age 0.0006166380725483333 1.1077267934440154e-06 0.00011805023994523581 -3.96806899075887e-06 3.952103048141018e-08 -0.00012797962936831556 -1.3300128292426412e-05 -0.00046558376770362055 0.00026701284695564956 0.00026622245157692374 -0.0005175476937907053 -0.00042581220280235257 0.0001900514222142875 0.0009726417226060091 -0.00013227847329625705 0.0003574335576637354 -0.0001916577240467519 0.0002463817330862385 -0.00017360432214661456 0.0009979510173227803 -0.00015706729200635873 6.754280564359846e-05 5.408949021796244e-05 0.0008147676225548892 7.450231617134834e-05 -6.4522476455911e-08 -3.406242577085762e-06 -2.6400839961847204e-06 6.390930870815886e-07 7.139327264943517e-06 1.636701556086331e-06 2.938628461379738e-06
age2 -2.49774711177815e-05 7.449971017387987e-09 -3.968068990758905e-06 1.4067981921120842e-07 -1.4494136868300619e-09 3.931233477799881e-06 6.905000079743438e-06 1.593095781116776e-05 -1.4030633595815351e-05 -4.578272495427504e-07 1.1871995712092168e-05 1.2713383723524631e-05 -1.6162293563643892e-05 -2.579404087123443e-05 3.243524574279646e-06 -1.6075227744698403e-05 1.1749921970104583e-05 -4.462866885336922e-06 8.554815318814998e-06 -2.5962799038505412e-05 1.3294710447355724e-05 -4.70454851757803e-06 -8.662076375721277e-06 -3.3000109138827325e-05 1.195721674533181e-06 2.270045853729246e-08 7.059598284871152e-08 7.913547320578407e-08 -8.698985534191658e-08 -1.7311060523233568e-07 -8.588534684200655e-08 -9.112967445337225e-08
age3 2.917524588027138e-07 5.200898032767939e-13 3.9521030481410676e-08 -1.4494136868300664e-09 1.5377677905187935e-11 -4.5115985244060815e-08 -4.368983964651933e-08 -1.556083068783859e-07 1.1599290008224125e-07 -3.950821979918327e-09 -1.3157859561223322e-07 -1.1968094664124924e-07 1.9357366539609644e-07 2.490596488537814e-07 -4.0873813743637306e-08 1.5660224787981702e-07 -1.272624999236577e-07 -1.1683832765138718e-08 -1.3613285171116183e-07 2.045631558534306e-07 -1.6716281070216625e-07 3.304978295561775e-08 1.0512871883157642e-07 3.5215638216824055e-07 -8.607984467579203e-08 -4.5483841147051393e-10 -5.570328652570808e-10 -4.551974995321988e-10 1.1505936487994755e-09 1.5040893424673427e-09 7.563631133997555e-10 6.771754365152659e-10
PC_3 -0.002717775790340315 2.351733069475091e-05 -0.00012797962936825203 3.931233477797597e-06 -4.511598524403686e-08 0.5079037882897959 -0.08709476817811053 0.02525541740586281 0.07075320388615293 0.04061692692774034 0.04188707675042743 0.0241943614337615 -0.08687722296391454 -0.050685246185291 -0.03427051976158673 0.0984937644190894 0.03150304841524341 0.1552612997910043 0.005209217424331847 -0.20360240359331105 -0.049987356528595706 -0.001122679171484856 0.054477137504187687 -0.12842466843769113 0.1774926906871456 0.0001524829888979257 0.00033772928769394255 -0.0001950981476373112 0.00033294608402110543 -0.0007214644486547865 -0.0001207943561431965 0.0005940162037744446
PC_4 0.00028098634713017427 0.0003191468104751942 -1.3300128292398172e-05 6.90500007974234e-06 -4.3689839646506375e-08 -0.0870947681781109 1.5011883179395495 -0.013659483847475902 0.3295205713505732 -0.13053627405460969 -0.12941217407533584 -0.02181674864669517 0.048459028981193204 0.06096781063134286 0.1016481605878352 0.16696457986856647 -0.0763521593737296 -0.19321627219381954 0.12830098728791148 0.07071739683423192 -0.09626934447225276 0.05360212964737264 -0.09484450987644664 0.07497189054402904 0.2298991660412462 -0.00030544334222732484 0.0005384594422252014 0.0007674833810952292 -0.0012893166730530915 -0.00011192314462216829 -0.0009534658953802425 -0.0009193510561041382
PC_5 -0.0018124417051215047 2.7781493147335956e-05 -0.0004655837677036578 1.593095781116892e-05 -1.5560830687839725e-07 0.02525541740586308 -0.01365948384747654 2.05957358467232 -0.1046779223411922 -0.26543103682362446 -0.22586855057174887 0.27904945669579434 -0.1439664818698631 -0.34633333018013707 -0.1519699097798468 0.00389158029463506 -0.16012788215106857 -0.09144811954983656 0.06402722479388433 -0.42978903472795615 -0.14026891691297896 -0.07153575207019737 -0.03937384285101532 -0.11579975999017865 0.3007016206378811 2.2135472792808687e-06 -0.00016638716741507398 -0.0008144262677654465 0.00042182268462944924 0.0002406820963838145 0.0017963320340022692 -0.00040838786951560125
PC_6 0.000756253505387058 -0.00024865202756116486 0.0002670128469555717 -1.4030633595812319e-05 1.1599290008220949e-07 0.07075320388615275 0.3295205713505736 -0.10467792234119219 2.6993134009281103 0.1643944779753827 0.2545870782401997 -0.13812416523328186 0.26029166026460177 0.1389319053393408 -0.10704059312038319 0.1434705357450788 0.39045505501308564 -0.4427208679527474 0.12400988285890506 0.319859430900072 -0.06876897619536446 0.017105862781348208 -0.2761179336610828 0.18137692519923343 -0.21302224994780192 0.00048500536962600347 0.0005133671204939549 0.000553745667218986 -0.00041962391829692607 0.000504823138332472 -0.0016743870510680116 -0.00015020524335061168
PC_7 0.0024321808185401644 0.00010639529549408104 0.0002662224515768218 -4.578272495390365e-07 -3.950821979955959e-09 0.040616926927740264 -0.13053627405461002 -0.26543103682362423 0.16439447797538037 3.7116251167197665 -0.030489335241860274 0.42985924464231856 -0.18733644489788923 0.3784216184809739 0.26691799766767227 0.1937858537115179 0.07222855057498669 -0.41599840477543804 -0.21973005959378786 0.6274041386884798 0.20687940403145078 0.06499447155556455 -0.5089520052647547 0.08154380769049607 -0.5854700955756214 -0.0008694800701824285 0.0011291775665420113 0.0012846137538938234 -0.0006946891454662498 -0.0001614885087678254 0.00018357896508428172 0.0001038208785493605
