 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.0260811871062852e-05 7.306961588660556e-08 5.454243907382223e-08 -8.703231201572064e-07 1.3831920312657846e-07 1.572149742061751e-09 -7.282780005595478e-12 -4.9042305675911665e-09 4.202053200972614e-11 1.45745864693596e-06 -6.395000597969634e-07 4.1868470680991346e-06 -4.2757916804199606e-05 4.710004320517457e-05 -6.822608331537345e-05 4.9165502723559505e-05 -4.204181637005138e-05 -7.734924209991186e-06 -8.052309396196248e-05 -1.2542572278862504e-05 -1.7011251342858178e-05 -5.4087439949219076e-05 -9.91034702514071e-07 -3.351231626329263e-05 -6.215243531462389e-06 2.6597050344070662e-06 -4.3923549725151114e-05 -4.9671421022072877e-05 5.9060220158952904e-05 4.903395527688838e-08
yob 7.306961588661137e-08 9.988450530849485e-08 3.6454531611178156e-08 2.0221881188385495e-07 -3.5449106509959e-08 1.6054764997889945e-09 -1.4130729756609721e-11 4.689078933229639e-10 -4.2254829110804503e-13 4.2274296079919917e-07 7.368660739712531e-06 5.90032193667185e-07 -6.485973597762628e-06 -1.194263364739881e-06 -3.433647659774289e-06 -8.035617196395929e-08 -2.634704523251666e-06 4.584710927719673e-06 -1.60109924130745e-06 -4.100990600826279e-06 5.943257723704462e-06 -4.918367747387984e-06 -2.743259231611059e-06 8.73783356807853e-06 2.7718915072951367e-06 4.941765351972233e-07 -2.0426172691265188e-06 2.996028269078334e-06 -1.1468172520692174e-05 -1.1483019601158009e-08
age 5.454243907508658e-08 3.6454531611101545e-08 1.3713944623773895e-05 0.0001711191327847137 -1.353025641957569e-05 -3.036852342131583e-07 2.0253700831277373e-09 3.0073664321350686e-07 -2.0073109044615443e-09 -4.283199357840005e-06 -3.730116877208425e-06 -1.4628020320412014e-05 -8.866798575292796e-06 1.6790234610818498e-05 5.538694100476777e-06 1.9547172309669967e-06 4.0738197453485505e-06 -4.594359848567516e-06 1.418060173896766e-05 1.5547895543648782e-05 -1.6121196889297035e-05 2.87524349571422e-06 -1.5163684954024472e-05 -2.312882717294958e-06 5.140628204550484e-06 -1.2559835920716723e-05 -1.9802631318950335e-05 -1.3703248582280102e-05 3.3146977660685465e-05 5.34151687487166e-08
sex -8.703231202285003e-07 2.0221881188489854e-07 0.00017111913278446874 0.004503505037476249 -0.00031908534344853343 -3.5941888112203035e-06 2.311831555863171e-08 6.678008494074951e-06 -4.2854882553752604e-08 1.530151079970585e-05 -3.5043838070494665e-05 -8.858825149725359e-05 3.301420969137971e-05 -2.5252663600045494e-05 0.00012247332451818872 9.858808279175479e-05 0.00011928235044034032 -2.0191713959079042e-05 6.93071396855895e-05 -6.684112556625664e-05 -0.00016086072485873293 -0.00024080825767661628 3.4470244827828904e-06 -9.462764400274072e-05 0.00017496232166864996 -3.7238072019451124e-05 -0.00011992730583142172 -2.132553965167721e-05 7.11465236857067e-05 1.1478522271189061e-06
age_sex 1.383192031420769e-07 -3.5449106510025645e-08 -1.3530256419556987e-05 -0.0003190853434485712 2.4666854829466833e-05 3.000579997481609e-07 -2.00266871588656e-09 -5.439505789621577e-07 3.617680449431047e-09 -2.561463376582812e-06 8.446361485612643e-06 1.3232579446428403e-05 -2.63576344701279e-07 1.6918391906172957e-06 -1.4974302312014958e-05 -5.38580925812724e-06 -1.2262022916679109e-05 6.033827304920507e-06 -8.106338859608413e-06 3.0530345965586893e-06 1.015922096776485e-05 1.5219111737627895e-05 2.38022547659595e-06 1.0709317788043483e-05 -1.059335375245437e-05 3.5798749096281557e-07 1.2396272453574678e-05 2.4247195856635153e-06 -8.867241347629348e-06 -1.1057057291550271e-07
age2 1.5721497419478915e-09 1.6054764997884389e-09 -3.0368523421316925e-07 -3.5941888112262455e-06 3.0005799974861417e-07 7.043795620062713e-09 -4.840306386340208e-11 -6.934092055053927e-09 4.7675280324374276e-11 1.413666957381818e-07 4.316726938308778e-07 4.251272121733426e-07 8.194665201965991e-08 -2.5875593824530355e-07 -2.781981078307386e-07 -7.29340345846643e-08 -2.5471258199642407e-07 2.88615694500535e-07 -4.380325866673694e-07 -4.9259079065215e-07 4.3950420544537346e-07 -2.1116681843369673e-07 3.537471410286627e-07 3.2508644745116843e-07 6.060985502114032e-08 2.971786612830175e-07 3.640118288511053e-07 3.0439946282582754e-07 -1.0889509023132674e-06 -1.8576916015511472e-09
age3 -7.282780008191098e-12 -1.4130729756565615e-11 2.025370083127865e-09 2.3118315558673968e-08 -2.002668715889791e-09 -4.8403063863403174e-11 3.404050626059671e-13 4.7616904010189614e-11 -3.3508164542085436e-13 -1.31692677119061e-09 -3.63287210603533e-09 -3.2294472295036223e-09 -8.171377392617598e-10 1.4355954169818046e-09 2.0058535783992776e-09 6.267897091741997e-10 2.1465666898076374e-09 -2.412563410330217e-09 3.1605127409616815e-09 3.646030096573771e-09 -2.8817438880223954e-09 1.6141016739195532e-09 -2.8728862230395195e-09 -2.822161200329046e-09 -1.0777984053927577e-09 -2.1168556080072935e-09 -2.3210071719579634e-09 -1.6772953019709271e-09 8.242168590214855e-09 1.4837810285150286e-11
age2_sex -4.904230567712965e-09 4.689078933253774e-10 3.0073664321309716e-07 6.67800849407631e-06 -5.439505789621997e-07 -6.934092055043923e-09 4.7616904010118224e-11 1.2452141908373624e-08 -8.5210115399239e-11 6.643914270318308e-08 -2.554304834867643e-07 -3.7277554937458516e-07 -2.0459238785310978e-08 -5.206254713378359e-08 4.1450329058881065e-07 9.669220904414375e-08 2.9449551676266273e-07 -1.8488701176010761e-07 2.5443309180281933e-07 3.059314688239017e-08 -1.9872125500416168e-07 -2.7305899401539137e-07 -1.249186517537171e-07 -3.16938939449251e-07 2.1974075079221374e-07 -1.2131535392568133e-08 -2.960869391716452e-07 -3.618372798357626e-08 2.5948115374118537e-07 2.486151393318879e-09
age3_sex 4.202053201052174e-11 -4.2254829113551097e-13 -2.0073109044588187e-09 -4.285488255376443e-08 3.6176804494315292e-09 4.767528032430735e-11 -3.3508164542037635e-13 -8.521011539924342e-11 5.969735114770811e-13 -3.499912875873959e-10 2.0130079493961143e-09 2.8802399622114655e-09 2.465208951595217e-10 4.743700669350128e-10 -3.176411993008035e-09 -4.678748020499649e-10 -2.011676612718048e-09 1.4099172822305588e-09 -2.171095552947415e-09 -7.52477811194598e-10 1.1963263904276137e-09 1.5532981036833166e-09 1.2365558069594688e-09 2.492321356702928e-09 -1.496727796112138e-09 1.8420565988975081e-10 2.020989104127762e-09 -1.2319598627423175e-10 -1.9798136731202477e-09 -1.690713352074681e-11
PC_3 1.4574586469352814e-06 4.227429607992327e-07 -4.283199357855491e-06 1.5301510799426907e-05 -2.5614633765593023e-06 1.4136669573854624e-07 -1.316926771193149e-09 6.643914270263108e-08 -3.499912875835426e-10 0.026485588053271336 0.0005637725265721671 0.0017236346955234352 -0.0001283264268901851 -0.004139055232681974 0.0016840789639291601 0.0037827275062259557 -0.004104559028176205 -0.0003824943199045846 -0.0015028589367273046 0.0008090450726322222 0.0048745047817845225 0.002831255646693959 -0.0015275735434990031 -0.009532162986686852 0.0010232678894807402 -0.0009430038250678093 0.00301852044076358 -0.0005274389519659648 0.004758187452640777 4.4693267107227176e-06
