 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 0.003671840051166339 4.798717365075325e-06 -0.004980382086752901 -0.08492762987421 0.0036602571252062816 7.216726536390181e-05 -3.4426566451765285e-07 -5.20324432051585e-05 2.44030377768702e-07 -0.00011378001037670558 0.0002286272044942513 0.00028423316480582925 -0.0005713103809070117 5.351315966657942e-06 -0.00033832694618296803 0.0002522220633360894 -0.0005123739338759338 0.0002781966848533963 -0.0004451530214347781 -0.00047996400742279376 0.0006561998918548401 -0.0006189355566286466 -0.0003454031794070914 3.6143744035711524e-05 0.0005655216546630765 0.00029024866260089755 -8.414729173176667e-06 9.563669366732942e-05 -0.0005550113042886343 -3.177044537353892e-06 -4.928294924883897e-08 1.023287115438804e-06 -1.6315402161524212e-07
yob 4.798717365384904e-06 2.1989119359207034e-07 -5.783534784237899e-06 -0.0001588846171736047 6.5252603329496736e-06 7.884414227668354e-08 -3.460127842269283e-10 -8.891989580466062e-08 4.0197899543394124e-10 8.760855468410978e-06 9.916746442534202e-06 -1.601667736508451e-06 -2.2889338650623986e-05 -1.329513480192407e-05 1.9292914273931243e-06 4.98570926656957e-06 -4.929112255616481e-06 1.1537406389974318e-05 -6.967887293636145e-06 -1.6522013213866005e-05 2.1050315137166078e-05 -1.5559113153767722e-05 -2.959145341499676e-06 1.9505573866513426e-05 9.845244446864109e-06 2.1264572503654147e-06 -6.11973183603103e-06 1.0147658073368228e-05 -2.9635432647341554e-05 -7.48829098374191e-09 2.493537495105258e-09 -4.632452334132449e-08 -9.47816080138746e-09
age -0.0049803820869874435 -5.783534783881013e-06 0.009461854849982694 0.2127748871263355 -0.009449157866149643 -0.0001384310582573051 6.667349355742341e-07 0.00013820589160357057 -6.65813526290346e-07 0.00017169031141794425 -0.0005415343079046078 -0.00037447392957697887 0.0005078315492976425 0.00010177413982040098 0.00034426477295789815 -0.00014610156462962167 0.00039166306925672383 -0.0003272695373592462 0.00048124648292565195 0.0006934483032782625 -0.0009667000957877866 0.000684220565429909 0.00044476562112301404 -9.348513443266815e-05 -0.0011957316642519549 -9.187635127317475e-05 -0.00016602486886563595 -0.00042713764800380417 0.0008599806282409823 3.90593469632126e-06 -1.2903878059529827e-06 -3.9181383180686123e-07 9.191587829830034e-07
sex -0.08492762988365081 -0.00015888461717149642 0.21277488713445225 5.683684072886441 -0.25405257029550965 -0.003102664562860793 1.4894333979637303e-05 0.003737477193454196 -1.8097778758638792e-05 0.0006209542763346987 -0.02052845363616256 -0.011948995948537341 0.01140733105694523 0.008347734638045074 0.004855202954539411 -0.001835531231178099 0.0043556763226191755 -0.008134993338554667 0.01038261044698109 0.01861053108939841 -0.022434047272790334 0.018184835805868924 0.006861338952415327 -0.009166092874372441 -0.03509318445320854 0.004433569160962652 -0.002769901300984082 -0.01921948959443958 0.025288430674754277 6.987707523119848e-05 -3.0098276282831894e-05 1.785621311081412e-05 3.7068403908799097e-06
age_sex 0.003660257125633282 6.525260332733579e-06 -0.009449157866522692 -0.2540525702957335 0.011398890563652736 0.0001381961676138525 -6.653720976740768e-07 -0.00016831781134425065 8.179785187744103e-07 -1.165476843722832e-05 0.0008519783723152681 0.00048158614978466936 -0.00044472727450726415 -0.00034901210693445917 -0.00019947770794522096 6.245439032268393e-05 -0.0001644698391938709 0.0003001203258265179 -0.00042028726880088865 -0.0007703361277623263 0.0009234866033719632 -0.0007393774593802048 -0.0002769687242316576 0.00035738013256054156 0.0015106122298485947 -0.0002220243171777142 0.00014980195305885801 0.0008245482012688133 -0.0010238773084943482 -2.9721862951503433e-06 1.5646057896494913e-06 -1.274380996010549e-06 -3.6080981857411233e-09
age2 7.216726536727622e-05 7.884414227141152e-08 -0.00013843105825716106 -0.00310266456273808 0.00013819616760821807 2.0313924921773514e-06 -9.81350149527438e-09 -2.027323584015086e-06 9.795697459058093e-09 -2.343373649802996e-06 7.105205706934732e-06 4.579736827704945e-06 -6.83989810253313e-06 -8.823991493750508e-07 -5.034266407276228e-06 1.937831333779708e-06 -5.59121567489966e-06 4.359028670917031e-06 -7.036234892701665e-06 -9.586409838222588e-06 1.3596488246239125e-05 -9.219725184732865e-06 -6.241606877737661e-06 5.801123747913961e-07 1.684563034645962e-05 1.4182309845507823e-06 2.6986436747450008e-06 5.306711659435044e-06 -1.1525044637345881e-05 -5.6719094970036e-08 2.0488741490840673e-08 5.3229465036510026e-09 -1.523480334362172e-08
age3 -3.4426566453359936e-07 -3.460127842023773e-10 6.667349355728285e-07 1.4894333979027109e-05 -6.653720976460795e-07 -9.813501495263978e-09 4.755461447838262e-11 9.79027714532605e-09 -4.7448311089651e-11 1.0334061251713588e-08 -3.016699081678815e-08 -1.833669383895658e-08 2.8974287399549307e-08 1.4987890940703724e-09 2.3957265562960023e-08 -8.013998253432601e-09 2.6290010749862263e-08 -1.9014476345553917e-08 3.371947797599074e-08 4.337516804077104e-08 -6.244037050234558e-08 4.030498098064988e-08 2.8114082093256315e-08 1.4750912167578666e-09 -7.848376808414531e-08 -7.456049031754674e-09 -1.4795527010486586e-08 -2.080611881591441e-08 5.0587411690018844e-08 2.72448543279346e-10 -1.0512793410404013e-10 -2.7315214542124385e-11 8.588261436228678e-11
age2_sex -5.2032443211526446e-05 -8.891989580397654e-08 0.00013820589160918996 0.003737477193460291 -0.00016831781134437563 -2.0273235840999305e-06 9.790277145747393e-09 2.494628092717884e-06 -1.2167566908431342e-08 -5.3871808259810104e-08 -1.1685195694119891e-05 -6.455552242284278e-06 5.69327391203687e-06 4.80165998283229e-06 2.731981507532097e-06 -6.168357335818427e-07 2.0190532260335753e-06 -3.5789223844443027e-06 5.672101137015049e-06 1.060227579948456e-05 -1.2546249415503514e-05 9.916355958193178e-06 3.5966218366690586e-06 -4.571420077947413e-06 -2.1427720140652243e-05 3.558204607097397e-06 -2.5979963409406265e-06 -1.1687032439400558e-05 1.366540882684808e-05 4.2200263523918434e-08 -2.556898252482438e-08 2.3521567510501647e-08 -1.3171861221778594e-09
age3_sex 2.440303777998539e-07 4.0197899542192044e-10 -6.658135263181108e-07 -1.8097778758679447e-05 8.17978518775513e-07 9.79569745947699e-09 -4.744831109173032e-11 -1.2167566908438654e-08 5.956518569814388e-11 1.4467602115867876e-09 5.30068237398076e-08 2.8895893852142242e-08 -2.3896890308957802e-08 -2.1713329049464633e-08 -1.2525588662663116e-08 1.5905985402013107e-09 -8.05305768887427e-09 1.3717098146234107e-08 -2.559906202930485e-08 -4.8478800347601956e-08 5.6183225411890883e-08 -4.384395492173849e-08 -1.506893066938013e-08 1.907347728213323e-08 1.001587040892525e-07 -1.8379655079548867e-08 1.4500923435769279e-08 5.441139184328278e-08 -6.015111564087679e-08 -2.018913991950713e-10 1.3306165555658844e-10 -1.2672644755899727e-10 9.150947941789788e-12
PC_3 -0.00011378001036619857 8.760855468430478e-06 0.000171690311390503 0.0006209542755912957 -1.165476840383833e-05 -2.3433736494017303e-06 1.033406124978196e-08 -5.387180875339762e-08 1.4467602139882296e-09 0.04585905632529113 0.00054328497173585 0.0022144200659429724 -0.0037053545710203904 -0.0097169315947692 0.004241244498270394 0.0049361209692813865 -0.0076474185410857634 -0.0006196161290803465 -0.0010263755351884024 0.000433710123709784 0.010720640003299588 0.004446172268756153 -0.002430219388997004 -0.016288448004968776 0.003853945451290343 -0.0012772565918472303 0.004683339564323553 -0.0017472798334377045 0.0071419853149773905 -4.4249500104830075e-06 -1.460514942015974e-08 1.0590756737554357e-05 1.3780123355777441e-05
