 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0007237216355367731 -2.1049789057039316e-06 0.00015119906811795065 -0.00051357188692221 3.350473734452447e-05 -4.875986492596217e-06 4.728816679169303e-08 -6.352522083186609e-07 3.3508169623068735e-09 -0.00027193551647822467 0.0002166813045055393 -0.0003794525416527238 -7.859422937421469e-05 0.0005865315253364546 -0.0011635509824270043 -0.00020770948651379205 -0.00014025461590841637 -0.00011773870882888121 -0.00039869519721178885 7.740529785218452e-05 -0.00017003299500763946 -0.00013665329011357423 -3.433041749274019e-05 -0.0003983988408709227 -0.0006678737052326 6.015950807622461e-05 -0.0009870512617306622 -0.0001572520457749991 0.0013327495611142113 9.055112996693734e-07 -3.5933937029025094e-06 4.333844716467305e-06 -7.023885021166566e-07
yob -2.1049789057033577e-06 8.716664177191069e-07 8.567822767217031e-07 -9.553207619958655e-07 -2.0556602613314825e-07 -2.7385009084309816e-09 1.2576376160476207e-11 6.190006623924985e-09 -4.2677563604715625e-11 1.3807218593996492e-06 0.00015499166860691188 3.394124439081128e-05 -9.655290423693783e-05 1.8522423495014166e-05 -8.12008638891039e-05 -1.2323849078465876e-05 -3.5980389816422845e-05 7.084488320298736e-05 -3.148862084315476e-06 -7.236073488185129e-05 5.9249761285418915e-05 -4.8449488604171164e-05 -2.30043635802769e-05 8.242553554049472e-05 5.0439849315344585e-05 -1.3489616686819951e-05 1.1579753677813835e-06 5.2041315979530354e-05 -0.00013709682359090285 -6.840831173965654e-08 6.070939573539581e-08 -3.250423119706548e-07 -5.176162067980373e-08
age 0.000151199068117753 8.567822767225507e-07 0.00028977442685615385 0.00336942162707362 -0.00028808856756153226 -7.48888845434054e-06 6.00262550265598e-08 7.4654658190355785e-06 -5.984479751704509e-08 1.8062520433000993e-05 -8.104775580265984e-05 -0.0002923311057278579 -0.00024462425704670747 -0.0002940308224658594 -7.52112284048386e-05 7.042279760807633e-05 -0.00016156505829294026 -0.0003864796614123737 2.4662071605170966e-05 -7.423077652792467e-05 0.0001230705406187513 0.00022001789298967085 -0.0001460257048760708 -0.00019572917092511264 8.731100325716073e-06 -0.00015673559781127175 -2.5319063137190252e-05 0.00020498327389412206 -8.860605762712751e-05 -2.240848114350314e-07 2.2525048251663366e-06 -3.001045129777311e-06 -1.4060863680363905e-06
sex -0.0005135718869284109 -9.553207619186888e-07 0.0033694216270688743 0.08632807523238366 -0.006955170360487123 -8.391925314372874e-05 6.523542475956365e-07 0.00017301169589134632 -1.3469687225099285e-06 -0.00025953973010919926 -0.0010045966619595468 -0.003961971456461361 0.00022555463302565787 -0.002847935689502927 0.0005570079674750459 0.0049260753231490624 -0.001135098654741405 -0.004338163764954688 0.0023160505522923495 0.0021566204137287355 -0.00018866690371318302 0.0029253020640974074 -0.005397923996887252 -0.0038813762202285717 -0.0018549425372035985 -0.005238312213535848 -0.000296839571272832 0.00474611383901569 0.00014542283856318341 6.264979758153027e-06 5.239086036709308e-06 -0.00012485460536316894 0.0001277284186559336
age_sex 3.350473734512124e-05 -2.0556602614611789e-07 -0.0002880885675611195 -0.006955170360487226 0.0005841958611273537 7.460860255409917e-06 -5.981488420083878e-08 -1.5010754706815585e-05 1.1988961644536898e-07 1.6944848066281116e-05 8.604766353425206e-05 0.0003143829668642011 8.798903843053603e-06 0.00023029445338305275 -8.553305250990486e-06 -0.00037989485421736246 8.953794972852208e-05 0.0004059507943845354 -0.00021171577791391342 -0.000169178567034707 3.539931230653718e-05 -0.00019123518282679653 0.0004497307265099969 0.0003408940698553216 0.0002248065154894768 0.0005051861758888536 9.468748587534027e-05 -0.0003813411312231364 3.925073042848004e-05 -5.531647419950713e-07 -1.4322125857437358e-06 1.074526471187606e-05 -8.747913828890007e-06
age2 -4.87598649259046e-06 -2.738500908529528e-09 -7.488888454340302e-06 -8.391925314385555e-05 7.460860255421022e-06 2.0060384808212937e-07 -1.6530324799993524e-09 -1.9991498834561915e-07 1.647408848435715e-09 -3.511850305731488e-07 5.270747871500148e-06 8.176115587890524e-06 3.929988680105393e-06 9.592015823510739e-06 1.6811804151262793e-07 -1.5395680123238195e-06 2.472569736845063e-06 1.0410458585340866e-05 -2.0776882182844183e-06 1.10504385073647e-06 -2.3379471654480745e-06 -6.621270934577032e-06 2.9142596858444207e-06 6.565834990580733e-06 2.20285093330301e-06 5.016096921198834e-06 3.0705332371534423e-07 -6.287941436018125e-06 -2.1188256437291284e-07 -1.105346398962616e-09 -5.468563413761043e-08 7.323652950169678e-08 3.3028968672291454e-08
age3 4.728816679163425e-08 1.2576376162037047e-11 6.002625502655533e-08 6.523542475966578e-07 -5.981488420092842e-08 -1.6530324799992786e-09 1.3950691007860037e-11 1.6474317691770103e-09 -1.3903337475207379e-11 5.372895225977849e-10 -3.5039032633973936e-08 -6.452192494828041e-08 -3.2656167236534184e-08 -8.083445936007591e-08 -9.432261774024638e-09 4.202666705374039e-09 -1.574423490124318e-08 -7.299793053220672e-08 2.568536949090952e-08 -1.5105443381406797e-08 1.769153717173034e-08 5.077753615124696e-08 -2.5141020138698095e-08 -4.968857388226765e-08 -2.8566472700179838e-08 -4.824607934290062e-08 -8.45844821740506e-09 6.21248253066139e-08 1.7936537331386487e-09 4.2843901583663455e-11 3.986459860235128e-10 -5.437378100680908e-10 -2.485614300120701e-10
age2_sex -6.352522083344968e-07 6.190006624414947e-09 7.465465819024639e-06 0.00017301169589134944 -1.5010754706815685e-05 -1.9991498834532113e-07 1.6474317691746e-09 3.9675585194471755e-07 -3.2448880250254744e-09 -5.413097005649054e-07 -1.8893594628153054e-06 -7.427515141596549e-06 -7.706512738846255e-07 -6.078120753528062e-06 -6.653009801342587e-07 8.940159504471389e-06 -2.4893467885347195e-06 -1.0602023385166556e-05 6.045396857465287e-06 4.239866237394474e-06 -1.8412957058606025e-06 4.271613448430276e-06 -1.2107630877816196e-05 -9.015571979857547e-06 -7.119177543769679e-06 -1.508819021247385e-05 -3.863688497895238e-06 9.535191397760931e-06 -1.7437290263212611e-06 1.0146010984825966e-08 5.337871127063005e-08 -2.670735095939087e-07 1.8713035062978947e-07
age3_sex 3.3508169624347668e-09 -4.267756360685412e-11 -5.984479751695213e-08 -1.3469687225099607e-06 1.1988961644536964e-07 1.6474088484332277e-09 -1.3903337475187253e-11 -3.2448880250254695e-09 2.7104633064615405e-11 6.118414616011639e-09 1.3936055766913265e-08 5.42133626353332e-08 9.55789855621723e-09 4.9770297172939955e-08 1.2867176489004345e-08 -6.169394343881033e-08 2.216320295147032e-08 8.295880760817978e-08 -5.405484631948066e-08 -2.9384668770727155e-08 2.577084594652947e-08 -3.111002273630783e-08 1.0331609222250539e-07 7.1887394051886e-08 6.389113363422295e-08 1.335187258928393e-07 4.391239096534011e-08 -7.408287602094047e-08 1.6684815820670847e-08 -7.064419427170275e-11 -4.856909202023152e-10 2.011390893789253e-09 -1.2879835439020574e-09
PC_3 -0.00027193551647817816 1.3807218593995348e-06 1.8062520433179276e-05 -0.00025953973010600054 1.694484806599753e-05 -3.511850305780013e-07 5.372895226382814e-10 -5.413097005572445e-07 6.11841461594814e-09 0.18707119081449844 -0.008084283871873342 -0.004015277099733 0.009225898558885297 -0.007149436434054757 0.026810978521404943 0.01735383040504417 -0.041753342119206074 -0.01702566102902874 -0.012931566452221774 0.04004397735012656 0.016669901485991 0.04043090041610502 -0.024168778898824184 -0.0872390437818839 -0.01652551912738406 -0.01929550164339315 0.03243589175495011 -0.02407243657025536 0.06161413495891352 1.9479154147031048e-05 5.939015846532738e-06 5.573454203020889e-05 -6.245370244780037e-05
