(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000137897181265853 -5.41240311941064e-05 7.96879268076717e-05 -6.5800208000128e-05 6.9916896972299e-06 -6.71751662505189e-06 -3.5260600256719e-06 -1.42096661358376e-06 1.52309599710908e-06 2.24942794968315e-06
covarage -5.41240311941064e-05 0.000300023693373487 0.000437594662350238 -0.00043525890143484 -7.99729669607722e-06 1.01023255072439e-05 1.27117090005937e-06 -2.12469333524292e-07 -6.25971149960096e-08 1.88621803091257e-06
covarsex 7.96879268076717e-05 0.000437594662350238 0.00151458255289782 -0.00140722929904059 -6.4215654529003e-07 5.29708316576763e-07 2.26138045847605e-06 4.68980450805967e-06 -1.2587840719236e-05 -7.27967672398477e-07
covarage_sex -6.5800208000128e-05 -0.00043525890143484 -0.00140722929904059 0.00137857588998664 3.1408114835682e-06 -5.41999495696685e-07 -3.10141176074127e-06 -4.14933272460303e-06 1.03997398002453e-05 1.2903962919474e-06
covarPC_3 6.9916896972299e-06 -7.99729669607722e-06 -6.4215654529003e-07 3.1408114835682e-06 7.86985510135786e-05 1.33985816623473e-06 4.43129294355398e-08 1.29988265613937e-07 1.95694846948824e-07 1.31592836413686e-06
covarPC_4 -6.71751662505189e-06 1.01023255072439e-05 5.29708316576763e-07 -5.41999495696685e-07 1.33985816623473e-06 8.48205067074629e-05 1.33511036534243e-06 1.56130861856159e-06 -2.1049163178954e-06 -4.55894304913867e-06
proband -3.5260600256719e-06 1.27117090005937e-06 2.26138045847605e-06 -3.10141176074127e-06 4.43129294355398e-08 1.33511036534243e-06 0.000270611470842788 0.000145093060440336 -0.000273968283604839 -0.000258459025584242
sibling -1.42096661358376e-06 -2.12469333524292e-07 4.68980450805967e-06 -4.14933272460303e-06 1.29988265613937e-07 1.56130861856159e-06 0.000145093060440336 0.000322818696200008 -0.000308646880931837 -0.000291017895274198
paternal 1.52309599710908e-06 -6.25971149960096e-08 -1.2587840719236e-05 1.03997398002453e-05 1.95694846948824e-07 -2.1049163178954e-06 -0.000273968283604839 -0.000308646880931837 0.00105980264113911 -0.000193718699890441
maternal 2.24942794968315e-06 1.88621803091257e-06 -7.27967672398477e-07 1.2903962919474e-06 1.31592836413686e-06 -4.55894304913867e-06 -0.000258459025584242 -0.000291017895274198 -0.000193718699890441 0.00100609820679072
