 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0006748137951677708 -2.1020084270824274e-06 0.00010311507465222409 -0.00020327906182942345 1.374672317058343e-05 -3.6412719726604317e-06 3.719253231082466e-08 -2.818229344213352e-07 1.7714243598181694e-09 -0.0004188692821924521 -9.133278393890993e-05 -0.0006472421927378923 -0.00048673205971924363 0.0008169246258467121 -0.0009610104903398698 6.010492357908675e-05 -0.00022955630157444506 0.0004158243803903058 -0.00016135898993948416 0.00041374929083945445 -0.0001968111099465503 -0.00019014152501235063 -0.0002919089483680287 -0.0008643853745431449 -0.000774759078708301 -0.000310570295823514 -0.0007665318041183017 -0.0011072209155510435 0.0019253590098926895 1.6354899167165868e-06 -3.846713315667549e-06 -4.051296461911043e-06 8.508076004111208e-06
yob -2.1020084270822665e-06 8.839373213995223e-07 1.3570471761881683e-06 2.3736571642403925e-06 -3.084082554938345e-07 -1.0666163960895573e-08 5.509946874666244e-11 5.80701451633724e-09 -2.3568802658257483e-11 -8.15784666872593e-06 0.00021043394355878451 6.593715412762003e-05 -6.770646563835224e-05 1.1827449777323835e-05 -0.00010305984092032882 -1.2048597276372326e-05 -5.440709553311904e-05 8.651369450704141e-05 -1.079088368237477e-05 -9.479151056636273e-05 5.654641850110827e-05 -6.0564241037089144e-05 3.491947039511028e-06 0.00010053648468609147 4.8909053861871786e-05 -3.847128294376567e-06 -1.8737736182523775e-06 7.447775560193378e-05 -0.00017533002256409105 -4.159067778922092e-08 1.0325442191671737e-07 -1.6196817447789216e-07 -1.3826057828946396e-07
age 0.00010311507465215462 1.3570471761923204e-06 0.00013844286803357098 0.001421482971518331 -0.00013595655824171429 -3.8113674664239662e-06 3.2069898762643395e-08 3.7764827057992446e-06 -3.176734185027263e-08 -2.5876404920297554e-06 0.00016453283778471148 1.6895353883956386e-05 -0.00018158842895467118 -2.8932482059099368e-05 -0.00021525352768987904 4.4709787672412614e-05 -0.0002844745897860964 0.00023862235623226013 -6.995190349819608e-05 -0.00010391361672166432 0.00025706352004354233 0.00014630052286277343 -0.00010783087646237765 -0.00015665885999999204 -2.3055534661621094e-06 -0.00018504963304398261 -0.0001346695450619237 -5.88577024589212e-05 -1.9567678613371664e-06 3.0931600504064835e-07 7.113354336568275e-07 -1.207396082303795e-07 6.069028296041342e-07
sex -0.00020327906182941748 2.373657164260848e-06 0.0014214829715187517 0.031158006466926378 -0.0027066684391268336 -3.714370227027493e-05 2.997352808614095e-07 7.10706658365822e-05 -5.767622603465729e-07 -6.934449898347493e-05 -0.0009823746258721224 -0.0013599079367652364 0.0008045894811579054 -0.001230701929378108 -0.00036799948883861606 -0.0006012123645398442 -0.002188530724428911 0.0012671815512020409 0.00022196651442994104 -0.0017364780272191857 -7.386679066946283e-07 0.0005740663422662708 -0.0019915489963663584 -0.0005362959469105333 -0.0009885251376972714 -0.001442398221953592 0.0019540957172512483 -0.000645491460897662 -0.0008951360075102668 7.200826302041981e-06 1.3983499209081318e-05 1.1466590391808011e-05 -2.3138400473440294e-07
age_sex 1.3746723170572281e-05 -3.0840825549527855e-07 -0.0001359565582417165 -0.002706668439126329 0.0002549264993904436 3.772337150250618e-06 -3.1760557357661723e-08 -7.063974370047577e-06 5.9565855021797575e-08 1.1431450243300604e-05 0.00011960484193939753 0.00017133837197931797 -3.0926007850857376e-05 0.00019689965849386995 9.251322148576821e-07 5.1990635698863357e-05 9.007691350611256e-05 -0.0001494303980142307 -5.902731609053311e-05 0.00016916409626433902 4.783264414680633e-05 -0.00013277264666428342 0.0001551546095507113 2.458690892186656e-05 0.00019422836215125648 0.0001571359031237623 -5.531791675180023e-05 8.602060024705809e-05 6.690552577929323e-05 -4.2295139687029977e-07 -2.8629991348790618e-06 2.743556170173709e-07 1.727111591571259e-06
age2 -3.641271972660069e-06 -1.0666163960903173e-08 -3.8113674664234106e-06 -3.7143702270256453e-05 3.7723371502499507e-06 1.1051225193940054e-07 -9.622944582932048e-10 -1.0955381903164435e-07 9.531400959812763e-10 -3.4734367081059756e-08 2.000643944070069e-06 3.1333574418804815e-06 3.519913834073013e-06 5.424604326772911e-06 1.2168961503328058e-06 -6.858648960257492e-07 4.204650958130164e-06 -5.444455599250013e-06 -4.928074062295584e-07 1.108946475037276e-06 -6.074557536294708e-06 -6.4061229853497045e-06 2.509343516443868e-06 5.7515383782282246e-06 3.202482803055932e-06 5.140059020034508e-06 3.287343974605581e-06 2.570057264167953e-06 -4.09051748625832e-06 -8.138388922660682e-09 -3.784836041914468e-08 3.1792604990190494e-08 -1.6980110292841587e-08
age3 3.7192532310830086e-08 5.509946874615337e-11 3.206989876263518e-08 2.997352808612105e-07 -3.176055735765199e-08 -9.622944582931079e-10 8.607329742385595e-12 9.53248006589634e-10 -8.5168612426393e-12 -3.3973664089987617e-09 -1.722308204742554e-08 -3.583778964494169e-08 -3.1874865721137374e-08 -6.457696866132441e-08 -6.820603646926563e-09 -2.9305431529817134e-09 -2.4222730586864717e-08 5.4695568057492166e-08 1.8705970386813212e-08 -1.4118307903643211e-08 4.8659300579063634e-08 5.7130869015322275e-08 -1.996639606357246e-08 -4.158352904333751e-08 -3.992602202746289e-08 -4.5602522823616604e-08 -2.932125015545283e-08 -1.8102449345973208e-08 3.515062486948293e-08 6.779418458462116e-11 4.1014230280637923e-10 -4.0694126144299716e-10 1.370428211731553e-10
age2_sex -2.818229344209999e-07 5.807014516228001e-09 3.776482705798349e-06 7.107066583655773e-05 -7.063974370046553e-06 -1.0955381903163935e-07 9.532480065897054e-10 2.038044860925172e-07 -1.7723877345258368e-09 -8.841693957715701e-07 -3.2859504800376387e-06 -5.4413564042913335e-06 2.4576774357395077e-07 -7.193147765381747e-06 2.137764170147853e-07 -1.7677682235545784e-06 -9.286313717931762e-07 4.9613663435638555e-06 2.2614295052424516e-06 -4.421072110298019e-06 -2.409309589713183e-06 5.2096125838858055e-06 -4.302400234743904e-06 1.2689991106194842e-07 -6.851701434638874e-06 -5.266190631345882e-06 -6.377745711353197e-07 -2.5136136241817324e-06 -2.2737551369578643e-06 3.889711796160209e-09 1.066145981707706e-07 -2.3186495888666366e-08 -7.835953597568229e-08
age3_sex 1.771424359812561e-09 -2.356880265709194e-11 -3.176734185025949e-08 -5.767622603462939e-07 5.9565855021781984e-08 9.531400959810757e-10 -8.516861242638559e-12 -1.7723877345256426e-09 1.5808766742993278e-11 1.2758333448144712e-08 2.7119958088411172e-08 4.87823982504588e-08 4.869500031191867e-10 7.188541814112735e-08 -6.157674687548047e-10 2.1483113325663913e-08 7.688636469865095e-10 -4.7647781661903227e-08 -2.2891043039859693e-08 3.8613964186035665e-08 3.0303494868220234e-08 -5.477942754850433e-08 3.811059892418002e-08 -7.402480046659316e-09 6.411616095082527e-08 5.094557218103182e-08 1.965709141842251e-08 1.8295287350617084e-08 2.39544231387869e-08 6.34771964246965e-12 -1.034544538125428e-09 2.311460178117228e-10 8.409119713552039e-10
PC_3 -0.0004188692821924209 -8.157846668725735e-06 -2.58764049189531e-06 -6.934449898116866e-05 1.1431450243086427e-05 -3.4734367084760476e-08 -3.397366408967676e-09 -8.841693957656784e-07 1.2758333448095286e-08 0.18023141299287115 -0.005481600682550636 -0.015039677295569433 0.02787570078770869 -0.0025868070122445964 0.020466902772458495 0.02380096070953756 -0.04316516520129546 -0.03537709381676039 -0.028622525145075427 0.05022630295964837 0.03316670233886317 0.05136336127035181 -0.03967891872157521 -0.09830113430929462 -0.02494128101710825 -0.022866364799484666 0.02762056894220559 -0.04446835721905042 0.07874471543970511 -1.0034117160979067e-05 -1.2511530165776783e-05 2.476149046397536e-05 8.77079944434723e-05
PC_4 -9.133278393883424e-05 0.00021043394355878484 0.00016453283778509523 -0.0009823746258647516 0.0001196048419387238 2.00064394405967e-06 -1.7223082047339392e-08 -3.285950480019466e-06 2.7119958088261568e-08 -0.005481600682550512 0.689510360068486 -0.013946192302800933 0.09226767893569739 -0.07143719283493379 -0.0013198642202408896 -0.012165535644222033 0.011005987932476575 -0.06236119278869731 0.03590025681993709 0.06221547767395 -0.11195720108171184 -0.015886468697460774 0.08895276400159009 0.05277797837236396 -0.031130227915581038 0.03459968413772232 -0.023482121489162636 -0.025909206921111143 0.080263352582582 5.54432452490348e-06 0.00011492869011367021 -0.0001907014617099036 -0.00013257549662300567
PC_5 -0.0006472421927378215 6.593715412762202e-05 1.6895353884437796e-05 -0.0013599079367565448 0.00017133837197850468 3.1333574418671746e-06 -3.583778964482963e-08 -5.441356404268914e-06 4.8782398250270735e-08 -0.015039677295569367 -0.013946192302800808 0.8243876151259409 0.0031367034710635855 -0.002315792437538977 -0.00866227858935064 0.013856585036979866 -0.05395396581896442 -0.02932827550572849 -0.09434726735186015 0.008835389929777945 -0.0078053584723159295 -0.03330161609662238 0.016395623996532063 -0.0843042803821798 0.001179418655947605 -0.010696669958185185 -0.032286997552274425 -0.05681154283847282 0.06193361385975871 -3.551680894862391e-05 -0.0003300441743825705 0.00045946101863450397 0.00014280216123234104
PC_6 -0.00048673205971924596 -6.770646563835214e-05 -0.00018158842895486598 0.0008045894811542809 -3.0926007850460484e-05 3.5199138340791637e-06 -3.1874865721193695e-08 2.457677435619444e-07 4.869500032277563e-10 0.02787570078770876 0.09226767893569748 0.0031367034710640855 1.0727353892229428 -0.011785915213481409 0.12905726342115773 -0.017423842047087985 -0.013177076309008913 0.046306463483182146 -0.12777600060731584 -0.06618033893608621 0.09294941398547747 -0.14803173821868018 0.055232239347038546 0.11348285809488468 0.0003254575672754433 -0.0005550820952439472 -0.05016718408113538 0.02361847279311558 -0.11742278215047833 -7.879071722730983e-05 -9.70244404944468e-05 2.0095434700340295e-05 5.658396095682739e-05
PC_7 0.0008169246258468298 1.1827449777324553e-05 -2.8932482058572486e-05 -0.001230701929369259 0.00019689965849303763 5.4246043267582515e-06 -6.45769686612007e-08 -7.193147765358681e-06 7.188541814093288e-08 -0.002586807012244548 -0.07143719283493354 -0.0023157924375388213 -0.01178591521348213 1.3459061751300538 0.048878898727666674 0.0975506311883256 -0.08038475025103987 0.1488204794333445 0.04610259184522328 0.049088735978249635 0.03558288459080397 -0.18544350086439831 -0.1106083930479756 0.1102927886626754 0.04958349490821981 -0.015183558939334702 0.009236585085950832 0.08275121800328143 -0.10829165553766174 8.491564447118624e-05 0.00015132858931509534 -7.233244765336265e-05 -0.00018839794111527448
PC_8 -0.0009610104903399685 -0.00010305984092032886 -0.00021525352768999968 -0.000367999488840213 9.251322150359343e-07 1.2168961503366591e-06 -6.820603646961489e-09 2.1377641700932377e-07 -6.157674687052473e-10 0.020466902772458436 -0.0013198642202405246 -0.008662278589351301 0.12905726342115767 0.04887889872766713 1.5837929429721715 0.16067176355230073 -0.017448303368794986 -0.0189230993736569 0.008256145836417438 -0.1050778365904129 0.03410007773134126 0.11963155329491344 -0.0667204717382296 0.05770999429215881 0.14127349326698432 0.061028728325407886 -0.031878137276883795 0.010930184558892667 -0.06719350087365808 -1.4912064913531682e-05 0.0003471478752939966 -0.00014233583255723756 -0.00021626833431897052
PC_9 6.010492357913301e-05 -1.2048597276370776e-05 4.4709787672499004e-05 -0.000601212364538799 5.1990635698757694e-05 -6.858648960282292e-07 -2.930543152959772e-09 -1.7677682235514524e-06 2.1483113325636394e-08 0.023800960709537536 -0.012165535644221952 0.013856585036979868 -0.017423842047088474 0.0975506311883257 0.16067176355230112 1.9813062546618112 0.13863280006793607 -0.037400489643907756 -0.15477168571783445 0.13667549346656213 -0.02285139560499465 -0.045617816178545476 -0.190802100593219 -0.01778764589278287 -0.13757572952863742 -0.10538520086658132 0.014251678372542822 -0.12290571600533584 0.15007689687316872 0.0001592813920877553 -0.00029069506990016925 0.00018951339253260368 0.0005263650952892574
PC_10 -0.00022955630157459115 -5.440709553312019e-05 -0.000284474589786637 -0.00218853072443749 9.007691350698986e-05 4.2046509581461885e-06 -2.4222730587006446e-08 -9.286313718189883e-07 7.688636472141066e-10 -0.043165165201295264 0.011005987932477196 -0.05395396581896353 -0.013177076309009043 -0.08038475025103867 -0.01744830336879582 0.138632800067936 2.402125805665429 0.20360158395932149 -0.0825276056308433 -0.03126814778751975 0.005677739054283464 -0.04336768025521764 0.07596063722770689 -0.00016233397739428253 0.17771830893861068 0.10711770066078569 -0.010085848485016011 -0.0029353599033985676 -0.09102167684592943 3.227333899144269e-05 0.0001049094879302737 -0.0005870767025584469 0.00033182129677427783
PC_11 0.00041582438039024027 8.651369450704214e-05 0.00023862235623194083 0.001267181551196646 -0.00014943039801370873 -5.4444555992411e-06 5.469556805741518e-08 4.961366343549103e-06 -4.764778166177787e-08 -0.03537709381676052 -0.062361192788697103 -0.029328275505729445 0.046306463483181654 0.14882047943334503 -0.01892309937365609 -0.037400489643908554 0.20360158395932224 2.2848420269300287 0.08815449010026498 0.13775270707129372 0.06536098332790267 0.1983954987427082 -0.017297648023544086 0.0450007451048762 -0.26136811637018476 -0.09910858676998029 0.023594139625822137 -0.03769265760303071 0.371842384902901 0.0002758918186849061 -0.00012856079102872278 0.0001353011907574883 0.00013958813521950647
PC_12 -0.0001613589899396105 -1.0790883682374745e-05 -6.995190349825887e-05 0.00022196651442975027 -5.902731609051384e-05 -4.92807406227742e-07 1.8705970386797214e-08 2.2614295052418413e-06 -2.2891043039854426e-08 -0.028622525145075448 0.03590025681993695 -0.09434726735186037 -0.12777600060731562 0.04610259184522311 0.008256145836417298 -0.15477168571783495 -0.08252760563084308 0.08815449010026473 2.5404243443937236 0.13456252427315285 0.03254089750387005 -0.08937897720794176 0.1667317340473915 0.11302471348437947 0.13631116869418977 0.10041483235285087 0.15009391241778014 0.049427471953029115 0.06426538776265413 0.00010574513177064275 0.00016016540185073428 -0.00020120033855120954 -0.00019989758123341135
