(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00314255244717962 4.78264424955813e-05 0.000282186731249048 0.0001131389234421 4.84947199281456e-05 2.50896676439157e-05 -0.000128253646160828 -4.68359381928103e-05 0.000487366912763841 -0.000376716502688882
covarage 4.78264424955813e-05 0.000747551085449334 0.00109344499621344 -0.00112802178651245 -1.72700825930136e-05 3.76050906815303e-05 -1.06122841212131e-05 -8.92907470892674e-06 -3.37295794611008e-05 6.20211567086793e-05
covarsex 0.000282186731249048 0.00109344499621344 0.00426933339391726 -0.0042449561110518 -1.87031976569785e-05 1.29330342428582e-05 -1.15893314287154e-05 2.61187662090612e-06 4.45508006685427e-05 -5.66806120992786e-05
covarage_sex 0.0001131389234421 -0.00112802178651245 -0.0042449561110518 0.00463588551500962 3.29066514877246e-05 -6.21919176235474e-06 -4.57990457507212e-06 -4.38747861178823e-06 -5.61320647397571e-06 1.90433820032054e-05
covarPC_3 4.84947199281456e-05 -1.72700825930136e-05 -1.87031976569785e-05 3.29066514877246e-05 0.000353875577104341 1.44870372404385e-05 5.80311639418614e-07 1.45603426231751e-06 9.95964977676929e-06 -6.84332576058308e-06
covarPC_4 2.50896676439157e-05 3.76050906815303e-05 1.29330342428582e-05 -6.21919176235474e-06 1.44870372404385e-05 0.000382322498605634 1.64889724087127e-06 5.68109354074032e-06 -1.04087557261594e-06 -2.21804785002567e-05
proband -0.000128253646160828 -1.06122841212131e-05 -1.15893314287154e-05 -4.57990457507212e-06 5.80311639418614e-07 1.64889724087127e-06 0.00110205242428521 0.000581052316311105 -0.00110681906389798 -0.00103472424458916
sibling -4.68359381928103e-05 -8.92907470892674e-06 2.61187662090612e-06 -4.38747861178823e-06 1.45603426231751e-06 5.68109354074032e-06 0.000581052316311105 0.00130584586405661 -0.00123413048307932 -0.0011709432846323
paternal 0.000487366912763841 -3.37295794611008e-05 4.45508006685427e-05 -5.61320647397571e-06 9.95964977676929e-06 -1.04087557261594e-06 -0.00110681906389798 -0.00123413048307932 0.00361263607548859 -0.000145688292702978
maternal -0.000376716502688882 6.20211567086793e-05 -5.66806120992786e-05 1.90433820032054e-05 -6.84332576058308e-06 -2.21804785002567e-05 -0.00103472424458916 -0.0011709432846323 -0.000145688292702978 0.0034415055184546
