 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.0035031039254424705 -2.535459408498715e-06 0.0008059917164498228 0.0008224490329344732 -0.00010780299546262708 -2.4932109939462656e-05 2.404927493923741e-07 3.984015739903069e-06 -4.3050769691533225e-08 -0.0006504403469517129 0.00035238018661908847 -0.000599842435121479 0.0003963891854013763 -6.24340739752397e-05 -0.0001373275674795348 0.0009228784028667456 0.00011987525047214366 0.0009256597280061632 6.132340391172574e-05 -0.000991276465338763 -0.0027178036006470195 0.0004259304359326679 -0.00032809976992359904 -0.0006882133543789514 -0.0012865812145970807 -0.0011047217184767624 -5.051419734476681e-05 0.0022747227816264366 0.002185372133380636 6.3857361053836895e-06 -1.1406154584883946e-05 -6.59814832403926e-06 1.1419014245775624e-06 2.4069822688777016e-05 4.738342954109647e-06 -1.0004711295757513e-05
yob -2.5354594084887556e-06 6.848349028404059e-07 6.431338988974489e-09 -2.3386699654040275e-06 3.55614302694535e-08 1.5345224452271943e-08 -1.5770597398895802e-10 -2.0494425387466374e-09 4.0960262862544105e-11 3.4033915105401646e-06 0.00011400697501282598 1.5154729033645043e-05 -8.448806601568618e-05 4.280906365081754e-05 -9.789440389064908e-05 -1.4634341861466897e-05 -3.902843674046774e-05 8.711564889814752e-05 -3.1892467381212236e-05 -6.49596280761059e-05 5.357922884986589e-05 -4.1862480010109094e-05 -7.0343577283237876e-06 4.9029164779502876e-05 3.7992209566298964e-05 -1.659033151171142e-05 -2.1902267140153383e-05 1.164745977762251e-05 -9.228427227183678e-05 1.5843105530934412e-07 -2.964885343770895e-07 -1.2135775934004714e-07 8.767480480411712e-08 7.328242667491325e-08 -3.56947887860787e-07 1.1118767046615944e-07
age 0.0008059917164737334 6.431338952666776e-09 0.0006669142873886113 0.007418232483279403 -0.0006668972112011971 -1.8581852847275857e-05 1.6223010841298498e-07 1.8583204877916283e-05 -1.6225935567705923e-07 5.640208758973884e-05 0.0002781033477980168 2.290635334547115e-05 6.078382083936463e-06 -0.0002288083326717125 0.00024694662153413325 0.00017141784228560754 -0.0005847439793060128 0.00021411856427617837 0.0011898037406959552 -7.274269155439421e-05 -0.0003660304771152795 0.0004211989548427182 0.0005895478810195383 -0.0006259196683097313 0.00011575068030732535 -0.0007498044706973975 -0.0002442875038496877 0.00014328164890984427 0.0006673054674888399 1.764932420155737e-06 4.69893437416095e-07 -4.358725381378234e-06 7.3581518873113005e-06 -5.6650037991411274e-06 1.0544698304056805e-05 -4.985156845941696e-06
sex 0.0008224490334476404 -2.3386699655084166e-06 0.007418232483476814 0.1589376579125355 -0.013828577081474403 -0.00020286727895517967 1.743508738803921e-06 0.00037504264105326426 -3.2018145993943634e-06 0.0014919492084973312 0.005582354421271206 0.0030610271460844106 0.00014563304554225009 -0.0014011100709582247 0.003372772585883133 0.009301855275005228 -0.010868095702885988 -0.005405548226919562 0.015092595112308769 0.0017704350265865542 0.0038516283637613845 -0.005771718061180286 -0.0037690387905616692 -0.018541859274433893 -0.0036845960401411543 -0.005748129896832685 0.003166621927646642 -0.0003198638293525953 0.002253434405748572 2.2200796618163877e-05 4.712438804326378e-06 -3.0678446589520654e-05 0.0004192580708926284 -0.00042726905908474944 0.0001289885882871647 -3.945852149258252e-05
age_sex -0.00010780299550847956 3.5561430284826443e-08 -0.0006668972112184304 -0.013828577081465853 0.0012284966938887073 1.858913974217596e-05 -1.6234368854073296e-07 -3.391979697914915e-05 2.939830147491604e-07 -0.00014100225606331429 -0.0005274331329615729 -0.00037050485333107086 9.254034487994735e-05 0.0001804580843720424 -0.00027571658431633134 -0.0009123133358561804 0.0009640290876491341 0.0005242742558210465 -0.0013056489904889749 -0.00019047148857063168 -0.0004297757779485017 0.0004717315410381948 0.00034379506856229076 0.0017123358041759677 0.00042025216465088546 0.0008291710296898169 -0.00018036419152521788 -4.686375070523312e-05 -0.0002922455821264107 -2.575767659409211e-06 -8.380350640876758e-07 2.566575402068014e-06 -3.665830080824437e-05 3.898742594648866e-05 -1.221505562403445e-05 6.493451933065206e-06
age2 -2.493210994012618e-05 1.534522445231885e-08 -1.8581852847269908e-05 -0.00020286727894953314 1.8589139741682663e-05 5.277504490014906e-07 -4.683913039551268e-09 -5.276520824014131e-07 4.683367152354919e-09 -1.6126088191776816e-06 -6.03572929006023e-06 -1.4234928902880514e-06 -1.3849536881557357e-06 9.623950301193293e-06 -8.184874186591904e-06 -8.090274167222254e-06 1.3419557258084742e-05 -4.724441007137664e-06 -3.436523581836191e-05 7.198065166933615e-07 1.1162409624278037e-05 -1.2734702350974625e-05 -1.3683841875810515e-05 1.95073307198367e-05 3.5193077289220407e-06 2.5306857337920588e-05 4.113854898122814e-06 -9.02718534209581e-06 -2.0467672167229017e-05 -7.314135919045804e-08 6.374336329508397e-09 1.2414737377832381e-07 -2.5681274584902457e-07 2.0744334121383882e-07 -2.9709957328119553e-07 1.7654929747224368e-07
age3 2.404927493982431e-07 -1.5770597399488216e-10 1.6223010841288831e-07 1.7435087387535422e-06 -1.6234368853632903e-07 -4.68391303955006e-09 4.221048829718326e-11 4.6837765194338035e-09 -4.221062290825846e-11 1.3519083113988863e-08 6.27269976215186e-08 1.799736243578108e-08 7.118752568114829e-09 -9.698651343882817e-08 6.292611128569476e-08 9.620602842815009e-08 -1.0048761109589874e-07 5.081274754432566e-08 2.980596382657377e-07 -7.05515671106627e-09 -1.0023247007808223e-07 1.104888953182511e-07 8.8436185003671e-08 -1.8436565515552585e-07 -7.446487327941702e-08 -2.5610025086970784e-07 -1.8226959969121555e-08 1.1788849736174495e-07 1.8597080736372554e-07 8.751049049324174e-10 -3.4112804060598636e-10 -1.2081244141720705e-09 2.608567136677e-09 -1.9611644433767128e-09 2.575529712436498e-09 -1.7346458244018234e-09
age2_sex 3.984015741190959e-06 -2.049442540538182e-09 1.8583204878383777e-05 0.00037504264105281637 -3.391979697913028e-05 -5.276520824148056e-07 4.68377651955341e-09 9.528066764991462e-07 -8.386278978262902e-09 4.167350323453446e-06 1.535387274520445e-05 1.2624878539823543e-05 -4.634380877642947e-06 -6.838548854245811e-06 6.960573066669137e-06 2.7827421201870087e-05 -2.6105777456789145e-05 -1.4492320322498423e-05 3.574661845312067e-05 6.307225479869366e-06 1.3493158437199628e-05 -1.0670607178589062e-05 -9.979735579864915e-06 -4.888495832061011e-05 -1.4817695406526146e-05 -3.092551924193376e-05 3.6708742583397545e-06 3.113019685723611e-06 1.0986778941798634e-05 9.449830821607037e-08 4.066590819348662e-09 -8.35196578351772e-08 9.940441366338662e-07 -1.0633889576680648e-06 3.577625480264484e-07 -2.270933100604532e-07
age3_sex -4.3050769702868014e-08 4.096026289195009e-11 -1.6225935568104672e-07 -3.201814599388867e-06 2.93983014748853e-07 4.683367152469312e-09 -4.221062290928043e-11 -8.386278978258935e-09 7.490374067200783e-11 -4.025102006982446e-08 -1.3679484941442853e-07 -1.24823638737381e-07 5.072778116969565e-08 7.87571558419022e-08 -5.433819524358602e-08 -2.600415205318502e-07 2.1846823969843612e-07 1.1701347501245582e-07 -3.0913079807552527e-07 -6.41817031813102e-08 -1.2902039597398522e-07 7.136831369020632e-08 9.333347297902332e-08 4.3767388356562513e-07 1.5386264610534924e-07 3.240372385017495e-07 -2.8563103890193186e-08 -4.3017877009545015e-08 -1.2583930830076252e-07 -1.1040238370741307e-09 2.6187527558529343e-10 9.97992796414225e-10 -8.543301008874482e-09 8.927607551221928e-09 -3.2695667086724268e-09 2.1839531155990608e-09
PC_3 -0.0006504403469460084 3.4033915105354585e-06 5.640208759342515e-05 0.0014919492085302675 -0.00014100225606635667 -1.6126088192822944e-06 1.3519083114916841e-08 4.167350323540406e-06 -4.02510200706013e-08 0.15325443028827018 -0.027349760786962867 0.008347917222036838 0.02348952619117672 0.016612430190178502 0.0052575335596651875 0.01363515965363744 -0.02714289749668502 -0.016178431462787374 -0.010617435044986872 0.036908954751401844 0.0035667258112641624 0.047620096287953766 0.01386964884745882 -0.09225517339488155 -0.02205414684057727 -0.01730904493225774 0.021203742659164703 -0.030296628324263573 0.06305116790152837 0.00010172638088582721 -1.612896658062625e-05 -0.00016157647762099115 0.00013614989876344156 -0.0001829251957040288 7.824553375651594e-05 0.00013094630567999594
