 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.1638983539177642e-05 3.5069962954371606e-08 -4.616320045919491e-06 -2.782836593917195e-05 1.729929442582308e-06 8.948264048841026e-08 -5.297349716122652e-10 -3.381549555501079e-08 2.0953704229707235e-10 -5.235015967794125e-06 2.3047726794844656e-06 3.244827317524462e-06 -3.5506050434856454e-05 5.713335863575589e-05 -7.345026949086594e-05 4.9770836627177705e-05 -4.563064289975114e-05 -9.590440180821719e-06 -8.449809647956016e-05 -1.0392584940414324e-05 -1.5769396464169157e-05 -5.6051557332049105e-05 5.4696405666449005e-06 -3.714833060718314e-05 -9.999512116994111e-06 7.38393672432219e-06 -4.8511528748265214e-05 -5.7128146337489956e-05 7.613291274754501e-05 -1.1968443008134041e-07 4.184445261519399e-07 3.8429503899944426e-08
yob 3.506996295433092e-08 1.0791476115427251e-07 2.237996591011567e-07 8.906711447107471e-07 -7.817120978565564e-08 -1.755159252415117e-09 5.518103246977809e-12 1.2422478301838229e-09 -4.7576136270407116e-12 1.048411779372471e-06 7.731144635056772e-06 4.7087270793285206e-07 -7.421007216652224e-06 -1.9997984618852732e-06 -3.537695717579333e-06 2.1278636911804473e-07 -2.9335262788969573e-06 5.567744428681095e-06 -2.2097925507236324e-06 -4.818294411907571e-06 6.417998509469849e-06 -5.80410515160855e-06 -2.4548686209970498e-06 9.322606342647239e-06 3.119835738763384e-06 2.5884648866320725e-07 -2.109296305144716e-06 3.350568069859358e-06 -1.306733063746041e-05 -3.889075188821357e-10 -9.064965476856283e-09 -1.6993000536065866e-08
age -4.616320045975539e-06 2.2379965910172703e-07 5.612250775403649e-05 0.0008427579637300354 -5.5505332680594835e-05 -1.1153992930834146e-06 6.922389719159525e-09 1.108101515778238e-06 -6.8824475495775e-09 7.720709641361442e-06 1.381485152831816e-06 -6.019215434487356e-06 -3.1167849448240536e-05 1.0212466528590067e-05 1.9716669274425135e-05 7.5088649685548745e-06 2.896113460340471e-06 1.3409659375466823e-05 1.5212592681209408e-05 -6.969238259335271e-06 -1.8218167084844794e-05 -9.869670718847683e-06 -3.726727740370221e-05 1.765767757575909e-05 1.7583282316921042e-05 -7.2656256952193215e-06 -3.7702581209292214e-05 -3.1720649633691745e-05 -7.99409067702658e-06 -1.444693081822947e-07 2.1117794207769824e-07 1.2757989218612338e-07
sex -2.7828365940811238e-05 8.906711447198607e-07 0.00084275796373056 0.02156363243470513 -0.0013904052208736036 -1.647225729895098e-05 1.0076781884473842e-07 2.7384382399197564e-05 -1.6838063491635749e-07 7.861514579643428e-05 0.00018506896047504727 -5.158531777937812e-05 2.0111311265900937e-05 5.4524074217541796e-05 0.00025186288638575017 0.0001594987326548211 -2.738701827646726e-06 0.00044125013055172266 0.0002084757684490309 -0.00036414119209557963 2.8837818153784015e-05 -0.00017360416359259607 -9.233429709635911e-05 2.376811422821292e-05 0.00042233662871488375 0.0004969473200937243 -0.0003651324044652544 -0.0002101400732908976 -0.00033396251245428103 -1.323799558658953e-06 4.320790495921156e-06 4.709742637063574e-07
age_sex 1.7299294426852717e-06 -7.817120978623792e-08 -5.550533268065343e-05 -0.0013904052208741212 9.215168486904934e-05 1.106748054514386e-06 -6.8760591972562374e-09 -1.8516729674622257e-06 1.1563084870921054e-08 -6.217767957911033e-06 -4.464265067262245e-06 1.2243199847893203e-05 -2.1873086540982844e-07 -3.439869833188697e-06 -2.400336006440872e-05 -1.0191027395360902e-05 -4.5339588161134844e-06 -2.4208673169861884e-05 -1.660648638551858e-05 2.1234893058226193e-05 -1.934854058722292e-06 1.2713598968660247e-05 8.472322095288698e-06 2.2335995357169996e-06 -2.5465474047448005e-05 -3.11185723912688e-05 2.8770932235706305e-05 1.6123887529815274e-05 1.7571178245752087e-05 4.7879190091843785e-08 -3.54987965670871e-07 3.050701255372119e-08
age2 8.94826404890574e-08 -1.7551592524390084e-09 -1.1153992930837263e-06 -1.647225729894676e-05 1.1067480545136318e-06 2.2618361021673823e-08 -1.425524884019131e-10 -2.248218000240456e-08 1.417362583499897e-10 -5.960921113407673e-08 3.680842057639636e-07 2.7047539674067864e-07 4.81317468514739e-07 -1.591839686399269e-07 -5.495648041554668e-07 -1.8398913549262622e-07 -2.491075392366965e-07 -3.7764049536725675e-08 -4.76898119136834e-07 -9.115934956413916e-08 5.01062762525811e-07 7.206874256776769e-09 7.926053435975102e-07 -4.494636697279252e-08 -1.8094566302152822e-07 2.273904335603364e-07 7.077725237496262e-07 6.889461363033273e-07 -3.543646848838758e-07 2.128581961972713e-09 -5.060249584791477e-09 -2.2420292625283594e-09
age3 -5.297349716222648e-10 5.5181032470657e-12 6.922389719162974e-09 1.0076781884474675e-07 -6.87605919725382e-09 -1.4255248840194518e-10 9.10594245842338e-13 1.4171630809021453e-10 -9.053537980097628e-13 -2.473368625580631e-10 -3.3598970708152993e-09 -2.370653038667748e-09 -3.2047340859070104e-09 9.630452624701808e-10 3.5933194487706235e-09 1.3324471940062452e-09 2.229141694290581e-09 -5.20263576450022e-10 3.4521946237790455e-09 1.3364202331861105e-09 -3.3209282847721388e-09 3.6427139397636325e-10 -5.628840705400466e-09 -5.817185090604805e-10 3.954382500111063e-10 -1.871395450513761e-09 -4.476032277664722e-09 -4.222150197400072e-09 4.029808766176586e-09 -9.729256760499533e-12 3.4006205585888397e-11 1.3547496535896109e-11
age2_sex -3.381549555649003e-08 1.2422478301952138e-09 1.1081015157798473e-06 2.738438239921717e-05 -1.851672967462832e-06 -2.2482180002428225e-08 1.4171630809031602e-10 3.785462844643441e-08 -2.3989886682780226e-10 1.2177404431943586e-07 -2.1847370787649763e-08 -3.7917332716341073e-07 -1.4868340131623592e-08 5.055463431681094e-08 5.884712372374455e-07 2.0691755397098364e-07 1.4485264840678246e-07 4.0208268585875955e-07 4.1977521771605066e-07 -3.1020706712386456e-07 5.015586559035883e-08 -2.521203864352474e-07 -2.4983352352357815e-07 -1.2733044537615745e-07 4.888302850265754e-07 5.650854532897941e-07 -6.387276902360744e-07 -3.4550774302929616e-07 -2.623628719224635e-07 -5.273650177628786e-10 7.488928792462843e-09 -1.0217336005970177e-09
age3_sex 2.0953704231335547e-10 -4.75761362721982e-12 -6.882447549589909e-09 -1.6838063491652874e-07 1.1563084870928093e-08 1.4173625835018388e-10 -9.05353798010685e-13 -2.3989886682786787e-10 1.5410884657741206e-12 -5.871187029798679e-10 6.75669812078544e-10 3.03804897484027e-09 2.2710883696863437e-10 -1.5493520661223682e-10 -4.1798188489926745e-09 -1.2375303547168757e-09 -1.1606686320620833e-09 -2.1213011146337275e-09 -3.1953855075494072e-09 1.223289246844995e-09 -3.9393595284041905e-10 1.5709434163831826e-09 2.0668693778024397e-09 1.1511962142905854e-09 -3.0256117957203954e-09 -3.1342432591289666e-09 4.321942517885613e-09 1.9710769574136625e-09 1.2300365353072633e-09 7.506395843087586e-13 -4.6410293033500355e-11 7.0641842010782335e-12
PC_3 -5.235015967800005e-06 1.048411779372485e-06 7.72070964131235e-06 7.861514579531395e-05 -6.217767957833359e-06 -5.960921113305559e-08 -2.473368625646304e-10 1.2177404431781565e-07 -5.871187029694288e-10 0.02847109189271938 0.0005194947903206097 0.001615335825032613 -0.0005100825216620399 -0.004265406087151173 0.002006931888091039 0.003545594345099762 -0.004525595986799065 -0.0003603791374118106 -0.001779036239526703 0.0011221798634189473 0.0053857872079829845 0.003104576447008331 -0.0021223521931044926 -0.010737437622363294 0.0008831721488328944 -0.0011945105512602338 0.0036797786960785805 -0.0008224574175303672 0.0055207761821849674 3.1188041850886064e-06 2.5493140094191947e-06 8.621336313856023e-07
