 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.605665436082397e-05 -9.46837877382002e-09 -2.171601161069108e-06 -1.023590385573724e-06 1.2535847570478478e-07 4.120461807139381e-08 -2.2392803546255186e-10 -4.5492051602404405e-09 3.299989220116869e-11 1.4764250494395977e-05 -9.861674773306273e-06 -1.269964176047299e-05 -4.644771348325714e-05 6.838107369516909e-05 -0.0001222532568101041 5.337559370901116e-05 -4.038036610111197e-05 -1.0607763889093348e-05 -9.330912004653085e-05 3.0681051618694377e-06 -4.744686980610801e-05 -8.412709047139359e-05 -3.204329942588858e-06 -4.634785240412246e-05 -8.255644153521277e-06 1.5962376945294437e-05 -5.707299331436863e-05 -9.049728331939743e-05 9.908548192188624e-05 -5.679250166851831e-08 5.953212808606359e-07 7.213438211424821e-09
yob -9.468378773816202e-09 1.6385734429394522e-07 2.696174638130944e-07 7.858117802770576e-07 -9.535855943792922e-08 -1.8483344501353232e-09 6.148033778932812e-12 1.837657193328733e-09 -9.162016487760766e-12 2.7187909850085406e-07 1.243988652269245e-05 3.8042393509281293e-06 -1.019292262000528e-05 -3.2579056320200373e-06 -5.025075953254594e-06 -5.876596772156379e-07 -4.802491185057527e-06 7.911169071043354e-06 -3.5682161793643782e-06 -8.0115835414082e-06 9.209584494862095e-06 -8.083670107549836e-06 -4.603578266322508e-06 1.3897844041448685e-05 4.325152206862038e-06 -1.3933278139252938e-07 -3.556568140011088e-06 7.037672229182283e-06 -2.0502338368233915e-05 -1.5306659889087084e-08 1.6353779647640806e-09 -1.254625021075405e-08
age -2.1716011610764087e-06 2.696174638132208e-07 3.939143268777073e-05 0.0005540536140399993 -3.882503657274981e-05 -8.156445936883361e-07 5.235596837872976e-09 8.098389506704302e-07 -5.203335541961601e-09 -1.3796956571059637e-06 -1.0047784094719056e-05 -1.1394270307252306e-05 -3.542223935128932e-05 8.666303050232762e-06 3.966598625641677e-06 1.5059011181487738e-05 -1.83358733351905e-05 -5.896319048542066e-06 -1.2209487161132273e-06 1.8239506257097857e-05 5.39916589978475e-06 9.073274854887501e-06 -4.0753426057176086e-05 1.7601295311927645e-05 -4.3083457467148493e-05 -2.074667124961423e-05 -4.081186176379086e-05 -1.5027433135955444e-05 3.276162438982266e-05 -2.3622430875038272e-07 2.2949096495003438e-07 2.620203140181019e-07
sex -1.0235903855478183e-06 7.858117802768748e-07 0.000554053614041596 0.015756044134371393 -0.001038817343663133 -1.1092908131621109e-05 6.92452903602936e-08 2.0823020855666637e-05 -1.299278934383315e-07 9.186403501488311e-05 1.532477051279734e-05 -0.00033934558898025916 5.207220468076856e-05 9.91996033944791e-05 0.000155124085216421 0.00042493087851315774 -0.0001761762573567423 -6.706625461664993e-06 -0.00011533477402606634 -4.4026027131002606e-05 0.0005426316344839846 0.00015512747710271125 3.519826749431924e-05 7.252422446830482e-05 -0.0002281896992303752 0.00012669884837267938 7.044579587887721e-05 -1.295834823037924e-05 -0.00024889688454245 -2.1603518901392317e-06 -3.88801620080818e-07 3.89369771638068e-06
age_sex 1.2535847571661357e-07 -9.535855943812713e-08 -3.8825036572870365e-05 -0.0010388173436632591 7.19284960511033e-05 8.079335669004666e-07 -5.192335422206817e-09 -1.4919140988979044e-06 9.550465811967653e-09 -8.30738653510884e-06 6.751981105687245e-06 3.2137185421981155e-05 -1.3348761960314264e-06 -1.0149368514345637e-05 -2.0145738110279675e-05 -2.4130859744392887e-05 8.758486591766732e-06 -2.137060405509742e-07 6.931607696677688e-06 3.1356951791465637e-07 -4.031422954660824e-05 -1.0705761737726422e-05 -1.422522946723563e-06 -1.4509130959725392e-06 1.80406582100002e-05 -8.812655642780752e-06 5.136279563816902e-06 4.593835782052738e-06 3.859889065468355e-06 9.312056413596226e-08 -1.0124385724659407e-07 -1.3076683871057752e-07
age2 4.120461807161621e-08 -1.8483344501385986e-09 -8.156445936884254e-07 -1.1092908131588724e-05 8.079335668980154e-07 1.7508929594095256e-08 -1.1535552522436853e-10 -1.7384086034523018e-08 1.1456053716695175e-10 1.1703048897336399e-07 7.283881055312256e-07 4.4694967562591627e-07 5.638043920926655e-07 -1.1851403258914226e-07 -2.8604157686031907e-07 -3.0112180305213225e-07 1.2288756693008947e-07 3.477317813866806e-07 -2.1814176234213906e-07 -6.784816724944052e-07 2.3671774421540084e-08 -4.6298661217510917e-07 8.232599533315431e-07 2.4369356409789275e-08 1.1694441775530628e-06 5.000731190654834e-07 7.456507069555294e-07 3.955659818834749e-07 -1.5089981523859937e-06 3.4570369688932276e-09 -5.1620630389448324e-09 -3.969674047060628e-09
age3 -2.239280354637158e-10 6.148033778935826e-12 5.235596837874008e-09 6.92452903600904e-08 -5.192335422191371e-09 -1.1535552522437817e-10 7.765480624218268e-13 1.1452897226329117e-10 -7.710088432826562e-13 -1.4333720854743522e-09 -5.775842805559093e-09 -3.5224806519628663e-09 -4.0112915553580994e-09 6.128900575211886e-10 1.9652458928340446e-09 1.6918011805822526e-09 -2.3186073701805944e-10 -2.6434045376473484e-09 1.8878395286093644e-09 5.122165385703523e-09 5.5888059126778636e-11 3.5910335571427687e-09 -5.6761084032782835e-09 -1.0580131259527205e-09 -8.682119930031296e-09 -3.653886685050814e-09 -4.550639510436056e-09 -2.266925999762488e-09 1.2450456882708334e-08 -1.6153912044962472e-11 3.204161814285954e-11 1.977880992045803e-11
age2_sex -4.5492051607174475e-09 1.8376571933267917e-09 8.098389506731077e-07 2.0823020855671814e-05 -1.4919140988980751e-06 -1.7384086034577734e-08 1.1452897226363684e-10 3.1812090406511886e-08 -2.083049732232011e-10 1.8361770657655205e-07 -2.3876589117177954e-07 -7.475183146874716e-07 -3.4887664127913186e-09 2.2796400666849903e-07 5.787932718463289e-07 4.068832186864083e-07 -1.8556741459890778e-07 6.461786348562893e-08 -9.626259425643956e-08 1.0138701245454439e-07 8.841297225767326e-07 2.412455877073486e-07 8.16744038954842e-09 -5.6233095691311404e-08 -3.8595132900983547e-07 1.2384323252834532e-07 -2.1542193002738637e-07 -1.017362190414162e-07 1.5154564314716793e-07 -1.1448310889242832e-09 2.6233648164723864e-09 1.187211201443348e-09
age3_sex 3.299989220279289e-11 -9.162016487794707e-12 -5.2033355419798e-09 -1.299278934383783e-07 9.550465811969691e-09 1.1456053716732319e-10 -7.710088432850065e-13 -2.0830497322322052e-10 1.3912595368987158e-12 -1.0501382570557711e-09 2.0257860249529345e-09 5.128077204753572e-09 1.1694692760822904e-10 -1.4301791581471236e-09 -4.561191705146376e-09 -1.939050046722167e-09 1.3874658421632424e-09 -9.575237308836306e-10 3.3021189485485855e-10 -1.243222246680518e-09 -5.981119499175925e-09 -1.6735550646074042e-09 -1.8972076828748052e-11 7.992840372301873e-10 2.4973727294323345e-09 -3.653703417249965e-10 1.7980094761587282e-09 3.593043840648247e-10 -2.18226619499913e-09 1.9632452456360162e-12 -1.5003053196401552e-11 -1.0541548175530311e-12
PC_3 1.4764250494393999e-05 2.718790985008035e-07 -1.3796956570462462e-06 9.186403501603497e-05 -8.307386535190966e-06 1.170304889720866e-07 -1.433372085465975e-09 1.836177065782958e-07 -1.0501382570671544e-09 0.04041848141376528 0.0012258501958736694 0.0021452085028227643 0.0009269293046844874 -0.007767419319374401 0.0034297474612521145 0.005684792037999271 -0.0054518950573908065 -0.0012886287341868313 -0.0003484910082021999 0.0007824128486667677 0.006814182155667048 0.004004426941611895 -0.003364487319567622 -0.014656811055974087 0.0004376997620867114 -0.0015954262718566852 0.005142166958137987 -0.0009491335552876765 0.008476026120308197 8.27662959846515e-06 4.582955418509434e-06 3.9830614375920734e-07
PC_4 -9.861674773302256e-06 1.2439886522692337e-05 -1.0047784094660047e-05 1.532477051512286e-05 6.751981105516184e-06 7.28388105529898e-07 -5.775842805550029e-09 -2.38765891168049e-07 2.0257860249280484e-09 0.0012258501958737073 0.1378840639229172 -0.006727948602238686 0.00840400621416969 -0.0068021645998764075 -0.001600092645033873 -0.002125588220030083 -0.0031365426389426284 -0.010173496372138331 0.002262029116629306 0.007901704701311489 -0.014744940195839907 -0.009352111420958152 0.009177820461228777 0.008011639179993545 -0.005343590887898101 0.004843257795697778 -0.004699615485450506 -0.001448285442234279 0.004890254578977358 4.62278810230525e-07 -1.983848623078228e-05 -2.9770267757412296e-05
