 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.2824508814047213e-05 4.5143179010092884e-08 -3.6783269164170183e-06 -2.83881107462368e-05 1.8189893239023832e-06 7.443896494818084e-08 -4.460199134461521e-10 -3.7353446578022927e-08 2.366806701873866e-10 5.429899615244861e-07 5.52457620872265e-06 3.877578519813115e-06 -3.5499081823162476e-05 5.631482792617258e-05 -8.083989029834793e-05 4.3888099256564926e-05 -4.5672365802893604e-05 -1.5213939069289426e-05 -9.149412486603068e-05 -1.1298905984849553e-05 -2.9043943932497134e-05 -6.181495362588795e-05 8.793976081405868e-06 -5.283667451190154e-05 -1.4248548856244792e-05 1.1839178176975486e-05 -5.1808509171796674e-05 -5.1384649877973824e-05 7.709163356262884e-05 1.219576195145406e-07
yob 4.514317901006044e-08 1.1836911167004429e-07 1.6856863930450328e-07 8.792929721147664e-07 -7.038400577371695e-08 -2.7245922229115474e-10 -4.562459781066033e-12 9.160526357259998e-10 -1.8623425095341837e-12 8.326337904884374e-07 8.903052419328487e-06 6.440543762083435e-07 -7.500255781663297e-06 -1.901257579613243e-06 -4.279764924503296e-06 -5.516843998905507e-08 -3.2593716520585475e-06 5.870133766884567e-06 -2.4275769408690304e-06 -6.024449060823779e-06 7.347928002274531e-06 -6.202057510106172e-06 -2.7773652927498115e-06 9.948685636858893e-06 3.2269529550663886e-06 4.239565282945791e-07 -2.3401005458230107e-06 4.120616475863037e-06 -1.4456944975938178e-05 -1.5787615737609517e-08
age -3.678326916428702e-06 1.6856863930442808e-07 4.812409344969173e-05 0.0007063374257180121 -4.777617148920025e-05 -9.753812989691886e-07 6.140918619669646e-09 9.72109737884186e-07 -6.1235858465898175e-09 -3.2001156344063956e-06 -5.717865095065358e-06 -1.450043419599435e-05 -3.482083300836395e-05 3.7385400905909997e-06 1.1802758527366968e-05 2.3912344468127163e-05 1.1378579519833777e-05 4.401594568267867e-06 1.5611332070006123e-05 -3.869501989658063e-06 -1.690500935224522e-05 6.403392457820137e-06 -3.545252531318023e-05 1.5287401913143562e-05 1.6614421536757798e-05 -2.7093593927951826e-05 -6.2446959247592885e-06 -2.329559627344788e-05 -6.118270539980068e-06 6.3036068677611e-08
sex -2.838811074682097e-05 8.792929721119069e-07 0.0007063374257199482 0.016952521173309032 -0.0011133803075982537 -1.4001376960749887e-05 8.655649933986181e-08 2.2228912284536073e-05 -1.3809718467545748e-07 5.575148976594435e-07 3.551684569410884e-05 -0.00013907144343931375 -0.00018548739739353273 -0.00012111229227976615 0.00025076586356394135 0.00042143423299668726 0.00021963902361095796 0.000336150526234944 8.380573364742015e-05 -0.0003750466492315722 -0.0001169584577971464 9.829917173505149e-05 -0.0001544216797160849 2.7606484085657068e-05 0.0005616674581480481 2.3569292309789656e-05 -9.555096752483872e-05 -0.00023831210190261223 -0.0006244376070220081 5.096328396408179e-07
age_sex 1.8189893239261676e-06 -7.038400577369045e-08 -4.7776171489318464e-05 -0.001113380307597955 7.570937136828515e-05 9.709834609947792e-07 -6.118359952824173e-09 -1.5499018233901952e-06 9.815044978202577e-09 -5.671848828256223e-07 5.852329321662718e-06 1.807522065902866e-05 1.3501932314092583e-05 6.776455729351277e-06 -2.2959636421252054e-05 -2.8441660130478513e-05 -1.9434178565232012e-05 -1.5019726920228204e-05 -8.53293465118633e-06 2.0418905337850654e-05 8.95399711407577e-06 -6.5988516352849584e-06 1.2490852043612496e-05 3.863366140241385e-06 -3.220983133904584e-05 -2.8889154096265044e-06 1.0896695659792204e-05 1.8839508198081514e-05 3.478327623479912e-05 -8.249535717097916e-08
age2 7.44389649485182e-08 -2.7245922228493656e-10 -9.75381298968975e-07 -1.4001376960705986e-05 9.709834609920736e-07 2.0275196339646908e-08 -1.300910488398964e-10 -2.01899894914513e-08 1.2954521636770868e-10 1.6504573055739377e-07 5.560368260839174e-07 4.3627481801884414e-07 5.710193034141192e-07 -2.2186396706353326e-08 -3.9067032482227635e-07 -5.430575670908683e-07 -4.112429969423799e-07 1.646625817768286e-07 -4.890987487352709e-07 -2.1716369258822017e-07 4.908943929250296e-07 -3.560569536995432e-07 7.917399632416794e-07 3.090738741147369e-08 -1.1573777811232933e-07 5.807643114989172e-07 6.025924971348441e-08 5.696126153991137e-07 -4.4247201189981094e-07 -2.0487469536288726e-09
age3 -4.4601991344739363e-10 -4.5624597811214716e-12 6.140918619667178e-09 8.655649933956137e-08 -6.118359952805524e-09 -1.300910488398738e-10 8.48374003138929e-13 1.2950455166129113e-10 -8.444124396768721e-13 -1.7075763664538527e-09 -4.6834613366616335e-09 -3.3226153254838093e-09 -3.876770237662109e-09 7.464076234076852e-12 2.5175837281552534e-09 3.723831899636658e-09 3.1005561255289525e-09 -1.8641962058333416e-09 3.465099595725258e-09 2.284638711189596e-09 -3.2237941367779168e-09 2.8320103424749388e-09 -5.840670175971243e-09 -1.1544545467474982e-09 -3.0423191469397103e-10 -3.763047037056746e-09 -3.75386571381554e-10 -3.575604747184248e-09 4.758919476925081e-09 1.5720743020201335e-11
age2_sex -3.7353446578498086e-08 9.160526357232682e-10 9.721097378863732e-07 2.2228912284524994e-05 -1.5499018233898593e-06 -2.0189989491502012e-08 1.2950455166164323e-10 3.2415857166283646e-08 -2.0901947236246788e-10 9.20737929474314e-09 -2.388140636989353e-07 -4.814920457941841e-07 -2.977077251181441e-07 -1.4664242926657622e-07 5.615615591702223e-07 5.907400079803209e-07 4.337784949576064e-07 2.119475924787142e-07 2.517453009464789e-07 -2.692386511599882e-07 -1.7225858993441204e-07 1.6805800680712997e-07 -3.428050153219392e-07 -1.7070784369459294e-07 5.668924137548492e-07 6.943555553875913e-08 -2.7574951299949665e-07 -4.016715468522171e-07 -5.560187872509781e-07 2.0263256981420405e-09
age3_sex 2.36680670191468e-10 -1.862342509553077e-12 -6.123585846602479e-09 -1.3809718467536163e-07 9.815044978198705e-09 1.2954521636800517e-10 -8.44412439678945e-13 -2.090194723624321e-10 1.3700247288839655e-12 1.1077668342767553e-10 2.090362974216658e-09 3.570448606902415e-09 2.036925717928475e-09 1.125979568046957e-09 -4.004051730004904e-09 -3.727015736602721e-09 -2.8599687410948664e-09 -9.596878203158724e-10 -2.106783594944124e-09 9.171233970606113e-10 8.444263691223234e-10 -1.27365952574483e-09 2.6944396588466366e-09 1.4056527369763147e-09 -3.1315569934272913e-09 -4.95762854299896e-10 2.015032314839768e-09 2.2811379201821357e-09 2.73501787565827e-09 -1.4407368521333474e-11
PC_3 5.429899615226071e-07 8.326337904885296e-07 -3.2001156343597275e-06 5.575148986160146e-07 -5.671848828903657e-07 1.6504573055644933e-07 -1.7075763664479235e-09 9.207379296061635e-09 1.1077668341936736e-10 0.031764837150965286 0.0005729334357957882 0.0017444652410114553 -6.43274628638519e-05 -0.004778721003239937 0.002173561913847623 0.003789618000202605 -0.004589059278076448 -0.0007228602481239829 -0.0014588938850660599 0.0007945926793769751 0.005482704144788549 0.003674718660027657 -0.0018286640929145782 -0.011193496440318772 0.0005866200679363454 -0.0007857610134775886 0.003919089930972985 -0.0006615179546276883 0.00629237728794716 6.798261734030925e-06
