(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000780387464961027 -1.26535444546946e-05 6.82641337479151e-05 -0.000109628542010485 3.7424221894443e-05 -1.49307401694229e-05 -3.26591695709116e-05 1.78447208427982e-06 9.63084968359545e-07 -1.17879011750782e-05
covarage -1.26535444546946e-05 0.000662503706829225 0.000997615691682202 -0.00104060867878485 -8.47322094124531e-06 2.13280182502488e-05 -3.89209879607337e-06 3.30061861619727e-07 -3.00526614831967e-06 6.7641857475129e-06
covarsex 6.82641337479151e-05 0.000997615691682202 0.00269580827789267 -0.0026046194514777 -4.64602206738773e-06 5.26064266717921e-06 3.49805973852279e-07 1.09566856505037e-05 -3.15209690213585e-05 3.93340197267564e-06
covarage_sex -0.000109628542010485 -0.00104060867878485 -0.0026046194514777 0.00272293698863219 7.08751538044384e-06 -2.94416526882865e-06 -1.79622532790693e-06 -1.09132374234868e-05 2.93033125065641e-05 -1.39797293228715e-06
covarPC_3 3.7424221894443e-05 -8.47322094124531e-06 -4.64602206738773e-06 7.08751538044384e-06 0.000199439982728268 5.6778849272906e-06 1.14014736514637e-06 4.87387384112775e-07 -1.17293778867939e-06 1.53828762737259e-06
covarPC_4 -1.49307401694229e-05 2.13280182502488e-05 5.26064266717921e-06 -2.94416526882865e-06 5.6778849272906e-06 0.000214327276556457 3.59563092271774e-06 6.41588992005678e-06 -8.62290957628982e-06 -1.20240124409099e-05
proband -3.26591695709116e-05 -3.89209879607337e-06 3.49805973852279e-07 -1.79622532790693e-06 1.14014736514637e-06 3.59563092271774e-06 0.000653183780649992 0.000320542744960272 -0.000633199359509428 -0.000603443561917921
sibling 1.78447208427982e-06 3.30061861619727e-07 1.09566856505037e-05 -1.09132374234868e-05 4.87387384112775e-07 6.41588992005678e-06 0.000320542744960272 0.00077213531799924 -0.000710477178118873 -0.000678017020946997
paternal 9.63084968359545e-07 -3.00526614831967e-06 -3.15209690213585e-05 2.93033125065641e-05 -1.17293778867939e-06 -8.62290957628982e-06 -0.000633199359509428 -0.000710477178118873 0.00204662899726644 -4.77699171754494e-05
maternal -1.17879011750782e-05 6.7641857475129e-06 3.93340197267564e-06 -1.39797293228715e-06 1.53828762737259e-06 -1.20240124409099e-05 -0.000603443561917921 -0.000678017020946997 -4.77699171754494e-05 0.00194346273032784
