 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.786406183049642e-05 3.06338683139992e-07 -3.2324263464562562e-06 -2.7339963883323052e-05 1.799230467467028e-06 6.347014131015835e-08 -3.7013164530864004e-10 -3.844147860503611e-08 2.5178601705588855e-10 2.923042106725453e-05 -4.5087200250542314e-05 5.512067567435551e-06 -5.775019862963129e-05 8.241505627161394e-06 -8.168737231393591e-05 9.58490113841794e-05 -7.437828065220671e-05 -1.6124860078322734e-05 -0.00012454533346892662 -3.4407355345785394e-05 -1.1414298534545276e-05 -0.00010384457178113267 2.539859613758612e-05 -6.104254947090346e-05 1.8320278062397172e-06 2.8273422742549044e-05 -5.6771574637327857e-05 -3.5267736914227264e-05 6.0367097428523785e-05 -3.375277237849167e-08 -2.1490336880697497e-07 4.917898731202822e-07 -2.353790438346278e-08
yob 3.063386831400477e-07 1.5684583011572605e-07 3.855006585751072e-07 2.2211021752121455e-06 -1.70678922882224e-07 -3.8160890254277755e-09 1.503071289107711e-11 2.745286394142222e-09 -1.1577167469689857e-11 3.0636622955895304e-06 6.611857983558827e-06 -1.2761295085099969e-06 -1.0668933048471824e-05 -6.533713120296472e-06 -2.5665889292294838e-06 2.4664712508212723e-06 -4.460015464160832e-06 6.859368300155304e-06 -4.055383495427442e-06 -8.315536772904524e-06 1.1108748145015487e-05 -8.45115074879717e-06 -2.6159523999991053e-06 1.2695363882386223e-05 4.0828152875364744e-06 1.4445942686917418e-06 -2.6971324220187445e-06 5.221430835747973e-06 -1.9366541891140667e-05 -5.463636589049008e-09 -1.067075070012713e-08 -9.207246828991301e-09 -2.2153228457672035e-08
age -3.2324263464597502e-06 3.8550065857563465e-07 6.903306755888526e-05 0.0010184212640361446 -6.795796421887162e-05 -1.37182940868751e-06 8.485208614574888e-09 1.3586195705237461e-06 -8.41310979369396e-09 7.167215008507043e-06 -1.0309845395997719e-05 -7.044484448147755e-06 -4.3919017684139225e-05 -3.0006461089999505e-05 4.9295106615196036e-05 5.1718932557166724e-05 -6.9080872310488085e-06 5.915419491091052e-07 4.2714125883867835e-05 -6.870763008343821e-06 -1.0471966576274808e-05 -1.4052189335421094e-05 -2.9456664630036405e-05 4.310339768829486e-05 2.1094758742409042e-05 -4.26687080979088e-05 -1.5794745776416494e-05 -2.700755370881231e-05 -3.2506330483317995e-05 -1.5157190381656832e-07 -1.7119796687399023e-07 -1.47228773220563e-08 5.773541178082306e-07
sex -2.7339963883030887e-05 2.221102175222991e-06 0.0010184212640355341 0.02603747785321866 -0.0016734432373321935 -1.979041391015463e-05 1.2021818693046764e-07 3.267888161475691e-05 -1.98977403556582e-07 -6.785771670864627e-05 0.0003156532472608589 0.0001795066725044879 2.6592130279480138e-05 -0.0004931186068756676 0.000404428290663814 0.0010698837161220926 0.00012918021605720452 0.0004380608930673402 0.0002842674470901529 -0.0004552028669497691 -5.487235109581845e-05 -0.00032438547789265346 -0.0002594674349377183 0.00013472265638243616 0.00013612788922572538 -6.0270588804725595e-05 -0.0005370769322206805 -0.0005868193863481668 -0.001159668392449458 -2.3721148957358417e-06 -1.500651869719748e-06 -9.851341354003101e-06 1.3853406525729517e-05
age_sex 1.7992304674494695e-06 -1.7067892288304386e-07 -6.795796421884396e-05 -0.0016734432373325114 0.00011180580527818851 1.3560006792247782e-06 -8.400857633702067e-09 -2.241663876119804e-06 1.3919499342279607e-08 4.435612682404383e-06 -1.2620589385732173e-05 -1.5351732472143321e-06 6.363258866772428e-06 2.6125158277522007e-05 -3.748314066752489e-05 -6.936502415517935e-05 -1.0903753754755518e-05 -1.5252851749496373e-05 -1.957273952584115e-05 2.8837847564630996e-05 4.087960005282244e-06 1.8302879930438042e-05 2.173664795230709e-05 -3.276244068076222e-06 -4.1123258124524e-06 2.2971511916984358e-07 3.805765302318518e-05 4.315944861788539e-05 7.339239864703946e-05 1.3870659851671143e-07 1.1823064944220102e-07 4.639128142255154e-07 -8.435644660279557e-07
age2 6.347014131002262e-08 -3.81608902543739e-09 -1.3718294086876562e-06 -1.9790413910170432e-05 1.356000679225571e-06 2.7934165760513895e-08 -1.7597290627206585e-10 -2.7696142769099766e-08 1.7458346070817428e-10 4.011949865750408e-08 7.2594597163224e-07 2.80091827658056e-07 7.186177064086341e-07 5.828344662771385e-07 -1.0820587183474882e-06 -1.0711052396163137e-06 -7.573031670739066e-08 3.3059871428399056e-07 -1.0898847745364842e-06 -2.4676347931260136e-07 4.418837593688525e-07 -2.1200530532610947e-08 7.604997021448672e-07 -4.6060365020912893e-07 -9.490937618469802e-08 8.88626547089594e-07 2.3145706780932874e-07 5.872088704251825e-07 -4.984609475820121e-08 2.1758955144981126e-09 2.0712424257974996e-09 -2.4453479828180433e-10 -1.0374743322049576e-08
age3 -3.7013164530842327e-10 1.503071289108371e-11 8.485208614576443e-09 1.202181869305828e-07 -8.400857633708122e-09 -1.7597290627207953e-10 1.1258063332671818e-12 1.745622203501267e-10 -1.1172484779443405e-12 -1.3693637998569812e-09 -6.0412538001026556e-09 -2.5209567889391904e-09 -4.907939053068204e-09 -3.4090613981845444e-09 6.421064051821863e-09 6.8918831814016394e-09 1.155245694173254e-09 -3.253861360693576e-09 7.237595049166826e-09 2.8533094920757853e-09 -3.165271269885478e-09 1.0687325531223993e-09 -6.248983761998359e-09 1.710238027841961e-09 -1.0764414944705953e-09 -5.597077825191293e-09 -1.487855626896206e-09 -3.46371837777587e-09 2.9373114062459913e-09 -9.588404515717016e-12 -6.335475883425184e-12 1.315230503113027e-12 5.947496434806863e-11
age2_sex -3.844147860471943e-08 2.745286394162471e-09 1.358619570523397e-06 3.267888161476821e-05 -2.241663876120139e-06 -2.769614276908793e-08 1.745622203500304e-10 4.590037583994175e-08 -2.9001017204475397e-10 -9.732680864852773e-08 1.1820492564448785e-07 -1.301836522738895e-07 -2.3088288498274874e-07 -4.6412919808583796e-07 8.88736249793743e-07 1.3568778770347734e-06 2.514663710022873e-07 1.5395548173099862e-07 4.459506092512343e-07 -4.46614707613356e-07 -7.62255578832489e-08 -2.57700624911465e-07 -5.717115943357936e-07 -6.781016128495128e-09 1.515473541738326e-08 4.103997937386499e-08 -8.021957290466573e-07 -8.909035606828204e-07 -1.3313690986332185e-06 -1.995499995813539e-09 -1.6684962085777678e-09 -8.561635770343104e-09 1.53951236129761e-08
age3_sex 2.5178601705365935e-10 -1.1577167469816259e-11 -8.413109793692815e-09 -1.9897740355667887e-07 1.3919499342283427e-08 1.74583460708121e-10 -1.1172484779438676e-12 -2.9001017204478845e-10 1.8609023717249638e-12 8.428221880018888e-10 -2.8111034175265632e-11 1.655520446788893e-09 1.934589789545229e-09 2.825302178152193e-09 -6.147631543226827e-09 -8.148116292874733e-09 -1.742478102463874e-09 -3.9582200757222133e-10 -3.205712926735443e-09 1.9681030443416226e-09 2.1925351081371353e-10 9.736563833035874e-10 4.317594270478625e-09 2.2161320958070737e-10 2.2646933262462783e-10 -5.003399024669176e-10 5.24489463865318e-09 5.193681989610926e-09 7.468417751411145e-09 5.490552955619816e-12 3.073970022598996e-12 5.625220679075204e-11 -8.617905558120347e-11
PC_3 2.9230421067254824e-05 3.0636622955894986e-06 7.167215008481072e-06 -6.785771670926172e-05 4.435612682445437e-06 4.0119498658023266e-08 -1.3693637998602016e-09 -9.732680864935028e-08 8.428221880069965e-10 0.04181227696406714 0.0003764245347979657 0.0036321706754583118 -3.9685170117312066e-05 -0.007876405104277435 0.0020652026967243327 0.006001847053565705 -0.005010761996607287 -9.846873742092434e-05 -0.001329120662203269 -0.0003112983118983443 0.007986318441100879 0.004316556377290925 -0.001086668639210465 -0.014727881352535485 0.002607331675296938 -0.00026913536205617344 0.004654834880435429 -0.0006166494787369908 0.008158120677719828 5.800724689944792e-06 3.4108403102005197e-06 2.102501633643462e-07 1.232677100916752e-06
