 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0005512621264821265 -1.5408036959753916e-06 7.666969062381372e-05 -2.7527171824221534e-06 2.8588031599677444e-08 -0.0001985111004339552 0.00011858731839986823 -0.0002737564246232395 0.00013245657906312344 0.0005841107301630396 -0.0007933840227169873 0.00019100411543131868 9.419120849450751e-05 0.00015745878250421162 -0.0005585191867121124 0.0007177280520357452 0.00020946455615818258 -0.00023520558374394394 -9.037150378781902e-05 -0.0004077832239642588 -0.0006974865311818716 -4.437135429168475e-06 -0.0004069386025427616 -0.00033595217104484955 0.0013531772467633841 8.792308432797355e-07 -2.989723018056621e-06 7.041037888722793e-07 1.5158663921226675e-06
yob -1.5408036959746538e-06 7.178047586913231e-07 2.758946004750988e-08 1.137028107459552e-08 -6.846032958478112e-11 4.776212702579104e-06 0.00012387875761302953 2.149979425986999e-05 -7.903862390934342e-05 8.30785219171653e-06 -5.836181594051189e-05 -5.5282867843369035e-06 -4.012108086168524e-05 5.910165943728906e-05 7.000184164970834e-06 -6.936570766862866e-05 5.348700775624119e-05 -4.290768368707834e-05 -1.408725553596026e-05 8.034088094370994e-05 3.543637885807056e-05 -1.8267529354242213e-05 1.5182064787181053e-05 4.8794742057185976e-05 -0.00011765764368687983 -1.4793799630496606e-07 2.28105746133697e-07 -2.9850260774990396e-07 -1.6454637683391782e-07
age 7.666969062381461e-05 2.758946004728277e-08 3.6550952212104956e-05 -1.0640587053647543e-06 9.274184692065929e-09 -3.3280295329301207e-06 3.9848703559180135e-05 -2.91826649076028e-05 -2.6941819012168843e-05 2.471148075669048e-05 -8.414857144834185e-05 -1.286360407607041e-05 -5.152030417370551e-05 0.00014320893723450198 -7.276568716571123e-05 1.1346286709817029e-05 9.524088211906942e-05 8.894819735191727e-05 1.3818757936876544e-05 1.0055313466144717e-05 1.383615114222235e-05 -4.734116189280287e-06 6.0162510572279555e-05 5.055318594474491e-05 0.0002121464735566196 4.782156434317554e-07 -7.89679918644822e-07 4.520622330484473e-07 4.775799304442529e-08
age2 -2.7527171824222178e-06 1.1370281074603504e-08 -1.0640587053647573e-06 3.263714893692871e-08 -2.9362171737989856e-10 -6.826331353144347e-08 1.8578321156279601e-06 1.6222130197508911e-06 -9.93747975358692e-07 1.239763845842715e-06 6.595792596079781e-07 9.146110479760938e-08 -4.0175468702722355e-07 -3.265598852810912e-06 1.7770178262396834e-06 -1.2267355103294476e-06 -2.8614452775220743e-06 -2.3281716235442836e-06 -1.0450687888295381e-06 1.1266286606024104e-06 6.217911680820587e-07 -9.70449737116854e-07 -2.748105434488801e-06 -1.983423505908777e-06 -7.310687683204852e-06 -2.2155684415027045e-08 3.044246082494432e-08 -1.434337722637506e-08 -1.129951865335227e-08
age3 2.8588031599677662e-08 -6.846032958485106e-11 9.274184692065991e-09 -2.9362171737989975e-10 2.7157644420915946e-12 1.2946270559066248e-09 -1.17121348080566e-08 -1.60560828896212e-08 6.968223139422954e-09 -1.482674175753327e-08 -8.11839880585806e-09 -2.2252255477034132e-10 8.600640540831473e-09 3.1969835261575174e-08 -1.340365885705141e-08 9.173132238424458e-09 3.322865892097232e-08 1.1831863620015186e-08 9.931655837971349e-09 -7.708568174270533e-09 -9.350201385124747e-09 1.1346258682152472e-08 2.7938942669243684e-08 2.397335589558006e-08 5.721336411262362e-08 2.1144570808656748e-10 -2.701935467867246e-10 9.428821308223324e-11 1.1696731341585105e-10
PC_3 -0.00019851110043393142 4.776212702579043e-06 -3.328029532920777e-06 -6.826331353173006e-08 1.2946270559091955e-09 0.1456621031874399 -0.0055750836706838615 -0.0015840175471562715 0.007711995240740372 -0.001934813129606385 0.015367736218660654 0.015531252303443864 -0.029344071636399627 -0.01612314550265032 -0.010857408535795116 0.027541626915194455 0.01359261521411282 0.03628247596339382 -0.016270032018704608 -0.06100577769722438 -0.01671208341449421 -0.013977845438048923 0.023760617468283327 -0.019114021528615043 0.046786583565247494 8.354808702152103e-07 -9.228160730800785e-06 1.6913179943870015e-05 -1.9022644986984305e-05
PC_4 0.00011858731839996879 0.00012387875761302977 3.984870355920997e-05 1.8578321156270017e-06 -1.1712134808047605e-08 -0.005575083670683851 0.506926208771277 -0.01899484104072293 0.054113077844981344 -0.024243283774293804 -0.015739356475063634 -0.006771641885141139 0.006610103663693175 -0.024565221584944955 0.02059739711209604 0.04303767746601226 -0.05547032170714677 -0.03197149557357878 0.03663004072774578 0.04666773057681836 -0.030623761772471305 0.01937190907625357 -0.025211370989587326 0.005781283291322473 0.050851367726962714 -7.88752123873223e-05 6.009613211267774e-05 -0.0002047292494547072 -1.8911206121654798e-05
PC_5 -0.00027375642462322954 2.1499794259870356e-05 -2.9182664907600027e-05 1.6222130197508e-06 -1.6056082889620276e-08 -0.0015840175471562557 -0.018994841040723062 0.6329960970763129 0.004647691783137551 -0.003137064833213404 -0.007699306920731046 0.013098319548313189 -0.03461816793891451 -0.028657264892580945 -0.05385569315177305 -0.01604395162326454 0.0042071839842192146 -0.031672648122717854 0.02027148454714787 -0.07579535648456975 0.0009175998506710953 0.004707744833478575 -0.014951485316046148 -0.015129209436148658 0.05524237422920219 3.271390392314286e-05 -0.0002463961291929139 0.00039707682260946254 -4.9664243205960255e-06
PC_6 0.00013245657906304592 -7.903862390934334e-05 -2.6941819012192736e-05 -9.937479753579288e-07 6.968223139415855e-09 0.00771199524074038 0.05411307784498149 0.004647691783137579 0.8345763941507932 0.013503823678195163 0.05375591894017072 0.0025576956367542665 0.0025954482563777317 0.026900462533691463 -0.04526452319918195 -0.011196534496880912 0.04384481733579866 -0.110134806429322 0.04125041724726612 0.08904326577045092 -0.014426065954265103 -0.005941458742584953 -0.042480721668476724 0.013156554627513514 -0.05818807759725526 -4.9757134262490053e-05 -0.00010640822467001899 -0.00010105091620579349 0.00020218053419490686
PC_7 0.0005841107301630069 8.307852191716894e-06 2.471148075667407e-05 1.239763845843192e-06 -1.4826741757537384e-08 -0.001934813129606382 -0.02424328377429376 -0.00313706483321339 0.01350382367819514 1.0645931627995002 0.014772409313129672 0.0522649007838677 -0.056886714248883516 0.08171892285499961 0.03180018106966323 0.05584460915850289 0.04134013565531051 -0.11881246638906016 -0.05928883504323637 0.08487367385864313 0.011852897978881257 -0.009766544937283253 -0.05219822128039787 0.028792575302559686 -0.07567135301551563 4.148846723055238e-05 -6.35582713688833e-05 0.00025101991641588567 -2.929127237930659e-05
