 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.001676988788473829 -1.0062926093025866e-06 -0.0015235215765549003 2.3496233093321686e-05 -1.1852464145318844e-07 -0.00023117610327034967 -0.0002840954655794094 -0.00019672153691928818 -0.00014429700948309748 0.0007433923332446894 -0.00040203864343572757 0.00032301163331047345 -0.0004038613573735324 0.00013967660979184284 -0.00037745278180370355 6.89156771010344e-05 -0.00021950564971560748 -5.4896972491967086e-05 -0.0003401890187147734 -0.00047451989105160854 -0.0004993091045756608 0.00029231971508323793 -0.00023023776447222828 -0.0007101068205629463 0.0002873347746788048 -1.614120161467332e-06
yob -1.0062926093040622e-06 3.3829556500254185e-07 1.5405379824468207e-06 -2.0006329142245822e-08 1.0329891332507966e-10 6.6314224027684015e-06 2.4840664538947375e-05 6.536794081113744e-06 -3.4604301257497284e-05 -1.5585492659897074e-05 -1.7693399433112659e-06 1.3307602437778788e-06 -1.3581220423651665e-05 1.8676794589212626e-05 -9.87396773693575e-06 -2.52737251642116e-05 3.286923268143845e-05 -2.9006160705475264e-05 -7.503113422120465e-06 3.545836672625336e-05 1.4484462437250306e-05 1.027048402433919e-06 -8.115097096211787e-06 2.2093544926217566e-05 -4.6779521875301106e-05 -6.568919917584892e-08
age -0.0015235215765550024 1.5405379824449547e-06 0.0014745733291905642 -2.3071081255931095e-05 1.180366565804745e-07 0.00023790071918740197 0.0003577317507745498 0.0002600671240194982 3.4103408352949057e-06 -0.000555418916306739 0.0002156154052714006 -0.00019599371004825757 0.00024318594461720042 -0.00017927272343714896 0.00023613063199160174 -1.3549208908400422e-05 8.712632496219956e-05 -0.00010312624651096098 0.000262259848208415 0.0004304214357905228 0.0004262620929446416 -0.00030852273825386547 0.00011660364136900646 0.0006023530116175483 -0.00017339032460328882 8.84738364205196e-07
age2 2.3496233093323658e-05 -2.0006329142228716e-08 -2.3071081255931667e-05 3.627083235830969e-07 -1.8642461744315868e-09 -3.415040961981668e-06 -5.269476343747112e-06 -4.24564317175005e-06 -4.3621222861272494e-07 8.382290090820645e-06 -3.2860368427465664e-06 3.044275565158773e-06 -4.057137896796941e-06 3.3224777835214046e-06 -4.128767752010977e-06 -2.1593163110939421e-07 -5.511157055389551e-07 1.170993698182235e-06 -3.998890210917704e-06 -6.337820333043367e-06 -6.02192660137171e-06 5.0280915677928455e-06 -1.92913327028968e-06 -9.405528412856869e-06 1.972192209675629e-06 -1.3920297242615459e-08
age3 -1.1852464145320195e-07 1.0329891332498719e-10 1.180366565804806e-07 -1.8642461744316377e-09 9.626535980766356e-12 1.596994058156709e-08 2.6972290835128936e-08 2.311130626525458e-08 1.4974502439002675e-09 -4.1512122308207814e-08 1.555848159083067e-08 -1.5118250027297298e-08 2.131271162427041e-08 -1.864859579674374e-08 2.201457022273387e-08 1.6862478037076683e-09 6.258787851640198e-10 -5.560544343428255e-09 1.9025692374122355e-08 3.219400066968315e-08 2.7739826675828633e-08 -2.679849713376879e-08 9.67671625803551e-09 4.890824579174406e-08 -8.10475106458865e-09 6.943064004257559e-11
PC_3 -0.00023117610327021712 6.6314224027679975e-06 0.00023790071918725726 -3.4150409619793096e-06 1.596994058155448e-08 0.06393874621742084 0.0019829759737318414 0.002091229924673547 -0.004796276747791177 -0.013567960477243495 0.005708402693006391 0.007814028444430148 -0.010162342971293361 -0.001095821743565315 -0.0006775531626035296 0.0032649542766011877 0.014989429082256797 0.006191002218269988 -0.0064088610676348474 -0.02257888025953219 0.002589246667333695 -0.0014861597083184867 0.007561968520219931 -0.0022879365426127546 0.013444643364149465 5.895504340415775e-06
PC_4 -0.00028409546557932216 2.484066453894689e-05 0.00035773175077443825 -5.26947634374524e-06 2.697229083511859e-08 0.0019829759737318643 0.22839908220342361 -0.010126947690918013 0.00698724952739235 0.00044699238065739873 -0.005043648522343221 -0.011433282658157396 -0.000767424666270132 -0.021248155937089327 0.004806681432543156 0.018792248153624493 -0.029033881142675556 -0.01089366858546763 0.017044387150084404 0.014827710282848799 -0.010474948718178726 0.0062530407381877675 -0.0071983850178017365 -0.0006395895682475637 0.008767661352644769 -3.6726364436375365e-05
PC_5 -0.00019672153691941235 6.5367940811136175e-06 0.0002600671240196034 -4.245643171751592e-06 2.311130626526188e-08 0.0020912299246735903 -0.010126947690917975 0.3004444981924895 -0.0035451787239976456 -0.0014323420487935988 -0.001241340412533568 0.004819826488838112 -0.025953363651286216 0.009444792156778585 -0.02724473256847082 -0.022285869966660005 0.001323429642218871 -0.021286607238986597 0.020208972027987725 -0.034804318930794574 0.013712449833688276 0.007600782129264272 0.0010881924670502585 -0.0029806192403330416 0.024841665983959035 8.387964579314867e-06
PC_6 -0.00014429700948259062 -3.460430125749779e-05 3.4103408347990776e-06 -4.3621222860494346e-07 1.4974502438603306e-09 -0.0047962767477912555 0.0069872495273922185 -0.0035451787239977367 0.3726652931448366 0.01150252440216875 -0.0049063756343323646 -0.017252632417141724 -0.01763618770554274 0.011555816982327511 -0.01445534540325349 -0.0005761695302326068 -0.008720367188136704 -0.035558016920731 0.023079179271726546 0.0375589876902762 -0.010085089050726446 -6.89524447294114e-05 -0.00907671084384126 -0.0035538436781760987 -0.01742684186390486 -1.3594877968943832e-05
PC_7 0.0007433923332448632 -1.558549265989663e-05 -0.0005554189163068847 8.382290090822713e-06 -4.1512122308217205e-08 -0.013567960477243561 0.00044699238065747533 -0.0014323420487935869 0.011502524402168535 0.4582366803157713 0.015340094296977254 -0.013907680092949208 -0.02936478924790068 0.018326893235308322 0.01276631330223558 0.04683059264013701 0.01476694325309501 -0.042711364622796205 -0.029211220611604645 0.04361000346742039 -0.018875863162646094 -0.02002648297962672 0.0033657923139676408 0.0083140577607896 -0.017038567114900198 5.362642889309847e-05
