(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000128636181892896 -1.4614671759644e-05 2.01715881149281e-05 -1.3206374372841e-05 4.50008286665142e-06 -1.95388308961897e-06 -1.82716034320619e-06 -2.56292978819528e-06 4.28755317218618e-06 1.3921790454964e-06
covarage -1.4614671759644e-05 0.000393718458669594 0.000590659709360771 -0.000610328529909338 -1.06438045994037e-05 1.73818965310748e-05 -2.57648062285153e-06 -1.48594482342294e-06 1.30514818961083e-08 3.60023494318969e-06
covarsex 2.01715881149281e-05 0.000590659709360771 0.00166970098480528 -0.00163719163329164 -8.65913926756003e-06 3.67910982046179e-06 -1.74774592039691e-06 3.34731102799261e-06 -1.04899650590974e-05 -4.07813873073412e-06
covarage_sex -1.3206374372841e-05 -0.000610328529909338 -0.00163719163329164 0.00174226731791596 1.44307249624039e-05 -2.79375567334312e-06 -8.72404008738938e-06 -3.35497439760284e-06 8.26898111294132e-06 3.1997004109925e-06
covarPC_3 4.50008286665142e-06 -1.06438045994037e-05 -8.65913926756003e-06 1.44307249624039e-05 0.000108998017077828 4.26225043944828e-06 -2.7984588354071e-07 7.57334854971381e-07 -1.27916310408886e-06 1.79547300546534e-06
covarPC_4 -1.95388308961897e-06 1.73818965310748e-05 3.67910982046179e-06 -2.79375567334312e-06 4.26225043944828e-06 0.000123650125347111 2.09771473306932e-06 2.79616785426909e-06 -3.69727440590071e-06 -6.04733067556774e-06
proband -1.82716034320619e-06 -2.57648062285153e-06 -1.74774592039691e-06 -8.72404008738938e-06 -2.7984588354071e-07 2.09771473306932e-06 0.000392649103783084 0.000204044168076957 -0.000391919928540423 -0.000368327473929596
sibling -2.56292978819528e-06 -1.48594482342294e-06 3.34731102799261e-06 -3.35497439760284e-06 7.57334854971381e-07 2.79616785426909e-06 0.000204044168076957 0.000453712073359324 -0.0004359909386135 -0.000406393711839206
paternal 4.28755317218618e-06 1.30514818961083e-08 -1.04899650590974e-05 8.26898111294132e-06 -1.27916310408886e-06 -3.69727440590071e-06 -0.000391919928540423 -0.0004359909386135 0.00149167983534608 -0.000263731098601109
maternal 1.3921790454964e-06 3.60023494318969e-06 -4.07813873073412e-06 3.1997004109925e-06 1.79547300546534e-06 -6.04733067556774e-06 -0.000368327473929596 -0.000406393711839206 -0.000263731098601109 0.0014116363628606
