(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00452511623340482 -0.000502076370110777 0.000605429257279408 -0.000127457138791088 -0.000125497301594169 -3.90095013761696e-05 -8.90905636910469e-05 3.11812921119266e-05 -5.78031979608542e-05 -7.95227587606136e-05
covarage -0.000502076370110777 0.00113146047447749 0.00180541147345526 -0.00174930775253779 -1.98380866010337e-05 3.77349657064184e-05 5.93529504710285e-06 -1.02284079912734e-05 5.67506232473337e-07 3.81855061200318e-05
covarsex 0.000605429257279408 0.00180541147345526 0.00855632713526441 -0.0077121030653194 -3.42309634927341e-06 6.87678931573952e-06 1.93188636288148e-05 3.15208876101672e-06 -5.3501454722697e-05 5.77324780150524e-06
covarage_sex -0.000127457138791088 -0.00174930775253779 -0.0077121030653194 0.00732266928935971 6.28279655982808e-07 -7.11643845106584e-06 -2.97514225260592e-05 2.54859364267605e-06 3.62360922381479e-05 -1.13417065014985e-05
covarPC_3 -0.000125497301594169 -1.98380866010337e-05 -3.42309634927341e-06 6.28279655982808e-07 0.000400816341315043 1.33367588265763e-06 1.3766968812224e-06 -6.87624749906275e-08 6.43469307910124e-06 8.63696801523116e-06
covarPC_4 -3.90095013761696e-05 3.77349657064184e-05 6.87678931573952e-06 -7.11643845106584e-06 1.33367588265763e-06 0.0004221025357679 7.84061410046224e-06 8.03977745983936e-06 -7.2425804930527e-06 -2.73836779671438e-05
proband -8.90905636910469e-05 5.93529504710285e-06 1.93188636288148e-05 -2.97514225260592e-05 1.3766968812224e-06 7.84061410046224e-06 0.00136529095066297 0.000784961110099347 -0.00141193463909783 -0.00134745918324609
sibling 3.11812921119266e-05 -1.02284079912734e-05 3.15208876101672e-06 2.54859364267605e-06 -6.87624749906275e-08 8.03977745983936e-06 0.000784961110099347 0.00162544220708476 -0.0015874953223605 -0.00151668550122067
paternal -5.78031979608542e-05 5.67506232473337e-07 -5.3501454722697e-05 3.62360922381479e-05 6.43469307910124e-06 -7.2425804930527e-06 -0.00141193463909783 -0.0015874953223605 0.00593020331178199 -0.00146227324646334
maternal -7.95227587606136e-05 3.81855061200318e-05 5.77324780150524e-06 -1.13417065014985e-05 8.63696801523116e-06 -2.73836779671438e-05 -0.00134745918324609 -0.00151668550122067 -0.00146227324646334 0.00570232339257957
