 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.5193979906965004e-05 6.635493484048047e-08 -1.0214189401004276e-06 -1.080324386339509e-05 7.933628502952317e-07 2.0663939382951132e-08 -1.052877530098035e-10 -1.7318385458796207e-08 1.164199276893824e-10 -1.9294642401915864e-05 -2.8429424372872395e-06 -2.791071483763732e-05 -5.086794989838636e-05 0.0001137669887515613 -8.193000632694053e-05 5.7687315999646946e-05 -7.260653624293522e-05 -1.2110771907321448e-06 -0.00010580911072780292 -6.290617151090536e-06 -5.104281040121399e-05 -6.8594981093665e-05 -1.3728233744296631e-05 -6.448255571418408e-05 -3.169177736655042e-06 2.1721484658046464e-06 -1.7397894357109845e-05 -9.642344839962259e-05 0.00010461420553995256 -1.4181806451225135e-07 3.861725298222795e-07 3.270452028714908e-08
yob 6.635493484044065e-08 1.0362120637053617e-07 1.6358545304358397e-07 7.257522653465686e-07 -6.25539449960999e-08 -5.78681793122684e-10 -2.3814471445628603e-12 9.502276711407355e-10 -3.2408714142493332e-12 -1.2117533173691777e-07 9.752536032937263e-06 1.5027449621225166e-06 -5.359966187634614e-06 -3.589633081828259e-07 -5.384611573855849e-06 1.725545678139234e-07 -4.7466750329259365e-06 6.1611046701298675e-06 -3.0571718116331263e-06 -5.362404915231156e-06 5.237472814060686e-06 -4.8147209135630615e-06 -1.8772455230512678e-06 9.255700218938955e-06 3.994832312856469e-06 4.383841976439762e-07 -8.209816861673075e-07 3.3895527256628135e-06 -1.4063343790989962e-05 -2.5873708841370095e-09 -7.078070977022527e-10 -1.6935495837992053e-08
age -1.0214189401194557e-06 1.6358545304376905e-07 2.6094281523184913e-05 0.0003640584997645101 -2.5566732512831593e-05 -5.395733862008947e-07 3.454076437999987e-09 5.324461041440477e-07 -3.412590169302132e-09 -5.513737109034554e-08 2.7252782339654647e-05 1.6907851937471692e-05 -5.137135090703298e-07 6.168824037549784e-05 -3.200935719008104e-05 9.573593619972706e-06 -3.25605468852163e-05 1.840123916641463e-05 3.870207752197568e-06 1.7646006093150514e-05 -2.0493477909772186e-05 -2.04453826334979e-05 -2.363026547144721e-05 -2.007407660768489e-06 8.452233139245885e-06 -1.0807299372096202e-07 -3.426546883935098e-06 -9.195891382635919e-06 2.7966265795167844e-05 9.670441409624328e-08 1.01826039671787e-07 -1.6536704046211784e-07
sex -1.0803243864123376e-05 7.257522653437542e-07 0.00036405849976496493 0.009344479719596288 -0.0006268859850328206 -7.3171048428581e-06 4.5789766979689517e-08 1.270194722689483e-05 -7.985882511614247e-08 0.00010512495793966294 0.00023876205201151657 0.00012725538280315422 0.000268588514567642 0.00029622898210006273 -0.00016248698718260895 3.5062663096358276e-05 -0.0003280124645864983 3.636686612936229e-05 0.00022203216448777796 -0.00014747896317859028 -0.0001864858463925664 -0.00046484140456138457 6.186144043910374e-08 -0.00011618393509902612 3.519178468168398e-05 0.00017955417134968803 0.0002201766794057916 0.00019352988415044972 0.00025917412593090804 2.0711745345603126e-06 1.7762818940006702e-06 -1.0516584761386698e-06
age_sex 7.933628503509386e-07 -6.255394499587126e-08 -2.5566732512871837e-05 -0.000626885985033008 4.4193047300458514e-05 5.312915646396082e-07 -3.406725540691423e-09 -9.254663051674976e-07 5.960284675344706e-09 -1.0214355922509218e-05 -6.471236874360604e-06 3.8436640380412784e-07 -1.53263798404254e-05 -1.513484042749809e-05 4.647608512409988e-06 -5.981184567357291e-06 1.1689141181885262e-05 -3.852446451179867e-06 -2.0100210132362222e-05 1.0952315526363166e-05 1.6940192288997253e-05 2.703626298454625e-05 7.47265157315688e-07 1.2065031721019358e-05 -2.878773184995811e-07 -1.3649498674241075e-05 -1.2447655395727657e-05 -9.786017084960812e-06 -2.889897894699387e-05 -1.3187666302199827e-07 -2.0931670644159474e-07 9.516302440279704e-08
age2 2.066393938349886e-08 -5.78681793121307e-10 -5.395733862009508e-07 -7.317104842850008e-06 5.31291564638863e-07 1.153465145726587e-08 -7.55826777642991e-11 -1.1362563143608079e-08 7.442315950690037e-11 2.7990010211251424e-08 -3.907676381937825e-08 -7.916539557443474e-08 -1.2930506324149272e-08 -1.0639327068804975e-06 3.6669270303693913e-07 -2.215751935511219e-07 3.8039966054190635e-07 -2.180523324177869e-07 -2.552295089354047e-07 -5.104956081079052e-07 5.113503867769394e-07 2.22601245038606e-07 5.562088517224507e-07 3.355172917197374e-07 1.231836701270059e-08 1.943791677302436e-08 4.9499242083769034e-08 2.5080450174006334e-07 -1.1127408401740063e-06 -1.9960643149874125e-09 -2.6317674283657035e-09 3.0094870736936068e-09
age3 -1.0528775301542055e-10 -2.3814471446213535e-12 3.454076438000631e-09 4.578976697964612e-08 -3.4067255406872356e-09 -7.558267776430627e-11 5.047393272234916e-13 7.439001195478137e-11 -4.96161018120302e-13 -5.799819075052079e-10 -1.1226722491905596e-09 -6.056631496856711e-10 -3.376246794400649e-10 6.219064402111126e-09 -1.7425507665680292e-09 1.5395110920752943e-09 -1.6910386224346862e-09 1.0472010002674632e-09 2.0926437461118994e-09 3.5198308652168502e-09 -3.42981749557037e-09 -9.261967514086632e-10 -4.207004239108936e-09 -2.9251052681357382e-09 -7.638379874101673e-10 -2.0300491205969262e-10 -4.391506680639554e-11 -1.6168270249743042e-09 8.88503537287723e-09 1.3032977408136702e-11 1.815542594070091e-11 -1.6546700320560862e-11
age2_sex -1.731838546003439e-08 9.502276711344727e-10 5.324461041450381e-07 1.2701947226902103e-05 -9.254663051677337e-07 -1.1362563143626814e-08 7.43900119548892e-11 1.9887070409358696e-08 -1.3078078559682435e-10 2.409345710408385e-07 6.309117315639627e-09 -1.6922939311964238e-07 2.6663556697823345e-07 2.3679601805531412e-07 -1.6395133645935856e-08 1.8643781203101234e-07 -1.1679027417723266e-07 9.410252066822972e-08 5.092901647950064e-07 -1.7816809927578522e-07 -4.0639424238476573e-07 -4.7638873941372517e-07 -6.968723984168855e-08 -3.188048947863511e-07 -1.0533940721556103e-08 3.0934134696828804e-07 2.625446603535788e-07 1.370293534267576e-07 7.675550903470384e-07 2.560400258961645e-09 4.709516053943185e-09 -1.864505518091781e-09
age3_sex 1.1641992769452262e-10 -3.240871414300396e-12 -3.412590169309448e-09 -7.985882511620765e-08 5.96028467534754e-09 7.442315950703841e-11 -4.961610181211082e-13 -1.3078078559685188e-10 8.759055882465949e-13 -1.559984399864324e-09 5.040400385769465e-10 1.935302488404969e-09 -1.4181931261739203e-09 -1.1550894782621313e-09 -2.074066525057331e-10 -1.507410928485505e-09 2.735889722901841e-10 -6.33162715304107e-10 -3.7634620631178185e-09 8.122680545256744e-10 2.865174247452927e-09 2.629669018712599e-09 7.144465702054145e-10 2.3108757750645483e-09 -3.7065294184328605e-12 -2.1192860058171973e-09 -1.9149182735049e-09 -7.143097099200539e-10 -5.74808248860823e-09 -1.6674551004164663e-11 -2.9167643546211693e-11 1.0483500452756557e-11
PC_3 -1.9294642401931636e-05 -1.2117533173698895e-07 -5.513737109390672e-08 0.00010512495793933009 -1.0214355922480673e-05 2.7990010211369135e-08 -5.799819075062262e-10 2.409345710401505e-07 -1.5599843998593931e-09 0.03686395495132361 0.0005481602578222884 0.00043452590819969265 0.0014286045012410083 -0.0052075808436245 0.0018784044294971648 0.003626472881547301 -0.004957632459147695 -0.002342498708892698 -0.0034153421427415144 0.0032583806468211205 0.006824185029368507 0.004735671898828783 -0.0036226225218265904 -0.013773674424010562 0.00030177669022327786 -0.0009581051446304804 0.0026214580671405628 -0.0036207151701576614 0.009324056420764578 2.1910640480311277e-06 1.024736792929746e-06 4.283424732919692e-06
