(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000748050768015459 0.000648536675325616 0.000184598361283529 -0.000288405841450583 -3.53637707468556e-05 2.76168069828894e-05 -1.02751960406834e-06 -2.55446392747607e-05 6.57688463272968e-06 2.48565911921659e-05
covarage 0.000648536675325616 0.00175482522608658 0.00192650011728412 -0.0028164877424268 -2.42068468748507e-05 5.40812938616572e-05 8.09134513507117e-06 -2.75813845639686e-05 -1.94810467373945e-06 6.24532629745705e-05
covarsex 0.000184598361283529 0.00192650011728412 0.00362238698845325 -0.00493414177716629 -2.19344062244017e-05 3.86526145252731e-05 -1.76383219520623e-06 -3.71624255149032e-05 1.41281869893353e-05 7.34982833425041e-05
covarage_sex -0.000288405841450583 -0.0028164877424268 -0.00493414177716629 0.00736966482493592 2.90429076151753e-05 -2.16511018246729e-05 -1.74317531682391e-05 5.42520104566943e-05 -2.53902238353528e-05 -8.90344460602199e-05
covarPC_3 -3.53637707468556e-05 -2.42068468748507e-05 -2.19344062244017e-05 2.90429076151753e-05 0.000313018356465268 -3.47367523516689e-06 -2.10746824203022e-06 5.09101087635501e-07 1.04059532163774e-05 -7.26965259120989e-06
covarPC_4 2.76168069828894e-05 5.40812938616572e-05 3.86526145252731e-05 -2.16511018246729e-05 -3.47367523516689e-06 0.000371965627782925 7.19693793984784e-06 3.65078204717166e-06 -3.18907548743934e-06 -6.97540358967845e-06
proband -1.02751960406834e-06 8.09134513507117e-06 -1.76383219520623e-06 -1.74317531682391e-05 -2.10746824203022e-06 7.19693793984784e-06 0.000414611725105375 -0.000196537508755658 1.44363981196967e-05 -3.27612845193364e-05
maternal -2.55446392747607e-05 -2.75813845639686e-05 -3.71624255149032e-05 5.42520104566943e-05 5.09101087635501e-07 3.65078204717166e-06 -0.000196537508755658 0.00213165827945058 -0.00168448901003275 -0.00177335535095382
gmm 6.57688463272968e-06 -1.94810467373945e-06 1.41281869893353e-05 -2.53902238353528e-05 1.04059532163774e-05 -3.18907548743934e-06 1.44363981196967e-05 -0.00168448901003275 0.00558728404684782 -0.00224639325854569
gpm 2.48565911921659e-05 6.24532629745705e-05 7.34982833425041e-05 -8.90344460602199e-05 -7.26965259120989e-06 -6.97540358967845e-06 -3.27612845193364e-05 -0.00177335535095382 -0.00224639325854569 0.00582462946369224
