 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 2.036413103178604e-05 -1.2557634548016725e-07 -5.64528162720186e-07 9.452854816930842e-09 -3.568066327791866e-11 1.5280464567867387e-05 -3.6370100440816226e-05 -1.3153409079041401e-05 -7.649262887157073e-05 0.00010447864986837057 -0.00012716175364800648 9.721808871758546e-05 -7.361153509300263e-05 -2.2909645284108875e-05 -0.0001435238823521858 5.347365533352228e-05 -6.436640589368597e-05 -8.216044002068123e-05 -4.508218566485895e-05 -8.732824372628963e-05 -3.1819504620694915e-05 -8.093107545531615e-06 -6.684409041648913e-05 -0.00014883332306689105 0.000144229440122693 -6.258314239488236e-07 3.8993482678276753e-07 1.9614865829451367e-07
yob -1.2557634548017548e-07 2.2399874160671827e-07 4.026748352151876e-08 3.6319564527383674e-09 -2.522993236829389e-11 -3.3095603884943044e-07 2.3033504249613162e-05 8.808253514584453e-06 -1.590266049271502e-05 -5.904901588328271e-06 -7.199096696049574e-06 -3.410123079777556e-07 -9.929672272116486e-06 1.2876614607262456e-05 -5.450413258004964e-06 -1.405818315303787e-05 1.6342731462723877e-05 -1.1914740112467443e-05 -6.7990270542058575e-06 2.184756028701994e-05 7.4956366812101e-06 -1.5229096896624147e-06 -1.6306917786707342e-06 1.2732859782696066e-05 -2.8091398055620427e-05 -2.6141278177490462e-08 -2.090261802514011e-08 -5.194490417525612e-09
age -5.645281627202648e-07 4.0267483521431376e-08 1.0469886322009658e-05 -2.2696644448889486e-07 1.500681506110803e-09 -1.0787083997704466e-05 1.8243164054403937e-05 1.0151742344458336e-05 -2.061914384660584e-05 3.483938191740346e-05 -2.5148918851491165e-05 -8.20006167601915e-06 -2.5041408420881953e-05 1.3071242288286997e-05 3.990635995380125e-06 1.7201032092541474e-05 -6.056259672728262e-06 1.8853516127487063e-05 -2.167407654442487e-05 1.0107314708333959e-05 -1.5179682815040726e-06 -1.949045835580016e-05 -1.0291498654968886e-05 -4.050024365064093e-06 3.3970190098696125e-05 -2.8041977720529364e-08 -5.17733821546476e-08 3.4612467304775675e-08
age2 9.452854816928859e-09 3.6319564527401607e-09 -2.2696644448888753e-07 5.212560569384962e-09 -3.5543857933407e-11 2.945286913217524e-07 2.7923089027138247e-07 -2.6486859148120617e-08 1.2595901703703334e-07 -6.384796408079972e-07 3.7568221953609725e-07 6.22256428454802e-08 2.022823146902671e-07 1.3298338420283568e-08 -2.2972531975440396e-07 -5.90870531236179e-07 3.6262116803614443e-07 -5.731296041908758e-07 3.8723411576180635e-07 2.0909097523941412e-07 3.394621327713956e-07 3.963373486265088e-07 1.5072215349538975e-07 2.138244940116466e-07 -1.333696678842201e-06 -6.563364405994985e-10 6.225306299331376e-10 -4.666554797936811e-10
age3 -3.568066327771238e-11 -2.5229932368307608e-11 1.5006815061107183e-09 -3.554385793340625e-11 2.484637028479654e-13 -2.3682637959752876e-09 -2.6516798373286233e-09 1.8131622112848825e-10 -1.07618310232552e-09 3.826334578379101e-09 -2.7734045116511493e-09 2.5524644083300147e-10 -6.500059594795321e-10 -4.5399714355859325e-10 1.1351599079235798e-09 3.5948172896970243e-09 -2.190774904760151e-09 3.3668768050556804e-09 -3.013889888755033e-09 -1.7797692693985917e-09 -3.2665185047221106e-09 -2.6667830758641985e-09 -1.0032616692671795e-09 -1.1096670776532092e-09 9.63541675851915e-09 6.938318936951634e-12 -1.4713667224718519e-12 2.7436381404356514e-12
PC_3 1.5280464567867566e-05 -3.3095603884934436e-07 -1.078708399770209e-05 2.945286913217081e-07 -2.3682637959750262e-09 0.051765352784788776 0.001618102313709397 0.002388339333841943 0.0010376128045356324 -0.0072406943433162025 0.0035703502351214955 0.008425702922089735 -0.006329809311094931 -0.00217731230569589 -0.0019145598625663108 0.003809684096209836 0.008351101520267414 0.006383678388124814 -0.004296634815771972 -0.01756851493803508 -0.0004994948371767073 -0.0016391498213491657 0.004941848575549484 -0.00324233559007258 0.011280823055417692 3.015269997145988e-06 7.268296031675838e-06 -5.595048001724226e-07
PC_4 -3.6370100440815576e-05 2.3033504249613023e-05 1.8243164054417025e-05 2.7923089027108643e-07 -2.6516798373266277e-09 0.0016181023137093768 0.17891722441041003 -0.00832014280107129 0.009235055747856435 -0.01023571847144095 -0.0005697533199335154 -0.005606583374609441 -0.0014083405393486737 -0.014494782031971333 0.0041025124457653465 0.00981905966134935 -0.01958246793320852 -0.011539546680933675 0.01320897061576371 0.010995623474480395 -0.00527197222190634 0.00609005444002185 -0.005682598246117236 -0.0006266059706612795 0.007752425498932881 5.4998030190744875e-06 -3.492581216112932e-05 -3.4438785752179906e-05
PC_5 -1.3153409079041282e-05 8.808253514584411e-06 1.015174234446034e-05 -2.648685914816847e-08 1.8131622112882318e-10 0.002388339333841938 -0.00832014280107131 0.23395109365176886 -0.003864189039857848 -0.007211271014687776 0.0006703985381425027 0.005442622935537939 -0.01576992867372828 -0.0016620547157597228 -0.018368115113502812 -0.013303971715201923 0.00045377468709298277 -0.0171611803925603 0.014049167325291895 -0.02662869958875934 0.007017553975419498 0.004535178369138355 0.0004376440177096654 -0.004676122786264649 0.017659880417478006 -1.1062931380356677e-06 2.616589582238464e-05 -1.0418750101824306e-05
PC_6 -7.649262887157172e-05 -1.590266049271487e-05 -2.061914384661069e-05 1.2595901703715323e-07 -1.0761831023263887e-09 0.001037612804535642 0.009235055747856455 -0.003864189039857847 0.2911108178887089 0.003576103821938812 0.014424453586066196 -0.014383562662549282 -0.009420349880461691 0.007384682989733487 -0.01471444480805816 -0.0009579010774195441 -0.0004045948649245002 -0.025120038637505733 0.014345029006020475 0.02999376268890396 -0.00803264501275605 -0.00011216206510968383 -0.009114432118806038 -0.002791149470863631 -0.013880796385462841 -1.912791308242079e-06 -5.887922514977252e-06 -1.0553611057300778e-05
PC_7 0.00010447864986837268 -5.9049015883284915e-06 3.483938191740421e-05 -6.384796408080357e-07 3.826334578379436e-09 -0.007240694343316224 -0.010235718471440993 -0.007211271014687756 0.0035761038219388167 0.3638731812276003 0.015240419449526508 -0.000877595083818903 -0.01670377683466692 0.020060267958879524 0.0050909314728301 0.03318142037484064 0.011182888096585958 -0.03822526231731725 -0.025808115151349568 0.029175935334281238 -0.009790144052307508 -0.012334756325601751 0.0002815545539065876 0.010346094321849025 -0.016995152681894832 1.8318869368938323e-05 1.6589941193684235e-05 1.4486640440036912e-05
