 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0002158902733757193 -5.908118846668324e-07 7.199913702225927e-05 -3.9075950017873865e-05 2.2173849102068936e-06 -2.0529484636953044e-06 1.8221094407933243e-08 -3.4844670910300246e-08 1.174571126823002e-10 -6.728560915252293e-05 4.240736052679338e-05 -0.00011209492045535792 -2.772289655004608e-05 0.00014256198353225844 -0.00023374328943881633 -8.248068738394853e-05 -5.148845258472999e-06 1.0516183404812163e-05 -3.9052763112270726e-05 -7.773717956192935e-07 -7.247892010050522e-05 1.5252369423342996e-05 -9.994461786035122e-06 -8.89210754341751e-05 -0.00015827504351821636 -1.8466587303968942e-05 -0.000227977918284378 -5.857776010388591e-05 0.00033950543797394887 3.775386359715783e-07 -1.2370473929703452e-06 9.156155640318378e-07 9.247031248477288e-07
yob -5.908118846668567e-07 2.3689957365055965e-07 1.1270904315976765e-07 -2.2286011836846308e-06 8.961128620269236e-08 2.1088281453173424e-09 -1.820264551009259e-11 -1.7399436094683808e-09 1.4130744310593588e-11 2.787905613715179e-07 4.187485301948133e-05 9.21204352323601e-06 -2.507246677979857e-05 5.37997201540038e-06 -2.346683443119027e-05 -2.567488840691025e-06 -9.735776040223845e-06 2.033943880409584e-05 -6.93210545347732e-07 -1.941679226740694e-05 1.6472092006865967e-05 -1.3746538420709361e-05 -5.124232408045999e-06 2.3262087352111996e-05 1.3450733094153479e-05 -4.242262675845855e-06 4.0870760746631305e-08 1.5744336754090796e-05 -3.996150177528914e-05 -1.892144623207159e-08 9.750867817397675e-09 -6.682542140268696e-08 -2.5957461952618083e-08
age 7.199913702233833e-05 1.1270904315737106e-07 0.00018541112979228238 0.0023101319462108393 -0.00018489855023215524 -4.5731458752641125e-06 3.5309616206129716e-08 4.562918872925187e-06 -3.5231124421495426e-08 2.7493940913117398e-05 -5.5379847071159167e-05 -0.00013276519800383595 -3.070767284616403e-05 -7.820732146350067e-05 4.147169472329557e-05 -7.808794538835413e-05 -2.9345063252706303e-05 -1.15601809187236e-05 9.278322056755688e-05 -1.2380422568825653e-05 -3.9223802273623186e-05 0.00013858312148217202 -3.1137919234179e-05 -3.617029383541661e-05 0.00016467143093173037 -6.164007096156899e-05 1.831628893394861e-05 -4.7501775080714295e-07 -8.590657925135243e-06 -1.7293226320182196e-07 -2.620880460483124e-07 9.286910352844185e-07 3.1046023220951565e-07
sex -3.907595001615867e-05 -2.2286011836958675e-06 0.0023101319462157563 0.05054094528242895 -0.003969574321683286 -5.599390908439876e-05 4.2576101637384016e-07 9.67575243734387e-05 -7.410282311409728e-07 -0.00016851489148130724 -0.0005310215785083758 -0.001855338546090243 0.0004498477383052545 -5.305337273669698e-05 0.00019590756095112284 -0.0003027948110728392 -0.0008811215964670654 -0.00022245561824813033 0.0011589327553922545 0.000588346766977889 -0.0008659112479756286 0.0018132726542465498 -0.0019340026991832857 -0.0006773749450714431 0.002248140630494362 -0.0007883343761322023 -0.00027466928226041606 -0.0003173488888788225 0.00012756810742825056 1.8159832858775027e-06 -5.286059622500965e-06 1.7752625841112535e-06 2.3634901208106263e-05
age_sex 2.2173849100908983e-06 8.961128620435588e-08 -0.00018489855023254225 -0.003969574321683734 0.00031851871342534484 4.564690925840291e-06 -3.524691149933383e-08 -7.902235583049997e-06 6.140983544620261e-08 1.3637238715501234e-05 4.5514836360744324e-05 0.00015012512251775915 -2.590214729470986e-05 9.20489555366551e-06 -6.864351044816974e-06 2.400607306232802e-05 6.558814578558666e-05 4.451959137312763e-05 -9.099994804555605e-05 -4.6427798117724885e-05 6.567330579763866e-05 -0.00012730822171679905 0.0001599348843937713 5.8018961255803965e-05 -0.00016221105165616125 8.775847839427059e-05 4.5866555713551033e-05 1.1072858902976613e-05 8.957755604117516e-06 -1.3589810940666164e-07 7.17053088687073e-08 1.1437934986496619e-07 -1.3745283426519077e-06
age2 -2.0529484636966135e-06 2.108828145359684e-09 -4.573145875264286e-06 -5.5993909084289425e-05 4.564690925831717e-06 1.1488916440471474e-07 -9.009245011852553e-10 -1.1462226876553875e-07 8.988042001337184e-10 -6.132473536506062e-07 2.3036488108494873e-06 3.562411135042305e-06 3.097497694308491e-07 2.6216806012916212e-06 -1.4723588110030216e-06 1.976785752550486e-06 3.174028517166026e-07 7.124348614279811e-07 -2.6404176088208906e-06 1.771971124095791e-07 9.888186825041303e-07 -3.635541367130895e-06 6.897604883794372e-07 1.3741241167819085e-06 -3.3229773338400653e-06 1.8262824646672141e-06 -4.874715223091297e-07 -4.988939940807289e-07 -3.887598892392213e-07 2.622736260853066e-09 4.184142337388482e-09 -1.9108919445096262e-08 -7.491665750546265e-09
age3 1.8221094407946478e-08 -1.820264551043007e-11 3.530961620613303e-08 4.2576101637308895e-07 -3.5246911499275384e-08 -9.00924501185297e-10 7.1684416821784356e-12 8.988382710319059e-10 -7.15149957425253e-12 3.826433402992344e-09 -1.65213192231246e-08 -2.80672024894609e-08 -3.77209012506773e-09 -2.233547432738499e-08 8.796018402276754e-09 -1.7426381267642525e-08 -1.7184716671416124e-09 -4.407963724651008e-09 2.2820253974662833e-08 -3.509898226585959e-09 -6.790617852014434e-09 2.751616311873809e-08 -6.81815290129858e-09 -1.0107459612073383e-08 2.233109953977476e-08 -1.635096627892963e-08 1.7211349861150502e-09 8.386789226400103e-09 2.1038366836257454e-09 -1.3007404712334365e-11 -2.0279710929334133e-11 1.2587204398348078e-10 5.447998112803224e-11
age2_sex -3.48446709079166e-08 -1.739943609523737e-09 4.5629188729346244e-06 9.675752437346142e-05 -7.902235583050927e-06 -1.1462226876574671e-07 8.988382710333143e-10 1.9933193795049467e-07 -1.572069547008731e-09 -4.1560737845260503e-07 -1.0892049841880265e-06 -3.6872548415776915e-06 3.8429607418980687e-07 -4.1542422952798797e-07 -1.545907651840784e-07 -6.802837194271737e-07 -1.6574374377903755e-06 -1.5049071010687488e-06 2.304661881938877e-06 1.189460963998403e-06 -1.6784543365671646e-06 2.9444688800907495e-06 -4.253055119619927e-06 -1.5240670329371653e-06 3.676485798229719e-06 -2.8259031840543677e-06 -1.6589235403326364e-06 -3.263493213902875e-08 -5.8248774550096e-07 1.6073864343692356e-09 5.584507250430979e-09 -6.4242732509390076e-09 2.4499173003230076e-08
age3_sex 1.174571126727757e-10 1.4130744310775847e-11 -3.5231124421567636e-08 -7.410282311412377e-07 6.140983544621688e-08 8.988042001352999e-10 -7.151499574263177e-12 -1.5720695470089044e-09 1.2573124488910504e-11 4.096191430625249e-09 8.385333466921933e-09 2.809499354587727e-08 -1.239390463572787e-09 4.533015208626453e-09 4.397513040543201e-09 7.446128966593983e-09 1.3544002961458161e-08 1.3437468339710203e-08 -1.872946539666359e-08 -8.66770260015071e-09 1.5020898898920098e-08 -2.20368746338762e-08 3.583161020000787e-08 1.1901926906758689e-08 -2.7177268294717033e-08 2.5726689697538173e-08 1.7359174393397146e-08 -7.136345622407058e-10 6.5293553310833224e-09 -3.4209037796536558e-12 -8.466899817697221e-11 6.498848940917502e-11 -1.3568380073507275e-10
PC_3 -6.72856091525267e-05 2.7879056137160674e-07 2.7493940912898054e-05 -0.00016851489148585728 1.363723871585305e-05 -6.132473536453988e-07 3.826433402953659e-09 -4.15607378461e-07 4.096191430687996e-09 0.05145026413022073 -0.002538966683729663 -0.0013301584738994654 0.002624952148383917 -0.0010624145704794762 0.00789615043200928 0.005103603160666812 -0.011228701922890199 -0.0044702648570529606 -0.003947035011177239 0.011992427994687225 0.005135330140103367 0.011068059266399618 -0.006194939823688375 -0.024720802794563512 -0.005710521550540076 -0.005431957636523816 0.009269727247551722 -0.005992882957574914 0.018630803387183863 1.0650180312954692e-05 -4.04041890714068e-06 2.6215789885442677e-05 -2.4968724783386518e-05
