(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal
(Intercept) 0.000427433199369951 -7.75716103981638e-05 0.000553094769762925 -0.000397599898925903 -4.92920743815006e-06 2.56978376855414e-06 -2.95003179018204e-05 3.24393412462888e-07 3.76561276977666e-06
covarage -7.75716103981638e-05 0.000583861962886482 0.00096544055237136 -0.000932985515245758 -1.6582303547208e-05 1.55791409697393e-05 1.90462897817343e-06 -2.0606455710623e-06 1.01280382658689e-05
covarsex 0.000553094769762925 0.00096544055237136 0.00495075422045694 -0.00447729971663645 -1.11347836107406e-05 1.21861947241379e-05 1.96245584381575e-06 -3.20465783781145e-05 1.94197163521901e-05
covarage_sex -0.000397599898925903 -0.000932985515245758 -0.00447729971663645 0.00428926141887881 1.47086270780786e-05 -8.97136234391927e-06 -7.33687822277099e-06 2.69457823051103e-05 -1.52420228736832e-05
covarPC_3 -4.92920743815006e-06 -1.6582303547208e-05 -1.11347836107406e-05 1.47086270780786e-05 0.000226252166615264 2.42085390724259e-06 -5.20669862445413e-07 3.52610203973589e-06 2.59190531202366e-06
covarPC_4 2.56978376855414e-06 1.55791409697393e-05 1.21861947241379e-05 -8.97136234391927e-06 2.42085390724259e-06 0.00024778457897391 1.92768761688373e-06 -2.47328868419051e-06 -6.98398292942486e-06
proband -2.95003179018204e-05 1.90462897817343e-06 1.96245584381575e-06 -7.33687822277099e-06 -5.20669862445413e-07 1.92768761688373e-06 0.000670441198163806 -0.000445854402802634 -0.000412869789095563
paternal 3.24393412462888e-07 -2.0606455710623e-06 -3.20465783781145e-05 2.69457823051103e-05 3.52610203973589e-06 -2.47328868419051e-06 -0.000445854402802634 0.00128848718856942 -0.000376322715095032
maternal 3.76561276977666e-06 1.01280382658689e-05 1.94197163521901e-05 -1.52420228736832e-05 2.59190531202366e-06 -6.98398292942486e-06 -0.000412869789095563 -0.000376322715095032 0.00121698235172633
