(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.00661827814201682 0.00592961361864628 0.00155400590893205 -0.00248331671245892 -0.000486515378347856 6.93597004710923e-07 0.000113986980683816 -0.000548109197166687 -0.000449846840241962 0.000693062137797802 0.000373107584314356 0.000386376675872237 0.000181231366435603
covarage 0.00592961361864628 0.0134578038080235 0.0136743099633747 -0.0215039467808343 -0.000173824805016604 0.000298748118629585 0.000199305452568698 -0.00039632689391657 -0.00035220555306666 0.000614555181131001 0.00020739007150174 0.000116234368153895 0.000210099145607164
covarsex 0.00155400590893205 0.0136743099633747 0.0244964377982013 -0.0362057063388625 -7.60325220115237e-05 0.000126726327331052 0.000286995992825303 -0.000672532892913492 -0.000301893141242728 0.00111226199399983 -0.000110387753397983 -0.000406829541422916 0.000664752681600304
covarage_sex -0.00248331671245892 -0.0215039467808343 -0.0362057063388625 0.0577182013437293 5.3723686618723e-05 -2.21585866634753e-05 -0.000446466208612936 0.000734591606428225 0.000662924779647663 -0.00156398737580051 0.00026398233236991 0.000398485724863847 -0.00105332246847663
covarPC_3 -0.000486515378347856 -0.000173824805016604 -7.60325220115237e-05 5.3723686618723e-05 0.00180272019469525 -0.000245758548617223 -4.48539411495341e-06 8.58187872434035e-05 -4.33263618960264e-05 -6.8412414630084e-05 -3.75968217641577e-05 1.48332490245476e-05 9.17607294778039e-05
covarPC_4 6.93597004710923e-07 0.000298748118629585 0.000126726327331052 -2.21585866634753e-05 -0.000245758548617223 0.00174928894970074 -2.34673189653484e-05 0.00014146812416849 9.39903828426257e-05 -9.33730902050036e-05 -0.000136312072977628 -0.000100577625028321 2.90652925428309e-05
proband 0.000113986980683816 0.000199305452568698 0.000286995992825303 -0.000446466208612936 -4.48539411495341e-06 -2.34673189653484e-05 0.00355385119941922 -0.0017435039828645 -0.00174976251085004 0.000182498128276282 -0.000148252074103323 -0.000186190954531592 0.000175832248870017
paternal -0.000548109197166687 -0.00039632689391657 -0.000672532892913492 0.000734591606428225 8.58187872434035e-05 0.00014146812416849 -0.0017435039828645 0.0116538532445602 0.000718234470261859 -0.010229216492211 -0.00761479521445666 0.000217028324894817 0.000139325181304634
maternal -0.000449846840241962 -0.00035220555306666 -0.000301893141242728 0.000662924779647663 -4.33263618960264e-05 9.39903828426257e-05 -0.00174976251085004 0.000718234470261859 0.0114134811171463 -0.000471500312786948 0.000947883712872144 -0.0096885517139022 -0.00779600984253079
gpp 0.000693062137797802 0.000614555181131001 0.00111226199399983 -0.00156398737580051 -6.8412414630084e-05 -9.33730902050036e-05 0.000182498128276282 -0.010229216492211 -0.000471500312786948 0.0450198168122623 -0.0251081730945876 0.000934160365118966 -0.00048641525906616
gpm 0.000373107584314356 0.00020739007150174 -0.000110387753397983 0.00026398233236991 -3.75968217641577e-05 -0.000136312072977628 -0.000148252074103323 -0.00761479521445666 0.000947883712872144 -0.0251081730945876 0.0405186097220042 -0.0015622609781524 0.000120425803074116
gmp 0.000386376675872237 0.000116234368153895 -0.000406829541422916 0.000398485724863847 1.48332490245476e-05 -0.000100577625028321 -0.000186190954531592 0.000217028324894817 -0.0096885517139022 0.000934160365118966 -0.0015622609781524 0.0331394358557865 -0.0135853439698005
gmm 0.000181231366435603 0.000210099145607164 0.000664752681600304 -0.00105332246847663 9.17607294778039e-05 2.90652925428309e-05 0.000175832248870017 0.000139325181304634 -0.00779600984253079 -0.00048641525906616 0.000120425803074116 -0.0135853439698005 0.0289950686144427
