 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.5190599422062058e-05 6.6387962501167e-08 -1.0222067706645043e-06 -1.0819947156340642e-05 7.953820541236946e-07 2.0686481393351283e-08 -1.054506108608003e-10 -1.7364302986288988e-08 1.167061449025905e-10 -1.9313665892783388e-05 -2.631041911379556e-06 -2.8148783515541827e-05 -5.079123899350642e-05 0.00011347630250316594 -8.244578584509261e-05 5.7186644767783216e-05 -7.294225031754122e-05 -1.4496157367078326e-06 -0.00010605737108514946 -6.6831519933839885e-06 -5.127527127683407e-05 -6.826157393474622e-05 -1.3605678693886047e-05 -6.465161888068508e-05 -3.0858365579362455e-06 2.337511112876721e-06 -1.7000326928963657e-05 -9.651342107296259e-05 0.00010508500770455686 2.0090466708096816e-08
yob 6.638796250112963e-08 1.036149185213046e-07 1.6351299965551783e-07 7.253444557678998e-07 -6.251992927575136e-08 -5.773726913996099e-10 -2.3885128665963797e-12 9.496024867163174e-10 -3.2375576047553293e-12 -1.1902798156675241e-07 9.740816798671829e-06 1.503358476419076e-06 -5.366391287149688e-06 -3.4753827715813607e-07 -5.363639267433703e-06 1.9147226572211268e-07 -4.743764220845461e-06 6.170372786227063e-06 -3.0462466058695675e-06 -5.338462851139024e-06 5.237155219929337e-06 -4.821394151434334e-06 -1.8880907730321422e-06 9.268328458972137e-06 3.993717049319277e-06 4.4016667589458714e-07 -8.569774717024285e-07 3.4010913692068995e-06 -1.4088600753586025e-05 -9.330234041855762e-09
age -1.0222067706928854e-06 1.635129996551008e-07 2.6093415832701398e-05 0.00036405135580465495 -2.5565898902811344e-05 -5.395554640800006e-07 3.4539677595258383e-09 5.324278855667711e-07 -3.4124794995644497e-09 -3.7718409493976494e-08 2.7191611817067316e-05 1.684794321206186e-05 -5.577450613831306e-07 6.172529681069494e-05 -3.1938434864180566e-05 9.626974063395309e-06 -3.262497710140248e-05 1.842915609008534e-05 3.912967238609481e-06 1.778177138017295e-05 -2.056299777755848e-05 -2.0419926426978957e-05 -2.370732848902857e-05 -1.924201522048903e-06 8.463286578448194e-06 -4.275941494134614e-08 -3.685114615528463e-06 -9.101899481944077e-06 2.7839037599003208e-05 7.293683960870425e-08
sex -1.0819947156590945e-05 7.253444557705495e-07 0.0003640513558055572 0.009344430189808135 -0.0006268771797259975 -7.3169356751834116e-06 4.5788655345118035e-08 1.2701736837678928e-05 -7.9857488966016e-08 0.00010519491447941165 0.0002389264440205243 0.00012618421731396923 0.00026850677139070344 0.00029566271804184563 -0.00016341963018177752 3.403199188054907e-05 -0.0003293831731155309 3.589663926527931e-05 0.00022165005386720965 -0.00014763528044471096 -0.00018761371873830915 -0.00046374344841676116 -1.3105191305947482e-07 -0.00011607232452955484 3.5496946696069004e-05 0.00018046008954642376 0.00021950175804596732 0.0001939414974708202 0.00025961001650158023 2.356771848420182e-06
age_sex 7.953820541434035e-07 -6.251992927594625e-08 -2.556589890287569e-05 -0.0006268771797259552 4.41918650713057e-05 5.312718212310046e-07 -3.4065952280823843e-09 -9.25439080945163e-07 5.960113731829192e-09 -1.0218859965508058e-05 -6.509702271860534e-06 5.112343340705841e-07 -1.5327184179562647e-05 -1.5048994446356847e-05 4.79162246179791e-06 -5.829365930619122e-06 1.1854474284484164e-05 -3.7822519800878408e-06 -2.0037467363431896e-05 1.1010129146540988e-05 1.7071447403359176e-05 2.6895956326502237e-05 7.517895463622535e-07 1.2073055246599165e-05 -3.259471532527061e-07 -1.3753129874566378e-05 -1.24280271171273e-05 -9.81474791454879e-06 -2.899118104388895e-05 -1.7651548668026252e-07
age2 2.0686481393820357e-08 -5.77372691397684e-10 -5.395554640799721e-07 -7.316935675163484e-06 5.312718212295837e-07 1.1534268091441482e-08 -7.558029208943425e-11 -1.1362126408143259e-08 7.442047390424525e-11 2.7699177823175466e-08 -3.834037318730828e-08 -7.759833422551704e-08 -1.2263951586650432e-08 -1.0640558090716435e-06 3.6635567641601223e-07 -2.2160684255523655e-07 3.822343000806886e-07 -2.1811601053851782e-07 -2.5555483377706415e-07 -5.122644252261332e-07 5.130864397384489e-07 2.2148682360911153e-07 5.574034671178118e-07 3.342904057068086e-07 1.1955130474067556e-08 1.790252144610766e-08 5.353867642289841e-08 2.492272982844594e-07 -1.11127436136596e-06 -1.8647841208864895e-09
age3 -1.0545061086336366e-10 -2.3885128666118118e-12 3.453967759525512e-09 4.578865534498398e-08 -3.4065952280728138e-09 -7.55802920894312e-11 5.047241826840698e-13 7.438710199295716e-11 -4.961429470905339e-13 -5.785025610999543e-10 -1.1249249628814905e-09 -6.165230701991497e-10 -3.4064407169862905e-10 6.217135775751182e-09 -1.7452153526991301e-09 1.5352365860397182e-09 -1.7042666066799987e-09 1.0454507225373425e-09 2.0922950624603025e-09 3.5262413412863322e-09 -3.4415941752732417e-09 -9.169880963714772e-10 -4.212582373726963e-09 -2.9197159096040507e-09 -7.610829819412308e-10 -1.9291449003513608e-10 -6.296811765684574e-11 -1.6087781267778478e-09 8.880982490396813e-09 1.3737120105026373e-11
age2_sex -1.7364302986390434e-08 9.496024867192367e-10 5.324278855681302e-07 1.2701736837677244e-05 -9.254390809451072e-07 -1.1362126408173234e-08 7.438710199315926e-11 1.9886443966588583e-08 -1.3077683415498377e-10 2.4100086160075987e-07 7.361223983986353e-09 -1.7208616334368362e-07 2.667555884255675e-07 2.3468352825405032e-07 -1.9964942492583737e-08 1.8272832268399856e-07 -1.2054736499728905e-07 9.238271281350756e-08 5.07709728350926e-07 -1.7984807870075555e-07 -4.0933424962842537e-07 -4.731306123793818e-07 -6.961599017672455e-08 -3.191875028559531e-07 -9.662040741134098e-09 3.11644121797855e-07 2.626802819080805e-07 1.3748768919129872e-07 7.700274934040663e-07 3.670396769812069e-09
age3_sex 1.1670614490834487e-10 -3.237557604680326e-12 -3.4124794995730934e-09 -7.98574889660006e-08 5.9601137318284954e-09 7.442047390443891e-11 -4.961429470918405e-13 -1.3077683415497656e-10 8.758804649087537e-13 -1.5602634854210242e-09 4.968003765232135e-10 1.9529930184749727e-09 -1.419331470926597e-09 -1.1413177883948376e-09 -1.840249122166739e-10 -1.483308780358298e-09 2.970011796301874e-10 -6.219757354151196e-10 -3.753035616951673e-09 8.241289428206694e-10 2.8833429848125907e-09 2.6091096535104054e-09 7.133454333461776e-10 2.314019884798352e-09 -9.150548601472291e-12 -2.1334449355000185e-09 -1.9179807569485883e-09 -7.164254128615581e-10 -5.7649430917248305e-09 -2.395555430026538e-11
PC_3 -1.931366589279176e-05 -1.190279815667514e-07 -3.771840946955196e-08 0.00010519491447954651 -1.0218859965518365e-05 2.7699177822642348e-08 -5.785025610964052e-10 2.4100086160099116e-07 -1.5602634854226085e-09 0.03686513295618382 0.0005516155870585185 0.0004338419864784382 0.0014304165192139046 -0.005211268627103218 0.00187213312696124 0.0036207869311217474 -0.0049592744491095036 -0.0023453636487721476 -0.00341866252480703 0.00325167661071279 0.006823991924017566 0.004738225647091916 -0.003619768734569466 -0.013777568617715364 0.0003022498404320219 -0.0009582038786545841 0.00263138372515341 -0.0036238846923833334 0.009331528994920997 4.2237095594664275e-06
