 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0016779723934035877 -1.0023965023137863e-06 -0.0015242438064248878 2.3506696402528737e-05 -1.1857404619569331e-07 -0.0002331478288964902 -0.0002858984653405143 -0.0001996581669243031 -0.0001447952370297152 0.0007444624869736498 -0.0004082627025608598 0.00031599054331011905 -0.00040267488790909006 0.0001422643181431803 -0.00037670296533420805 7.363923003728043e-05 -0.0002177077432711278 -5.455699353491733e-05 -0.00035008639357400633 -0.00046734678071707264 -0.0004903914382191501 0.0003015742481054813 -0.0002392589524268549 -0.000712863435242892 0.00028755620125132936 -2.0171753056254525e-06 -8.107761410628417e-06 8.98269440523183e-06
yob -1.002396502314283e-06 3.383361486808053e-07 1.537532604695636e-06 -1.9962767480629645e-08 1.0309265839151111e-10 6.6166509994522355e-06 2.486667875553859e-05 6.5142777820688415e-06 -3.459996734542075e-05 -1.5581087793894684e-05 -1.836932606111119e-06 1.2439321575668752e-06 -1.3579856944360395e-05 1.8660466806384157e-05 -9.879284916365545e-06 -2.5298882907583328e-05 3.287568108725271e-05 -2.8967656880076045e-05 -7.549484937668943e-06 3.547012692735244e-05 1.4553757091352614e-05 1.0309701446840035e-06 -8.108260487940387e-06 2.205340426638591e-05 -4.670587010071202e-05 -4.446596390907107e-08 -6.26368286768872e-08 1.7349582488941744e-08
age -0.0015242438064249526 1.5375326046951134e-06 0.0014751117822533152 -2.3078908550128386e-05 1.1807377187299153e-07 0.00023942867425706186 0.0003585510219449701 0.0002623489259268521 3.6551197999354398e-06 -0.0005562003947182054 0.00022072773191040475 -0.00019006518338912412 0.0002423753487260989 -0.00018073006844744377 0.0002357099510911333 -1.630433928641634e-05 8.585706807156905e-05 -0.00010394395977088978 0.00026948218205452427 0.0004255324712781765 0.000419354287216567 -0.00031469385826859476 0.0001224506731278088 0.0006047879525860492 -0.00017465484893972857 8.346060069554091e-07 6.284942583357522e-06 -6.1878611097847345e-06
age2 2.3506696402529622e-05 -1.9962767480618555e-08 -2.3078908550128575e-05 3.6282223925656695e-07 -1.864787058665153e-09 -3.437153924169685e-06 -5.2808418352844605e-06 -4.278687993585691e-06 -4.39648562962055e-07 8.393570884663084e-06 -3.36028838344577e-06 2.9580573656361043e-06 -4.045515681362902e-06 3.34312306535263e-06 -4.122837084770437e-06 -1.7683512156732043e-07 -5.328291696117907e-07 1.1832874905694722e-06 -4.103054253826227e-06 -6.267630530399803e-06 -5.921934471069563e-06 5.116585056622746e-06 -2.0127986317531083e-06 -9.441051896073186e-06 1.991405608051817e-06 -1.2885728593305147e-08 -9.09731435369158e-08 8.890720985986922e-08
age3 -1.1857404619569829e-07 1.030926583914348e-10 1.1807377187299323e-07 -1.8647870586651653e-09 9.629108226358484e-12 1.6074714611295057e-08 2.7020929343820892e-08 2.3268036098549135e-08 1.512456454665391e-09 -4.156519929393186e-08 1.59130350200813e-08 -1.4705230625805903e-08 2.1258699623842077e-08 -1.874152071309497e-08 2.1987998062067968e-08 1.5091889353582901e-09 5.402928554494614e-10 -5.6238119647544306e-09 1.9515305083981964e-08 3.1867487176690097e-08 2.7265897701103498e-08 -2.720890854668164e-08 1.006287028453739e-08 4.907945200410284e-08 -8.205682971015926e-09 6.123216583922604e-11 4.311817019793033e-10 -4.143434411698415e-10
PC_3 -0.0002331478288964986 6.6166509994521525e-06 0.0002394286742570635 -3.4371539241696853e-06 1.607471461129495e-08 0.0639475244648066 0.0019716782385273625 0.0021022702556399444 -0.0047988108703169935 -0.013570738897758892 0.005740683203506264 0.007855464473495404 -0.010163630336751562 -0.0010885080620852035 -0.0006754077018962594 0.003275518361210152 0.01498704038712379 0.006172924993525742 -0.006386094962367974 -0.022585636518792494 0.0025561219533896846 -0.0014895254002428365 0.007560423673963755 -0.0022686922561339176 0.013410470905750465 -3.8144905609407437e-06 3.0219835482302994e-05 -9.504100842796442e-06
PC_4 -0.00028589846534052195 2.4866678755538302e-05 0.0003585510219449612 -5.280841835284274e-06 2.702092934381961e-08 0.0019716782385273694 0.22848236012217063 -0.010145001204172601 0.007005477668711874 0.0004458828874353642 -0.005124868822831081 -0.011549125435502258 -0.0007771311682171128 -0.021316785839068805 0.004786768111774466 0.018683399152277336 -0.029043225694639005 -0.010808344353421866 0.017054232117537354 0.01476941320122674 -0.010422518581943685 0.00615546242330016 -0.0070786615651185734 -0.0007006003169961227 0.008935415159430048 1.592752656527689e-05 -4.830484576478208e-05 -6.421496100009528e-05
PC_5 -0.0001996581669243916 6.5142777820688745e-06 0.00026234892592692983 -4.278687993586879e-06 2.326803609855507e-08 0.0021022702556399517 -0.010145001204172603 0.30046860723351365 -0.003549125660370012 -0.00143602257710115 -0.0011923904810331328 0.004882957338790368 -0.025955465034978375 0.009456753422572364 -0.02724200222658342 -0.0222697247457547 0.0013193083561951445 -0.0213153537431288 0.02024392343201261 -0.03481392722389078 0.01366253074889322 0.007596960706484092 0.001084418239095584 -0.0029511348426139476 0.024788933996356684 -6.686512445123635e-06 4.580106511964623e-05 -1.3639714926682592e-05
PC_6 -0.00014479523702987392 -3.45999673454206e-05 3.6551198000909995e-06 -4.39648562964501e-07 1.5124564546779633e-09 -0.004798810870316977 0.007005477668711924 -0.003549125660369985 0.37267859323503016 0.011502514285127871 -0.004924483431196762 -0.017279067335170276 -0.01763891410326419 0.011540331162847518 -0.014460437209793172 -0.0006018068332927081 -0.008722638632047247 -0.0355393213511146 0.023082879976330965 0.03754590127821297 -0.010074119972824444 -9.224860932009548e-05 -0.00904860491519587 -0.0035676452038121563 -0.017388982974463632 -1.4716568727779537e-06 -1.0364084314527415e-05 -1.5544480111078663e-05
PC_7 0.0007444624869733451 -1.5581087793894308e-05 -0.0005562003947178951 8.39357088465815e-06 -4.156519929390675e-08 -0.013570738897758857 0.0004458828874354732 -0.0014360225771011075 0.011502514285127961 0.45824904646349546 0.015332361180169438 -0.013917537220052423 -0.0293642979323362 0.01832964538666527 0.012767190181000428 0.046835847746725896 0.014769315365893843 -0.04271099505456055 -0.029223508108088127 0.043618788503078286 -0.01886529751894532 -0.020017552272422513 0.0033569318583910545 0.008310482850670715 -0.017036797223930984 5.382420148839668e-05 -9.97586066432579e-06 9.571716318052377e-06
PC_8 -0.0004082627025609763 -1.8369326061108843e-06 0.0002207277319105226 -3.360288383447612e-06 1.5913035020090953e-08 0.005740683203506267 -0.005124868822830822 -0.0011923904810331198 -0.004924483431196767 0.015332361180169625 0.48582027447027354 0.005688203676154142 0.02890252659484509 -0.001459144119533975 -0.012577309818134598 -0.03159101385962289 0.011911316579592898 0.05034092144334994 -0.022047572575299327 0.013427941111316764 0.02852498709854723 0.010988367402289182 -0.009347359487282702 0.012015412613746453 -0.02015110405070538 1.1717009764105026e-05 0.00013456388538130127 -1.5197471903162174e-06
PC_9 0.0003159905433102383 1.2439321575667709e-06 -0.00019006518338923775 2.958057365637905e-06 -1.4705230625815088e-08 0.00785546447349537 -0.01154912543550229 0.004882957338790346 -0.017279067335170237 -0.013917537220051972 0.005688203676154088 0.6619457631363923 0.033056441132569246 -0.004772606616125012 -0.035022340337070856 0.01722366631962219 -0.005669168416598681 -0.011326165644275018 -0.024145385279166317 -0.025929067984439048 -0.007704840374466125 0.0017200375208782028 -0.004133831221134948 -0.01646923967901299 0.038315380093989715 2.4312099396178676e-05 0.00017283092786888642 1.3246662446056938e-05
PC_10 -0.0004026748879091287 -1.3579856944360467e-05 0.0002423753487261308 -4.045515681363378e-06 2.1258699623844413e-08 -0.010163630336751543 -0.0007771311682171683 -0.025955465034978364 -0.01763891410326424 -0.029364297932336348 0.0289025265948452 0.03305644113256931 0.8227904071759786 0.034778099766484556 -0.031307788009080253 -0.026701484611599338 0.0006765434049932911 0.035769422166653006 0.003931052515880921 -0.02148388728033897 0.02463067691717225 0.0040069031600476705 -0.014652898432015482 -0.0023333665580931805 -0.02378647751882419 4.090099284199814e-05 -4.115263405416954e-06 1.6292807192362748e-05
PC_11 0.00014226431814319456 1.8660466806383994e-05 -0.00018073006844746147 3.3431230653528967e-06 -1.874152071309628e-08 -0.0010885080620851942 -0.021316785839068833 0.009456753422572389 0.011540331162847531 0.01832964538666526 -0.0014591441195338627 -0.004772606616124984 0.03477809976648456 0.7466355784332015 -0.0178348334352223 -0.015944195328874523 0.021240440243428638 0.05628776256550624 -0.012174431711850947 0.03281525805938636 -0.031320459745799986 -0.01728672258076886 -0.0048832372368289466 -0.008940969429908905 0.061951322433235416 -2.2817900270741373e-05 3.1734970326839214e-05 6.487360936544255e-05
PC_12 -0.0003767029653341678 -9.879284916365852e-06 0.00023570995109108863 -4.12283708476972e-06 2.198799806206418e-08 -0.0006754077018962705 0.0047867681117743964 -0.02724200222658342 -0.014460437209793217 0.01276719018100049 -0.012577309818134628 -0.03502234033707087 -0.03130778800908027 -0.017834833435222273 0.8170100595271715 0.04029889241598437 -0.0014559524536426928 -0.019256051921211333 0.005122660707742584 0.039716169552814325 0.033838013677517376 0.01967221714409054 0.023733538518504228 0.024239785503756436 0.006558539004218002 1.448434561309072e-05 9.37153512779786e-06 1.913263623825002e-05
PC_13 7.363923003735542e-05 -2.5298882907583423e-05 -1.6304339286489313e-05 -1.7683512156617432e-07 1.5091889353524604e-09 0.003275518361210136 0.018683399152277323 -0.022269724745754706 -0.0006018068332927166 0.04683584774672603 -0.031591013859622784 0.01722366631962208 -0.026701484611599352 -0.015944195328874523 0.04029889241598432 0.8736683002101077 0.014378019638615996 -0.018667626897810662 -0.024070567653080053 0.03741688704741648 0.036593622235800635 0.008097102347749607 -0.04535432372269481 -0.04038798590824335 -0.01826225009104588 -5.627101014062004e-06 4.509814571230677e-05 0.00010902807829532304
PC_14 -0.00021770774327128462 3.287568108725284e-05 8.585706807172034e-05 -5.328291696141496e-07 5.402928554615138e-10 0.014987040387123816 -0.02904322569463893 0.0013193083561951634 -0.0087226386320472 0.014769315365893723 0.011911316579593097 -0.0056691684165987135 0.0006765434049933258 0.02124044024342863 -0.0014559524536426683 0.014378019638615975 0.8509220905109853 -0.008160727237022368 -0.0031755404070851244 0.014179634773728527 -0.023897331855286665 -0.0071903349364382165 -0.005828060991034038 -0.07102099394754226 0.012539634688463502 -4.436963228347219e-05 -1.1499786485382301e-05 2.0630847924545123e-05
PC_15 -5.455699353493909e-05 -2.8967656880075984e-05 -0.00010394395977086294 1.1832874905690233e-06 -5.623811964752038e-09 0.006172924993525751 -0.010808344353421831 -0.02131535374312878 -0.03553932135111461 -0.04271099505456068 0.05034092144334997 -0.011326165644274936 0.035769422166653006 0.05628776256550621 -0.019256051921211322 -0.018667626897810662 -0.008160727237022346 1.037021058517295 -0.040670494502940455 0.00017920153830909932 0.02845852813460505 0.002849808120143772 0.012789927709155184 0.009346363219145684 -0.035643459330745406 9.0059011324051e-06 -7.724668261729403e-05 -5.111309601397388e-05
PC_16 -0.0003500863935740791 -7.549484937668929e-06 0.00026948218205459225 -4.103054253827275e-06 1.951530508398724e-08 -0.006386094962367965 0.01705423211753726 0.020243923432012607 0.023082879976330944 -0.02922350810808823 -0.02204757257529929 -0.024145385279166338 0.0039310525158809135 -0.012174431711850951 0.005122660707742598 -0.02407056765308005 -0.003175540407085153 -0.04067049450294052 0.9999679598806577 0.028109231870902925 0.01170329981317766 -0.01216999524228996 0.018614766412515808 0.042300104454420506 0.027148446159826145 3.968649349046922e-05 9.485834246428052e-05 -8.973993631021147e-05
PC_17 -0.00046734678071731664 3.547012692735249e-05 0.0004255324712783978 -6.267630530403216e-06 3.18674871767074e-08 -0.022585636518792477 0.014769413201226858 -0.03481392722389082 0.037545901278212945 0.04361878850307814 0.013427941111316842 -0.025929067984439048 -0.02148388728033891 0.03281525805938636 0.03971616955281436 0.03741688704741651 0.014179634773728477 0.0001792015383090968 0.02810923187090294 1.1032546573807103 -0.06439648260807235 -0.02803849807558194 -0.033016045257444386 -0.024922142737679644 -0.08274616035909634 -4.693188436899543e-05 -2.4329636609261953e-05 9.79339546309314e-05
PC_18 -0.0004903914382190804 1.4553757091352453e-05 0.00041935428721648636 -5.921934471068289e-06 2.7265897701096626e-08 0.002556121953389659 -0.010422518581943624 0.013662530748893177 -0.010074119972824477 -0.01886529751894548 0.028524987098547123 -0.00770484037446688 0.024630676917172235 -0.031320459745800014 0.033838013677517445 0.03659362223580071 -0.02389733185528678 0.028458528134605 0.011703299813177725 -0.06439648260807244 1.1564705532270179 -0.023061451800993317 -0.02248440006034743 -0.006933932653754718 0.02953852740242863 0.0002552776124715048 -0.00013847440334478092 4.2467895270813726e-05
PC_19 0.00030157424810551734 1.0309701446839567e-06 -0.0003146938582686177 5.11658505662305e-06 -2.7208908546683e-08 -0.0014895254002428504 0.006155462423300875 0.007596960706484068 -9.224860932003813e-05 -0.02001755227242157 0.010988367402288299 0.0017200375208794535 0.004006903160047681 -0.017286722580768948 0.019672217144090523 0.008097102347749694 -0.007190334936438258 0.002849808120143799 -0.0121699952422899 -0.028038498075581765 -0.023061451800992814 1.1978105008965492 -0.0003788024583590863 0.007002067153106212 -0.00723560157888801 -0.00043605639497092255 -1.201872547272482e-05 0.0001400201471487777
PC_20 -0.0002392589524269456 -8.108260487940247e-06 0.00012245067312789145 -2.01279863175454e-06 1.00628702845442e-08 0.007560423673963766 -0.0070786615651183896 0.0010844182390955912 -0.00904860491519586 0.003356931858391114 -0.00934735948728281 -0.00413383122113475 -0.01465289843201547 -0.004883237236828955 0.02373353851850425 -0.04535432372269478 -0.005828060991034074 0.012789927709155154 0.01861476641251593 -0.03301604525744436 -0.022484400060347312 -0.00037880245835934177 1.1407152848252518 0.03126043679717432 -0.02150104022640619 -8.893498186225487e-05 -9.426160741955829e-06 -0.00015207556715923944
PC_21 -0.0007128634352430462 2.205340426638593e-05 0.0006047879525861786 -9.441051896075146e-06 4.9079452004112554e-08 -0.002268692256133901 -0.0007006003169961416 -0.0029511348426139515 -0.0035676452038122196 0.008310482850670615 0.012015412613746319 -0.016469239679012933 -0.0023333665580931684 -0.008940969429908917 0.024239785503756453 -0.0403879859082433 -0.0710209939475423 0.009346363219145667 0.042300104454420506 -0.024922142737679683 -0.006933932653754699 0.007002067153106226 0.03126043679717431 1.2095074621792998 0.009510488637187418 2.985807995862923e-05 8.102276027198133e-05 1.5352212541092705e-05
PC_22 0.0002875562012514959 -4.670587010071215e-05 -0.00017465484893988925 1.991405608054319e-06 -8.20568297102868e-09 0.013410470905750437 0.008935415159429918 0.024788933996356666 -0.01738898297446362 -0.017036797223930984 -0.020151104050705523 0.03831538009398969 -0.02378647751882422 0.06195132243323547 0.0065585390042179805 -0.018262250091045915 0.012539634688463499 -0.035643459330745406 0.02714844615982612 -0.08274616035909646 0.029538527402428568 -0.007235601578888238 -0.021501040226406212 0.009510488637187398 1.180022437188758 0.00014277231589004654 -0.00014653439921075566 -0.00010385229985317303
proband -2.017175305625552e-06 -4.4465963909080414e-08 8.346060069554518e-07 -1.288572859330592e-08 6.123216583922984e-11 -3.814490560941372e-06 1.5927526565207123e-05 -6.686512445120934e-06 -1.4716568727772265e-06 5.382420148836138e-05 1.1717009764065236e-05 2.431209939611625e-05 4.090099284199483e-05 -2.2817900270740533e-05 1.448434561309004e-05 -5.627101014071943e-06 -4.436963228346558e-05 9.00590113240214e-06 3.9686493490472335e-05 -4.6931884369020515e-05 0.00025527761247143337 -0.0004360563949709576 -8.893498186227323e-05 2.9858079958630375e-05 0.00014277231589004906 6.057563917819824e-05 -4.1176244438421923e-05 -3.6632940272725245e-05
paternal -8.107761410626733e-06 -6.263682867689242e-08 6.284942583355841e-06 -9.097314353688877e-08 4.3118170197916215e-10 3.0219835482295794e-05 -4.830484576473202e-05 4.58010651196446e-05 -1.036408431452124e-05 -9.975860664139634e-06 0.0001345638853812366 0.00017283092786888295 -4.115263405422831e-06 3.173497032684488e-05 9.371535127798013e-06 4.509814571231672e-05 -1.14997864853724e-05 -7.724668261729927e-05 9.485834246427415e-05 -2.4329636609224446e-05 -0.00013847440334476015 -1.2018725472746422e-05 -9.42616074207132e-06 8.102276027197642e-05 -0.00014653439921075894 -4.117624443842191e-05 0.00012608884617575447 -3.8241324089639235e-05
maternal 8.982694405230921e-06 1.7349582488948213e-08 -6.187861109783763e-06 8.890720985985349e-08 -4.143434411697581e-10 -9.504100842791275e-06 -6.421496100006764e-05 -1.3639714926683532e-05 -1.5544480111080967e-05 9.571716317948154e-06 -1.5197471902307567e-06 1.3246662446057088e-05 1.6292807192364584e-05 6.487360936543997e-05 1.9132636238250865e-05 0.00010902807829532377 2.0630847924539587e-05 -5.1113096013967274e-05 -8.973993631020624e-05 9.793395463093856e-05 4.246789527080715e-05 0.00014002014714878142 -0.00015207556715914468 1.5352212541097404e-05 -0.00010385229985317669 -3.663294027272521e-05 -3.824132408963928e-05 0.00011663937974993459
