 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0006235715391581015 -4.751605833130289e-07 -2.1752677081039694e-05 1.5947142317038507e-06 3.299203415070093e-07 8.667201272409786e-07 2.3340847505703862e-06 1.8641325418975507e-06 8.163121310715306e-08 2.2430365908288437e-06 -7.105478550536404e-07 1.1189311547225103e-06 -3.2014856497813824e-07 -8.045212547878833e-07 -1.893377540613761e-06 -2.251359037140476e-06 5.190628782901211e-07 -2.7547164845010413e-06 -9.146007645205758e-07 1.2374391293041905e-06 -9.180243132407878e-07 6.489673585041602e-06 6.264983816208234e-06 -5.561262182998485e-05 -0.0001142177230746751 -3.1110528230964556e-05 5.794805495449294e-05 0.00011678014076066699
PC1 -4.7516058331302984e-07 2.1845846638287215e-06 -1.5644939644935952e-06 -3.8136242059031003e-07 -6.836110899317814e-08 -3.066779969909372e-07 9.897606053751806e-08 7.9188930535479e-08 7.160450971459455e-08 -2.967379020847549e-08 1.5733815442915438e-07 -6.199842318776367e-10 6.489786467121007e-07 -1.9436942634304289e-07 -2.8567700808047173e-07 -6.886842747622966e-07 -5.878730334324639e-07 2.7899701398237485e-07 3.7520445851266855e-08 2.001965407809473e-07 2.581528790858643e-08 1.6927552162710244e-06 3.0269947396753136e-06 1.1526135404326185e-06 3.0134901235363136e-06 3.2029853214586434e-06 2.400583323970733e-06 4.52998225157334e-07
PC2 -2.1752677081039684e-05 -1.564493964493595e-06 4.757228600701664e-05 8.705543181234946e-07 1.408596284667217e-06 -5.795195771401432e-07 -5.029073465271915e-07 -4.689231137127026e-07 1.1819552138356682e-06 -3.1268973719192044e-07 -5.1865940190782e-08 -3.913141157135939e-08 -1.1562121581015293e-06 8.798044355099772e-07 -1.1776651333020988e-06 -3.7795757231444105e-08 5.267823801601766e-08 5.838485924661904e-07 2.009700050080171e-07 -5.31256047009082e-07 -3.57887528395239e-07 -1.01659409729765e-06 1.647158663883903e-05 -1.422417576608785e-06 -3.2952016054140194e-05 -9.565437756864997e-06 2.6356186263598705e-05 1.8062115637887409e-06
PC3 1.5947142317038528e-06 -3.8136242059030987e-07 8.705543181234945e-07 4.239107249340393e-06 1.5273481358149466e-07 1.2539238773855256e-06 4.974739291564954e-08 5.079567507377588e-07 -2.468746633210605e-07 -9.438282849906626e-07 -7.567221044560419e-08 4.631089870871017e-07 2.3285289382155692e-08 -6.912555514264497e-07 1.2526962503982857e-07 -5.2853612290651514e-08 2.3699254847070633e-07 -4.574047929539422e-07 -5.326483310718454e-07 4.313338740314113e-07 1.2931147440372379e-07 -5.986639763597753e-07 -3.130114730514551e-06 -4.7177686486649485e-06 -1.322721127306818e-06 -1.336791979686114e-06 -2.111499684958954e-06 1.245038454286734e-06
PC4 3.2992034150700925e-07 -6.836110899317809e-08 1.4085962846672168e-06 1.5273481358149453e-07 7.964814000734271e-06 1.6841094223422538e-06 -3.8286810213420886e-07 2.3040453695929514e-07 -1.2647350720138764e-06 4.027822868316092e-07 3.2822051845855996e-07 2.270305412949298e-07 -9.39248703404289e-07 -6.405803307728026e-07 -1.3303251390106307e-08 -4.6872932696965904e-08 1.073852575660606e-07 1.871978288172083e-08 -5.498611912233891e-07 -1.678985972031681e-07 1.270188852692972e-07 1.5837871692974777e-06 -6.805931772313926e-06 -4.969372104476788e-07 5.224835799355284e-06 5.647008362476024e-06 -3.502856519837462e-07 8.520189404780788e-06
PC5 8.667201272409823e-07 -3.066779969909371e-07 -5.795195771401433e-07 1.253923877385526e-06 1.6841094223422549e-06 1.5690049771448594e-05 3.647931013974415e-07 1.1426211588872632e-06 -9.604515871827037e-07 -6.054466225825561e-07 -5.125034081638124e-07 -9.387195930576412e-07 4.2379951588282915e-07 -1.2820582722769885e-06 5.940569469333603e-07 5.753309393349924e-08 -8.54104412956954e-08 7.29083242847654e-07 -1.6089061948400863e-07 2.8559679024307587e-07 -7.542259725906407e-08 -1.0614400176659518e-06 -1.0139521310719547e-06 -7.272968307735768e-06 -3.6324347943281532e-06 2.8103230160070122e-06 1.021042039724752e-05 -4.354555955328682e-06
PC6 2.3340847505703884e-06 9.897606053751801e-08 -5.029073465271909e-07 4.974739291564958e-08 -3.8286810213420907e-07 3.647931013974414e-07 1.4922792444545136e-05 -1.211263830232043e-07 2.5540139433824e-07 2.2651842145186188e-07 7.31876373198842e-08 -3.461280495543478e-07 -1.3138593777327493e-07 -1.8340568777417768e-07 -2.056398250290175e-07 -1.5144405215058347e-07 -8.258190828135258e-08 2.6693517044698377e-07 -4.1059975275347354e-07 -2.2598115266717547e-07 -4.820386911887979e-07 1.171471575226377e-06 -1.4415727052971719e-06 -1.8981604210359159e-06 3.0709108059785414e-06 4.210995931836444e-07 1.1781666836289003e-06 -1.1514517073485144e-06
PC7 1.8641325418975513e-06 7.918893053547904e-08 -4.689231137127024e-07 5.079567507377588e-07 2.3040453695929545e-07 1.1426211588872627e-06 -1.2112638302320456e-07 1.2808189866012633e-05 9.60614763635528e-07 -2.462172152819755e-07 -1.0108896744572496e-07 1.389470858859831e-06 3.599573679494789e-07 2.981478395025938e-07 -3.973944752242542e-07 -5.983638868892848e-07 -1.8289696727243943e-09 -5.499571103775993e-07 1.427706754634711e-07 1.154699855955389e-07 -4.768461836838062e-07 1.4759005760628832e-06 2.8972300406339094e-06 -5.487444164972065e-06 -1.0381862733746506e-05 -5.809497265405593e-07 1.6662744813359267e-05 -6.182843553641327e-06
PC8 8.163121310715225e-08 7.160450971459463e-08 1.1819552138356693e-06 -2.4687466332106065e-07 -1.2647350720138768e-06 -9.604515871827046e-07 2.5540139433823926e-07 9.606147636355272e-07 1.4333005708328892e-05 3.871485233411755e-07 4.6811334572251316e-07 -8.767822044396877e-07 3.220184624798246e-07 -1.5061791988886476e-07 -5.369303447766384e-07 -4.3781749758599683e-07 4.225859423571885e-07 1.3004167708837475e-07 -8.544939259587782e-07 -2.466611848056655e-07 1.5246102829841463e-07 1.734894849246575e-06 -1.8185443476340627e-06 1.5625980096239596e-06 1.5537849436416753e-06 2.388563807994353e-06 -5.43352766506551e-06 8.297572029485996e-06
PC9 2.2430365908288445e-06 -2.9673790208475604e-08 -3.1268973719192044e-07 -9.438282849906628e-07 4.0278228683160926e-07 -6.05446622582556e-07 2.2651842145186194e-07 -2.4621721528197547e-07 3.8714852334117583e-07 1.2108539671255961e-05 -2.3370231446920396e-07 3.7041015262562397e-09 -4.5372400612466503e-07 1.2604831641547278e-07 -8.778171031340136e-07 4.228581153799813e-07 3.0840871423218416e-07 5.338950225899793e-07 -4.793054705609219e-07 -2.486495652406988e-07 -7.562387674336033e-07 -9.903876991015243e-07 2.267682225688456e-06 2.8604561788927753e-06 -4.4546552678401105e-06 -1.750729564217692e-06 -5.412892985022407e-06 -2.98312881453665e-06
