 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0007815848741491348 -5.249896995614355e-07 -2.1636890703396314e-05 2.0332631203254874e-06 1.2527710595251408e-06 1.8897308753391267e-07 2.183002200965582e-06 2.552565004303386e-06 -3.833225156044302e-07 2.392021768053818e-06 -1.241711049434272e-06 3.76222560191648e-07 -4.551858877257601e-07 -1.3729994361677772e-06 -1.8661435189583971e-06 -2.0664555997736985e-06 9.210529538437333e-07 -2.1038486993777697e-06 -7.146641887760894e-07 9.80182621747152e-07 -4.263258988491101e-07 5.535270958698766e-06 1.2564553992050244e-05 -7.562383273250013e-05 -0.00014650763463922202 -4.539007454549857e-05 7.380590566542001e-05 0.00015070182427061272
PC1 -5.249896995614374e-07 2.6691257260844597e-06 -1.567583352991047e-06 -4.726800207067164e-07 -2.7324062233898838e-08 -3.3669378088520346e-07 7.55642852412302e-08 9.680332298703595e-08 9.904724058291396e-08 -5.156912639323553e-08 1.629228439652191e-07 -1.9681332016345432e-08 6.655583815761907e-07 -2.190731397875912e-07 -2.828071401426472e-07 -6.946859424770075e-07 -5.847279286364819e-07 2.493336287394654e-07 3.525744374581918e-08 2.1091082269429956e-07 2.4620749844013548e-08 1.5287503106261636e-06 3.827239423438957e-06 1.5777967558090727e-06 3.95456610934771e-06 4.199782566062218e-06 2.9532336403553795e-06 8.779727990715739e-07
PC2 -2.1636890703396297e-05 -1.5675833529910472e-06 4.84681612523446e-05 8.051490726171796e-07 1.3791770103838816e-06 -5.776891433440039e-07 -5.349331903418145e-07 -2.8381276728782145e-07 1.0949966488648315e-06 -3.78639477329578e-07 8.127062805664135e-09 3.819021866852666e-08 -1.0196998674248709e-06 8.825193629220084e-07 -1.1167167455303308e-06 8.879784571087763e-09 8.648194682777897e-08 6.879742922809396e-07 2.585697771237699e-07 -3.655675892370192e-07 -2.8798245486487175e-07 -1.5491867468308145e-06 1.53134889825626e-05 -1.3151191286239815e-06 -3.20095868081006e-05 -7.85301713724522e-06 2.781327369455959e-05 1.3558459425509513e-06
PC3 2.033263120325488e-06 -4.726800207067166e-07 8.051490726171801e-07 5.027164611650641e-06 1.0919933392310441e-07 1.3013081592517039e-06 2.3727784906809372e-08 4.786877588675962e-07 -2.6714345332411014e-07 -9.555473847936908e-07 -8.590997538952002e-08 4.569418360263818e-07 3.8046201265470584e-08 -6.938116856712341e-07 1.329570504647425e-07 -4.556652831528283e-08 2.3348448586725786e-07 -3.91471526726086e-07 -5.364678222069276e-07 3.973093610686754e-07 1.3421141392745658e-07 -5.982226191134604e-07 -3.8913751904892044e-06 -6.214205705151262e-06 -1.6433935230025188e-06 -1.679409309087844e-06 -1.9090184875005644e-06 1.4404927109848332e-06
PC4 1.2527710595251395e-06 -2.7324062233898785e-08 1.3791770103838807e-06 1.0919933392310417e-07 9.379996668719136e-06 1.5860837571189473e-06 -4.378492730266708e-07 2.252117712734039e-07 -1.227334297090461e-06 4.207494136955652e-07 3.9098740166542234e-07 2.423265352887915e-07 -1.024206081168852e-06 -6.972200175996161e-07 4.7339498534282077e-08 -4.504132927660869e-09 9.10200341185252e-08 -7.240002434386563e-08 -4.912078626395432e-07 -1.3355513668120462e-07 1.368904370734784e-07 1.411715082843185e-06 -7.4008882492600296e-06 4.389599327593483e-07 6.175956439165464e-06 6.160503512913265e-06 -5.54092565810927e-07 8.027561173779403e-06
PC5 1.8897308753391357e-07 -3.366937808852032e-07 -5.776891433440033e-07 1.3013081592517035e-06 1.5860837571189478e-06 1.6804213484374754e-05 4.0714028950842175e-07 1.072669358424884e-06 -7.577431343964857e-07 -5.713643771183547e-07 -4.0538830085948484e-07 -8.178582062904214e-07 5.211951388430279e-07 -1.1735835899092235e-06 5.430417585761835e-07 1.3396228748407969e-08 -1.0116765921627062e-07 7.0118582673149e-07 -1.0288030403752287e-07 1.96074509665562e-07 -1.5059312317133896e-07 -1.1052616503451685e-06 -8.101214275507548e-07 -7.316657995274792e-06 -3.835567857560342e-06 2.1142616645511424e-06 1.1787454946757793e-05 -6.167836374906947e-06
PC6 2.1830022009655816e-06 7.556428524123026e-08 -5.349331903418144e-07 2.372778490680946e-08 -4.378492730266711e-07 4.071402895084221e-07 1.5700041408162556e-05 -2.7918788445130477e-08 2.755083010674615e-07 2.001425729873444e-07 1.0577232036912303e-07 -3.725321392804518e-07 -4.409320510647829e-08 -1.2396312273877992e-07 -1.9982985076508367e-07 -1.2089740574993347e-07 -9.587568769181004e-08 2.8741048650180817e-07 -4.0364903907383565e-07 -2.1633628892197085e-07 -5.594135154502458e-07 1.8704158517283413e-06 -1.3371185285028737e-06 -2.6482520888437494e-06 2.6410278988475352e-06 -4.895009508657512e-07 2.1117952510260917e-06 -1.1957369728352854e-06
PC7 2.5525650043033856e-06 9.68033229870361e-08 -2.8381276728782193e-07 4.786877588675961e-07 2.2521177127340395e-07 1.0726693584248837e-06 -2.791878844513074e-08 1.345702745548627e-05 8.89891234881283e-07 -2.441263362445077e-07 -1.2955687202752567e-07 1.2430310540676176e-06 3.3436926836361784e-07 2.4896051793508276e-07 -3.177870657572696e-07 -5.884456104380541e-07 7.086613175182184e-08 -4.5759475273436744e-07 1.4753138233084398e-07 6.284261161824321e-08 -4.808750104415911e-07 3.7273019546839916e-07 3.68944192807359e-06 -5.590878873557972e-06 -1.1855816428410347e-05 -8.839587046057652e-07 1.833230156269838e-05 -4.604681380478841e-06
PC8 -3.833225156044339e-07 9.904724058291392e-08 1.0949966488648312e-06 -2.671434533241102e-07 -1.227334297090461e-06 -7.577431343964857e-07 2.7550830106746177e-07 8.898912348812835e-07 1.489113588236769e-05 3.156733220653125e-07 3.461325694644283e-07 -8.425809374331299e-07 4.2996588867903714e-07 -1.1215334908819105e-07 -5.236890276365893e-07 -4.210413549892228e-07 3.9210306552541694e-07 1.1097879043693588e-07 -8.195404937272214e-07 -2.6254418327419325e-07 1.129910056370472e-07 2.0777698574973202e-06 -3.5081954591506116e-06 5.365467056976571e-07 1.929782571261995e-06 3.2846230628765667e-06 -4.471911161030775e-06 9.087397338133893e-06
PC9 2.392021768053816e-06 -5.156912639323535e-08 -3.7863947732957784e-07 -9.555473847936906e-07 4.2074941369556513e-07 -5.713643771183547e-07 2.0014257298734446e-07 -2.441263362445078e-07 3.156733220653123e-07 1.2827779254012267e-05 -2.1495785821427107e-07 -3.766134140425025e-08 -4.2587022127322387e-07 8.547452403846585e-08 -8.336553680363501e-07 4.516203482700901e-07 3.97611462089214e-07 4.748492149535144e-07 -5.608679013202952e-07 -2.9159033586119013e-07 -7.32016697968383e-07 -6.653827403139508e-07 2.2329802059278493e-06 3.3932836536186424e-06 -3.87534397882881e-06 -1.7622516675409705e-06 -7.143362623728699e-06 -3.200038105305973e-06
