 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0007678636422660459 1.8827851012942991e-06 -1.6999271576648636e-07 1.0169634297539929e-07 2.0239991806930754e-06 -1.170284215198751e-06 1.2398605261181816e-06 2.287609287564289e-06 1.5026945782857439e-06 1.3671409927124932e-06 1.1998963863586214e-07 3.6858542418912913e-06 -3.938053270016265e-06 1.7593452255476912e-06 -1.6673368468019222e-06 -2.4108536027973702e-06 -2.2492030509884034e-06 -1.5691155773314152e-06 -6.311121533370668e-07 3.889281909839183e-06 4.307940782072563e-07 2.5991429990571515e-06 -9.628618674779139e-05 -0.00016096682098205788 8.227121725229241e-05 5.9782399693578607e-05 9.746765492749926e-05 0.00016460294035897167
PC1 1.8827851012942987e-06 2.860019958971379e-06 -2.0698601424936088e-06 -1.6984509228782426e-08 -6.600186409714487e-08 -5.336708307372051e-07 6.720602511817158e-09 2.3022188488045455e-07 7.440343278645291e-08 -3.9064312009081204e-08 9.112699949670784e-08 -1.1344835239248601e-07 6.212598834814289e-07 -5.726684819200403e-08 -4.264697681125737e-07 -7.293117779426602e-07 -5.599606449692653e-07 1.466783511521643e-07 -1.2296008455750697e-07 1.752474822264582e-07 -6.028278820533107e-08 1.0825555015210232e-06 -2.1995773628728276e-06 6.786849650447763e-06 1.160148439778834e-05 9.776763824292523e-06 6.609448634540141e-06 -3.2588971062998002e-06
PC2 -1.6999271576648247e-07 -2.069860142493609e-06 5.115439574305822e-05 9.334232579394247e-07 1.4175394067757748e-06 -5.817814100948749e-07 -3.538694279647e-08 -2.810800844084081e-07 1.1646083634534822e-06 -4.1092490300240205e-07 5.613130479698934e-07 -5.71695800740455e-07 -7.63806411137455e-07 6.058031291499199e-07 -8.431548140954455e-07 4.08701890862317e-07 3.892593322278136e-08 8.90731052067775e-07 4.4226829022414783e-07 -4.479835657257987e-07 -3.444731798841812e-07 -3.996886175268182e-06 2.474707027005771e-06 1.877706874207488e-05 1.4296416111246064e-05 -2.6980881576881034e-05 -1.7793501116589694e-06 -2.522362367540578e-05
PC3 1.0169634297540147e-07 -1.6984509228782787e-08 9.33423257939424e-07 5.2123099144949106e-06 1.0598318886117599e-07 1.0234116275935286e-06 -3.1100254152176505e-08 4.6345927382521105e-07 -2.826328350847423e-07 -9.254413377764427e-07 1.0490639284451879e-07 3.155825139933275e-07 4.010912591194173e-09 -5.885561677944356e-07 9.224294787709328e-08 -6.509618339026067e-08 1.9346076982900178e-07 -3.5823355350713665e-07 -4.775359944125442e-07 3.438402588964474e-07 1.2135984553016156e-07 3.964969755111954e-07 2.636858110924559e-06 -1.5569254953938378e-06 -9.809757252283847e-06 1.4656378507961637e-05 4.400857716708298e-06 9.181206103467439e-06
PC4 2.0239991806930762e-06 -6.600186409714475e-08 1.4175394067757748e-06 1.05983188861176e-07 9.293898460901501e-06 1.6109264504512531e-06 -3.88773442524944e-07 1.5897225667732373e-07 -1.2541390222602558e-06 4.769145567182661e-07 2.470341962338822e-07 1.7873399717036904e-07 -9.85027703422871e-07 -4.497342676648785e-07 -1.2673329175776486e-07 -9.75672517898102e-08 2.1822763725482528e-08 9.680269318861524e-09 -4.207122795885404e-07 -2.2719381285865513e-07 1.556125615817372e-07 -1.5582530222201225e-06 6.486742048148286e-07 2.915158917991473e-06 2.7301653817504778e-06 -1.71750496546211e-06 2.5337051238308436e-06 -9.006673599663013e-06
PC5 -1.1702842151987468e-06 -5.336708307372053e-07 -5.817814100948745e-07 1.0234116275935284e-06 1.6109264504512533e-06 1.7231333397618115e-05 4.2810962014898816e-07 1.121996695529815e-06 -7.361411534023983e-07 -3.938382425544341e-07 -1.7492942268120117e-07 -1.162295021787307e-06 6.195761315678056e-07 -1.1241243384651036e-06 6.545508545792504e-07 -1.6110869595084782e-07 -1.4523980218918366e-07 7.311795373647138e-07 -3.43865365760257e-07 2.7488102397036877e-07 2.2398629931322898e-08 -2.0140502372246087e-06 3.1446363003124932e-06 -4.961736858544994e-06 -6.050318882719985e-06 -8.041861890355198e-06 -1.4196845436881943e-05 2.0642807368917313e-05
PC6 1.2398605261181814e-06 6.720602511817191e-09 -3.5386942796469335e-08 -3.1100254152176744e-08 -3.887734425249439e-07 4.281096201489882e-07 1.6092569258363837e-05 -4.897348911496605e-08 4.480776505848658e-07 1.9679185823495304e-07 7.986263333353701e-08 -4.805276857729668e-07 2.6749531730237963e-07 -4.0067487264356403e-07 -2.262929337078123e-07 4.514220665737348e-08 -9.895113983228531e-08 3.026269616874271e-07 -4.379757378609963e-07 -2.1434964451630493e-07 -5.394948357711611e-07 6.462905559834633e-07 8.479487479594944e-06 -8.559172237856101e-07 -1.042707835148342e-05 -5.117311270690237e-06 1.227276510936364e-06 -2.9870357994616316e-06
PC7 2.2876092875642894e-06 2.3022188488045468e-07 -2.8108008440840796e-07 4.6345927382521137e-07 1.589722566773239e-07 1.1219966955298144e-06 -4.8973489114966265e-08 1.3459000039980893e-05 7.837088944705336e-07 -2.5707448699325347e-07 -2.3155101721402187e-07 1.2150576317449961e-06 1.9020914019101015e-07 4.896321847284044e-07 -7.644760998496215e-08 -4.0654535668743583e-07 -2.868686703426944e-07 -1.2403027984097607e-07 1.1077172686909095e-07 5.3881448704859885e-08 -2.545829797393668e-07 -3.4192109605065246e-06 -7.848902557904057e-06 -1.6925527741815087e-06 1.0196725261895848e-06 1.415677451488419e-05 -3.3509244633176775e-06 1.6132000188648465e-05
PC8 1.5026945782857428e-06 7.440343278645289e-08 1.1646083634534817e-06 -2.8263283508474257e-07 -1.2541390222602554e-06 -7.36141153402398e-07 4.480776505848658e-07 7.837088944705337e-07 1.432156538783775e-05 4.1564639550033505e-07 2.7388664061952456e-08 -7.971084537548214e-07 1.4894489886147882e-07 6.881091454227227e-08 -1.0789337939460878e-07 -5.469500108154751e-07 -9.890715174778628e-10 1.4413066997171834e-07 -5.300585357962485e-07 -3.763119245620477e-07 3.6398464197074826e-07 -5.977796732883373e-07 3.5866904327497914e-06 -1.4092930504057984e-06 2.140419707871766e-06 -1.8234014062743635e-06 -1.3697822158697203e-06 -1.4140442662599094e-07
PC9 1.3671409927124922e-06 -3.9064312009081317e-08 -4.109249030024014e-07 -9.254413377764429e-07 4.769145567182661e-07 -3.938382425544344e-07 1.9679185823495288e-07 -2.570744869932536e-07 4.1564639550033484e-07 1.27427522729349e-05 -3.8837767729752443e-07 8.518954794857877e-08 -5.385715386506938e-07 -5.971245625893824e-08 -8.804317443047073e-07 3.1892629126840246e-07 6.439792001321264e-07 6.577694330050729e-07 -3.376423169407263e-07 -1.309430399446687e-07 -5.929297153217892e-07 -2.159584295375326e-06 3.7173163535364106e-06 3.4654517936519126e-06 6.277986256347493e-06 -3.8771849605497565e-09 -8.578713592292095e-06 6.73945773301354e-06
