 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.0002880282584801377 3.759656586459711e-07 -2.1880378314064604e-06 -3.5157596668063434e-07 -7.795143162789529e-09 -3.4156147492604603e-07 -4.692574231080495e-07 7.446633293456553e-07 -4.1281662442524677e-10 8.173361469271676e-07 -1.4815658079229427e-07 -4.653391952517908e-07 4.3112724935232796e-08 1.8020303818802397e-07 8.279371726547353e-08 -4.372285565224699e-07 -1.2420100699920944e-07 2.224113067710962e-07 -7.734319243680106e-08 6.122708639420546e-07 3.702805969308817e-07 5.029162810402521e-06
PC1 3.759656586459712e-07 9.409449991199303e-07 -6.349281099119589e-07 7.158434124600081e-08 -7.37294482157041e-08 -4.9655512624506514e-08 -1.7986225733954782e-08 5.169360728389241e-08 1.0018611445180613e-07 -2.6052835753718427e-08 3.920981016395517e-08 -4.315648870145758e-08 2.2150353877071818e-07 1.2233566793417113e-08 -1.0249505280434662e-07 -1.7684248187800353e-07 -1.4375570336183044e-07 1.138001050096174e-08 5.4215536545973124e-08 2.634254184849423e-08 1.56791265659388e-08 2.5513900555826484e-06
PC2 -2.1880378314064625e-06 -6.34928109911959e-07 1.7631102350909816e-05 1.956566595985056e-07 5.543985095889498e-07 -2.4122408451908644e-07 -6.131729962925806e-08 3.6248691735414075e-08 9.813594098798708e-08 8.118753926735063e-08 -1.5565850131488276e-09 9.349253554546585e-08 -1.019913349924798e-07 1.4107742240181625e-08 -1.489635718476734e-07 1.05040806537643e-07 -1.699422761796677e-07 1.4407287286664749e-07 -2.5654205552118106e-08 9.381532536747344e-09 3.035156136201775e-09 6.833768740091915e-08
PC3 -3.515759666806344e-07 7.158434124600083e-08 1.956566595985056e-07 1.939550859468159e-06 1.1356797792749226e-08 2.4386604302676997e-07 4.274262624289867e-09 5.194620827352294e-08 -6.979268857998339e-08 -3.124789205527512e-07 4.143443950372438e-08 1.2597393444374125e-07 7.061783438592291e-08 -1.5807519699099757e-07 8.504062114839719e-09 -1.5460473542461415e-08 1.5891828169832498e-09 -9.99195770003453e-08 -1.3137709471784035e-07 9.814146742250566e-08 3.3332985218540916e-08 1.2551231179135728e-06
PC4 -7.795143162789754e-09 -7.37294482157041e-08 5.543985095889497e-07 1.1356797792749218e-08 3.245630160424205e-06 4.0657217978772824e-07 -2.128025950963922e-07 -2.6659681449980734e-08 -3.294146043006212e-07 2.4765450834339093e-07 9.182984300101866e-08 9.058388277258528e-08 -2.042105943047628e-07 5.2705270853411e-08 -8.239949424024104e-08 -1.3348676502581699e-08 5.23331504509747e-08 -6.863960899829156e-09 -6.222031684210088e-08 -7.338436200724612e-08 -2.749591745244998e-08 -6.826716274557402e-07
PC5 -3.4156147492604576e-07 -4.9655512624506455e-08 -2.412240845190867e-07 2.4386604302676997e-07 4.0657217978772813e-07 5.249119256173282e-06 2.553334869366846e-08 4.529575883872043e-07 6.681205035191477e-08 -4.569808061751638e-08 -6.805197199222499e-08 -2.946042575911829e-07 1.7289752191192996e-07 -2.1114319745879426e-07 3.8601628477799345e-08 5.912741603353704e-08 -5.83213105870612e-08 2.1926101673357135e-07 -9.537197957629883e-08 7.444955972473988e-08 8.682593467186334e-08 -8.015186821965402e-07
PC6 -4.692574231080488e-07 -1.7986225733954805e-08 -6.131729962925779e-08 4.274262624289975e-09 -2.1280259509639215e-07 2.5533348693668407e-08 6.01588047464595e-06 1.987736150583254e-09 8.38981457846866e-09 6.493024784797246e-08 8.428568623874079e-09 -1.4086186316449876e-07 2.097886404633775e-08 -1.613187594421377e-07 -1.7642400838439313e-08 -1.886260062674813e-08 -2.7561778102576832e-08 2.496177646253197e-07 -7.061451247249747e-08 -2.904624886616266e-08 -1.0037031672352939e-07 -5.251806168564031e-07
PC7 7.446633293456551e-07 5.169360728389242e-08 3.62486917354141e-08 5.1946208273522914e-08 -2.6659681449980714e-08 4.5295758838720453e-07 1.9877361505832426e-09 5.016779671022355e-06 2.1580452713427357e-07 -7.878759752680891e-08 -3.353506638819944e-08 3.311193236715287e-07 7.830961766028028e-08 2.6897614369371676e-07 -1.780123034710144e-08 -1.572456285692848e-07 -8.468178557692526e-08 -2.1413435120169723e-08 6.057253043761307e-08 -3.685794190022859e-08 -1.0193652102964592e-07 1.811418119174866e-07
PC8 -4.1281662442533016e-10 1.0018611445180621e-07 9.813594098798686e-08 -6.979268857998343e-08 -3.294146043006213e-07 6.68120503519146e-08 8.38981457846864e-09 2.1580452713427349e-07 5.053140177301335e-06 2.9534191999993296e-09 1.1155003153254045e-07 -2.1910459395362273e-07 1.1161725798963878e-07 -6.48490214504417e-08 6.308006975517157e-08 -7.425546371881661e-08 3.1766349726565285e-08 6.328777588396777e-08 -3.2300952871330415e-08 -5.961295280608081e-08 8.716033878432786e-08 4.4866364331723695e-08
PC9 8.17336146927168e-07 -2.6052835753718374e-08 8.118753926735062e-08 -3.1247892055275105e-07 2.47654508343391e-07 -4.569808061751644e-08 6.493024784797247e-08 -7.878759752680896e-08 2.95341919999929e-09 4.783209426542919e-06 -3.484785085301317e-08 -1.3574760192426754e-07 -4.472308839912327e-08 -1.2629734196499984e-07 -4.664132956120002e-08 3.287566531768563e-08 1.2368210077591143e-07 1.2429097950248256e-07 -1.753194944877412e-07 -7.967361078911677e-08 -7.20547597236881e-08 1.9252878019443224e-07
