 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0008042666401954694 2.193804866801715e-06 1.0122570769671687e-06 7.724192699776657e-08 2.856066854575254e-06 -1.179177180418381e-06 5.664364164595011e-07 2.07984616672976e-06 9.205216379402366e-07 1.073642750261911e-06 -4.008503809530259e-08 1.969154858796445e-06 -3.1858026957435223e-06 1.3103574314358108e-06 -7.926634946042699e-07 -1.681411521750512e-06 -1.5396576322786454e-06 -9.473944240898889e-07 -1.4944346851909062e-07 2.997940333815349e-06 4.6618598389328175e-07 4.4425854519610814e-07 -9.887296510178084e-05 -0.00015329574292751314 8.625045186641112e-05 6.602064288076792e-05 9.752167897873568e-05 0.00016789177034335053
PC1 2.1938048668017147e-06 2.881506134086895e-06 -1.6107213959537556e-06 1.7879031952787093e-08 -1.3388625172877975e-08 -4.427468515094227e-07 4.18374986335082e-09 1.7899176463159007e-07 5.7941656722685804e-08 -5.530088250926529e-08 7.380716124541593e-08 -9.998459839850089e-08 4.858736719778865e-07 -5.4589693448736005e-08 -3.3288589814564933e-07 -5.345483658445111e-07 -3.9704085143749355e-07 8.401066456035518e-08 -1.1091765764952255e-07 1.5125365610430065e-07 -4.556765785204904e-08 1.0664681712094553e-06 -1.9239317085811855e-06 6.891960964983384e-06 1.172878466303625e-05 9.112641013385496e-06 6.606458751531521e-06 -2.9734969626725397e-06
PC2 1.012257076967163e-06 -1.6107213959537554e-06 3.88634633968112e-05 6.813474529694637e-07 1.0135597935000822e-06 -5.657399383115057e-07 -1.0658126843173182e-07 5.117261408626361e-08 7.83316754616584e-07 -2.647808989412889e-07 4.0780904968082744e-07 -3.976222380512797e-07 -4.850778242955052e-07 4.804304338636366e-07 -6.444095010562596e-07 3.527535891318139e-07 8.284994668896526e-08 7.444972288772056e-07 4.5436584439813055e-07 -2.0972321418487848e-07 -1.6243080346639374e-07 -2.637948521681398e-06 2.100375966871949e-06 1.2329285042653895e-05 7.6133713397893595e-06 -1.8548729735919413e-05 -9.232450744483992e-07 -1.8087072704586443e-05
PC3 7.724192699776812e-08 1.7879031952787122e-08 6.813474529694629e-07 5.087862436907537e-06 4.637262113590453e-08 7.690464576517709e-07 -4.714095127179891e-08 3.633065687944275e-07 -2.547059353111297e-07 -7.104923095115725e-07 5.43628541058161e-08 2.3655948481439606e-07 -5.404171491912747e-09 -4.2928114515144474e-07 1.0371997626872227e-07 -5.97187722970121e-08 1.3439213388248438e-07 -2.219768530202212e-07 -3.4681864610931086e-07 2.07317727513717e-07 1.0268214702566607e-07 5.147397668703917e-07 1.8119369654423809e-06 -1.5436607118668817e-06 -7.930549290401733e-06 1.4295600141170872e-05 6.229923773654098e-06 7.529317106904763e-06
PC4 2.856066854575251e-06 -1.338862517287801e-08 1.0135597935000824e-06 4.637262113590449e-08 8.563168485808378e-06 1.052342278884863e-06 -3.4101470863757757e-07 1.0407373260537626e-07 -8.835465188290186e-07 3.6072919610771826e-07 2.276654306779019e-07 1.0030680284164145e-07 -8.352835155102265e-07 -3.4183611254088525e-07 -1.6775034363369747e-08 -2.4643114317595008e-08 -6.665630664405115e-08 -7.080912128130906e-08 -2.2957957365485926e-07 -1.6519891301036742e-07 1.2879778176682677e-07 -1.7007625512564313e-06 1.1239444414743345e-06 2.3568153030416975e-06 4.130185091850749e-06 -3.425934130472478e-06 3.3487370939095584e-06 -8.49842386653158e-06
PC5 -1.1791771804183844e-06 -4.427468515094224e-07 -5.657399383115062e-07 7.690464576517704e-07 1.0523422788848624e-06 1.386233817403903e-05 3.3970167410015846e-07 6.977834504133308e-07 -3.453502543019121e-07 -2.746421400114835e-07 5.8541182980954244e-09 -6.66455802010059e-07 4.765879618317595e-07 -7.19518247689118e-07 4.007866508975754e-07 -1.4238525628500072e-07 -6.690084722026024e-08 4.913938616348068e-07 -2.0724040163542481e-07 1.0655458331003112e-07 -5.408673286208227e-08 -1.8881360065583607e-06 3.585348781191726e-06 -4.204339543582587e-06 -5.10832842448158e-06 -7.666801372604932e-06 -1.195643173806698e-05 1.7553861712345135e-05
PC6 5.664364164595008e-07 4.18374986335072e-09 -1.065812684317313e-07 -4.714095127179917e-08 -3.410147086375777e-07 3.39701674100158e-07 1.2654705444970727e-05 -8.155459967210574e-10 3.4801580567291595e-07 9.228478749989419e-08 8.21450270920593e-08 -4.005643754307867e-07 2.630602823393513e-07 -2.889937371236901e-07 -1.7952439425236885e-07 7.821785680223222e-08 -4.708655615717652e-08 2.49084872481229e-07 -3.281281613875467e-07 -1.107695460129564e-07 -4.384036212864877e-07 5.663066504041235e-07 6.035619454454228e-06 -1.4942942023571913e-07 -8.852761469092429e-06 -2.689539948828254e-06 -2.631940570585275e-07 -1.7248843436691262e-06
PC7 2.0798461667297574e-06 1.7899176463158986e-07 5.117261408626403e-08 3.6330656879442763e-07 1.0407373260537638e-07 6.977834504133309e-07 -8.155459967211189e-10 1.0627902171605522e-05 4.6598857816285366e-07 -2.0129263720746156e-07 -2.3955355401470224e-07 7.518373763545477e-07 8.817443046871768e-08 2.8484617654396637e-07 3.8153236649345774e-08 -2.577912044119162e-07 -1.2385524124407518e-07 -1.88909700143603e-08 1.0877696752754823e-07 -1.485145559635686e-08 -1.5333984341183018e-07 -1.9491154701407296e-06 -6.892524781542526e-06 -1.2584695410719828e-06 1.2913327439686545e-06 1.1885005362131036e-05 -2.901966923567053e-06 1.2538772250589584e-05
PC8 9.205216379402373e-07 5.794165672268579e-08 7.83316754616584e-07 -2.5470593531112956e-07 -8.835465188290187e-07 -3.453502543019119e-07 3.480158056729161e-07 4.659885781628534e-07 1.1200184235567733e-05 2.633744242941201e-07 -6.06416918733766e-08 -5.624292467450866e-07 2.41296289933729e-07 3.2552892245806644e-08 -1.016281688143611e-07 -3.8740692316163533e-07 4.36296348675153e-08 7.245362680076804e-08 -3.653799053259739e-07 -2.716826540054272e-07 1.7796183164162548e-07 -2.206075613020836e-07 2.028538416589044e-06 -1.330992487763537e-06 1.5796045044899305e-06 -1.3276980944757815e-06 -1.2724143030011837e-06 -2.3793795406624405e-07
PC9 1.0736427502619107e-06 -5.5300882509265115e-08 -2.647808989412888e-07 -7.10492309511572e-07 3.607291961077181e-07 -2.7464214001148377e-07 9.228478749989406e-08 -2.012926372074613e-07 2.633744242941197e-07 1.0121966233003769e-05 -2.8981458226018467e-07 7.940023310045618e-08 -3.6340066904801547e-07 -5.9237286938440867e-08 -5.723202211334915e-07 2.3642610203287756e-07 5.10696582157027e-07 4.909852043362025e-07 -3.8321874968385547e-07 -1.0570734187746981e-07 -3.9811778730786073e-07 -2.0373035971386506e-06 3.3600160982367603e-06 3.101310933224425e-06 4.455079071955034e-06 -1.7364460385261567e-07 -7.892368175259423e-06 5.11496889978619e-06
PC10 -4.008503809530213e-08 7.380716124541591e-08 4.078090496808283e-07 5.4362854105816135e-08 2.276654306779018e-07 5.854118298095706e-09 8.214502709205944e-08 -2.395535540147022e-07 -6.064169187337666e-08 -2.898145822601845e-07 1.0063929678768334e-05 -3.165983332797068e-07 2.4783756361699057e-08 -2.548427726614538e-07 6.535238892435862e-08 1.9293298217453613e-07 -1.0913814281116005e-07 -2.2669708816025756e-07 1.5305709031534986e-07 4.053665691022805e-07 -2.3574443716160094e-07 3.795475320773144e-07 2.122859121804893e-06 3.1120998289208553e-06 3.7887292071035832e-06 -9.757951276765555e-06 -2.2985721825783537e-06 -9.039781531403167e-07
PC11 1.9691548587964452e-06 -9.998459839850084e-08 -3.9762223805128006e-07 2.3655948481439592e-07 1.0030680284164137e-07 -6.664558020100585e-07 -4.005643754307868e-07 7.518373763545482e-07 -5.624292467450865e-07 7.940023310045606e-08 -3.1659833327970707e-07 9.91146879248547e-06 -2.0167870306576821e-07 4.205685543710622e-08 -2.448357438139221e-07 2.2971769761428545e-07 2.5111290230504846e-07 2.6423972175204157e-07 6.733389037180005e-08 3.420876497122893e-07 3.297651111818645e-07 -2.628544159375171e-07 1.4748137222337394e-07 -3.5786829608733606e-06 2.4654390073024953e-08 -1.0489043109166756e-06 1.948020684866957e-06 1.7231582958527228e-06
PC12 -3.18580269574352e-06 4.858736719778866e-07 -4.850778242955054e-07 -5.404171491912727e-09 -8.352835155102271e-07 4.7658796183175917e-07 2.630602823393517e-07 8.817443046871757e-08 2.412962899337289e-07 -3.634006690480158e-07 2.4783756361699086e-08 -2.0167870306576874e-07 8.801749662136786e-06 6.845799900904099e-08 -1.1092545522169149e-07 -5.0493509116995e-07 -1.3407163728508386e-07 2.33381160836394e-08 -1.902744939138286e-07 1.632367209098621e-07 -2.0411208277217845e-07 9.61008835976068e-07 2.7098846056566416e-06 4.723202103587648e-06 -5.476056607529478e-06 -1.6709850563804078e-06 -1.0164894804466718e-05 1.5341953676641453e-06
PC13 1.310357431435811e-06 -5.458969344873606e-08 4.804304338636369e-07 -4.2928114515144453e-07 -3.418361125408849e-07 -7.195182476891178e-07 -2.8899373712368994e-07 2.848461765439663e-07 3.255289224580639e-08 -5.9237286938440906e-08 -2.548427726614538e-07 4.20568554371059e-08 6.845799900904122e-08 8.984976847922907e-06 -5.592517402293039e-07 8.061976052174585e-07 3.9372744422679525e-07 6.070724493789597e-08 -4.996984855465854e-08 -9.720661841792493e-08 8.024975664660825e-08 9.944345057177662e-08 -5.515884334595428e-07 -6.137691218751515e-07 3.7591689130443813e-06 3.4610055616985457e-06 8.84653224575868e-06 -6.569403921695162e-06
