 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband
intercept 0.00029374002460066804 5.581569945465379e-07 -2.013918925638354e-06 -4.992943169998677e-07 2.1630854555555964e-07 -2.77090106789908e-07 -4.500478325695951e-07 8.206889892978992e-07 7.294213373293519e-08 8.005743363510259e-07 -1.274999567983913e-07 -1.7060986993562245e-07 4.910565530655203e-08 3.400857310137546e-08 1.8744040149183973e-07 -4.98437045010022e-07 -1.2550731070508034e-07 3.3520445958791404e-07 -1.4269554338109315e-07 5.90431980601659e-07 3.190421726054159e-07 3.413243133377313e-06
PC1 5.58156994546538e-07 9.59992706526812e-07 -6.139100184404263e-07 7.369388943480007e-08 -6.387205984530621e-08 -5.7328338799621705e-08 -8.025435117749607e-09 4.6970245662538496e-08 9.943522086885918e-08 -2.8380226873223606e-08 4.3619665833023166e-08 -4.2397594021055594e-08 2.186547817989792e-07 1.1669105448698585e-09 -9.895755979270843e-08 -1.819791484498467e-07 -1.552149186575837e-07 1.7851378743070387e-08 4.957101145933814e-08 2.6536755318915713e-08 1.912184356596247e-08 2.5721006515221817e-06
PC2 -2.0139189256383548e-06 -6.139100184404261e-07 1.7376513858184855e-05 1.9167596307313036e-07 5.623991822242028e-07 -2.1708837561385058e-07 -3.055862362850775e-08 3.5667940851233766e-09 1.2242448800461327e-07 1.0567602862651267e-07 8.724877728523525e-09 4.830220276762956e-08 -8.244002673118627e-08 6.738725880340955e-08 -2.1304123888712153e-07 1.2313953788991996e-07 -1.4892965674996474e-07 1.324822474083153e-07 -2.3801751111285452e-08 7.55208756281094e-09 -1.3979995270050685e-08 6.269514258294654e-08
PC3 -4.992943169998679e-07 7.369388943480008e-08 1.9167596307313026e-07 1.957768073316915e-06 9.618923164985278e-09 2.7393407555547243e-07 2.4380920754749984e-08 5.917430703498769e-08 -5.8785457299362656e-08 -3.140853006820484e-07 2.9379270052936778e-08 1.206960664123945e-07 6.947339986102548e-08 -1.6086567888344023e-07 1.0357085033727171e-09 -2.1282316787262153e-08 9.405252156863444e-09 -1.061461810959698e-07 -1.3469790441244486e-07 1.1296473897760723e-07 4.0559033044643513e-08 1.363957600119908e-06
PC4 2.163085455555594e-07 -6.387205984530617e-08 5.62399182224203e-07 9.61892316498529e-09 3.306375295439255e-06 4.065828781061587e-07 -2.0789742722844752e-07 -1.5682028332072305e-08 -3.2545693909934184e-07 2.1976555401121861e-07 9.754219017047433e-08 8.721498707068738e-08 -2.139078945562005e-07 1.685222054682082e-08 -6.90632378295187e-08 -3.34292082427486e-08 4.49741894145386e-08 2.737261525739023e-09 -7.768175993841002e-08 -6.338605833227896e-08 -2.9610898163443948e-08 -6.075940936273026e-07
PC5 -2.770901067899075e-07 -5.732833879962172e-08 -2.1708837561385044e-07 2.739340755554724e-07 4.0658287810615863e-07 5.3077780833040345e-06 3.5205512377781255e-08 4.4522499720513913e-07 1.758667111978582e-08 -6.887576355483452e-08 -7.97071253502092e-08 -2.8168382881008503e-07 1.6148851227412662e-07 -2.2583137274857757e-07 4.3194560952577285e-08 5.933493401908438e-08 -3.1618425064389994e-08 2.1965900641901758e-07 -1.0104299999177596e-07 7.370247061983418e-08 6.939288789729947e-08 -7.89442244345783e-07
PC6 -4.500478325695955e-07 -8.025435117749657e-09 -3.0558623628507875e-08 2.4380920754749948e-08 -2.078974272284475e-07 3.520551237778126e-08 5.945266061761121e-06 -1.167553269424645e-08 6.658466626465448e-09 4.6425153013813506e-08 6.166480418082458e-09 -1.428402548571238e-07 1.0081983343629655e-08 -1.4048167793222773e-07 -2.6808307932678966e-08 -2.571542083859434e-09 -1.8858121725257192e-08 2.2681825077758222e-07 -4.680632676589997e-08 -1.7910602479350043e-08 -1.0209751447602985e-07 -2.9358029805422835e-07
PC7 8.206889892978987e-07 4.697024566253854e-08 3.5667940851232736e-09 5.91743070349877e-08 -1.5682028332072322e-08 4.452249972051391e-07 -1.167553269424648e-08 4.988376509755843e-06 1.9792925053438854e-07 -9.764473047391679e-08 -3.829420221452309e-08 3.087546009169106e-07 6.567974862317104e-08 2.4350853573013766e-07 -6.4567303984416095e-09 -1.4775231837943998e-07 -8.684617985038976e-08 -3.726114575439742e-08 6.516137005185273e-08 -2.7957141180387368e-08 -1.11225773846134e-07 2.3515824867888025e-07
PC8 7.294213373293553e-08 9.943522086885915e-08 1.2242448800461316e-07 -5.878545729936269e-08 -3.25456939099342e-07 1.758667111978562e-08 6.658466626465459e-09 1.979292505343885e-07 5.0209498614700686e-06 9.939240098368374e-09 1.1110347295392671e-07 -2.0395468025139594e-07 1.0853475378894773e-07 -6.123097501561118e-08 4.165499991390371e-08 -8.783810505973237e-08 4.909982052178737e-08 6.200622827246871e-08 -3.7858487212770984e-08 -5.28639245210819e-08 8.707791688392256e-08 2.9264155719031876e-08
PC9 8.00574336351026e-07 -2.8380226873223602e-08 1.056760286265127e-07 -3.140853006820485e-07 2.1976555401121861e-07 -6.887576355483457e-08 4.6425153013813486e-08 -9.764473047391673e-08 9.939240098368395e-09 4.706050097115865e-06 -2.6408475903510775e-08 -1.3047946201989177e-07 -2.5242662463011017e-08 -1.0989915568085446e-07 -3.731286779963993e-08 4.7949935324995324e-08 1.1298128935594421e-07 1.2419210114224383e-07 -1.6612740518283656e-07 -7.010792669317003e-08 -7.926916688281618e-08 2.0786978455924229e-07
PC10 -1.2749995679839104e-07 4.3619665833023186e-08 8.724877728523695e-09 2.937927005293686e-08 9.754219017047442e-08 -7.970712535020906e-08 6.1664804180824094e-09 -3.8294202214523115e-08 1.1110347295392675e-07 -2.6408475903510735e-08 4.351915786045829e-06 -1.7884313864375865e-07 1.1121509181232276e-07 -1.7936485939214717e-07 -1.0312159864332311e-07 -8.16425207056337e-08 -1.512800994544584e-07 2.3960392607647662e-08 1.4975354791704877e-07 1.3741629710680867e-07 3.633825990687587e-08 1.4690082228901967e-07
PC11 -1.7060986993562308e-07 -4.239759402105562e-08 4.8302202767629666e-08 1.2069606641239444e-07 8.721498707068738e-08 -2.8168382881008525e-07 -1.4284025485712383e-07 3.0875460091691043e-07 -2.0395468025139605e-07 -1.304794620198918e-07 -1.7884313864375863e-07 4.311061525911553e-06 -7.103414030612383e-08 -4.287831114639308e-08 -8.92131270617368e-08 8.728168370587143e-08 8.62166180941527e-09 1.5799337715800457e-07 -2.407259753603906e-08 7.609624598010448e-08 1.4993241938503096e-07 -2.074007191669009e-08
PC12 4.910565530655185e-08 2.1865478179897928e-07 -8.244002673118636e-08 6.947339986102553e-08 -2.1390789455620064e-07 1.614885122741266e-07 1.0081983343629615e-08 6.567974862317106e-08 1.0853475378894784e-07 -2.5242662463011014e-08 1.1121509181232279e-07 -7.103414030612383e-08 4.180300350204965e-06 2.0284968035124884e-08 -2.595501060752179e-08 -9.84423860037809e-08 -7.635750689948564e-08 -3.951529882709153e-09 3.955681013402064e-08 -4.82898620465742e-08 -6.178532898193325e-08 -1.9499842076064808e-07
PC13 3.4008573101375355e-08 1.1669105448698554e-09 6.738725880340971e-08 -1.608656788834402e-07 1.685222054682078e-08 -2.2583137274857763e-07 -1.404816779322277e-07 2.435085357301377e-07 -6.123097501561122e-08 -1.0989915568085447e-07 -1.7936485939214712e-07 -4.287831114639306e-08 2.0284968035124844e-08 4.002907439808584e-06 -9.552328687675664e-08 1.791789491453551e-07 5.4472176544048577e-08 1.243937649263384e-08 -9.680867556986246e-08 3.75478345251589e-08 3.0066584292938795e-08 4.501970656998768e-07
