 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0006625073392264529 -2.2827237203348997e-06 8.245400809371074e-05 -3.0389106789010247e-06 3.196284945542956e-08 -0.0008244402706181278 -0.0003636203287280275 -0.0009253875469386929 0.00019451257625819604 0.0014908476141451857 -0.000967048720378042 -0.0012308200835569288 -0.0003763071692233591 -0.0011376066305385877 -0.00028365555381260705 -0.0006408968750670223 -0.0014478247719955468 -0.0007036383890120714 -0.0007451952955003021 -0.0004933436169491277 -0.0008274858029883616 -0.0003657833715778219 -0.0013789436723642217 -0.00010135034848682815 0.0015486871880772616 3.369497415642807e-06 4.121636550506867e-07 -2.247739613278713e-06
yob -2.2827237203336897e-06 1.5383021217264664e-06 1.412845919276331e-06 -1.1032921645615727e-08 1.1559623492656778e-10 8.892245396965893e-06 0.00027039920986205937 3.8334505825612254e-05 -0.00012792532728089426 -5.081089582158714e-06 -0.00011968402781537736 -1.964726650224674e-05 -2.354116542567748e-05 0.00016803947349798654 -1.9836143237362436e-05 -0.00014423266256056983 8.556439399763364e-05 -9.320929655294555e-05 5.825216055618346e-06 0.00014138389908827263 0.00011611671923874137 -4.4949999350507254e-05 -5.552040148097175e-05 0.00010967999737127908 -0.0002543348259010779 2.47396609159407e-07 -3.4441944922856636e-07 -1.5252426976831584e-07
age 8.245400809372139e-05 1.412845919275794e-06 5.1977050359908986e-05 -1.492910044160751e-06 1.281589884788431e-08 -7.091005748047852e-05 0.00013971600468381333 -0.00017919180250979705 -0.0001559722006690829 -0.00021472975898378173 -7.988108102054766e-05 -0.0001485386534472202 -0.00015395598121624275 -7.555774006995394e-05 -8.678567824747852e-05 -0.00018559291786191982 7.761694887716937e-05 -0.0003114776248137338 5.133642608475059e-05 -1.042914407808264e-05 0.00031771440091476355 -0.000393150479584238 -0.0003661602980916473 -1.2428320607647158e-06 0.00013933472121503037 1.9433844474760015e-06 -1.525942222463327e-06 -5.093934846551375e-07
age2 -3.0389106789012225e-06 -1.1032921645599061e-08 -1.4929100441607109e-06 4.5702962671499646e-08 -4.064689876778883e-10 1.7888688552912543e-06 1.1554805436119845e-06 6.129502941696851e-06 1.0949797254934646e-06 8.745264843048185e-06 -2.20229442781325e-06 5.304959559496042e-06 3.5237507611917683e-06 6.92316844571073e-06 -1.0019309955978227e-06 3.7164242064594917e-06 -1.6547775865055423e-06 8.258196362518259e-06 -1.5894325622920677e-06 1.4683969102178349e-06 -7.309912621648179e-06 1.061468363593955e-05 8.071499969716093e-06 -1.9328213704167315e-06 -5.855585636360765e-06 -4.737737529643801e-08 3.3574598301188973e-08 2.5303991416408225e-09
age3 3.1962849455431035e-08 1.155962349264206e-10 1.2815898847883766e-08 -4.0646898767788274e-10 3.723347433703777e-12 -1.65206635419198e-08 3.283681830819183e-09 -5.316701190198102e-08 -8.919188773723906e-09 -7.6382684336701e-08 1.8886821502141968e-08 -6.07642117077481e-08 -3.09699835128524e-08 -6.430622094427701e-08 2.5489351685544286e-08 -4.2178337595626e-08 1.52041780959601e-08 -7.655881174245178e-08 7.735365482030034e-09 1.7297813765591983e-09 6.287571481062066e-08 -9.225589339385528e-08 -6.695761622253466e-08 4.3166916057837095e-08 2.8522308594662423e-08 3.77728810629085e-10 -2.748208903986303e-10 1.2543361905054437e-11
PC_3 -0.0008244402706181474 8.892245396966559e-06 -7.091005748048089e-05 1.788868855291382e-06 -1.6520663541921225e-08 0.327287073749321 -0.023159613106152714 0.0017524196105954994 0.07903970232738823 -0.012854557147174643 0.03608963468308522 -0.0012737698294472775 -0.05041110757187122 -0.06039997128851938 -0.027175650869901535 0.08390730908921668 0.027270841961863135 0.08731286030808036 -0.04171913587327503 -0.16818225077747265 -0.04386293061674546 -0.02295522067764637 0.05230932629578935 -0.04466357812793053 0.16271039358976577 0.00011667668828764857 -0.0004138410329509191 -0.00033985864984018666
PC_4 -0.00036362032872783975 0.0002703992098620603 0.00013971600468390213 1.155480543609254e-06 3.283681830843578e-09 -0.023159613106152856 1.0613055026628144 -0.010498146778305274 0.16706241594643895 -0.1095249898625251 -0.00010074066865138194 -0.023887813447967508 0.033031072266873726 -0.060172476726341594 0.06952571461000068 0.12718080821868574 -0.09124637050297157 -0.060189043885670764 0.12682811304636135 -0.010443067836307563 -0.032056362167258066 0.022946117527507658 -0.060740658019197806 -0.0649768689510026 0.17880480765242326 -0.0003045726589894444 0.00018120072220861739 0.00019242772642733583
PC_5 -0.0009253875469387032 3.833450582561459e-05 -0.0001791918025097832 6.129502941696609e-06 -5.316701190197961e-08 0.0017524196105954519 -0.010498146778304927 1.3803848479226963 -0.047323682009875245 -0.153296036418979 -0.09341175289391815 0.12679415672113162 -0.01287702228362889 -0.08823406525551447 -0.02084533574671205 0.06414277521408378 -0.11677053129555547 0.004197230365367424 0.019109982657920226 -0.13785502789415868 -0.10124814974937252 -0.026733351884861624 -0.008637276712550952 -0.12374907688189561 0.18369088005215672 -8.239728647149945e-05 0.00013986251587193668 -0.00040355417335654134
PC_6 0.00019451257625808556 -0.0001279253272808944 -0.0001559722006691326 1.094979725495009e-06 -8.919188773737817e-09 0.07903970232738829 0.16706241594643906 -0.04732368200987494 1.83583007329989 0.007183205116205539 0.2321216487916081 -0.11771724337086929 0.0640817292909901 0.10985743029230143 -0.11483937843413977 -0.07105623435906037 0.21573889390154233 -0.22196288125424501 0.06004072720009827 0.1430185777383406 0.019051159677444904 -0.028033318324695612 -0.09509014476338236 0.05208641545625454 -0.15190000114843966 -0.00018299380927839663 0.00019353452116593027 -0.0001021089910558064
PC_7 0.0014908476141451887 -5.0810895821557355e-06 -0.00021472975898375514 8.745264843047587e-06 -7.63826843366965e-08 -0.01285455714717462 -0.10952498986252475 -0.15329603641897904 0.0071832051162053785 2.318033493316664 0.10124746506437594 0.2632708436505832 -0.1380590901941013 0.21392710790997563 -0.01390713489586077 0.01329078089113689 0.027786159616393566 -0.27276459572845263 -0.25221534064087797 0.256829354857382 0.10380072868314992 0.01457129754506964 0.006555976049420514 0.2110082320520263 -0.350987073246009 0.00044302248230658855 0.0004537036391517808 0.00023358503089598084
