 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 8.845500908679431e-06 1.782360415353044e-08 -2.4393198082601792e-06 -1.1017142598163032e-05 7.070780554109906e-07 4.7741361957359865e-08 -2.8183293257375166e-10 -1.450140380946489e-08 9.280141135854381e-11 2.481025566357235e-06 1.2922119334953222e-07 3.116781952975479e-06 -3.2421209113419546e-05 4.4124805403356346e-05 -5.807666876468342e-05 3.780411971294076e-05 -3.507518049406242e-05 -3.5796754887466026e-06 -6.284822331791625e-05 -4.060617335826207e-06 -1.3000108521684563e-05 -4.149096350494847e-05 1.9044808109466103e-07 -2.938830654384939e-05 -5.536263693191772e-06 4.485398060668889e-06 -3.350477859395796e-05 -4.031516921630229e-05 5.3189970460212294e-05 1.0632548524230994e-07 -2.5908497255317855e-08 -2.0690981101605137e-07
yob 1.7823604153575988e-08 8.242071343990681e-08 1.225816317993987e-07 3.500248217481866e-07 -3.826583510233488e-08 -4.2272927967201554e-10 -1.2156130398119787e-12 5.491623127567968e-10 -1.34046232229019e-12 6.268736902563251e-07 5.816481576906393e-06 4.212186371106494e-07 -5.549534661970888e-06 -1.5614817292551645e-06 -2.54250693613941e-06 1.2798303395819398e-07 -2.0868619774741656e-06 3.721564322512278e-06 -1.3379276003308848e-06 -3.5176366903899125e-06 4.966118984892015e-06 -4.361719257739924e-06 -2.186523414074803e-06 6.974239659857905e-06 2.3000097151874088e-06 1.3836648292060653e-07 -1.7715777055941615e-06 2.583362509154576e-06 -9.30576694375928e-06 -4.210323405654104e-09 -2.6464720689402156e-09 -1.4385729840296124e-08
age -2.4393198082565836e-06 1.225816318005608e-07 3.240667367304157e-05 0.00047790283285906486 -3.2041838445065886e-05 -6.521059870368858e-07 4.083658284333854e-09 6.474996857654535e-07 -4.057588021405007e-09 1.5479711913259307e-06 -1.6367923192197952e-06 -7.175780912559214e-06 -1.8514728353430736e-05 -3.3519423427431e-06 1.0744976277043554e-05 1.0312353626335004e-05 7.077113979717538e-06 1.3308987973774433e-07 9.724090656474542e-06 2.6801848322342277e-06 -1.5671476841204485e-05 -9.111604542834615e-06 -2.076184852417344e-05 -2.4978269722884787e-06 1.8327724676923374e-05 -5.67772510212757e-06 -2.3697525392069328e-05 -9.126419158112718e-06 8.548496843818456e-06 -7.520926988083538e-08 -1.7271388241946135e-09 1.4062826252558914e-07
sex -1.1017142598364162e-05 3.500248217741157e-07 0.0004779028328594517 0.012635461516508536 -0.0008206035918596662 -9.410130506899033e-06 5.78715318306506e-08 1.6242491030700897e-05 -1.0023071242601136e-07 1.122051699653922e-05 7.863512411418862e-05 -3.641552913681901e-05 -7.985748134817844e-05 -0.00017971993580639332 0.00018332866059005335 0.00020483799054551953 0.00013261449231425363 0.0001924892393998689 5.012117494080679e-05 -9.959856322951427e-05 -0.0001536482336281395 -0.00012711958640285927 5.282924019277982e-05 -0.0002470778974067933 0.0004935830526019186 0.00031423942835605474 -0.00018959839105346803 -0.0001281054161422231 -9.472901780535769e-05 -3.4942553921388127e-06 4.507023766709023e-07 4.618486663013349e-06
age_sex 7.070780554030034e-07 -3.826583510401951e-08 -3.204183844511074e-05 -0.0008206035918600845 5.5107546259761064e-05 6.468341501325649e-07 -4.054541843477741e-09 -1.1172180659940093e-06 7.021451373683362e-09 -1.5381333046504784e-06 1.3052753431214116e-07 8.331507393179286e-06 5.887296864943486e-06 1.048249296286025e-05 -1.6688585419981453e-05 -1.284070291529075e-05 -1.0913898536480352e-05 -8.948230349589509e-06 -5.996079989396759e-06 4.556006426631475e-06 9.293492590844268e-06 8.122648389394844e-06 -1.1241793176925742e-06 1.888526622092584e-05 -2.9765433342796167e-05 -2.0539812682408112e-05 1.574799340219035e-05 9.588615874302576e-06 2.585908925308823e-06 2.042738285489148e-07 -8.00161963101629e-08 -2.848845582713946e-07
age2 4.774136195752157e-08 -4.227292797021395e-10 -6.521059870371613e-07 -9.410130506896952e-06 6.468341501320473e-07 1.345098248397119e-08 -8.580554344726664e-11 -1.335126459426524e-08 8.51768316546572e-11 3.3986436068251186e-08 3.092543353005486e-07 2.429742794233264e-07 2.615632109779171e-07 7.945870228911662e-08 -3.2267974873728724e-07 -2.2485117220545525e-07 -2.615761578657187e-07 1.476034308337865e-07 -3.154937610818382e-07 -2.2084936151856014e-07 4.1129529982152135e-07 3.673574108047042e-08 4.5008158834418184e-07 2.710609575083325e-07 -2.1782786880552874e-07 1.5411103205185335e-07 4.2718399263368157e-07 2.1961471544645105e-07 -5.240534498081821e-07 6.360588978660641e-10 -2.508891848736334e-10 -2.8045991377349205e-09
age3 -2.818329325744738e-10 -1.2156130396300448e-12 4.083658284336934e-09 5.787153183066641e-08 -4.054541843476435e-09 -8.580554344729407e-11 5.560839027099739e-13 8.515581888513586e-11 -5.517973487058416e-13 -6.471550098394154e-10 -2.6413364165319416e-09 -1.9576978776864553e-09 -1.746018826612981e-09 -4.3808634485377746e-10 2.1126364682335637e-09 1.507434122080227e-09 1.999641865146498e-09 -1.3962218827489332e-09 2.2833010802666673e-09 1.9274489938679613e-09 -2.681656869267389e-09 9.226555043786824e-11 -3.3088758200879072e-09 -2.3053339934643703e-09 7.18941324535505e-10 -1.2175808465089857e-09 -2.611963551986348e-09 -1.265164440322403e-09 4.491338845063514e-09 1.277818807344149e-12 2.082067808066966e-12 1.693452477438549e-11
age2_sex -1.4501403810032222e-08 5.491623127987858e-10 6.474996857666986e-07 1.62424910307169e-05 -1.1172180659945135e-06 -1.3351264594282491e-08 8.515581888520465e-11 2.311260618606061e-08 -1.47750653709178e-10 3.420161439341411e-08 -7.618020101212569e-08 -2.5379115771677475e-07 -1.2540992655958364e-07 -2.01766731670973e-07 4.1160516440779866e-07 2.5250051818491967e-07 2.407145050252725e-07 1.2740271383020956e-07 1.872161158333606e-07 -9.042102872484868e-09 -1.7371082488865282e-07 -1.408756962327645e-07 -4.003946019503698e-08 -4.408161327733081e-07 5.681611122377114e-07 3.813640901787929e-07 -3.4319222986501565e-07 -1.9173077130697276e-07 2.00370668064936e-08 -3.692866137970848e-09 2.2228081577227165e-09 5.50004131602267e-09
age3_sex 9.280141135840476e-11 -1.3404623224559073e-12 -4.0575880214146035e-09 -1.0023071242615288e-07 7.0214513736892786e-09 8.51768316548025e-11 -5.517973487065048e-13 -1.477506537092338e-10 9.591816175695827e-13 -1.1653884813578146e-10 8.280962127593098e-10 2.0311309758434145e-09 8.18657329475925e-10 1.2624884304706952e-09 -2.9626582960134176e-09 -1.4948669379687985e-09 -1.5767140470474734e-09 -5.753071820933604e-10 -1.5941822462388067e-09 -4.3047645890534727e-10 1.0071920276135319e-09 7.673257547664394e-10 6.145006415738218e-10 3.042055965489893e-09 -3.46096252240554e-09 -2.158076122482894e-09 2.2234168675354167e-09 9.906916800378e-10 -4.669445961632196e-10 2.027180098043122e-11 -1.6128148149849168e-11 -3.331167636164205e-11
PC_3 2.481025566358755e-06 6.268736902563172e-07 1.5479711912957168e-06 1.1220516995989706e-05 -1.538133304612279e-06 3.398643606887759e-08 -6.471550098434328e-10 3.4201614392616235e-08 -1.1653884813064266e-10 0.022128300569894236 0.0006355661026856756 0.0014520340794399872 -0.00031673184135677597 -0.003757987234915259 0.001615389957048173 0.00306440175921207 -0.0034376077035694385 -0.00032643484415687766 -0.0011718467527504855 0.00041705782690731365 0.004287411916917949 0.0022339286423278598 -0.0013385442355360047 -0.007819911839537848 0.000682212512420749 -0.0004257785343979208 0.0026457661351371948 -0.0005927005467438004 0.0039265150124237515 -1.7336735057658651e-06 -1.4506738288354274e-05 -1.4423059284290727e-05
