 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.2643103144641033e-05 1.0769735021488801e-07 -6.301812374601553e-07 -7.94762312955876e-06 6.400038218407649e-07 1.2812258295640754e-08 -5.400834932871263e-11 -1.4677215447621948e-08 1.0215801840940593e-10 -2.0336619159990798e-05 -3.86027535837549e-06 -2.6270521523306455e-05 -4.3793573130631156e-05 0.00010144686509002756 -7.289338915075462e-05 5.249016371454589e-05 -7.578792109621583e-05 3.1946998255723247e-06 -9.771323066307697e-05 -6.927659165090882e-06 -4.847455341921603e-05 -6.766023914895605e-05 -8.583337186150997e-06 -5.8740725141777405e-05 -1.562135045330728e-06 3.4617237544716777e-06 -1.1102639797530417e-05 -9.628068374887536e-05 9.808315599527337e-05 1.331634820502614e-07 -1.583653730024088e-07 -3.2512663038688e-07
yob 1.0769735021488294e-07 9.949982805032596e-08 1.578129780587446e-07 6.038583413259466e-07 -5.202111419797559e-08 -4.88129128307092e-10 -2.834691684832346e-12 6.73651543299964e-10 -1.1339335819070288e-12 1.4399234456029428e-07 9.859002921943362e-06 1.3997727994458329e-06 -6.105434299762098e-06 -3.573132596764782e-07 -5.384419930627301e-06 4.3370413028089203e-07 -4.861327647281126e-06 6.251326132820966e-06 -3.623848970407661e-06 -6.372723087751175e-06 5.614021528361474e-06 -5.313690738130119e-06 -2.0826231457433275e-06 9.631351788134676e-06 4.0390217659141364e-06 5.636036345131876e-07 -1.1138381714128853e-06 3.692520698958533e-06 -1.465851626988818e-05 -5.851018563516786e-09 -2.0738028797233503e-09 -1.096938460629036e-08
age -6.301812374579414e-07 1.578129780587737e-07 2.3069834331653118e-05 0.00031796267520491165 -2.2757438046981954e-05 -4.830192884896792e-07 3.1232515920637997e-09 4.801774080329181e-07 -3.1083723826014383e-09 -1.229729103044167e-06 1.2625110232401693e-05 9.627483192684767e-06 -9.985042732191331e-06 4.325333577544997e-05 -2.3434054286277523e-05 1.3882711032334256e-05 -3.0331098345851995e-05 1.437950114394902e-05 -6.6312177256016974e-06 3.791293695183189e-06 -1.072722858369655e-05 -1.272256186929475e-05 -2.942398713500512e-05 -1.6189753079357223e-05 6.624236849919548e-06 -5.181351943367771e-06 -1.054768025293274e-05 -1.5025236348806043e-05 2.6365200323510376e-05 2.7682919484624966e-09 -1.4944474742957886e-07 1.5012051205802515e-07
sex -7.947623129588244e-06 6.038583413266419e-07 0.00031796267520471465 0.008542246689125683 -0.0005768736167416384 -6.429604461871987e-06 4.043558055952385e-08 1.1754069712150164e-05 -7.425316367027504e-08 8.808669213125106e-05 7.767624247489184e-05 3.954902782004225e-05 0.00017551646484128376 0.00010688235676505502 -0.00013425725680481243 8.842173499605364e-05 -0.00035747058460530143 1.4111351429674513e-05 7.137129089124286e-05 -0.00028110051294632685 2.957654592722002e-06 -0.00034401260102582496 -0.00011595329875574611 -0.00024633875169622217 -2.534515186012066e-05 0.00013816974022932163 0.00016894692581140522 6.54698233377006e-05 0.00014537959051431025 -1.1300225040624889e-06 -2.977447277222079e-06 4.243200067683467e-06
age_sex 6.400038218338597e-07 -5.2021114198199955e-08 -2.275743804696548e-05 -0.0005768736167416118 4.13003417116323e-05 4.794212793611923e-07 -3.1058753664449356e-09 -8.746875222755677e-07 5.683199693920341e-09 -8.705584720937088e-06 3.4054705273680703e-06 7.357357266170029e-06 -9.072328408262206e-06 -2.8449092008701108e-06 2.252207823009217e-06 -9.022105123910969e-06 1.4143748290295626e-05 -8.928612317067045e-07 -8.847394981632996e-06 2.0348181528213853e-05 4.1817712380650195e-06 1.9010593115624617e-05 8.854260143860867e-06 2.0262374160766572e-05 3.5646222113283357e-06 -8.703502853047473e-06 -8.561597454727793e-06 -1.2536584168500076e-06 -2.0055166458562337e-05 5.803671667992978e-08 1.2386999536021515e-07 -2.980285243736256e-07
age2 1.2812258295700693e-08 -4.88129128307514e-10 -4.83019288489662e-07 -6.42960446187616e-06 4.794212793615469e-07 1.0516754422104672e-08 -6.987650423758874e-11 -1.0444436093089972e-08 6.937402104010087e-11 7.476055681055745e-08 2.490276299523394e-07 8.437794033505733e-08 1.7347197171714305e-07 -7.117331297700776e-07 2.008440652160425e-07 -2.9691026194615335e-07 3.3093422988294206e-07 -1.1975675067950656e-07 -5.330134896039027e-08 -2.593920357387051e-07 3.330570990894539e-07 5.996620915931656e-08 6.912088434330739e-07 6.40857141751934e-07 5.123019229871396e-08 1.5851547944798962e-07 1.943336384315412e-07 3.731469708184958e-07 -1.1175772050265023e-06 -1.1675442909916609e-09 3.012336046713506e-09 -2.955615986009755e-09
age3 -5.400834932866208e-11 -2.834691684815495e-12 3.123251592063623e-09 4.043558055955111e-08 -3.1058753664472596e-09 -6.987650423758705e-11 4.744781946229079e-13 6.935406032867374e-11 -4.705038250538931e-13 -1.0328414953203562e-09 -2.84829843690518e-09 -1.747780186902964e-09 -1.5835053306528253e-09 4.141981662291732e-09 -7.800732000486316e-10 1.9650163055973037e-09 -1.3775300794825376e-09 4.2282037778232685e-10 8.042397965606174e-10 1.99271224273387e-09 -2.363458245951479e-09 4.974716508191358e-11 -5.209616129182219e-09 -4.892146441200243e-09 -9.686464150621124e-10 -1.2816517348925085e-09 -9.65412919379933e-10 -2.423488538043694e-09 9.063646576238733e-09 1.3438081289011618e-11 -1.935238685053995e-11 1.8128797134385016e-11
age2_sex -1.4677215447579138e-08 6.73651543304485e-10 4.8017740803253e-07 1.1754069712149312e-05 -8.746875222755475e-07 -1.0444436093081634e-08 6.935406032861894e-11 1.908650831712541e-08 -1.2702013295926162e-10 2.0413954460674443e-07 -1.8930704194158068e-07 -3.3458968358957315e-07 1.4232653866123976e-07 -7.148042428396434e-09 4.265203638692835e-08 2.444190014139723e-07 -1.696851282289058e-07 9.718155112267103e-09 2.661055410176952e-07 -3.6267305967293113e-07 -1.4960430776907502e-07 -3.1479150376802624e-07 -2.364455841193221e-07 -4.766391323897334e-07 -7.277006519748707e-08 1.6216105332555325e-07 1.8363099780662836e-07 -3.134692903415034e-08 5.765818505565234e-07 -8.959247658498476e-10 -1.5307435557967493e-09 6.121796713084893e-09
age3_sex 1.0215801840924971e-10 -1.1339335819445553e-12 -3.1083723825987235e-09 -7.425316367026856e-08 5.683199693920141e-09 6.93740210400425e-11 -4.705038250535095e-13 -1.2702013295926018e-10 8.630169596074647e-13 -1.2759829502266101e-09 1.724609643377761e-09 3.11349610741052e-09 -6.42587330678934e-10 3.782178643527693e-10 -6.358490592880005e-10 -1.848043039125634e-09 6.036715492997965e-10 -2.838029250868193e-12 -2.1562808558282366e-09 1.9255855706094142e-09 1.2388172978510413e-09 1.6284010262088585e-09 1.781099012888485e-09 3.2612733752905874e-09 2.672240041929135e-10 -9.400502076373556e-10 -1.452895436749138e-09 2.677811622830805e-10 -4.469014683474965e-09 4.022592893254683e-12 5.051753331032684e-12 -3.8856740297635586e-11
PC_3 -2.0336619159993664e-05 1.4399234456020394e-07 -1.2297291030673843e-06 8.808669213077494e-05 -8.70558472090089e-06 7.476055681107229e-08 -1.0328414953238419e-09 2.0413954460593859e-07 -1.2759829502211476e-09 0.030581179600020852 0.00013690870840026224 0.0004401371222919266 0.0016054849384713567 -0.004599485422812918 0.0013716761264946863 0.003109758692923742 -0.0044691182377736595 -0.002594644481945903 -0.003381259788599962 0.00308371514211288 0.006150672030391491 0.00466825960272225 -0.003205690392739725 -0.012925521407890342 -0.0001518820388078843 -0.0005044458406090652 0.00241183118622488 -0.0034532679715478104 0.009724210198474949 -2.873756417031525e-06 -1.8931846076409185e-05 -2.2056382587919343e-05
