 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gmp gpm gmm
intercept 0.011329466754316671 -9.653485824641734e-06 0.0012813635598026478 -0.0011125014230791296 -4.6769090513565695e-06 -4.8599376152366904e-05 5.382001667078104e-07 3.419777475949165e-06 -5.7528169038389646e-08 -0.0034406944664622722 0.0006009937243575904 0.00039695634169971373 0.0016704623622632577 -0.000988495706924597 -0.0032595323823904642 0.004563742627723949 0.0007049196383905324 0.0008517249848539636 0.00037721406156860927 0.0011325327771674223 -0.005734790119322484 -0.006634564511510442 -0.00738131422788719 0.0008507683498245369 -0.012206710916605497 -0.005391803670297301 -0.00014712395732878795 0.01053895175482346 0.006061921264971542 -1.660783028064662e-05 8.925963648894145e-05 1.6700458083810202e-05 1.4415354386459479e-05 -8.890600081007062e-05 7.672363965500047e-05 -0.0001229360749399011
yob -9.653485824641383e-06 2.825778464083713e-06 2.658011619864255e-06 1.0036048724528095e-05 -1.1847992964790783e-06 3.0581249576097545e-09 -2.3955257461930585e-10 1.593779001039982e-08 5.6434781101053986e-11 4.969083657740333e-05 0.0004660300670491849 2.5663141403360275e-05 -0.00027384760169903627 0.00015393251515509872 -0.0004154856121252886 -0.00011092457911787384 -0.00017398131068696186 0.000301166591713665 -0.00010074731934607797 -0.0002412990793093955 0.000210191914173786 -0.00018399324541397438 -2.697977642734442e-05 0.00011869811344806262 0.00011014970478643563 -0.00010729212486345978 -0.00011540501106083853 9.232407646456644e-05 -0.00038037827612729297 -2.9064663482343656e-07 -7.429526938842441e-07 1.0370539069267642e-06 9.344401130571607e-07 7.271302059535402e-07 1.9427436950050412e-07 -8.551678453324062e-07
age 0.001281363559801064 2.6580116198356727e-06 0.0006583702322732042 0.006152344288530491 -0.0006543137331316146 -2.059723699603353e-05 1.960043883120911e-07 2.0534361896056854e-05 -1.954556342060991e-07 -0.0002685098205266079 4.6453955521198254e-05 -0.00039180340596164817 -0.0008862204983515409 -0.0011411238143218061 -0.00111994546127577 -1.4164927632292781e-05 -0.002381688211170383 -0.0007334285316341733 0.001892215902623903 -9.762702820839484e-05 -0.0005396646923134957 0.0005474589701725364 0.0003975177633841016 0.0005975171739363294 -0.0016487066854132153 -0.0027546290541034363 -0.0005928529467993003 0.002401692354577988 0.0012794029638019814 1.4595846434355228e-06 1.0769807970498705e-05 7.106130090301664e-06 5.775037644185946e-05 -7.133883952738663e-05 2.35786838589985e-05 -4.4804065369068055e-05
sex -0.0011125014231084804 1.0036048724434848e-05 0.0061523442885240975 0.13382316227201946 -0.012724109817943816 -0.00018148222553636168 1.6551289164966342e-06 0.0003701953301442657 -3.3436843287210806e-06 0.006786171571588067 0.0006992001716590336 -0.01584311338114425 -0.01614369177590863 -0.010107881127704443 -0.010328027434161597 0.007789952291219661 -0.027137291578371147 -0.026122829298756135 0.004526101651697199 -0.008327167218513606 0.009466464384134851 0.010316352132761154 -0.014261011243918455 -0.023343545504157247 -0.0030134234054815445 -0.020612203847450477 0.014707388133771445 0.03876838363830409 0.014686572105999355 -5.265328884293413e-05 -0.00013887291210621974 6.643150288073865e-05 0.001105349989747831 -0.0009621253119587602 -0.00018325389302293606 -0.00023739291424750575
age_sex -4.676909047974619e-06 -1.1847992964790844e-06 -0.0006543137331309702 -0.012724109817944826 0.0013055322449697416 2.0530005739553003e-05 -1.9562153801585542e-07 -4.010789255668636e-05 3.769611162718386e-07 -0.0005102121871855981 1.683011078941442e-05 0.0009820859845356333 0.001922932575192448 0.0011116871042510892 0.0010138399874508588 -0.00077884734225209 0.0026697755254903514 0.00252892005794102 -0.0010517894839173927 0.0009681299516663245 -0.0011999998223045216 -0.0009809930780415508 0.0011126797867395402 0.0024590077465159906 0.00044423891611735533 0.0026493084379739765 -0.0008693092394169686 -0.00353523411833727 -0.0016190112133976234 -5.274559584707123e-07 8.93380371116704e-06 1.1666542174101624e-06 -9.956512723441014e-05 9.333281668051916e-05 3.080645740404384e-05 3.5645176592149936e-06
age2 -4.859937615232011e-05 3.0581249589592128e-09 -2.0597236996034105e-05 -0.00018148222553657984 2.0530005739574968e-05 6.77706387064145e-07 -6.680871740908943e-09 -6.754689344255905e-07 6.6600631737357814e-09 1.0219847253579926e-05 1.0099847589226284e-05 4.043066590223296e-06 2.2796548613409665e-05 4.3463848461591655e-05 2.390098058220156e-05 -1.1157430545545491e-05 5.3618226581558055e-05 2.4672431409617574e-05 -7.170476835442595e-05 1.0389975763787517e-06 2.0008951503808882e-05 -1.5267435646003943e-05 -5.002965009071747e-06 -1.1242174752121475e-05 7.011914891781597e-05 9.085332024857635e-05 7.652103887860146e-06 -8.633852718768953e-05 -4.279956731420208e-05 -1.1124144655505721e-07 -4.232254039500416e-07 -8.435033195563677e-08 -1.625102431578523e-06 2.224728976372491e-06 -5.180022677334091e-07 1.072649132418259e-06
age3 5.382001667071698e-07 -2.3955257461523814e-10 1.960043883121062e-07 1.655128916498845e-06 -1.956215380160794e-07 -6.6808717409090874e-09 6.767499664464758e-11 6.661596600121062e-09 -6.748628455827273e-11 -1.0862252988343418e-07 -8.050163990070199e-08 1.726684402893583e-08 -2.258851717577268e-07 -4.271404613618453e-07 -2.243432426048588e-07 2.027940180017122e-07 -3.786268348875309e-07 -1.8924406635258768e-07 7.061956255273423e-07 -4.106848315844557e-08 -1.9161541053774378e-07 9.656244678473085e-08 -7.677653097260201e-08 4.4121521505394734e-08 -7.90875680757125e-07 -9.125796638137793e-07 -1.2928016463936952e-08 9.488641743379458e-07 4.0164563524534155e-07 1.2971046714921866e-09 4.410174140268828e-09 -5.0573192252301177e-11 1.426217225139366e-08 -2.0598005157305303e-08 3.755670097204369e-09 -8.50314138170672e-09
age2_sex 3.4197774758479626e-06 1.5937790009902413e-08 2.053436189603735e-05 0.00037019533014431903 -4.010789255668863e-05 -6.754689344249263e-07 6.6615966001142775e-09 1.2854216168837635e-06 -1.2477981074721728e-08 1.1026164375445552e-05 -2.884585291402659e-06 -1.5293908984296728e-05 -6.279178713205486e-05 -3.7487841696100596e-05 -2.8551931090075084e-05 2.9212264805065104e-05 -7.38809961877503e-05 -7.138921369344055e-05 4.3818348235758195e-05 -3.306110579343317e-05 3.6915236646252786e-05 3.229191961543678e-05 -3.0302160237673454e-05 -7.744911250241218e-05 -2.1610795574109465e-05 -9.614263565095677e-05 1.6061193791149504e-05 0.00010699613862793685 5.457311788676166e-05 1.3676323227329855e-07 -1.757080998909052e-07 -2.2105754584496204e-07 2.753195990284593e-06 -2.7365668606345868e-06 -1.0361827419844876e-06 2.0241280427172886e-07
age3_sex -5.752816903729403e-08 5.64347810955531e-11 -1.9545563420592143e-07 -3.34368432872173e-06 3.7696111627187485e-07 6.660063173729697e-09 -6.74862845582106e-11 -1.2477981074722191e-08 1.2434168698895215e-10 -7.777844893281119e-08 5.300322878320783e-08 4.471251708898712e-08 5.945409052921692e-07 3.902112561389464e-07 2.428697949006857e-07 -3.4897489384818263e-07 5.990381741892603e-07 6.127596660909617e-07 -4.6892871762269983e-07 3.5157187504032146e-07 -3.254810631450642e-07 -3.3304007818128267e-07 2.962152666361945e-07 7.612514114844631e-07 2.920303880106981e-07 9.8002524935779e-07 -1.0935421059259829e-07 -1.0569110746504613e-06 -5.766695171993572e-07 -2.0813257535256876e-09 1.19153108542577e-09 3.5411208875791826e-09 -2.3841543113949482e-08 2.465974784072063e-08 9.740277266875388e-09 -3.5625078175298453e-09
PC_3 -0.003440694466462598 4.969083657740665e-05 -0.0002685098205275785 0.006786171571573373 -0.0005102121871839548 1.0219847253611688e-05 -1.0862252988374268e-07 1.1026164375392288e-05 -7.777844893228957e-08 0.6197895752234042 -0.09242338876550889 0.028189005754169612 0.1322847916805842 0.03400728723156724 0.030366747568547018 -0.003562848379585758 -0.10216598429941721 -0.09378481504673068 -0.010847912513349574 0.09971929125763947 -0.01121138152752899 0.18879978291363086 0.07396792845618198 -0.4084671660534584 -0.09465226415255275 -0.03508943403771168 0.10903895855721275 -0.12217338594898189 0.25003446793964235 5.34276077032266e-05 -0.0005378898430447619 -0.0009181325251815208 -0.00010179786193141387 0.0002197707019790649 0.00025786147199619047 0.0006723281513174826
PC_4 0.0006009937243592809 0.00046603006704918894 4.645395552278148e-05 0.0006992001716818346 1.6830110786990503e-05 1.0099847589176221e-05 -8.050163990021166e-08 -2.8845852913259688e-06 5.300322878246338e-08 -0.0924233887655082 1.8216145773352028 -0.07137494281117246 0.4286257046379789 -0.19645764814392955 -0.13540598142724422 -0.04376794615032978 0.016273444061833155 0.06404706976615979 0.0958573230840496 0.2581751829939679 -0.07601913454773614 -0.23225522104185486 0.13660594255106384 0.0935320015356068 -0.1310139804672972 0.07324258872528827 -0.06310621789365822 0.07271746448020994 0.27838835223936353 -0.0008563864166364241 -5.8948280618236864e-05 0.0009267604144093134 0.0018886478349249833 -0.0011368301010503325 -0.00013308594990030952 -0.0003041762919081016
PC_5 0.0003969563417011406 2.566314140336227e-05 -0.0003918034059609004 -0.015843113381135806 0.0009820859845346625 4.043066590198058e-06 1.7266844029180505e-08 -1.5293908984265147e-05 4.471251708868017e-08 0.028189005754168876 -0.07137494281117295 2.4715736567917297 -0.1946180001283445 -0.3810921030150742 -0.33960080395920705 0.3605864703715375 -0.12199863561568486 -0.3981263892622412 -0.11778721470533109 0.16661757347014342 -0.26161315196979873 -0.0803233460770576 0.15067122068333974 -0.3951109396726745 -0.18531071120056364 -0.07611704671062608 -0.07286376361715162 -0.13601961563271417 0.39388749840003484 -0.0004832551232703606 -0.0004164038457445046 -0.0011313565831503885 0.0003693824379611755 0.00036709954945268275 0.0002386743268137119 0.0007039221256458103
PC_6 0.0016704623622679946 -0.0002738476016990185 -0.000886220498350994 -0.016143691775919945 0.0019229325751934044 2.279654861338907e-05 -2.2588517175750416e-07 -6.279178713207946e-05 5.945409052923605e-07 0.13228479168058124 0.4286257046379837 -0.19461800012834213 3.309190871723141 0.1404932588905873 0.3951218972184361 -0.41951162178318413 0.3220710329878887 0.18290248897536807 -0.1713248985920321 0.11343086016782099 0.6457347042227087 -0.6129003040192341 0.25918283813148596 0.398921823532733 -0.03866798318212691 0.11814768345321143 -0.24664468878680876 0.21587031025484665 -0.27596923585895816 0.00034053291005034443 -0.0015477784034480342 -0.0013332025253850088 -0.0003984213528199014 0.0025225783473001293 0.0019788565135843974 -0.0011222157869329981
PC_7 -0.0009884957069200312 0.00015393251515509793 -0.0011411238143218202 -0.010107881127720066 0.0011116871042526873 4.346384846159064e-05 -4.271404613618298e-07 -3.7487841696149805e-05 3.9021125613941024e-07 0.0340072872315656 -0.19645764814392674 -0.38109210301507207 0.1404932588905899 4.397783296875265 0.035117261639073125 0.673190620046815 -0.382462626182206 0.4722650119012198 0.15980688033047785 0.11899444867550182 -0.165974804044465 -0.5918450974596801 -0.25589384663970255 0.5740073635045667 0.21059063636792721 0.09394213303399056 -0.35314124023448934 0.09804837973795276 -0.822138641429469 6.025204209487204e-05 0.0020493903594404933 -0.00011640211944892711 -0.0023459127219345355 0.0018603662890605097 0.001601678964263546 0.0001896377234233988
PC_8 -0.0032595323823894668 -0.0004154856121253006 -0.0011199454612768093 -0.010328027434182194 0.0010138399874530198 2.3900980582234123e-05 -2.2434324260516564e-07 -2.8551931090142552e-05 2.428697949013332e-07 0.030366747568546085 -0.13540598142724192 -0.33960080395920383 0.3951218972184374 0.035117261639075456 4.786616971488939 0.6477244468674713 -0.08739485234268402 0.2617070518253909 0.4698573952794572 -0.016157792287841876 0.2374900452069872 0.39019965228945275 -0.367803174860927 0.39854216587436264 0.6693724622784237 0.07452725329306266 0.380026517475169 0.36746547919310113 -0.3207598337568681 0.0006075181190622576 -0.0018541705234127908 0.0006572403697972217 0.004505255849770798 -0.00044959874913460494 -0.0015487413143221126 -0.0004936076010497339
PC_9 0.00456374262772274 -0.00011092457911787241 -1.4164927632570967e-05 0.007789952291220082 -0.0007788473422520659 -1.1157430545535705e-05 2.027940180016056e-07 2.921226480506235e-05 -3.4897489384813324e-07 -0.0035628483795854637 -0.043767946150330986 0.3605864703715359 -0.4195116217831854 0.673190620046816 0.6477244468674731 6.268869597435287 0.4144531995721182 0.045495960325490886 -0.5572663841131846 0.45382430270441204 -0.09304334378344246 0.1082722781935835 -0.3295148383405913 0.2973881167745326 -0.5502504310155176 -0.30292244210949787 0.1365690009247862 -0.22060984909451448 0.5956516996236293 -0.00019023382921827257 0.0017400999247387655 -7.47861253555599e-05 -0.002104867570045398 5.136783778024077e-05 -0.0017428737779981401 0.0021860469625976007
PC_10 0.0007049196383993555 -0.0001739813106869837 -0.002381688211169148 -0.02713729157837832 0.0026697755254908987 5.361822658151461e-05 -3.786268348870654e-07 -7.388099618776214e-05 5.990381741893255e-07 -0.10216598429942157 0.016273444061842304 -0.12199863561568465 0.32207103298788786 -0.38246262618221055 -0.08739485234268858 0.41445319957211524 8.102811336047543 1.0964608229984085 -0.39698358428553604 -0.08169254233822777 -0.07622797651187906 0.22589627613997434 0.12750985233145726 0.31283316009399503 0.591615200676953 0.38394951652886605 -0.08366892699665024 -0.25218988031666983 -0.7488082051052678 2.1901650334016036e-05 0.0011179539301099124 0.002243976158040693 -0.005667667202733038 0.0037068929090551344 -0.0014070922687371052 -0.0006629664343334009
PC_11 0.0008517249848600484 0.00030116659171364153 -0.0007334285316310222 -0.026122829298720777 0.002528920057937056 2.4672431409513094e-05 -1.8924406635156163e-07 -7.138921369331255e-05 6.127596660897089e-07 -0.09378481504673084 0.06404706976616449 -0.39812638926224264 0.18290248897536004 0.472265011901211 0.2617070518253844 0.04549596032549144 1.096460822998398 6.647500758105662 0.38926909735921744 0.9056565556309761 0.6382594000637527 0.05904961003711349 0.02504736345403895 0.055943379977486815 -0.5480870710901163 -0.09354594935800067 0.04772141259628695 -0.8169003159970558 0.8545494312668893 3.923936516322007e-05 -0.0011987953041099173 0.0028003254081916734 0.002143090572497572 0.0007466313412348039 -0.00046575184895341064 -0.0016452763945674711
PC_12 0.00037721406156234724 -0.00010074731934607036 0.0018922159026246383 0.004526101651730743 -0.0010517894839209235 -7.170476835444816e-05 7.061956255275414e-07 4.381834823586923e-05 -4.6892871762375973e-07 -0.010847912513345786 0.09585732308404643 -0.11778721470533177 -0.17132489859203848 0.15980688033047677 0.46985739527945997 -0.5572663841131834 -0.39698358428554387 0.3892690973592077 8.4588683792625 0.2994403469854488 0.13667679253885295 -0.0775982924744276 0.20441489805165805 0.7251816356494613 0.1618306548670591 0.045232626944633106 0.538678377927583 0.22109783764158247 -0.015817434083316543 -0.0006882635340096493 0.002257102367520914 0.001784223463922371 6.0832825232018147e-05 -0.001884115387625439 -0.0020998205274332295 -0.0014902005845893248
PC_13 0.0011325327771690818 -0.00024129907930940702 -9.762702820607568e-05 -0.008327167218477807 0.0009681299516624465 1.0389975763031129e-06 -4.1068483157710745e-08 -3.3061105793309484e-05 3.515718750391218e-07 0.09971929125763844 0.2581751829939713 0.16661757347014106 0.11343086016781541 0.11899444867549464 -0.016157792287844527 0.4538243027044134 -0.08169254233823509 0.9056565556309725 0.29944034698545824 7.8976168174668855 1.4633425635943313 -0.3779778034605172 -0.03323160170809664 1.1248952290255603 0.39546821446238284 0.12435936555575584 -0.6349680018111694 -0.1778716068289816 -0.5770112166881479 0.0006145375214740292 0.0009052201440442855 -0.0002494272668703957 -0.008228301410596649 0.006502104407082319 0.0014951245197146405 -0.0008854819361130346
PC_14 -0.005734790119325526 0.0002101919141737834 -0.0005396646923167016 0.009466464384091634 -0.0011999998222996173 2.0008951503915805e-05 -1.9161541053881387e-07 3.691523664608943e-05 -3.2548106314344023e-07 -0.011211381527529348 -0.07601913454773798 -0.26161315196979784 0.6457347042227173 -0.16597480404445875 0.23749004520699216 -0.09304334378345186 -0.07622797651186985 0.6382594000637558 0.13667679253884485 1.4633425635943298 8.455254077483286 0.3429232457245227 -0.5814608712197058 0.275054268942045 0.27883511360811103 0.12282158784135089 0.44236918394081803 -0.9053374347493279 0.6450954887238705 0.0010305705092852233 -0.003449129778499243 0.0014075465612243398 0.0012713950662155249 0.0018862360675456647 -0.003277392266020371 -0.0015548780575674141
PC_15 -0.0066345645115161575 -0.00018399324541396888 0.0005474589701700296 0.010316352132738286 -0.000980993078038948 -1.5267435645921662e-05 9.65624467839248e-08 3.229191961535078e-05 -3.33040078180434e-07 0.18879978291363284 -0.2322552210418548 -0.0803233460770555 -0.6129003040192308 -0.5918450974596748 0.39019965228945586 0.10827227819358437 0.22589627613998012 0.05904961003711565 -0.07759829247443675 -0.37797780346051896 0.34292324572452754 8.618526141668456 0.05845825562452236 0.21637124436546604 0.411469175750813 -0.21926701138510368 0.7869079359805258 -0.2695108013552038 -1.1956722732029519 -0.0013193182454258338 0.0005687571585290118 -0.0010760450541170206 0.0006171665394962631 0.00017406743610157057 0.0021353181813146198 -0.000848821437031288
