 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 2.0295907719557727e-05 -1.248671065860157e-07 -5.603951724180707e-07 9.369059703050192e-09 -3.518249895225146e-11 1.5941222919536954e-05 -3.6618069037313424e-05 -1.2734611381058107e-05 -7.638081366171958e-05 0.00010366958863232855 -0.0001258582513999057 9.817722473192883e-05 -7.351843437193168e-05 -2.342238371161606e-05 -0.00014322416152561069 5.258476607382157e-05 -6.385128048060192e-05 -8.154988372628779e-05 -4.320260321728909e-05 -8.76612987866673e-05 -3.0119740511280083e-05 -1.0772755452046798e-05 -6.749173820490631e-05 -0.00014814586207956957 0.00014646355096666557 1.9381817151341454e-08 -1.1960810966733135e-07 -3.3184232171117356e-07
yob -1.248671065860148e-07 2.2355547908789482e-07 4.0224202181151874e-08 3.6244371828656566e-09 -2.5180253711095896e-11 -2.1346344061743672e-07 2.2911068476497464e-05 8.902448777364407e-06 -1.5906799525683543e-05 -5.94936260642411e-06 -6.945869341111758e-06 -9.308830658670049e-08 -9.93448392388071e-06 1.2787137326333008e-05 -5.4004729798372715e-06 -1.4092710259352034e-05 1.6434530550310613e-05 -1.1896748995170367e-05 -6.601831671627485e-06 2.1762623898918184e-05 7.411036737993423e-06 -1.4251484273846465e-06 -1.7962884088971243e-06 1.2718205253550056e-05 -2.7817215739585598e-05 -3.089954040053531e-08 8.501903553357718e-09 -3.5250603246509595e-08
age -5.603951724178927e-07 4.022420218120612e-08 1.0457092896128972e-05 -2.266880280585546e-07 1.4988225863862224e-09 -1.0432175346474388e-05 1.8104543227070143e-05 1.0446566867517712e-05 -2.055050858760751e-05 3.4333362440183936e-05 -2.469769352202708e-05 -7.903591284930308e-06 -2.5312139631684952e-05 1.2554919444608498e-05 3.978539156692255e-06 1.6814383697705118e-05 -5.70440670428808e-06 1.8913292479257075e-05 -2.1001548886007037e-05 1.003009155626756e-05 -1.8581454294898934e-06 -1.884847164186796e-05 -1.0043183718906489e-05 -4.360600204972251e-06 3.4558098895421966e-05 4.822754971537096e-08 1.423001440450277e-08 -2.9886927196281317e-07
age2 9.369059703054353e-09 3.6244371828642582e-09 -2.266880280585527e-07 5.206061740251126e-09 -3.549913571803783e-11 2.905459631456605e-07 2.788258008283264e-07 -2.9005832540295187e-08 1.2410090593564017e-07 -6.28828722752647e-07 3.7433145160673607e-07 6.373754178951277e-08 2.0823094005384297e-07 2.1909293745552747e-08 -2.2748386722760775e-07 -5.845502187801051e-07 3.5883579951406716e-07 -5.738985132504497e-07 3.791469603649229e-07 2.0911387702831137e-07 3.4353913843044924e-07 3.851700443226733e-07 1.40392112333679e-07 2.2002814435693067e-07 -1.3372493567240205e-06 -2.5303068304522675e-09 6.592317362377326e-10 5.304748189889026e-09
age3 -3.518249895213385e-11 -2.5180253711086768e-11 1.498822586386191e-09 -3.5499135718037425e-11 2.4814830541891077e-13 -2.3525111993148953e-09 -2.6406658580076647e-09 1.8440969773274883e-10 -1.0613602794654694e-09 3.7667004588966885e-09 -2.789435687083193e-09 2.2134590823560074e-10 -6.881228395713046e-10 -5.041322160154788e-10 1.1148909679929021e-09 3.5598241628918372e-09 -2.1796163068592286e-09 3.37246464064705e-09 -2.9775304237703e-09 -1.7778211099033313e-09 -3.278826795891187e-09 -2.6084296270822363e-09 -9.206837278755723e-10 -1.1495536133623727e-09 9.636756684768434e-09 2.1380481686472196e-11 -7.92891294841384e-12 -3.1203692281059905e-11
PC_3 1.5941222919537114e-05 -2.134634406175196e-07 -1.0432175346473406e-05 2.905459631456408e-07 -2.35251119931479e-09 0.051697874477286694 0.0016090247370843258 0.0024292786065520933 0.0010468877672827597 -0.007392351664144742 0.0035768503680611865 0.00840396632585386 -0.006446257061555948 -0.0023412059579285814 -0.0019347347087772203 0.003656555829043466 0.00845811325177163 0.006443697051672723 -0.004163874814149727 -0.017628371823795803 -0.0008391362101692135 -0.0010899875084537825 0.005061452429971172 -0.003364181663601958 0.01142372174573549 -5.003867691541437e-06 -2.596072801022926e-05 -3.06269445615091e-05
PC_4 -3.6618069037314955e-05 2.291106847649745e-05 1.8104543227065535e-05 2.7882580082843965e-07 -2.6406658580084774e-09 0.0016090247370843303 0.17832517983305993 -0.00827858393481607 0.009192706025941423 -0.01010768576185202 -0.000395619933757618 -0.005394130963374532 -0.0013047921854042815 -0.014330936361917764 0.004146936243701928 0.009946961111713445 -0.01957562222498506 -0.011597575247145529 0.013152602018122368 0.011039623034068089 -0.00499193765548833 0.005690186387801335 -0.005955624060885245 -0.0004868974420751938 0.00764855487621859 -4.807045685138924e-06 2.3261373024176916e-05 -3.471147166223534e-06
PC_5 -1.273461138105808e-05 8.902448777364451e-06 1.0446566867515449e-05 -2.900583254024212e-08 1.8440969773237882e-10 0.002429278606552094 -0.008278583934816064 0.23333498403191438 -0.003856965883613371 -0.007280206977832156 0.0006727697770119311 0.005396135823241616 -0.015808916292050817 -0.0017534144257858784 -0.01833588447721015 -0.013366294603155842 0.0005540847889718753 -0.017062954497203006 0.01405142557486519 -0.026589979434413772 0.006726954660207403 0.00495954431288619 0.0005099467670414796 -0.004791921402819618 0.01767563630244284 -2.4502659996716482e-05 2.292546028766869e-05 -2.50065562517712e-05
PC_6 -7.638081366172054e-05 -1.5906799525683652e-05 -2.0550508587601722e-05 1.2410090593550708e-07 -1.0613602794645459e-09 0.0010468877672827487 0.009192706025941414 -0.0038569658836133617 0.2902691997776755 0.0035811807788788375 0.01446288017746301 -0.014297958549609361 -0.00936977670485718 0.00738271694180599 -0.014676347895328202 -0.0009222901522651535 -0.00040493264470196596 -0.02508544395167882 0.014333569251162363 0.0299270917762674 -0.007911894504236319 -0.0002624350832759679 -0.009174769667405136 -0.002734284373574678 -0.013850435319808847 9.160768689917456e-06 -5.726205604618752e-06 -9.338932215110794e-06
PC_7 0.00010366958863232829 -5.949362606424044e-06 3.4333362440183536e-05 -6.288287227526557e-07 3.766700458896842e-09 -0.007392351664144766 -0.010107685761852015 -0.00728020697783214 0.003581180778878834 0.3630672893741676 0.014988059704311753 -0.001117697409896594 -0.016539562732777083 0.020224749295851562 0.005075921226596441 0.033234990596583226 0.011002433992828027 -0.038188487581516745 -0.026071664413839974 0.029297529765025847 -0.009627898221665154 -0.012563870039829691 0.00034598719064724877 0.010336932719247956 -0.017333417332124887 -2.0311997030190944e-05 8.270404457719458e-05 5.786360938031746e-05
PC_8 -0.00012585825139990666 -6.945869341111816e-06 -2.4697693522025338e-05 3.7433145160670584e-07 -2.789435687082974e-09 0.003576850368061125 -0.0003956199337576151 0.0006727697770119001 0.014462880177463007 0.014988059704311862 0.389435806907359 0.019211821886654063 0.013066362628021303 -0.009319764617485637 -0.003986121954932914 -0.019776241772430703 0.016428012285121047 0.033612138149528445 -0.019752137897375257 0.012664497860366783 0.02339852421856718 0.008027216350395617 -0.006227781097640904 0.0044837221982449976 -0.014959734544823017 -1.6876321825839008e-05 1.0772000313619591e-05 -2.1451029939779336e-05
PC_9 9.817722473192883e-05 -9.308830658665803e-08 -7.903591284932226e-06 6.373754178955918e-08 2.2134590823526682e-10 0.008403966325853867 -0.005394130963374518 0.0053961358232416075 -0.014297958549609363 -0.0011176974098965928 0.019211821886654053 0.5232996114846223 0.011863520773463563 -0.0004800388126816358 -0.0312131108529138 0.024102064063436433 -0.004226518432479279 -0.0020796686304057977 -0.023298001395107605 -0.012559045589478623 -0.0128568149333696 -0.003446799714115754 -0.0028217542298877153 -0.013689004821135754 0.028924414616674048 -3.9796964884379425e-06 -1.7259907231131794e-05 -2.240499305170572e-06
PC_10 -7.351843437193202e-05 -9.934483923880741e-06 -2.5312139631684125e-05 2.0823094005382466e-07 -6.881228395711768e-10 -0.006446257061555951 -0.0013047921854042858 -0.015808916292050817 -0.009369776704857195 -0.01653956273277711 0.01306636262802119 0.011863520773463577 0.6178240646657307 0.027830491677907885 -0.005598701793208778 -0.005582293130006673 -0.002629462882238318 0.01877552554305284 0.0028733738252510544 -0.006707004847613217 0.021266617977114523 0.006724478189685018 -0.01386394435844126 0.0059708284646057055 -0.012375301346402566 2.3704032544162458e-07 3.988689575708857e-05 4.3815614874465206e-05
PC_11 -2.3422383711615928e-05 1.2787137326332998e-05 1.255491944460698e-05 2.1909293745588667e-08 -5.041322160157315e-10 -0.00234120595792856 -0.014330936361917762 -0.0017534144257858686 0.007382716941805978 0.020224749295851472 -0.009319764617485607 -0.00048003881268161933 0.027830491677907927 0.5844080543752836 0.006186290509897574 -0.00590744090470774 0.030300651590986365 0.0279914466903246 -0.009199495553377573 0.020182241462251223 -0.027564993970069514 -0.018621320676406015 -0.0008514294118410139 -0.006939942745033194 0.045695833244624416 -5.9609992942483055e-06 5.907587904579283e-05 5.976798284106918e-05
PC_12 -0.00014322416152561098 -5.400472979837287e-06 3.978539156695438e-06 -2.2748386722768674e-07 1.1148909679934892e-09 -0.0019347347087772348 0.004146936243701926 -0.018335884477210147 -0.014676347895328217 0.005075921226596441 -0.003986121954932909 -0.031213110852913777 -0.00559870179320878 0.006186290509897571 0.6570180990351363 0.03132079018369428 -0.013082501578933736 -0.023995177396099604 0.008662388456459637 0.03333691075522935 0.02725984196804177 0.018473303473748367 0.02198961338142598 0.020494818189511637 0.010163405038382266 -1.4561042163384156e-05 2.048997986423159e-05 9.86153594060759e-06
PC_13 5.258476607382209e-05 -1.4092710259352055e-05 1.6814383697710024e-05 -5.84550218780233e-07 3.5598241628927955e-09 0.0036565558290433957 0.009946961111713455 -0.01336629460315579 -0.0009222901522652048 0.033234990596583185 -0.019776241772430727 0.02410206406343645 -0.005582293130006573 -0.005907440904707722 0.03132079018369428 0.685280460664756 0.03480219353705842 -0.0025636875799510787 -0.012336550074355366 0.028754355434894147 0.02760783083641616 0.008495023113023532 -0.03348492576477868 -0.025186802755554027 -0.015272931776345497 1.8474963999048447e-05 3.53808287014688e-05 3.4884765651281776e-05
PC_14 -6.385128048060244e-05 1.6434530550310525e-05 -5.704406704293048e-06 3.588357995141815e-07 -2.179616306860089e-09 0.008458113251771586 -0.01957562222498505 0.0005540847889719043 -0.00040493264470197306 0.011002433992827973 0.01642801228512115 -0.004226518432479264 -0.0026294628822382767 0.03030065159098643 -0.013082501578933666 0.03480219353705885 0.6655963879880699 -0.0025294317444613562 -0.00161797837515329 0.014341266383793436 -0.0038920448020963207 -0.005140741681464818 -0.001453208123004102 -0.051257032988501074 0.020626407140164546 -4.240767168196433e-05 -4.895376909430987e-06 -2.4767139133076298e-05
