 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal gpp gmp
PC_8 -0.000571812877726091 -8.500652004858574e-05 -0.00011009118397975962 9.234261368554695e-07 -8.523943849640883e-09 0.0208328016475551 -0.021280734458327344 -0.052736188996488575 0.08934210480770705 -0.008313459786423307 1.7037682277757973 0.16783853684173916 -0.001415446296841366 0.04768276725412576 0.039910427246451295 0.01513902736086121 0.06816063950208935 0.13379901781279838 -0.14142184019537568 0.07820129140882802 0.14347337550272124 0.042173573218998506 0.06136729247689007 0.009952258607631255 -0.07096340164697744 -9.081079612385523e-05 -0.0001702274430967975 0.0005766943518272718 -0.0001369407991884336
PC_9 -0.000442475751743625 1.0204735675506554e-06 -6.716008053735145e-05 1.6859682893018854e-06 -1.7882911267675564e-08 0.030179150787945867 -0.0013658764173455635 0.05447215745187122 -0.007978735521747061 0.10242060875119285 0.16783853684173908 2.1721660206878353 0.13968075443889688 -0.0065342838852269 -0.17102786492076857 0.10968515929573762 0.029247173966671057 -0.010296257578764836 -0.12110167977799399 -0.025111367510162772 -0.12086244355551616 -0.0802248853072168 -0.007977364616471598 -0.09198397568796259 0.13637768044332985 -9.929190437331388e-05 -0.000279895414754908 0.0009295827013348709 -0.0007930609043998967
PC_10 -0.0001638069292931119 -4.739076823274252e-05 -0.0001049326828286988 7.957330237542021e-07 -9.550703090118604e-10 -0.045526632515614306 0.0033987773913171683 -0.07916810671758412 0.023502594075448562 -0.08148996131715326 -0.001415446296841221 0.13968075443889688 2.754658826009942 0.2837753175023626 -0.144217086667868 -0.05422865250258757 -0.006923012553127308 0.006218119610453288 0.07061925451090928 0.06368020765077242 0.1255457216435682 0.09072003261690129 0.03325044656938871 -0.059517283073552404 -0.1744364212592832 0.00019591752173662354 8.475201966094307e-05 -0.0009854137340715738 0.0008583906511658302
PC_11 -0.00027220685218773535 9.385027363897344e-05 0.0002394145161148873 -4.33270018249482e-06 3.502143263736869e-08 -0.022095238391144027 -0.03651958848644817 -0.0869259649353731 0.031474816698689845 0.1290972451152227 0.047682767254125825 -0.006534283885227063 0.28377531750236257 2.4252891750680576 0.11678709752638286 0.2134898270307965 0.049446181317588586 0.0695352688558998 -0.02934262590028268 0.048417068239389904 -0.07904864152577845 -0.05385984505492498 0.012301790855041315 -0.10380131303547091 0.23516841075884284 0.00012052246736742782 -0.00012966099242332348 -0.00013685995882275364 0.0008590950413799463
PC_12 -0.000763939265664711 6.52084944954793e-06 7.957926507543148e-08 -2.071189554751483e-07 2.060843001816813e-09 -0.021678667259041176 0.03272521586787953 -0.08758397160937338 -0.06080391294730544 0.11825368630027658 0.03991042724645128 -0.17102786492076846 -0.14421708666786817 0.11678709752638278 2.8984120561768485 0.11735655373488749 0.1112867044648547 -0.0443164026862071 0.13100685115927266 0.17657305813007154 0.14226143318706835 0.05677417610733447 0.0678211569444147 0.14477917404342713 0.03782420707604357 1.5783572371625498e-06 -5.490458193900423e-05 3.807712270660967e-05 0.00027529932644061516
PC_13 0.00040827723008889165 -9.590270256087543e-05 0.00018655202980281642 -5.967824675282326e-06 4.241535304874147e-08 0.033779374589320316 0.05323248537130632 -0.010656372292505769 0.01769344409932084 0.10816715768221727 0.015139027360861217 0.10968515929573769 -0.05422865250258748 0.2134898270307961 0.11735655373488743 2.798526385323583 0.30432628693390257 -0.10353318961703756 -0.0405033499029234 0.25124192505065 0.13875338863274708 0.03480556111628494 -0.16559059551964664 -0.02380251694218801 -0.1977564511617995 1.3736340103444314e-05 0.0003557046667176293 -0.000858187601402819 0.0007879977057388707
PC_14 -0.0007530776980720895 8.887031502478567e-05 -8.653397586911117e-05 3.7952640315642607e-06 -2.9735170108097494e-08 0.01147803257823305 -0.05627628369214293 -0.03575739421167212 0.10865450223039624 0.03068328814591698 0.06816063950208893 0.029247173966671213 -0.006923012553127736 0.049446181317588156 0.11128670446485463 0.3043262869339027 2.887827740487544 0.06211361403594481 -0.14827390455227565 0.10629402267882233 0.046765229022250256 -0.028896105958627155 0.0363801059625311 -0.20193568843341259 0.1562109325093072 -0.00020031355511196915 -0.0004650569065243156 0.0004103343477537497 0.0002483723918866762
PC_15 -0.0006175037249436169 -8.165180785194048e-05 0.00018818216034984455 -4.723788457979846e-06 2.2647781241433446e-08 0.04401892376593957 -0.06878475600588584 -0.04568202044129903 -0.15881627876152055 -0.19274342377608575 0.1337990178127985 -0.010296257578764836 0.006218119610453372 0.06953526885589958 -0.044316402686207054 -0.10353318961703742 0.062113614035944745 3.2021017900368602 -0.11683132044336426 -0.013508796497899456 0.12416386370716424 -0.012222709022364388 0.10182911957045086 -0.05335654937787473 -0.2403142979951004 1.5392844097937436e-05 0.0003073929476410883 -0.0007334123715921384 0.000312460477542503
PC_16 0.00043532471673441954 -9.973075253938546e-06 1.2734410508173453e-05 -2.2056040421385993e-06 2.9138928125825445e-08 -0.012635607708748296 0.06842711589607041 0.041978828445298565 0.03448814740468331 -0.07691962698591548 -0.14142184019537563 -0.12110167977799395 0.0706192545109093 -0.029342625900282717 0.13100685115927257 -0.04050334990292343 -0.14827390455227593 -0.11683132044336436 3.4726163744480036 -0.03320790768180634 -0.0138218599105562 0.1474330771794645 0.0581966865814185 0.041884701088668805 0.01013128823120492 -0.00019527296248131296 -0.00024420444002511176 0.00040556675677600476 -0.00014608363057347365
PC_17 -0.0009320869861461283 9.218827684903251e-05 0.0002654038597607336 -5.105455071500561e-06 3.6952338193862106e-08 -0.09159590668772583 0.04639593456965406 -0.1517131047588377 0.145048583922078 0.170940603491641 0.07820129140882826 -0.025111367510162252 0.06368020765077097 0.04841706823938966 0.17657305813007157 0.2512419250506504 0.10629402267882257 -0.013508796497900079 -0.033207907681806204 3.8870758961912304 0.08754430232344597 0.045557603149909996 -0.16502449872735303 -0.14139528872092774 -0.09673251349438747 -0.00012142234455253274 0.00010552228518831094 0.0011866584743215074 -0.00026087168443805135
PC_18 0.00022813209228280494 4.898572451422827e-05 0.00013769599348349297 -2.6021285139997314e-06 2.4517607056343893e-08 -0.020927519312942743 -0.024295327310319817 -0.019269668388289515 -0.028002634024149348 0.011916914694319254 0.14347337550272124 -0.12086244355551617 0.12554572164356806 -0.07904864152577906 0.14226143318706833 0.13875338863274714 0.04676522902224791 0.12416386370716412 -0.013821859910555744 0.08754430232344644 3.38300243743435 0.2068634484961902 -0.013593492668528743 -0.22520722002177596 0.13806186770392354 0.0007854620967696057 0.00014878244916757718 -0.0003276787425887215 0.00021202138939395605
PC_19 0.0005604959755288239 -2.1409351142510777e-05 0.00012706037840028834 -4.764675217585761e-06 4.491843988684177e-08 -0.014993810133201854 0.02595075518672839 0.0021747010625045534 0.020126009126774574 -0.0131668672997385 0.042173573218998714 -0.0802248853072164 0.09072003261690126 -0.053859845054925436 0.056774176107334456 0.034805561116284744 -0.02889610595862759 -0.01222270902236467 0.14743307717946483 0.0455576031499096 0.20686344849618932 3.5495554771167908 0.00587637383759971 0.05162511206738735 0.20208747419143003 -0.0006101530550448908 0.0006086045450267115 0.0002125349173328344 -0.0014324809175756082
PC_20 0.0001594349888309667 5.069680757103473e-07 -2.303096080379085e-05 -7.914270227739644e-07 1.6163812631507228e-08 0.026519474437171935 -0.041783752809570245 -0.016263077515838147 -0.08388240052562926 -0.0641035050126006 0.06136729247689007 -0.007977364616471644 0.033250446569388754 0.012301790855041295 0.06782115694441472 -0.16559059551964658 0.036380105962531106 0.1018291195704509 0.05819668658141842 -0.1650244987273534 -0.013593492668528726 0.00587637383759948 4.015540161705787 0.1775126498810773 -0.055743053811281765 -6.97479557358167e-05 -0.00014958398987306688 0.0005753567368315613 -0.0002913891351811474
PC_21 0.0010181399125115114 4.439708031788635e-05 5.561907262136808e-05 -4.014625313881635e-06 5.9138109963483435e-08 -0.03237693059734151 0.005848089051246731 -0.04652587436697866 0.025285115944694687 0.047802898158855536 0.0099522586076317 -0.09198397568796272 -0.0595172830735525 -0.10380131303547074 0.14477917404342705 -0.02380251694218835 -0.20193568843341045 -0.05335654937787493 0.04188470108866878 -0.14139528872092827 -0.22520722002177576 0.05162511206738754 0.17751264988107732 4.3296347648758715 0.16997237843056123 0.00033732705228011584 -0.0009050267760457919 0.0008949644705732388 9.649918339598302e-05
PC_22 0.001607289169833329 -0.00015876306805430015 0.00024862799100536546 -8.055109137354962e-06 5.69900353416435e-08 0.06167969271649279 0.09289765280232266 0.0942004374382799 -0.05639332332211962 -0.155037992253368 -0.07096340164697741 0.13637768044332993 -0.17443642125928305 0.23516841075884246 0.03782420707604358 -0.19775645116179957 0.15621093250930712 -0.24031429799510043 0.010131288231204936 -0.09673251349438779 0.1380618677039234 0.20208747419142967 -0.05574305381128187 0.16997237843056093 3.92251062068209 -7.606133067660517e-05 9.867643507739761e-05 -0.0005273130764081674 -0.0003077273182613647
proband 2.0005962878703367e-06 -1.2447190343656282e-07 -2.522487578399403e-07 -3.483219506979784e-09 8.012562484298821e-11 -2.3653181015301197e-05 -5.988533412200869e-05 -0.00017995859603916578 2.4491953848315254e-05 3.1498357722478825e-05 -9.081079612384664e-05 -9.929190437331165e-05 0.00019591752173663004 0.00012052246736743002 1.5783572371504788e-06 1.373634010345709e-05 -0.00020031355511182947 1.5392844097938892e-05 -0.00019527296248132657 -0.00012142234455260054 0.0007854620967696507 -0.0006101530550448898 -6.974795573581705e-05 0.00033732705228006575 -7.606133067662465e-05 8.313498619971795e-05 -3.9915682424473525e-05 -4.208329346235663e-06 -1.0536074354779986e-06
paternal 3.3918912107466214e-07 6.935338329189342e-08 -7.43483057040403e-07 3.1125420351201794e-08 -2.8497838622651474e-10 1.3420220614537001e-05 4.420889232002737e-06 -4.0524246343268924e-05 3.4080313923673097e-06 0.00028565358866199217 -0.0001702274430968219 -0.0002798954147549127 8.47520196609991e-05 -0.0001296609924233346 -5.4904581938971805e-05 0.0003557046667175533 -0.00046505690652411477 0.00030739294764109133 -0.00024420444002510114 0.00010552228518840376 0.00014878244916731294 0.0006086045450264633 -0.00014958398987306387 -0.0009050267760455387 9.867643507738078e-05 -3.9915682424473504e-05 0.0004394600792713954 -0.0003535379102563668 -0.00033889154707338704
gpp 1.1460073911281342e-05 -5.7284298418273724e-08 4.176865767907993e-06 -1.3609408922931075e-07 1.2165153596450643e-09 4.1647857763456187e-05 0.0002821637134052089 0.00043779630402154915 0.0003416458561643229 9.762383229188614e-05 0.0005766943518272708 0.0009295827013348897 -0.0009854137340716974 -0.00013685995882270594 3.807712270658821e-05 -0.000858187601402777 0.000410334347753761 -0.0007334123715921852 0.0004055667567759696 0.0011866584743213608 -0.0003276787425887135 0.00021253491733253324 0.0005753567368315812 0.0008949644705729425 -0.0005273130764080706 -4.208329346235825e-06 -0.00035353791025636536 0.0012891266024357866 -0.0005904668493825074
gmp -4.853281246530569e-06 -1.0183839626026324e-07 -2.209285731885361e-06 6.569463571167751e-08 -5.682712192234907e-10 -0.0003046322402987683 -0.00017527253851451062 -0.00023989972988484764 -0.0003480315106491524 0.0001014773671147993 -0.0001369407991884044 -0.0007930609043999179 0.000858390651165872 0.0008590950413799503 0.00027529932644061733 0.0007879977057389921 0.0002483723918865283 0.00031246047754252004 -0.00014608363057347736 -0.00026087168443718887 0.00021202138939385267 -0.001432480917575349 -0.0002913891351811947 9.649918339620134e-05 -0.00030772731826143055 -1.053607435477941e-06 -0.00033889154707338883 -0.0005904668493825042 0.0012569825729495908
