 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.6037815621665102e-05 -9.295583417643047e-09 -2.1753019714058438e-06 -1.1343901201036885e-06 1.3383866387586132e-07 4.127477549172128e-08 -2.2428627027218987e-10 -4.714572144933927e-09 3.3936295893531724e-11 1.4443658700189407e-05 -9.228489924178341e-06 -1.31588667799622e-05 -4.640005240003484e-05 6.78919001427352e-05 -0.00012394507676336875 5.1854284552522016e-05 -4.127449266332038e-05 -1.1179404473093725e-05 -9.378818901536998e-05 2.3416122864908438e-06 -4.778952379842321e-05 -8.378238525681091e-05 -2.810066309361375e-06 -4.6567515492448115e-05 -8.458056345098464e-06 1.5727334775650537e-05 -5.545800618634924e-05 -9.089297842614202e-05 0.00010004010426480904 4.1606374302749067e-07 -6.910895043919604e-08 -3.805264535423249e-07
yob -9.295583417635365e-09 1.6377716726199136e-07 2.694517127572868e-07 7.883448765591449e-07 -9.544680208135735e-08 -1.8444964455301562e-09 6.110720101252024e-12 1.8380309105353524e-09 -9.155364240595178e-12 3.480419893216243e-07 1.237767292896569e-05 3.873004356624705e-06 -1.0205016923727685e-05 -3.307427666345068e-06 -4.905263975767723e-06 -4.717058203758728e-07 -4.8299031173769105e-06 7.843324350422042e-06 -3.570719632448622e-06 -8.009248450379311e-06 9.296549286252952e-06 -7.99903969918399e-06 -4.554698136521155e-06 1.38427889446918e-05 4.25252482029357e-06 4.2563732763782986e-08 -3.6215068548425594e-06 7.014087767772707e-06 -2.0413958387841733e-05 -2.256840592300262e-08 1.0499582960193853e-08 -2.1148390615839262e-08
age -2.1753019714032637e-06 2.694517127567206e-07 3.9370008418126884e-05 0.0005538288060607821 -3.880876551605019e-05 -8.152034819152879e-07 5.232777458195716e-09 8.094962122903705e-07 -5.201129207071e-09 -1.4353168269827163e-06 -9.801093325228394e-06 -1.1498395706233614e-05 -3.5404073082278356e-05 8.526253503840723e-06 3.4803024266958804e-06 1.4606387625815339e-05 -1.8535111817274543e-05 -6.045119574794772e-06 -1.3717827096748439e-06 1.780891723913137e-05 5.402935813842788e-06 9.418460643984605e-06 -4.0552790870678165e-05 1.726406305599753e-05 -4.327100581321641e-05 -2.0489324433173716e-05 -4.0092929642028066e-05 -1.4737632088317949e-05 3.34884771905757e-05 -1.2538027089946363e-07 -8.205537976009237e-08 2.4808169684764053e-07
sex -1.1343901200980683e-06 7.88344876538545e-07 0.0005538288060607814 0.01575099385016023 -0.001038468189775572 -1.108803893418221e-05 6.92126643739387e-08 2.081570878856771e-05 -1.2988021253640622e-07 9.528684493406661e-05 1.5377056306157408e-05 -0.0003373243909972313 5.1553912088344175e-05 8.941006878083961e-05 0.00015642792219115512 0.00042452376621031194 -0.00017716814860215284 -1.1403562754780412e-05 -0.00011793818561907103 -5.328261337755463e-05 0.0005540146705888866 0.00016433496836207228 3.915148318813938e-05 6.236468776965227e-05 -0.00025344464798726944 0.0001762202594945814 7.977867406760861e-05 -1.1793048206108124e-05 -0.00023772451122792366 -6.244766197665263e-06 -3.971713764244714e-06 9.027198248953283e-06
age_sex 1.3383866387696e-07 -9.544680208029362e-08 -3.880876551605709e-05 -0.0010384681897757173 7.190240047276444e-05 8.075701584319794e-07 -5.1898746050729045e-09 -1.4913478798525069e-06 9.546709968084389e-09 -8.346226960185327e-06 6.646240356514393e-06 3.213702273263278e-05 -1.2714369516162367e-06 -9.695540649957766e-06 -1.991271781950427e-05 -2.392122904344883e-05 8.828931962853921e-06 2.572139846333646e-08 7.1292597838171005e-06 8.534912960553894e-07 -4.074738824113705e-05 -1.1212439043462338e-05 -1.5251797519679348e-06 -9.551789542374924e-07 1.9499777014812976e-05 -1.1689945265210665e-05 4.510293110137237e-06 4.555704535793645e-06 3.3422990983387497e-06 3.7370605970899175e-07 1.702446936535316e-07 -5.579894482852963e-07
age2 4.1274775491745866e-08 -1.8444964455179521e-09 -8.152034819153133e-07 -1.1088038934182672e-05 8.075701584318717e-07 1.749969796006287e-08 -1.1529610581983474e-10 -1.7376291345179875e-08 1.145098240733058e-10 1.2280742787023134e-07 7.211634289323979e-07 4.532359118620196e-07 5.630742521384568e-07 -1.2108463676513643e-07 -2.708181033177341e-07 -2.880572108791842e-07 1.2359258782047057e-07 3.456650757302927e-07 -2.1524999949119967e-07 -6.733125983283172e-07 3.1513816565407636e-08 -4.636225351885952e-07 8.229357364504592e-07 2.6473031315147106e-08 1.1632688451042885e-06 5.144734838907644e-07 7.335778838106742e-07 3.878350131492183e-07 -1.516355923254696e-06 6.372045994604491e-10 1.496662947592741e-09 -5.138972201406102e-09
age3 -2.2428627027197167e-10 6.110720101184861e-12 5.232777458196114e-09 6.92126643739468e-08 -5.189874605072555e-09 -1.152961058198394e-10 7.761630890759829e-13 1.1447561574376998e-10 -7.706585343078325e-13 -1.4914159293235103e-09 -5.723138825361227e-09 -3.5815537934548063e-09 -4.003554990383301e-09 6.609768055183171e-10 1.8524527914262746e-09 1.5976536138243992e-09 -2.1358765118839072e-10 -2.6003600807583243e-09 1.874098113089265e-09 5.11418463212576e-09 -3.536185599081077e-11 3.5593054516478724e-09 -5.693226443150325e-09 -1.0457301838140372e-09 -8.57846710905015e-09 -3.869492653458312e-09 -4.498147726961573e-09 -2.203089621392867e-09 1.2457287019904863e-08 5.95698461647517e-12 -8.63985636366534e-12 3.252638290686753e-11
age2_sex -4.714572144723804e-09 1.8380309105268893e-09 8.094962122906524e-07 2.0815708788573372e-05 -1.4913478798526987e-06 -1.737629134518481e-08 1.1447561574379503e-10 3.179952270795049e-08 -2.0822030502976927e-10 1.8169023682095946e-07 -2.3593316801433429e-07 -7.490424107951133e-07 -4.897938788779628e-09 2.2366895361134873e-07 5.721967439423057e-07 4.0202589687443525e-07 -1.85090973189738e-07 6.2771057269192e-08 -9.914784323737473e-08 9.34883685023768e-08 8.874722526540875e-07 2.481358002129014e-07 6.9054434459963966e-09 -6.219820540184903e-08 -4.082902729635388e-07 1.6889611751736633e-07 -2.05673935524712e-07 -9.996389032360063e-08 1.561226357460907e-07 -7.010650407952502e-09 -1.7970582958114393e-09 1.074299408545003e-08
age3_sex 3.3936295893547486e-11 -9.155364240411705e-12 -5.201129207073438e-09 -1.298802125364597e-07 9.546709968086766e-09 1.1450982407335336e-10 -7.706585343080976e-13 -2.082203050297929e-10 1.3906815658666887e-12 -1.0222211475600525e-09 2.005183762598676e-09 5.1469170329452345e-09 1.2476670855176458e-10 -1.433745315969874e-09 -4.514146933226485e-09 -1.907056305538304e-09 1.3682006123903087e-09 -9.682172245812972e-10 3.390600252493001e-10 -1.2146684793486012e-09 -5.970459572820567e-09 -1.6909971551492305e-09 9.63766916294602e-12 8.109419881912243e-10 2.589508316370305e-09 -5.583252173931825e-10 1.7580570678098584e-09 3.3983785913561644e-10 -2.1707468482126666e-09 3.9582221152074516e-11 3.5060177557996803e-12 -6.490210065907111e-11
PC_3 1.4443658700188177e-05 3.480419893214707e-07 -1.4353168269612125e-06 9.52868449344845e-05 -8.34622696021529e-06 1.2280742786976767e-07 -1.4914159293204536e-09 1.8169023682159598e-07 -1.0222211475641812e-09 0.04045385812462241 0.001222636107343444 0.0021915590771093667 0.0009224413360787078 -0.007937780439903853 0.003409777691963602 0.005650902002052733 -0.0055755078477042076 -0.0014343382633321435 -0.00039906529481172553 0.0006544099038483808 0.006979383229836997 0.004122850015075433 -0.003269694069989506 -0.014750952825342176 0.00010755921344863155 -0.0009879951631274768 0.005302008824585991 -0.001084050819095698 0.00861631226769437 -1.2128594250121244e-06 -2.273580639237407e-05 -2.9960937818371247e-05
