 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
intercept 0.11718911908229897 2.054892191407856e-05 -0.14963230226232027 0.002581161272646771 -1.4517451184341004e-05 -0.054377625181461546 0.001327653538603264 -0.016513997644981175 -0.03156317904792425 0.0924795643752818 -0.029768237788253115 0.047786994675038746 0.07589459495876343 0.04824797561316672 -0.06166426900639641 -0.01409463982446346 -0.012684070720402873 -0.09268195141415904 -0.1080744051857357 0.049955141890627795 0.014466524233310735 -0.009998039863508551 -0.09702381340573267 -0.06163955543461505 -0.0008265354213427849 -0.001337642744208599 0.0006300347928389363 0.0004943030977927752 -0.00014447712205409316 0.0002801598076262298
yob 2.054892191393259e-05 1.7611372385719907e-05 -5.492028257856355e-05 1.2300625220089731e-06 -7.335047989268461e-09 0.0006018512766931046 0.0016925774070744414 0.00041002405769491557 -0.003928844485342736 0.0012785236828582488 -0.0013327082904403115 0.0007843826788637836 -0.0009584474375456235 0.0018176283713619817 -0.0005943784268881733 -0.0007276712892877657 0.005267294020442149 -0.0023685000170668115 0.0014867916646948325 0.0006749886289272303 0.0023322542610872466 -0.0014687551933979344 0.0005147513521528396 -0.0001384392674444689 -0.0016224696916456844 4.288650842505582e-06 -2.4140191257382987e-05 -8.812379878241476e-06 2.1228161948064894e-05 9.861712772689291e-06
age -0.14963230226218452 -5.4920282579511524e-05 0.42970632767941563 -0.008101250054009638 5.0426445488887914e-05 0.01155576408130979 0.0006697957747782417 -0.021278083334329 0.14291637347523625 -0.11153572818607858 0.08453284769311985 -0.12743933138055955 -0.049708857619174596 0.07281887394980216 0.18574816822045415 -0.18719893822216335 -0.24319218865417086 0.34011550081099395 0.1307450329673794 0.07218406761522322 -0.03385136763388942 0.08279061083920304 0.059963921231400485 0.12410641063178315 -0.032629150940106225 0.001361546730119142 0.00026160728629552095 -0.0016728376823779353 -5.2317882415134276e-05 0.0010091575213361393
age2 0.0025811612726439996 1.2300625220188506e-06 -0.008101250054009093 0.00015367286040807147 -9.6242579235148e-07 -6.387662418548091e-05 1.1697817950523363e-05 0.0005054077177535724 -0.0028152029970681777 0.001976108072722884 -0.0016878439643465077 0.00242215163031241 0.0006725092651248373 -0.0016755560535458747 -0.0036378630519549406 0.0038408332831005518 0.004942357076815351 -0.006590511685014315 -0.002295313413345917 -0.0017090725504577142 0.0005652540275751657 -0.0016967631513739047 -0.0008929703487125158 -0.00223942734708379 0.0007124551201225088 -2.31047736520056e-05 -8.742435261746991e-06 3.224556349092048e-05 3.1041033786716288e-06 -2.1508104535142378e-05
age3 -1.451745118432254e-05 -7.335047989314359e-09 5.0426445488881246e-05 -9.624257923514169e-07 6.064976132268701e-09 -5.473414054668956e-07 -9.261339081078733e-08 -3.847910021690489e-06 1.7999441380167094e-05 -1.1383687312227337e-05 1.070587106561302e-05 -1.538733348458155e-05 -2.5637972997648423e-06 1.2794280307556312e-05 2.331704979681125e-05 -2.57789899400001e-05 -3.294346196119309e-05 4.19420334565711e-05 1.3174490811945393e-05 1.2998163971773872e-05 -2.8992403336566443e-06 1.1069789294690098e-05 4.188932781234357e-06 1.3423195621878398e-05 -4.955958091258026e-06 1.2668813519207575e-07 7.512810768880268e-08 -2.0440398585271099e-07 -2.9384832491052827e-08 1.5026510140054743e-07
PC_3 -0.05437762518148772 0.0006018512766930873 0.011555764081396573 -6.387662418712627e-05 -5.47341405456508e-07 3.3055086605292785 -0.31547502585669235 0.11844486024847141 -1.001781242386853 0.7223317894452697 0.4747824783654451 -0.7283011070734193 -0.6995378017754648 -0.7290627880745842 -0.8486434173708283 0.26275830061044386 0.3675448355139258 -0.5460365747345124 -0.33598988710911565 -2.0985550386364675 -0.7379436564047268 0.011962282024664594 1.6668618802800494 -0.4644681630601076 1.9155391409380775 0.0008569218081030412 0.00596259563495504 -0.00570762201586001 -0.008187835807680306 0.005389866246484146
PC_4 0.0013276535385767748 0.0016925774070744334 0.0006697957748638844 1.169781794887538e-05 -9.261339080050431e-08 -0.3154750258566885 11.598172736742594 1.018886709042769 1.3370479436085863 0.9121903438320765 -0.9507517069391905 -1.9897427292395171 2.5796883710474967 -2.7111456509199994 1.7633723130309915 1.7859878453306233 1.817060411037094 -1.5940433742353752 3.4566509181764054 -1.9218613216289173 -2.5138869549400247 -0.5111049184548194 -2.282386372545183 2.3992297025583085 1.0733162650050403 0.0019141634838566526 -0.029450533528480892 -0.001779873332098313 0.022928897041008832 0.0030200167228953455
PC_5 -0.016513997645011103 0.00041002405769492717 -0.021278083334263793 0.0005054077177523524 -3.847910021683026e-06 0.1184448602484764 1.0188867090427887 13.655250472013751 -0.7186823421885605 -0.4574212977510728 -2.8320362429168005 -0.8657465097667372 -1.3531423604010968 -0.6571846762043122 -3.1551947669998395 -2.2728869623067327 1.8310788334149868 0.5521119420307976 1.2317694380266264 -3.285338289488511 -6.275335218727048 -3.323322139125341 -1.1411539290254429 -1.9618637409773967 0.8380595287317782 -0.00224625774412909 0.0056817825706282285 -0.011882732584726906 -0.009269953432531182 0.009405265366640403
PC_6 -0.03156317904784572 -0.0039288444853429515 0.1429163734751424 -0.0028152029970665584 1.7999441380158193e-05 -1.0017812423868802 1.3370479436085614 -0.7186823421885877 22.28522721223432 -0.0482209264457553 -3.77490254746705 1.924214352656002 -1.8407655047363207 2.3521668398065296 2.295506035429547 0.41029875577713676 -1.099731557347812 -1.9332520664819162 0.09209948279145623 3.6896692020174404 0.8410388012454768 1.991491703550069 -4.227446810420014 2.264083122482182 -0.04537925394118645 0.017339093589316165 -0.013641803545866084 -0.027076886284041056 0.0032248591008028835 0.01949702716288023
PC_7 0.09247956437527592 0.0012785236828584006 -0.11153572818616088 0.001976108072724547 -1.1383687312238608e-05 0.722331789445292 0.9121903438320788 -0.4574212977510689 -0.048220926445797306 28.822089675474565 -0.4543938698762309 4.024002779213841 -2.196667800331324 -0.42452772727772686 4.919693572413581 -1.8536117201917888 5.577622249405912 -2.4466156284826086 -1.7675635355743475 5.914401129837834 -1.5223135554487053 -3.368087354474709 -5.111095012314028 2.769539991670175 -2.5320928987559825 -0.0038293065239461584 -0.004429194589086818 0.03798766619170672 0.01902033361904965 -0.029884867307307113
