 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.018766922719206575 3.175807638301532e-06 -0.028358900642774194 0.0004981367745866849 -2.8789610745993642e-06 -0.0035296413503892684 0.002431877088037941 -0.0043883674568882276 -0.003657781164787023 0.01380915307144498 -0.006997998379574926 0.004944068847495298 0.0008705703235968839 0.00686174556311776 0.0007848768487809655 -0.003791561412333771 0.0037207989276685704 -0.009990264909539054 0.0012827665798050912 -0.0013695435606248811 0.0035595637593447854 0.0007886550867197073 -0.007147923057483658 0.00047404565173771775 0.0031473620175362952 -1.589601786671375e-05 1.7340310783177703e-05 -0.00023366595561185444 0.0002870506534156937
yob 3.1758076383356933e-06 3.5901470975171934e-06 -1.3345088001323078e-05 2.831985554630654e-07 -1.5990052792992266e-09 0.00013410963758066097 0.00039839960556458976 3.7381375346743503e-06 -0.0006517962127644556 -0.00014960826347850496 -0.00018328994199679643 3.4378304359556874e-05 -0.00022839089283715217 0.0002460355069625296 2.7344898654921624e-05 -0.00043788585896314594 0.0004387275764449169 -0.00032241572737913636 -4.820669522138908e-05 0.00035525418037393323 5.357841321285065e-05 -2.5524228865579488e-05 0.00013569003409364365 0.00029144641606195876 -0.000575878384741431 -3.184704194856166e-07 -2.9836902348521828e-06 -4.680902199996316e-06 8.350923732214102e-06
age -0.028358900642786043 -1.334508800126793e-05 0.053408921655499736 -0.0009676031975812385 5.775529597867362e-06 0.003875013530236767 -0.0009619150647323177 0.006579032039990047 0.010805994974874394 -0.017947872177377585 0.0068842017849224365 -0.004034750719124617 -0.0015781139844645183 -0.010239213316707959 -0.003354559379357937 0.006627810870836014 -0.011391882592352557 0.021071082624533992 -0.004149746537426546 -0.003139538776963194 -0.01080207618095976 -0.0016424883158212456 0.010984636141710842 0.004901117466248669 -0.005362111878718402 3.0656588472957456e-05 -3.845791907280911e-05 0.00022703086878895777 -0.00023108775028299564
age2 0.0004981367745869307 2.831985554626596e-07 -0.0009676031975812925 1.7600939752093364e-05 -1.0547484391932682e-07 -6.610997478782057e-05 2.1833171575082588e-05 -0.00011499291181236674 -0.00020879698928242226 0.0003206713900715183 -0.00012485338235133974 6.452831728559618e-05 2.5830540316165008e-05 0.00017907627168638028 5.944191765080707e-05 -0.0001133998055964872 0.0002205132529273754 -0.00039627214560754856 7.773014352167662e-05 7.242150753342614e-05 0.00019480741772176852 2.724840076433019e-05 -0.0002072337491624078 -0.0001075634241474616 0.00010653302145234288 -5.906468919330972e-07 7.340662378857895e-07 -3.5737767263366093e-06 3.3712051133486348e-06
age3 -2.878961074601016e-06 -1.5990052792944558e-09 5.775529597868014e-06 -1.0547484391933267e-07 6.345840387879521e-10 3.84684961272152e-07 -1.1033816104388444e-07 6.569372311152296e-07 1.2643050678874677e-06 -1.8973331589465005e-06 7.178033536049651e-07 -3.346922090255502e-07 -1.5761562783486677e-07 -1.00558317046332e-06 -3.3827828858282036e-07 6.045760649955264e-07 -1.3435595101451594e-06 2.413993953441738e-06 -4.789518641840107e-07 -4.938996891892205e-07 -1.160398072694352e-06 -1.5281578664037565e-07 1.3002458734493213e-06 7.791390576549901e-07 -7.247855140530489e-07 3.691889081139225e-09 -4.719795044916758e-09 1.800085562025227e-08 -1.5027098376897442e-08
PC_3 -0.003529641350388737 0.00013410963758066498 0.003875013530234087 -6.610997478776783e-05 3.846849612718171e-07 0.47445877641168266 -0.008114876747516243 -0.06018537234190962 -0.12432825250597102 -0.04908930268272253 0.11094512777932043 -0.04234930889591386 -0.20477848593711673 -0.05022261676062472 0.003803959230199109 0.08823569637817677 0.10354488236507726 0.132908218414383 -0.1457791572367942 -0.22935399548037383 -0.0229938379840072 -0.06447036020641309 0.19955129446886233 -0.06265027368971682 0.1258566677761213 -0.00011682322204759895 1.6183261283729354e-05 -0.0002244914158420763 -0.00029501677603415924
PC_4 0.0024318770880423254 0.00039839960556459133 -0.0009619150647402833 2.1833171575226336e-05 -1.1033816104473802e-07 -0.008114876747517012 1.8621090226917203 -0.03208986663038489 0.09575912934697699 0.17631494093768346 -0.08364507043340322 -0.05432412538761514 0.16757030055866118 -0.2042954377682002 0.05873717184186334 0.22374771280932987 -0.16467130735157748 -0.006143071605284128 0.21044290702641447 0.20293021393729294 -0.3011456575241327 0.016121498629309745 -0.23685415946736463 0.06499204451440481 0.20126479086329566 0.0004324306593844235 -0.0011742783871157487 -0.0013300959030435552 0.003263779494211023
PC_5 -0.004388367456887787 3.7381375346840776e-06 0.006579032039986542 -0.00011499291181229766 6.569372311147725e-07 -0.06018537234190906 -0.03208986663038333 2.185383189010072 0.12124355427288899 0.3001244813747053 -0.008591388983334931 -0.14673690902522166 -0.1477834891754792 0.05362443097993403 -0.2710141673045019 -0.16622826446376507 0.1841801055856336 -0.1199267750367363 0.10312750144392424 -0.31374192744413115 0.03280576306691507 0.05612298385443304 -0.13805914920819687 0.015553887581182252 0.22338206567290733 -0.0002792551485471675 -0.0012970119759911861 -0.006217588680022014 0.008020912587399795
PC_6 -0.003657781164795237 -0.0006517962127644472 0.010805994974885446 -0.00020879698928261175 1.2643050678885367e-06 -0.12432825250596963 0.09575912934697822 0.12124355427288917 3.169910329171468 0.11306301573942322 -0.33212575232676156 0.33112352465584105 -0.207485302312108 0.06326355523713612 -0.06325141118516421 -0.14018862352210062 -0.0719778157342582 -0.46730050564264675 0.2746117635324446 0.2846341952375123 -0.04756870208618097 -0.004483301315850994 -0.32799692367607497 0.10383956789910716 -0.13309090106168264 -2.7559258206791565e-05 -0.0009106630774827662 -0.0016173754003592472 0.0035643703991767735
PC_7 0.01380915307144791 -0.00014960826347851718 -0.017947872177375306 0.00032067139007145893 -1.8973331589460477e-06 -0.04908930268272345 0.17631494093768246 0.3001244813747079 0.11306301573942924 3.7053928142849353 -0.05411845727623569 -0.02214398721719941 -0.32543628137949165 0.03115796901210271 0.2037461402987192 0.1149442050255714 0.4837044643345564 -0.3451527061105487 -0.08362391233562828 0.18700917753004767 -0.19766029714033967 -0.061686963955478666 -0.25739090219744004 0.15038328526250322 0.012836690474239645 -0.00015799188074162756 0.0002100928136580053 0.005072383477363522 -0.0038719748168217767
