(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal gpp gmp
(Intercept) 0.00392477249551219 0.00209024135946752 -0.00102928583584566 0.00225278725358761 0.000125868467316957 0.000106879603110657 -3.0741422251488e-05 -6.61677193901892e-06 -1.22536641057224e-05 -6.66595319794568e-05
covarage 0.00209024135946752 0.00460133571683605 0.00459987599805334 -0.00737827942500172 -2.16812490478267e-05 0.000165255065795222 -1.23466169423584e-05 -2.77656594437818e-05 -9.91034631903635e-05 0.00013736241121555
covarsex -0.00102928583584566 0.00459987599805334 0.0121315966301608 -0.0180465087804448 5.96086938161423e-06 7.86819559128956e-05 4.01163145372751e-06 -9.38971167458321e-05 -0.000240852341953478 0.000295805347847909
covarage_sex 0.00225278725358761 -0.00737827942500172 -0.0180465087804448 0.0295773321488181 1.97609320287243e-05 -5.21577690150566e-05 -1.01990918460665e-05 9.62144753137083e-05 0.000332831180938868 -0.00038136886515658
covarPC_3 0.000125868467316957 -2.16812490478267e-05 5.96086938161423e-06 1.97609320287243e-05 0.00126815037370354 -9.2753089792116e-06 -2.54637720553321e-05 -2.19288816392629e-05 -1.04081019776715e-05 -5.03035566714586e-05
covarPC_4 0.000106879603110657 0.000165255065795222 7.86819559128956e-05 -5.21577690150566e-05 -9.2753089792116e-06 0.00132113136424574 -1.11393117992296e-05 1.34123342992601e-05 0.00010312873174147 -9.15957430712829e-05
proband -3.0741422251488e-05 -1.23466169423584e-05 4.01163145372751e-06 -1.01990918460665e-05 -2.54637720553321e-05 -1.11393117992296e-05 0.00150187899872765 -0.000781608641288756 -8.81475865342011e-05 6.81324670078208e-05
paternal -6.61677193901892e-06 -2.77656594437818e-05 -9.38971167458321e-05 9.62144753137083e-05 -2.19288816392629e-05 1.34123342992601e-05 -0.000781608641288756 0.00780654332226505 -0.00663063160400732 -0.00567305374281373
gpp -1.22536641057224e-05 -9.91034631903635e-05 -0.000240852341953478 0.000332831180938868 -1.04081019776715e-05 0.00010312873174147 -8.81475865342011e-05 -0.00663063160400732 0.0242640461997923 -0.0111482933616223
gmp -6.66595319794568e-05 0.00013736241121555 0.000295805347847909 -0.00038136886515658 -5.03035566714586e-05 -9.15957430712829e-05 6.81324670078208e-05 -0.00567305374281373 -0.0111482933616223 0.0222300569009522
