(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.00256344634544986 0.00129378793117464 -0.000674296434230125 0.00154636708696693 0.000117665844455008 5.0416577275599e-05 -3.51410082862294e-05 9.97486820556798e-05 -0.000120711912362272 -8.76890241322639e-05
covarage 0.00129378793117464 0.00305660116180224 0.00316863743500454 -0.00491114661671582 -5.43194712672776e-06 9.11262935947182e-05 -3.37544707103574e-05 8.3196933317463e-06 -6.21169339802454e-05 8.78481718635067e-05
covarsex -0.000674296434230125 0.00316863743500454 0.00825906167175795 -0.0120075232788442 -1.75796449287357e-05 7.15894649241209e-05 -5.24852056386795e-05 1.0818670631849e-05 -7.33548675235197e-05 0.000105944318907675
covarage_sex 0.00154636708696693 -0.00491114661671582 -0.0120075232788442 0.0193804178306439 3.21049246520888e-05 -3.60033509894661e-05 2.7971171922524e-05 -3.63899562722769e-05 0.000110495687711969 -9.3624555949254e-05
covarPC_3 0.000117665844455008 -5.43194712672776e-06 -1.75796449287357e-05 3.21049246520888e-05 0.000910184280994338 1.68976426684816e-06 -1.76362480013585e-05 -1.97771089906806e-06 -4.39147481099612e-05 2.46166482916454e-06
covarPC_4 5.0416577275599e-05 9.11262935947182e-05 7.15894649241209e-05 -3.60033509894661e-05 1.68976426684816e-06 0.000991699944534175 -6.74405786061828e-06 6.63650135988829e-06 -9.86069313257579e-06 1.72709288670886e-05
proband -3.51410082862294e-05 -3.37544707103574e-05 -5.24852056386795e-05 2.7971171922524e-05 -1.76362480013585e-05 -6.74405786061828e-06 0.00111728282603445 -0.00058122288805166 -3.50753826124516e-05 3.31676009063994e-05
maternal 9.97486820556798e-05 8.3196933317463e-06 1.0818670631849e-05 -3.63899562722769e-05 -1.97771089906806e-06 6.63650135988829e-06 -0.00058122288805166 0.00524104596081113 -0.00392266863488813 -0.00422642603869131
gmm -0.000120711912362272 -6.21169339802454e-05 -7.33548675235197e-05 0.000110495687711969 -4.39147481099612e-05 -9.86069313257579e-06 -3.50753826124516e-05 -0.00392266863488813 0.0121115954735265 -0.00435211485599158
gpm -8.76890241322639e-05 8.78481718635067e-05 0.000105944318907675 -9.3624555949254e-05 2.46166482916454e-06 1.72709288670886e-05 3.31676009063994e-05 -0.00422642603869131 -0.00435211485599158 0.0127249325381877
