(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband maternal gmm gpm
(Intercept) 0.000745913325223075 0.000646423718073592 0.000184426438777294 -0.00028736128044582 -3.43168227162567e-05 2.74277488477377e-05 -9.81033479206822e-06 1.28227320420259e-05 -2.53204341839489e-05 -1.03122183593277e-05
covarage 0.000646423718073592 0.00174819865803768 0.0019192175564902 -0.00280596039893421 -2.44851150640756e-05 5.41336716212416e-05 -1.95962991636361e-08 1.36329696980908e-05 -2.90359344707367e-05 1.28824588000834e-05
covarsex 0.000184426438777294 0.0019192175564902 0.00361000230157792 -0.00491679136887615 -2.18014278764081e-05 3.88378012359073e-05 -1.17010459108383e-05 1.89528332122248e-06 -6.96383935776186e-05 7.07599584984796e-05
covarage_sex -0.00028736128044582 -0.00280596039893421 -0.00491679136887615 0.00734386793884732 2.99530736987963e-05 -2.21926187141579e-05 -4.8606782154067e-06 -6.5276598069738e-06 8.61958533155005e-05 -8.66075033285179e-05
covarPC_3 -3.43168227162567e-05 -2.44851150640756e-05 -2.18014278764081e-05 2.99530736987963e-05 0.000313017008722368 -3.72496932928885e-06 -8.15855108176491e-06 -1.42360209987187e-05 -1.57102765451868e-05 1.63156718779292e-05
covarPC_4 2.74277488477377e-05 5.41336716212416e-05 3.88378012359073e-05 -2.21926187141579e-05 -3.72496932928885e-06 0.000370924040169888 3.70080595430071e-06 -9.36974723295424e-06 4.24615557383789e-06 2.32417586516655e-05
proband -9.81033479206822e-06 -1.95962991636361e-08 -1.17010459108383e-05 -4.8606782154067e-06 -8.15855108176491e-06 3.70080595430071e-06 0.000417207969309291 -0.000211263068707994 -5.89483025239741e-06 2.64905463141495e-06
maternal 1.28227320420259e-05 1.36329696980908e-05 1.89528332122248e-06 -6.5276598069738e-06 -1.42360209987187e-05 -9.36974723295424e-06 -0.000211263068707994 0.00212496287893925 -0.00166310527999063 -0.00172047242401675
gmm -2.53204341839489e-05 -2.90359344707367e-05 -6.96383935776186e-05 8.61958533155005e-05 -1.57102765451868e-05 4.24615557383789e-06 -5.89483025239741e-06 -0.00166310527999063 0.00583102470000857 -0.00253398860626593
gpm -1.03122183593277e-05 1.28824588000834e-05 7.07599584984796e-05 -8.66075033285179e-05 1.63156718779292e-05 2.32417586516655e-05 2.64905463141495e-06 -0.00172047242401675 -0.00253398860626593 0.00594284680259789
