(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.0539742499091829 0.0344711283146321 -0.00480924841667411 0.0081015883713904 0.000750310460857243 -0.00393396480878455 -0.0013470054113798 -0.00291092965002562 -0.00444647851292843 0.0021564324307699 0.00370543955920978 -0.00269270075273738 0.000850525184446609
covarage 0.0344711283146321 0.0706120638510336 0.0667922029944975 -0.1123081540444 -0.000303099551785073 0.00169130303077225 -0.00150565119619331 -0.00149185055869643 0.0018758454325867 -0.00344674884285297 0.00642284845224315 -0.00704079382139973 0.00396694908445507
covarsex -0.00480924841667411 0.0667922029944975 0.164970605891426 -0.246344549102931 0.000736862989671556 -4.60425317726445e-05 -0.000422727621129064 -0.00255409103049188 0.00148264530485968 -0.000398705017103795 0.00338491537616806 0.00175712385324494 -0.00204293069231854
covarage_sex 0.0081015883713904 -0.1123081540444 -0.246344549102931 0.402537177474598 -0.00139420207294468 0.00116483215429689 0.000305778510260751 0.00316491075629261 -0.00187105535093521 9.08492549377579e-05 -0.00374805309422713 -0.00107216762572653 0.00257051027848064
covarPC_3 0.000750310460857243 -0.000303099551785073 0.000736862989671556 -0.00139420207294468 0.0142514307543839 -0.00282709963265643 2.20242807613875e-05 -0.00061893991691754 -0.0013603051048905 0.00212610394226447 -0.00228381525796905 0.00277301346709444 -0.00116873079815542
covarPC_4 -0.00393396480878455 0.00169130303077225 -4.60425317726445e-05 0.00116483215429689 -0.00282709963265643 0.0133645406462758 -0.000921582940278926 0.000204541198567241 0.000506561312520066 0.000201844151611118 0.000277284702885988 -0.00125494173297167 0.00179098795143916
proband -0.0013470054113798 -0.00150565119619331 -0.000422727621129064 0.000305778510260751 2.20242807613875e-05 -0.000921582940278926 0.0290208724218004 -0.0144133848356964 -0.0138581320793247 0.000297543600434895 -1.6339036115192e-05 -0.000992401680605592 0.00023683767485067
paternal -0.00291092965002562 -0.00149185055869643 -0.00255409103049188 0.00316491075629261 -0.00061893991691754 0.000204541198567241 -0.0144133848356964 0.0872977685166279 0.00452506787876813 -0.0788992990128247 -0.0508147271696721 0.000732278343097124 0.00308989861091863
maternal -0.00444647851292843 0.0018758454325867 0.00148264530485968 -0.00187105535093521 -0.0013603051048905 0.000506561312520066 -0.0138581320793247 0.00452506787876813 0.0770607982464298 0.00427596157137861 -9.28821656571857e-05 -0.0544716603703786 -0.057398782637923
gpp 0.0021564324307699 -0.00344674884285297 -0.000398705017103795 9.08492549377579e-05 0.00212610394226447 0.000201844151611118 0.000297543600434895 -0.0788992990128247 0.00427596157137861 0.293594622220447 -0.137133697064323 -0.0145996898839455 0.00305630582494241
gpm 0.00370543955920978 0.00642284845224315 0.00338491537616806 -0.00374805309422713 -0.00228381525796905 0.000277284702885988 -1.6339036115192e-05 -0.0508147271696721 -9.28821656571857e-05 -0.137133697064323 0.235976443215482 0.0119617720456979 -0.0105507229754911
gmp -0.00269270075273738 -0.00704079382139973 0.00175712385324494 -0.00107216762572653 0.00277301346709444 -0.00125494173297167 -0.000992401680605592 0.000732278343097124 -0.0544716603703786 -0.0145996898839455 0.0119617720456979 0.134184456831665 -0.0215699746564146
gmm 0.000850525184446609 0.00396694908445507 -0.00204293069231854 0.00257051027848064 -0.00116873079815542 0.00179098795143916 0.00023683767485067 0.00308989861091863 -0.057398782637923 0.00305630582494241 -0.0105507229754911 -0.0215699746564146 0.134026831154886
