 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0007238181130339242 -2.104703502353754e-06 0.00015132720474665893 -0.000512575377471772 3.3444282930867124e-05 -4.879143370338401e-06 4.731274428043564e-08 -6.340845227001064e-07 3.3439602742697168e-09 -0.00027410092357278037 0.0002162715626529504 -0.0003873087960884979 -7.75162344271326e-05 0.0005947376104012628 -0.0011629424702915582 -0.0002071810960105943 -0.00013163271754994689 -0.00010390615960261998 -0.0003978213251944894 8.611616776312944e-05 -0.0001729068418034778 -0.00013604166950419435 -3.553674582828632e-05 -0.0003919612181286087 -0.0006609806394671 6.308701229150743e-05 -0.0009967668288328308 -0.00015760637187681544 0.0013283458688820144 -5.5662966149664e-07 4.049591113502575e-06 3.7488318801497144e-06 -7.734116144770385e-06
yob -2.10470350235285e-06 8.713595975969265e-07 8.544987296785004e-07 -9.379590456818788e-07 -2.0490333973440759e-07 -2.6782764009486203e-09 1.2086611384243656e-11 6.153589378998422e-09 -4.2349931458567154e-11 1.945682980460013e-06 0.00015472261961243047 3.443683686892389e-05 -9.670766663145527e-05 1.8118453362635534e-05 -8.04892899156571e-05 -1.1135924986848055e-05 -3.636526734193979e-05 7.107061197632704e-05 -3.1152096373453353e-06 -7.243997761005788e-05 5.93316276626155e-05 -4.763285549407697e-05 -2.207291720727252e-05 8.25737357090866e-05 5.077315087024873e-05 -1.1965234320521738e-05 4.0812193924577193e-07 5.226209255090702e-05 -0.00013708518518739933 -1.0276370256837082e-07 -1.0386849343909172e-07 2.9920957923885646e-07 -3.0086165277928685e-07
age 0.00015132720474575131 8.544987296868446e-07 0.0002899112165130675 0.0033707755054815593 -0.0002881755784951033 -7.492344275798107e-06 6.00535056642378e-08 7.467333163094946e-06 -5.985811616034126e-08 1.7060503979746715e-05 -8.182727539672821e-05 -0.00029414409534572907 -0.00024448220854086353 -0.0002871649548925256 -7.646181598132908e-05 7.351123773394891e-05 -0.00015839870137335612 -0.00037689470135790157 2.3900011924184836e-05 -7.209941357345421e-05 0.00011720954764576532 0.00022270787723399643 -0.00014163556038082156 -0.00019122232013798164 1.4722206927256721e-05 -0.0001617157103806595 -2.5859957680527888e-05 0.00021502883525795715 -9.918432483038109e-05 -3.7820083449338567e-07 8.92652502257267e-07 6.897117112026539e-06 -5.867095704364087e-06
sex -0.0005125753774914005 -9.379590456802628e-07 0.0033707755054685306 0.08633289928060463 -0.0069554259498428505 -8.39499383526338e-05 6.525843193345863e-07 0.00017301818788878378 -1.3470215803600495e-06 -0.00024863602411030804 -0.0009897133939546592 -0.00394967325745554 0.000171108964454208 -0.002904202696802363 0.0004871265557623258 0.004806852917206659 -0.0012737494465855032 -0.004467993234845782 0.002273294601624272 0.002174552571029498 -0.00028486910734507964 0.002869050835294625 -0.005311701292059722 -0.003953091280610685 -0.002143451158104336 -0.005047317863943379 1.770842147932376e-06 0.0047581511534557685 8.047653832393426e-05 -1.9921199106849255e-05 1.4074645077002433e-05 2.358768877773844e-05 -1.3837923554568325e-05
age_sex 3.3444282932589094e-05 -2.049033397281459e-07 -0.0002881755784939833 -0.006955425949843775 0.0005842188605750658 7.462971933907196e-06 -5.983150114438592e-08 -1.5011563317608555e-05 1.198976224299613e-07 1.697715847507336e-05 8.586386153098047e-05 0.0003129087030582022 1.3216883749513831e-05 0.00023304613370881707 -3.2133089228710457e-06 -0.0003734624376284959 9.998641449053911e-05 0.000416710845636916 -0.00020728369328173874 -0.00017047751962319323 4.2729858709605644e-05 -0.00018616794378087392 0.00044564453921169963 0.00034607722022596407 0.00024072037358240968 0.000497689713877335 7.583771315955603e-05 -0.0003845585996915793 4.5537390285832476e-05 8.689625513142588e-07 -4.488537879241481e-07 -5.917924250210304e-07 -6.568081580282031e-07
age2 -4.879143370315356e-06 -2.678276400893875e-09 -7.492344275797843e-06 -8.394993835298863e-05 7.462971933937555e-06 2.00693244520443e-07 -1.6537494214629242e-09 -1.9996379773458698e-07 1.6477807508578437e-09 -3.018046074419095e-07 5.283757121681162e-06 8.237407755120532e-06 3.925549441992076e-06 9.387737516496374e-06 2.3011729878619562e-07 -1.585207343744505e-06 2.3748904196585266e-06 1.0191548422205462e-05 -2.045709796955229e-06 1.0437925535423402e-06 -2.181855856181723e-06 -6.6521625771250726e-06 2.858567935135275e-06 6.461026913038579e-06 2.0378927419858907e-06 5.2195149048859054e-06 3.209019407028034e-07 -6.559201749674346e-06 8.198175778827458e-08 1.0783398847682147e-09 -1.4191934813930583e-08 -1.6742047317216693e-07 1.246500417138455e-07
age3 4.7312744280250994e-08 1.2086611382395957e-11 6.00535056642335e-08 6.525843193375632e-07 -5.983150114464036e-08 -1.653749421462889e-09 1.3956517629654545e-11 1.6478373249607777e-09 -1.390657361445841e-11 7.002630600666305e-11 -3.5099967762214955e-08 -6.50624785223105e-08 -3.261908696320333e-08 -7.911015621445128e-08 -1.0034295234763328e-08 4.433372850437729e-09 -1.488378308526815e-08 -7.137521525499818e-08 2.5385537242417184e-08 -1.4588440463301407e-08 1.6444158796704396e-08 5.0890010414762703e-08 -2.493281974656602e-08 -4.891970737331361e-08 -2.7282493535095575e-08 -5.00036020180304e-08 -8.614203934015504e-09 6.431499080204498e-08 -6.294610263432222e-10 1.7818738039077794e-11 5.179292403926721e-11 1.3202231146863606e-09 -8.687379689215242e-10
age2_sex -6.340845227457363e-07 6.153589378827852e-09 7.46733316306546e-06 0.00017301818788882382 -1.5011563317609914e-05 -1.999637977337872e-07 1.6478373249540771e-09 3.9678636019128537e-07 -3.2452009059007225e-09 -5.523214225567746e-07 -1.8921887595374643e-06 -7.377508830436829e-06 -8.805610597363496e-07 -6.1190842136935775e-06 -7.917504020632742e-07 8.8315512012022e-06 -2.72690318909727e-06 -1.0862103764617987e-05 5.928965730542909e-06 4.258835781859038e-06 -2.010655090503841e-06 4.1445166087215e-06 -1.2040619744810812e-05 -9.142687312105186e-06 -7.4084925385639e-06 -1.5037442820999186e-05 -3.477473834042174e-06 9.65899277898468e-06 -1.91343794611603e-06 -1.2459541234816473e-08 -9.892030312773776e-09 6.8625444061600474e-09 5.187101995108061e-08
age3_sex 3.3439602746527407e-09 -4.234993145832366e-11 -5.98581161601005e-08 -1.3470215803604586e-06 1.198976224299799e-07 1.6477807508512895e-09 -1.3906573614403497e-11 -3.2452009059009206e-09 2.7107899348318508e-11 6.272396945171583e-09 1.3949199731498942e-08 5.3769275734550924e-08 1.03804479992675e-08 4.992459942643425e-08 1.3870153351660022e-08 -6.099471970863198e-08 2.3838448011546672e-08 8.498374457414326e-08 -5.3135387060692015e-08 -2.9420379678581116e-08 2.6998972413863746e-08 -3.008124491178737e-08 1.030392374817689e-07 7.289455642959998e-08 6.56665955351262e-08 1.3384736488666609e-07 4.127273068231506e-08 -7.528669935823106e-08 1.810004407218316e-08 3.7093822667086546e-11 2.2722987195149486e-10 -5.2349338981258315e-11 -6.12013813064096e-10
PC_3 -0.00027410092357265634 1.9456829804598325e-06 1.706050397973822e-05 -0.00024863602411235225 1.6977158475240804e-05 -3.018046074418066e-07 7.002630600664429e-11 -5.52321422560981e-07 6.272396945204723e-09 0.18738996434427788 -0.008009351537453262 -0.0036067879686991163 0.009538394361675548 -0.007952612224343288 0.026916281216137657 0.017104441345681724 -0.04218456121061221 -0.017460183545098245 -0.012698735017330301 0.03945205919899961 0.017034823862290306 0.04081019056643256 -0.023669889723792508 -0.08720153048962113 -0.017832283161067594 -0.01693734304592451 0.03322928139482864 -0.024637100426387882 0.06194418781703422 -7.231306538357771e-05 -5.7388405790871466e-05 0.00010389762345952459 -0.00017653971334992343
