 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
PC_8 -0.00101429166565274 -0.0004065182520633084 -0.0009203234622929098 1.0368908693236813e-05 -4.610072708206732e-08 -0.02124653364459277 -0.1817091010187519 -0.5614462167443786 0.6595574769459897 0.2592819628157474 6.613226160373548 1.0291397090338075 0.16650822513117375 0.6090400260374401 0.9168153704926423 -0.10132988947316085 -0.002578597191456567 0.4102439093652134 -0.3249912412386978 0.7043634710125308 0.8138106629903363 -0.05785964618142036 0.5876959370543257 0.5662599266853361 -0.6374807469628826 0.0022348350207030978 -0.002362730224033568 -0.0007963087215703915 0.0017926365685453328 0.00033251230944715673 -0.0027170178277017396 0.0017309666524245764
PC_9 0.006147694681569984 -5.802977376156584e-05 -0.0007239249153947513 1.3324055741570917e-05 -4.352920912965434e-08 0.029593866910655662 -0.08963160305218539 0.5881492244858291 -0.5830016536430084 0.7992846262316092 1.0291397090338077 8.267427032592954 0.6423876399092553 0.3098660324332037 -0.5535188444844382 0.5044788972833294 -0.0018462723964887847 0.3045436087351903 -0.46836813695303076 0.5004998556481242 -0.5950660447677657 -0.06746388406206025 0.20886928409073227 -0.3200782873554382 0.8180234762370734 4.341538406585783e-05 0.00288880645468669 0.00013174239307099254 0.00010048209007392357 -0.0011563078179169263 -0.0035500854472320944 0.00378813174424748
PC_10 -0.0021511636841707493 -1.9729445840947894e-05 -0.0007137273870529871 1.8433728192925194e-05 -1.436179178847119e-07 -0.10144620690566067 -0.007280948537350018 -0.11052950879044739 0.4349717235863298 -0.6344325907676373 0.1665082251311719 0.6423876399092536 10.462543468272175 1.3733937484710887 -0.11446285153252667 -0.24309689131510284 -0.26041976980735054 0.790342858278073 -0.06902125160414915 0.751055051284667 0.8497259989336192 0.2983271520047815 0.3972130442386451 -0.5151548334137697 -0.8982844133998591 0.0012733704426363876 0.0019625496633143974 -0.00028474627295354795 -0.00504491944933026 0.0011532179133705077 0.0019545596947857296 0.0016682188533067581
PC_11 -0.009433189511540926 0.000670517412094233 -0.0010676690804345068 5.169706893573909e-05 -5.01739072139425e-07 -0.23226193003364645 0.06418153922857706 -0.4954547008120885 0.15036734705127672 0.5805435226794587 0.6090400260374355 0.30986603243320027 1.3733937484710812 9.206040739027959 0.5376410715412767 1.0959753499392495 1.0507560377078204 0.31685967114644725 -0.37393997079497343 -0.03922826226691054 0.09516853872510235 -0.2718686257048748 -0.19003902178456095 -1.4091638910176587 0.9465948206697211 -0.0008458462719580438 -0.0011815018251896635 0.0022193786126051256 0.002815094336295862 0.002700839694806197 -0.0021995450072645516 0.002205559213223013
PC_12 -0.0021038794652926125 -0.0003512871151990113 0.0004940273065139407 -3.230042466498655e-05 3.227844245162512e-07 -0.032113047892135024 0.21237861661140475 0.12864408219214796 0.0521733283958871 0.09644504815701897 0.9168153704926534 -0.5535188444844348 -0.11446285153252556 0.5376410715412736 12.009760693263658 0.5186020663098764 -0.06377912863563252 -0.34238182469622624 0.3877461446640122 1.636105526729656 0.13362183375936135 -0.12749425043607832 0.2520239172012752 0.2416720777192742 0.20766471054144164 -0.0015824509027477088 0.001645058322886314 0.0014329539885003149 0.0020678490539034707 -0.002379471961870537 0.003702676120767239 -0.008044739591518076
PC_13 -0.005304307600789795 -0.00040684751220159386 -0.0005768787275158717 1.1885775211204693e-05 -1.4165835455230256e-07 0.16299854075748169 0.4388533838921038 0.2785507354830704 0.15773216528924525 0.13210616639490383 -0.10132988947315927 0.5044788972833313 -0.2430968913150981 1.095975349939254 0.5186020663098789 10.890820741601777 2.211517413347138 -0.43661821551178936 0.354044316857539 1.5546371047350227 0.3587729417093495 0.13953270119793154 -0.9212597645733688 -0.3122616092332752 -1.0642274901473963 0.00041104986811150795 -0.001055352640099141 0.0027074556349100205 -0.00869386513529422 0.009105938358018754 -0.0012777004621592318 0.002108155398245207
PC_14 -0.009319296963681238 0.0004071389042646682 -0.00026459155293761166 2.235778824303257e-05 -2.666026102222647e-07 -0.07772330009384155 0.03801069665275931 -0.3673697656721433 0.7744970621864488 0.00541830172484996 -0.002578597191459505 -0.0018462723964914514 -0.260419769807352 1.0507560377078167 -0.06377912863563043 2.211517413347139 10.970014325193551 0.39032423519616116 0.12139198649293603 0.44232122270190083 0.713547985144808 0.4508273887948559 -0.05820141536586902 -0.9852869370599873 1.065929385369234 -0.000748994760002132 -0.000837220850049043 0.001927982110529421 -0.0010789531875021702 0.004351932811550179 -0.0029888697722950906 0.0001222274072284891
PC_15 -0.015658359525646 -0.00022589031209828395 -0.0011944847130113314 4.491330499740166e-05 -5.340419494359631e-07 0.23968165458407703 -0.37606006139052683 -0.0821041700384822 -0.6095088488333051 -0.6448213030588513 0.4102439093652108 0.30454360873518127 0.7903428582780696 0.31685967114644414 -0.34238182469622574 -0.43661821551179825 0.390324235196159 11.53931395194177 0.5075216740572371 0.14254775642547413 0.3069832448752458 0.25874806627385416 0.47382295350505804 -0.08572231878745706 -1.2578608172901449 3.840585574726979e-05 0.0004399335648323694 -0.0015807019922616124 -0.002498296869034362 -0.0024850901332088343 0.00018468637876988605 0.0014656692377448739
PC_16 -0.0194190325717827 8.776349967294916e-05 -0.00030367227841618074 2.3041973735708386e-05 -3.856206984509563e-07 0.12422790929469575 0.29859016948554645 0.2263212196861791 0.4304638599596753 -0.46621702192656145 -0.3249912412387045 -0.46836813695302965 -0.06902125160415334 -0.373939970794987 0.38774614466402607 0.3540443168575378 0.12139198649293553 0.5075216740572313 15.109656695038748 -0.021617063584439343 0.4683443169889728 0.6157609008613032 0.5051379662221682 0.2327973949720857 0.24875677826095408 0.0008169470575946823 0.003742066080804246 -0.0013984370627135251 -0.00941564325384174 0.002456107890301116 0.003219147275196497 -0.004451215784100106
PC_17 -0.011074575918228934 0.0003503826895621662 -0.00024393459582777765 9.551182550846502e-06 -9.930728090689678e-08 -0.4046014669988017 0.10429749803742154 -0.5024853510313356 0.6788889144240796 1.1249224998887903 0.7043634710125267 0.5004998556481125 0.7510550512846661 -0.0392282622669127 1.6361055267296551 1.5546371047350163 0.4423212227018977 0.14254775642547343 -0.021617063584441393 15.915130418519151 1.0350139985091482 0.593670885467623 -0.5928330791641273 -0.41951872983428284 -0.5529139911876109 -0.0015629231503266614 -0.0036587997656520495 -0.0010811632968519404 0.0031504459676604465 0.006949005637638064 0.0012922761943997836 0.0038920456174557382
PC_18 -0.014304120674138488 0.0003081659657270069 -0.00018464692250093776 2.583966621992979e-05 -3.659083868630248e-07 -0.09401067432974748 -0.03973963786839543 -0.4100414307560984 0.13482502424426632 0.5119042132618836 0.8138106629903349 -0.5950660447677703 0.8497259989336171 0.09516853872509791 0.13362183375935616 0.3587729417093422 0.713547985144804 0.30698324487524037 0.46834431698897155 1.0350139985091449 12.62399846241836 0.23297797348728988 0.018556909475438598 -0.9614298697069812 0.7718910139968287 0.00100896730055019 -0.0014945333455372116 -0.0015329512927155491 -0.0008533488539994577 0.004846721568278794 0.005390253290862759 -0.002111330177035161
PC_19 -0.01859223700459303 2.3779155578880088e-05 -0.002636652070079465 9.973070111252844e-05 -1.0696546212949052e-06 -0.040596945362462694 -0.06183661121550154 -0.019152209798652224 -0.007170594874994432 0.01193393238430399 -0.05785964618142557 -0.06746388406207134 0.298327152004777 -0.2718686257048706 -0.1274942504360711 0.13953270119792743 0.45082738879486084 0.25874806627386326 0.6157609008613143 0.5936708854676259 0.23297797348730406 12.70730428402276 0.27080518230841394 0.769834855425648 0.6178723441164282 -0.006171396476625864 0.0005622680992306072 0.0029419442127847 0.0024585686721598204 -0.0022651546271457972 0.0021865311713530674 -0.0017671718358705972
PC_20 0.0030848617117609205 -0.00024212491565583178 -0.0010027986532814973 1.6322300705065114e-05 -7.170300386734055e-08 0.13481605948563374 -0.21479340336843045 0.07507884980646462 -0.20921369033622952 -0.4725537204248855 0.5876959370543309 0.20886928409072872 0.3972130442386473 -0.1900390217845549 0.2520239172012758 -0.9212597645733622 -0.05820141536586407 0.4738229535050626 0.5051379662221686 -0.5928330791641181 0.01855690947544532 0.2708051823084212 14.401449197747336 1.7495642158903324 0.26827694195164664 -0.002740626198250053 -0.0017841409451003671 0.0016741814757049644 -0.001106163656654001 0.003916474171995536 0.0014314699412467495 -0.005822177773462386
PC_21 0.017756302967324642 0.00011044348000489614 0.0013931041302780965 -5.6272038517197006e-05 6.644024260119117e-07 -0.07478298370454182 0.015458036436598885 -0.19494953196749962 0.693843820223097 0.08114087097667089 0.5662599266853378 -0.3200782873554338 -0.5151548334137641 -1.40916389101766 0.24167207771927027 -0.31226160923326707 -0.985286937059986 -0.08572231878746595 0.23279739497207405 -0.4195187298342918 -0.9614298697069802 0.7698348554256519 1.7495642158903477 16.50304624114592 0.3454868417560226 -0.0016348870119791386 0.005148268596208745 -0.0034730023756984474 -0.006177428753437296 -0.005791534261741719 0.002728684936969783 0.001247871953673143
PC_22 0.017978290598741866 -0.0004769372997279377 0.0005151383042947108 -2.279860794209333e-05 2.6096821830895313e-07 0.5100442479774173 0.35802249329626956 0.7649271666061749 -0.4608003878776802 -1.1444426586969312 -0.637480746962878 0.8180234762370772 -0.8982844133998604 0.946594820669728 0.20766471054143296 -1.0642274901473878 1.0659293853692406 -1.2578608172901422 0.24875677826094175 -0.5529139911876094 0.771891013996825 0.6178723441164303 0.26827694195164703 0.3454868417560062 15.491180933111531 -0.0031761671352791925 -0.001792440494300725 0.0014781244675169994 0.0040131041112262105 0.002097133957896106 -0.004695346052228368 0.0017863823064128525
proband 1.5710220723935843e-05 -2.3690628389272242e-07 4.8188709090614065e-06 -1.6802235950743534e-07 1.6272823642017853e-09 -1.3264022765476574e-05 -0.0013581680381499009 0.0003475978697903103 -0.0006992642396264002 0.0011380392816535345 0.0022348350207030167 4.3415384066127544e-05 0.0012733704426363508 -0.0008458462719581582 -0.0015824509027478149 0.00041104986811150556 -0.0007489947600021549 3.840585574700216e-05 0.0008169470575946501 -0.0015629231503269253 0.001008967300550039 -0.006171396476625812 -0.0027406261982502165 -0.0016348870119787709 -0.0031761671352792116 0.00045871355842448956 -0.00022091380972018876 -0.00022303479842105783 1.4202029377775695e-05 -1.6542472925244395e-05 -1.6209997487982993e-05 7.539464197069697e-06
paternal 8.745397956136825e-05 8.607487517725357e-07 9.978299139868724e-06 -4.1963057325695763e-07 4.9720964669554315e-09 -0.0006886475624898502 0.0009114479755870726 0.0030479418335823097 -0.0007828162143405438 4.505206554506388e-05 -0.002362730224034687 0.0028888064546862715 0.00196254966331423 -0.0011815018251899753 0.0016450583228868724 -0.0010553526400989954 -0.0008372208500489211 0.0004399335648327186 0.003742066080803373 -0.003658799765650659 -0.0014945333455383964 0.0005622680992311064 -0.0017841409450997773 0.0051482685962079494 -0.0017924404942997979 -0.0002209138097201909 0.001677525511681963 0.00010679117955585364 -0.00145256118126605 -0.0011346764350355738 1.4251161317209526e-05 2.4207895446821808e-05
maternal -6.067408706136094e-05 -3.997964709118814e-07 -1.122768228370652e-06 -1.0646960028704863e-08 -6.04702445962064e-11 -0.0007693551532828204 4.1703894738014876e-05 -0.000997921213256081 -0.001135383239772441 0.002028088229090618 -0.0007963087215703336 0.00013174239307085894 -0.0002847462729535812 0.002219378612604369 0.001432953988501582 0.002707455634910608 0.0019279821105294328 -0.0015807019922608708 -0.0013984370627145475 -0.001081163296852586 -0.001532951292714625 0.0029419442127850645 0.001674181475704944 -0.003473002375699047 0.0014781244675158085 -0.00022303479842105756 0.00010679117955585359 0.0014383684349990034 -6.200910837756123e-05 4.009126950394032e-05 -0.0010204198267873118 -0.001093346066006567
gpp 0.0001023174738568326 -3.1557864120265186e-07 2.0733982584535135e-05 -5.985958618592672e-07 5.123807845007789e-09 -0.00041680727592698633 -0.0002563930541752925 -0.0012884562790401537 -0.0015893830935120713 0.0002873074360091413 0.0017926365685464133 0.00010048209007497587 -0.0050449194493309615 0.0028150943362954743 0.002067849053901732 -0.00869386513529491 -0.0010789531875022846 -0.0024982968690342674 -0.009415643253841201 0.003150445967658957 -0.0008533488539985077 0.002458568672160161 -0.001106163656652965 -0.00617742875343456 0.004013104111227835 1.4202029377776728e-05 -0.0014525611812660503 -6.200910837756145e-05 0.0036090196256720122 -0.0007452280068245491 3.179140477929483e-05 1.81532695853019e-05
gpm -9.012404204699908e-05 -3.2383050591960767e-07 -3.2875294698668964e-05 1.0882792754388284e-06 -1.0484690234732478e-08 -0.00022089749668299024 3.3750382432915443e-06 -0.00296926989285598 0.0036646878021680913 0.0015753834345646344 0.0003325123094465228 -0.0011563078179167162 0.0011532179133702948 0.0027008396948061367 -0.0023794719618705587 0.009105938358019181 0.0043519328115504755 -0.0024850901332074253 0.002456107890300741 0.006949005637640301 0.0048467215682775 -0.00226515462714591 0.003916474171994077 -0.005791534261742212 0.0020971339578940945 -1.6542472925243985e-05 -0.0011346764350355753 4.009126950394145e-05 -0.0007452280068245477 0.0030551520618581278 -2.035201500684644e-05 -9.422564364880559e-05
gmp 2.1569720934231034e-05 1.315242894270761e-06 5.9225329495723194e-06 -7.711262185781883e-08 4.254104429609393e-10 -0.0002703285315872804 -0.0004046836323313269 -0.002182806303042691 3.965303870498367e-06 -0.00018548642311968185 -0.0027170178277014074 -0.0035500854472323056 0.0019545596947857804 -0.0021995450072631196 0.0037026761207669813 -0.0012777004621594948 -0.002988869772294584 0.00018468637876921775 0.003219147275196518 0.001292276194398047 0.005390253290863719 0.002186531171353674 0.0014314699412480527 0.002728684936969937 -0.004695346052223652 -1.6209997487984216e-05 1.4251161317207998e-05 -0.0010204198267873105 3.179140477929728e-05 -2.0352015006844177e-05 0.002527204668154724 -0.0004606946147756678
gmm 2.2301371976454286e-05 6.936733107620735e-07 -5.880213806229691e-06 1.871170219079079e-07 -1.5275138821727743e-09 0.0005059163434126925 0.0018831079415372698 0.0009551241268289717 -2.0127152131468263e-05 -0.0009461582921769033 0.00173096665242452 0.003788131744247428 0.0016682188533065786 0.0022055592132241794 -0.008044739591518423 0.0021081553982453772 0.0001222274072285815 0.0014656692377445321 -0.004451215784099142 0.0038920456174570514 -0.0021113301770362457 -0.001767171835870144 -0.005822177773464308 0.0012478719536730266 0.0017863823064124234 7.5394641970692306e-06 2.4207895446821554e-05 -0.001093346066006566 1.815326958530213e-05 -9.422564364880653e-05 -0.00046069461477566564 0.00266633433938686
