 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0008818969981276933 -2.509515807904043e-06 0.00020899518821524297 -0.0006883282233784123 5.1371276585961647e-05 -6.382330021111977e-06 5.96140141036044e-08 -1.2029084270969824e-06 8.930734265864233e-09 -0.00020170889913265994 0.00014269588791492708 -0.0016345894384900991 0.0001666350647517459 0.002299602303747679 -0.0014963873974607087 -0.000685076082345086 -0.00018399595979809398 0.0005158902082553101 -0.0005678244792112825 -0.0002410233746963405 -0.00010964380472791368 -0.0002467611001753796 7.190252436091526e-05 -0.0010693222834916756 9.415012204093886e-05 0.00030037273004264556 -0.0009358134057172488 -0.00048060320235756687 0.0014302283335614677 -1.1632665577728027e-06 1.0219952852828337e-05 4.3247990941333255e-06 -1.648542581111689e-05
yob -2.5095158078999676e-06 1.0826172358642008e-06 1.799602596687215e-06 -5.2464440974376565e-06 3.107829038958623e-07 -1.2911261260558415e-08 4.7350792321202874e-11 -1.1298286119281532e-08 1.2023584249710322e-10 -1.733558668279842e-05 0.00023568479011413861 5.7653418077494e-05 -3.890981680480637e-05 4.383903350758288e-05 -0.00012516134533278214 -1.793076735899328e-05 -6.691644784488751e-05 8.052882486533852e-05 -1.7407261013509964e-05 -9.049355034715377e-05 5.0902729505728945e-05 -5.8352697390230863e-05 1.523362599136833e-06 0.00010089374947965779 5.733427969873699e-05 -1.8272769861641054e-05 2.1307904957455534e-05 6.941737283109953e-05 -0.0001948339911935332 6.991382003777032e-08 -1.8525572656408894e-07 3.1976458220380724e-07 -1.4844923938356876e-07
age 0.00020899518820165688 1.7996025966056237e-06 0.0005004877631517857 0.006129434511357336 -0.0004947923721115845 -1.2410862675379236e-05 9.659718253846225e-08 1.2315652787082515e-05 -9.589185102474248e-08 -6.163109016594704e-05 0.00010905096529744101 9.896484298349334e-05 3.7794885416822405e-05 0.00029928279537466777 -0.00047279908676374895 -0.00016218495956787145 -0.00047212226678437346 0.00014170318318057975 0.0005838937358297069 -0.00043178572778256085 0.0003920195559546642 0.0004186815699348684 -2.537150495106695e-05 -9.579163504941207e-05 0.00024484337903771285 -0.00013251843190667084 -0.00016104066506561268 2.162863632445071e-05 -0.00012210963731493777 -6.027922920775832e-07 -9.888704215560536e-07 3.256412806845896e-05 -2.6655780581753008e-05
sex -0.0006883282236843856 -5.246444098150248e-06 0.006129434511089204 0.14492051275848733 -0.011400338866286084 -0.0001483470970116529 1.1286062899697527e-06 0.0002788563437701531 -2.144953564261072e-06 -0.002863911657481259 -0.003927275881754611 0.0029733987124014104 -0.0004355774101135095 -0.0002559328204255885 0.004046651209229379 0.00048571839531807325 -0.00708223386764575 0.002238553580059164 0.003267388955769089 -0.008128363743627257 -0.000248214212551033 0.007174220448748998 -0.0015989453250319125 0.0022558196950786106 0.0003082081043881292 -0.0008156185324377856 0.0027867408837740377 -0.006441141368070822 0.0009786180307938144 -2.5312933479511284e-05 -4.335956794747277e-05 0.00038615483031633716 -0.0003155839375828308
age_sex 5.1371276609446916e-05 3.107829040322903e-07 -0.0004947923720896483 -0.011400338866288509 0.0009254959793262481 1.2334649535728945e-05 -9.612240858677047e-08 -2.3221770553252143e-05 1.8235280999424133e-07 0.00022024906581931728 0.00037876357238789257 -0.00017545365487709502 6.49760983346682e-05 0.00018028827490010338 -0.0003278294836630984 -1.7898470223294246e-05 0.0004987699458718855 -0.0002048475889570915 -0.0003281924037855331 0.0005981785701014423 7.609326947971596e-05 -0.0006109699165996861 0.00011218143391893613 -0.00017713905512964365 7.228019097635388e-05 0.00011477833864246301 -4.990435330796153e-05 0.0005744838400614461 -8.736808563206148e-05 1.7345979971991664e-06 4.187403028894568e-06 -2.8334322496102102e-05 2.1578895320015838e-05
age2 -6.382330020765291e-06 -1.291126125857266e-08 -1.2410862675380466e-05 -0.00014834709701846385 1.2334649536286291e-05 3.1696096072873224e-07 -2.5249069623496498e-09 -3.1531525101449085e-07 2.511923965863263e-09 1.0680933318492548e-06 4.7808088680730375e-06 3.411986914128025e-07 -7.859794520101565e-07 -1.176602182462221e-06 6.807182673298453e-06 4.497183365415155e-06 8.081674444106164e-06 -3.6781863741123772e-06 -1.6555757029022653e-05 8.226081113403309e-06 -8.520633294539715e-06 -1.2513042120962138e-05 -3.7136641826389285e-07 3.394090651408374e-06 -3.395326429041042e-06 3.1704046427032104e-06 5.666270683067988e-06 -2.8104085790006496e-07 -1.3723449137612615e-06 1.6383129359902248e-08 2.235531801453003e-08 -7.685227138426107e-07 6.146770989108447e-07
age3 5.961401410086105e-08 4.7350792305979875e-11 9.659718253848632e-08 1.1286062900238391e-06 -9.612240859119609e-08 -2.524906962350007e-09 2.0528878352931188e-11 2.513183146540105e-09 -2.0431521287478647e-11 -1.0674080458014841e-08 -4.209835523801641e-08 -1.2685676666816496e-08 3.7251951950641327e-10 -1.1596846754600293e-08 -5.088389084207558e-08 -4.6074972150710976e-08 -5.160305787999779e-08 4.5011257269839264e-08 1.3864723639951997e-07 -6.309797056197032e-08 5.915604741516148e-08 1.0106624778436328e-07 3.109858481285851e-09 -1.9140657270246102e-08 1.6366964871882186e-08 -2.575628619236932e-08 -5.539899719632877e-08 8.615398107479886e-09 9.673200683085589e-09 -1.311615561417632e-10 -1.560133654159931e-10 5.737644440021569e-09 -4.50292245280781e-09
age2_sex -1.202908427704701e-06 -1.1298286122230289e-08 1.2315652786525747e-05 0.0002788563437702186 -2.3221770553252515e-05 -3.153152510003453e-07 2.513183146427785e-09 5.962057268780582e-07 -4.775606947146897e-09 -5.743813004522157e-06 -1.0052648964582283e-05 3.3710330045960154e-06 -1.996015236977604e-06 -8.314291937460453e-06 8.163082818503272e-06 -3.279337561594835e-07 -1.161409883243863e-05 6.148401578784932e-06 8.953566099279507e-06 -1.326399135338607e-05 -3.669078741069681e-06 1.6039705938496878e-05 -4.02767138560338e-06 5.068843342712728e-06 -3.5220460994986876e-06 -4.396426916323644e-06 -2.5697216338632136e-06 -1.5393605103327748e-05 9.12988012993232e-07 -4.5411356217890646e-08 -1.2374091245013776e-07 6.632257884208331e-07 -4.6291937119635977e-07
age3_sex 8.930734270863248e-09 1.2023584251238305e-10 -9.589185102031512e-08 -2.1449535642613803e-06 1.8235280999422728e-07 2.511923965750792e-09 -2.0431521286585612e-11 -4.77560694714647e-09 3.8953319782848406e-11 4.8910757495449204e-08 8.234694273666881e-08 -2.2059987435219643e-08 1.7313219030970643e-08 8.883988825896628e-08 -6.075414630922352e-08 1.1158947643740107e-08 8.72229263778586e-08 -5.764568699346665e-08 -7.44907773676922e-08 9.40417877319284e-08 4.556925207815821e-08 -1.3263400069163712e-07 4.957952756197967e-08 -4.5251660348693485e-08 3.951391143792731e-08 4.3660819220753404e-08 4.663785790871216e-08 1.225868192423149e-07 4.543259442314895e-09 3.6814727775619566e-10 1.110709829505435e-09 -4.9673407202227645e-09 3.1574292001530434e-09
PC_3 -0.00020170889912733746 -1.7335586682773823e-05 -6.163109015539618e-05 -0.002863911657362254 0.0002202490658095054 1.0680933315821666e-06 -1.0674080455902665e-08 -5.7438130042734825e-06 4.8910757493484226e-08 0.21643841370037037 0.002119922731700198 -0.04365108961407737 0.03809584129511334 -0.02077202390244832 0.03238032301509429 0.010934027653690491 -0.061845905730170736 -0.01632335814590608 -0.05901714606408391 0.05165162002645035 0.06945397510206863 0.05050708640785753 -0.04359814996110859 -0.13829638958274934 -0.022864905217983428 -0.018821865699201606 0.02470818128236346 -0.04856610848360813 0.07704656023400482 -8.23264918723e-05 -0.0001218722135672577 0.00010239919854938027 -0.00020179053856137484
