 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0006904248667734073 -2.153678569501009e-06 0.00011277188442811639 -0.00034107959974104284 1.8654773704141893e-05 -3.980839013794906e-06 4.0802401318251986e-08 -2.2022190044219724e-07 -3.6644201817488515e-10 -0.0002634388053360571 0.00020478093276589832 -0.00034206252942222694 -7.618933774061874e-05 0.0006034442136265225 -0.001181099396010398 -8.4938316693511e-05 -8.768187952673175e-05 0.0003872928732988183 -0.00038894428556853264 0.000277490333828667 -0.0003493042032582409 4.885641900835396e-05 -0.00012577789455987652 -9.306618353675465e-05 -0.0008418460902427071 3.33062954412656e-05 -0.0010920913615077993 -0.0003189940337269577 0.0013344217143386493 -6.737298464754609e-07 6.767011252683158e-06 3.2684899306144354e-06 -8.694367833841425e-06
yob -2.153678569501156e-06 8.809595402423454e-07 1.1076475509148383e-06 3.5219530470472068e-06 -5.384832069755857e-07 -9.004549315527789e-09 5.859754976171045e-11 1.3777962006559078e-08 -9.558405078031898e-11 2.0462102360688425e-06 0.00016003115278076017 3.291992189251296e-05 -8.725878000951806e-05 9.556609278598585e-06 -8.07904689396834e-05 -9.709747258807935e-06 -2.7744974513855236e-05 6.085338393931353e-05 -5.95526560083699e-06 -7.230462584295242e-05 5.520902851099361e-05 -4.3965850279619076e-05 -2.4698632967817384e-05 7.772190657506739e-05 5.089716360879944e-05 -2.0602661400561598e-05 -1.040990546039181e-07 6.21404201225139e-05 -0.00013784627722722626 -1.10661306044756e-07 -8.837368692936941e-09 2.423965450424092e-07 -3.4897823816171247e-07
age 0.00011277188442811666 1.1076475509150047e-06 0.00016966449427365494 0.0018227585146218795 -0.0001679277915350486 -4.592969996907497e-06 3.8126685293324105e-08 4.571270397805884e-06 -3.794393523386696e-08 7.240749540144528e-06 -3.9531313355532296e-05 -0.0001451811427696885 -0.0002065625288841664 -8.714715339667157e-05 -0.00016312340444138288 4.1841463535768825e-05 -0.0004143184266054343 -4.836344956785438e-05 -5.114696203127225e-05 3.3628151287331752e-06 5.98185116354663e-05 0.00037062810106399156 -1.7306475627724302e-05 4.725182389704738e-05 -0.00022882868736981234 -0.0002912690758211237 -0.00018021587871786898 6.751318501564078e-05 6.207861130610938e-05 5.732010986736852e-07 -6.977477752175896e-07 8.614008959614947e-06 -5.557482172326402e-06
sex -0.00034107959974108426 3.5219530469334304e-06 0.0018227585146206266 0.046857069697400944 -0.003882242806653654 -4.6535642019798355e-05 3.6913919620960204e-07 9.862725658872518e-05 -7.805698746462761e-07 0.0006652842393728119 -0.0015374192621572915 -0.0043232445227435546 -0.0006879355564282415 0.0006228689967690208 -0.003160418042303848 0.0020948253855882755 -0.004264154391891006 -0.0032132206998777705 -0.001709685912561528 0.0009186276338558013 0.0017891710206394884 0.004068250454538683 -0.0038927987336590543 -0.0010767501971237763 -0.0024819813641084967 -0.0040547528833978635 0.0025948804839280755 0.0025377351195624187 -0.0011124589855980814 -1.0219865053179096e-05 -7.888552849938648e-06 4.012413789017136e-05 -4.0601482042009546e-05
age_sex 1.8654773704156825e-05 -5.384832069671786e-07 -0.00016792779153494835 -0.003882242806654043 0.0003450119695979146 4.561088368794829e-06 -3.787724837882798e-08 -9.221360041889615e-06 7.580759021473302e-08 -5.362453601028186e-05 0.00013663210583723473 0.0003593973918259407 0.00010326313530829612 -3.9423734362519686e-05 0.0002891347976219885 -0.00012897036191367482 0.0004246807122868481 0.0003059718890066099 0.00011244874079068443 -6.708670358522669e-05 -0.0001418436388110524 -0.00032169689447770393 0.00030946270834319176 7.631324938403337e-05 0.00025531310862772017 0.0004092366328722271 -7.740861781813339e-05 -0.000182717136573494 0.00011328876879412494 4.3498310151990966e-08 1.9160858457955862e-06 -8.355723130895841e-07 -6.209156044541339e-07
age2 -3.98083901379584e-06 -9.004549315397918e-09 -4.592969996907245e-06 -4.653564201983213e-05 4.561088368797508e-06 1.3092401914630298e-07 -1.1273605607343241e-09 -1.3021332954392486e-07 1.121128433108547e-09 -6.935515942347098e-08 4.636493679093585e-06 4.795356477415302e-06 3.808968357191324e-06 4.485919693195805e-06 2.224319777365523e-06 -7.476264306557297e-07 1.0004147944969954e-05 1.7118662642215843e-06 -3.111779860404956e-07 -3.929085910432606e-07 -1.3723456828846714e-06 -1.136412122158808e-05 -7.298588124400249e-07 -1.5264639952011052e-07 7.699247830327424e-06 8.301898083742477e-06 4.395332496418507e-06 -2.0388943228389057e-06 -3.731335275376552e-06 -2.0617872388556537e-08 2.679014017103482e-08 -1.9719844552163324e-07 9.451875207323076e-08
age3 4.080240131825628e-08 5.859754976091145e-11 3.812668529332089e-08 3.6913919620988887e-07 -3.7877248378850774e-08 -1.1273605607342888e-09 9.995505017206986e-12 1.1211921300714758e-09 -9.939177086402508e-12 -1.6248006969233549e-09 -3.2026913813156415e-08 -3.9827888024861894e-08 -3.4846006055463885e-08 -4.3968065578433735e-08 -2.562571988839533e-08 -5.102923145514898e-10 -8.186484728934648e-08 -4.897069195139495e-09 9.37711303538212e-09 -5.1666070416265405e-09 1.3367039692011357e-08 9.588214192970492e-08 4.5053869652950226e-09 6.0670264687943666e-09 -6.77547587573994e-08 -7.394712032563477e-08 -4.2780908396090534e-08 2.4871437087931356e-08 2.65073597793419e-08 1.6978049903621864e-10 -2.4372901658995353e-10 1.4521961267660625e-09 -5.284233405959793e-10
age2_sex -2.2022190044222132e-07 1.3777962006332827e-08 4.571270397803391e-06 9.862725658874322e-05 -9.221360041890299e-06 -1.3021332954385842e-07 1.1211921300709118e-09 2.5663316314699614e-07 -2.1780209762597003e-09 1.0810754353424553e-06 -3.52325089234826e-06 -8.505717140759717e-06 -3.4264888945786437e-06 8.044819788316492e-08 -8.121750642226338e-06 2.4021254037559415e-06 -1.2579449853037607e-05 -8.0005983059317e-06 -1.97201750587579e-06 1.6326483494661186e-06 2.968354376999877e-06 8.489047104962723e-06 -8.0961988099135e-06 -1.7388239448565598e-06 -7.32760019623664e-06 -1.2878935398886518e-05 -1.1203961249236664e-06 4.08499177295391e-06 -3.314211371365506e-06 1.0946478241130808e-08 -7.948487180456663e-08 -5.952568076605468e-09 8.668988563290542e-08
age3_sex -3.6644201816946753e-10 -9.558405077893659e-11 -3.7943935233847686e-08 -7.805698746464786e-07 7.580759021474327e-08 1.121128433108029e-09 -9.939177086398117e-12 -2.17802097625982e-09 1.8982027712851908e-11 -5.681001977875339e-09 2.929538337768306e-08 6.122342410089787e-08 3.1207456534480995e-08 7.777899777437117e-09 7.278923911580907e-08 -1.0548748975906112e-08 1.1244477733019761e-07 6.455022721891946e-08 1.1167975086469505e-08 -9.03711116088751e-09 -1.2693013374430212e-08 -7.229524977711591e-08 6.832718945390374e-08 1.2389324589057127e-08 6.160857746960999e-08 1.1725113905957433e-07 3.4763292240388856e-08 -2.7591497976119288e-08 2.7910363565950602e-08 -1.6604739216317754e-10 8.343055429643787e-10 1.495217938727545e-10 -1.0744191336509018e-09
PC_3 -0.0002634388053360425 2.046210236068179e-06 7.240749540105332e-06 0.0006652842393719989 -5.362453601020295e-05 -6.935515942236723e-08 -1.6248006969328075e-09 1.0810754353402403e-06 -5.681001977856173e-09 0.18846978674678375 -0.009196560688581924 -0.0025836437899113282 0.016149399617122546 -0.014326376414193162 0.03234436280326808 0.00990424031285888 -0.04382873500179596 -0.026636650788243347 -0.0004001247495102532 0.038906754106095766 0.013571211401369479 0.04136285034925492 -0.03220620170336474 -0.08156599162432064 -0.025404908877650404 -0.01913821812346888 0.03179842613660149 -0.022195351132405453 0.06705132434617056 -3.191895821912137e-05 -8.611037830495538e-05 3.064322223083127e-05 -0.00010548421136913393
PC_4 0.0002047809327657659 0.00016003115278076315 -3.9531313355096765e-05 -0.0015374192621479218 0.00013663210583637187 4.636493679081759e-06 -3.2026913813058484e-08 -3.5232508923246702e-06 2.929538337748619e-08 -0.009196560688581792 0.6632685058893892 -0.027547425190392567 0.0778862455512979 -0.032400864609743646 -0.015906463311617703 0.00978302193636571 0.01092648877306711 -0.03196393223080331 0.02894641365585212 0.06065506760727264 -0.08203424917263945 -0.014163535446894877 0.04285828018639156 0.04833100504850114 -0.03211815172464592 0.02732134021096683 -0.028060244265475986 -0.010285040291401195 0.0646720766275341 -8.079796394583537e-06 -1.556562105919335e-05 -0.00011213752314072199 0.00011061231211084555
PC_5 -0.00034206252942215934 3.291992189251426e-05 -0.00014518114276933892 -0.0043232445227387225 0.00035939739182547345 4.795356477405642e-06 -3.9827888024781334e-08 -8.505717140746513e-06 6.122342410078421e-08 -0.002583643789911481 -0.027547425190391894 0.82149077143401 0.008481350470684624 -0.01518321284032907 -0.009883405379015423 0.021013596002803666 -0.035587199442574616 -0.03058167490856302 -0.05815623768469378 -0.029270685972431213 -0.011659415950857165 -0.03722106080813765 0.02592357248871537 -0.08419264620369252 -0.025844110610174234 0.012140163847536023 -0.01408196684004289 -0.01944858024147817 0.08333141741451282 -4.43013758522301e-05 -0.00022776538950713512 0.00012035681298227888 2.751202913182012e-05
PC_6 -7.618933774057002e-05 -8.725878000951703e-05 -0.0002065625288843966 -0.0006879355564350596 0.0001032631353088774 3.8089683571974715e-06 -3.484600605551387e-08 -3.426488894593614e-06 3.120745653460001e-08 0.01614939961712238 0.07788624555129851 0.008481350470685626 1.1006117821919708 0.025144774403364847 0.0862453430374793 -0.006399785990016556 0.020368692696022928 0.022268067765655482 -0.04751763262256389 -0.033437391733462746 0.08257354487710963 -0.13688412110851203 0.05282795804556454 0.13255464143966222 -0.017227236640828838 -0.012657037419495433 -0.04937931016086779 0.00271921131058896 -0.09625211752192367 -6.841180301329615e-05 -0.00010943885763541411 0.00022314705532708995 -0.00016339710880219387
