 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 0.00015051632645854198 -2.909932884072564e-07 3.644511933917101e-05 0.0002532627190704984 -3.626427435379855e-05 -1.349275312627854e-06 1.4389157595297064e-08 1.3367384017295013e-06 -1.4277940806465387e-08 -3.741207123974156e-05 -3.7052318690432554e-05 -6.171263715526379e-05 -1.962169096971129e-05 0.0001443598727960489 -0.00011541797233677723 -3.11264920206685e-05 -6.10598981203566e-05 -8.014320787047926e-05 -8.945355238526817e-05 8.44963302775606e-06 -0.00012659981077653497 -5.615658919582885e-05 -5.60268994986294e-05 -8.842574629853758e-05 -8.025504387491023e-05 -4.1773379956238816e-05 -9.995489697323901e-05 -8.526761427598471e-05 0.0001865091635656406 -6.5280171671766795e-09
yob -2.909932884063325e-07 1.9980804641236978e-07 1.8477736561549235e-07 1.032145273543597e-06 -1.4036618831606335e-07 -1.1044967757753032e-09 1.0619899200165956e-11 4.193175198972216e-09 -3.2271304778863376e-11 -2.5718657751475956e-07 2.1922985060530356e-05 7.892357190128356e-06 -1.3766538496265269e-05 -4.796076531852139e-06 -7.398220719476493e-06 -6.153433419239043e-07 -8.402187555729259e-06 1.2391258758651837e-05 -4.40300810128068e-06 -1.2638687726706563e-05 1.3451812301715225e-05 -1.0602235086220059e-05 -4.940304935534029e-06 1.9146958945095303e-05 7.485387120349046e-06 -1.5821538485631564e-06 -2.307105048690927e-06 1.1776656825617698e-05 -2.5704235396630868e-05 -3.289411530664458e-08
age 3.6445119339112845e-05 1.8477736561433062e-07 5.001224221051925e-05 0.00045130763653755245 -4.9450357921765545e-05 -1.4616124585323424e-06 1.2542136872352897e-08 1.4546999484438036e-06 -1.2504788245974295e-08 -9.927363805292264e-06 8.197132306763569e-06 -1.787173113629152e-05 -1.8815323290576505e-05 -2.3188500843720933e-05 4.605500787126633e-06 -8.265161393417781e-06 -1.596974553458184e-05 -1.1651764755554892e-05 -1.1496950244864787e-05 -1.4894459954083049e-05 3.2545328283296466e-06 -2.2625713133262106e-05 -8.397833900415631e-06 -4.218691842389575e-06 2.358170236121749e-05 -4.647294335218737e-05 -3.747128000008274e-05 -1.6498468598590192e-06 3.407893691541474e-05 6.903421144942724e-08
sex 0.00025326271907052033 1.032145273534067e-06 0.0004513076365382618 0.006493585435041501 -0.0005782404132607024 -1.2366351498490489e-05 1.0165307404317915e-07 1.502570471931787e-05 -1.1868809920238586e-07 -1.8966699881000296e-05 -0.00020245116115608493 -0.00028269052000870053 -1.7915010483210857e-05 -0.0005752020275731591 0.00014546105579686335 0.0001163322699821858 0.0001074452406827081 -0.0001852507167874405 -0.00025837921609317264 -0.00018983662596051815 7.969257674718572e-05 -0.00041224363158264856 7.779139265589451e-05 -0.00011725781483250712 0.00017038950316013564 -0.00031074829912693455 -0.0002690063566399518 -6.705447246356202e-05 3.429914368501752e-05 1.4101260286357044e-06
age_sex -3.6264274353810324e-05 -1.403661883150311e-07 -4.9450357921848805e-05 -0.0005782404132607408 5.903878812809202e-05 1.4505846046158232e-06 -1.2464698622106381e-08 -1.6639963683212786e-06 1.3885706584931014e-08 9.511474697767031e-07 9.475243683440075e-06 2.7509591293162064e-05 -8.561479536852589e-07 5.086820009209531e-05 -2.6164086187474013e-05 4.040301463792496e-06 -4.4056982082347114e-06 2.378358474755908e-05 1.45286850432938e-05 2.650965385267524e-05 -7.316835075963705e-06 3.658617551082785e-05 -1.0593055211871472e-05 1.3340339353716603e-05 -2.519362392710081e-05 3.202006242661334e-05 2.7352496258610528e-05 -1.3589176604489232e-06 -6.197393517530295e-06 -1.389780761124818e-07
age2 -1.3492753126269155e-06 -1.1044967757415598e-09 -1.461612458532983e-06 -1.236635149847511e-05 1.4505846046139708e-06 4.4963708443708605e-08 -3.999193839899556e-10 -4.4774092746388536e-08 3.988225773305829e-10 2.0607828899337442e-07 2.491215279908889e-07 6.74376735865826e-07 1.8041516124004513e-07 9.66142469147465e-07 -5.33689360439407e-07 3.9048421084479245e-07 3.0768263981936716e-07 7.054506545609534e-07 -9.530584791029218e-08 4.571674112826395e-07 8.951157719840687e-09 5.609938104570681e-07 7.765234889944853e-08 3.9979244884462377e-07 -6.844156592193647e-07 1.2684102120997923e-06 8.837103809699609e-07 -1.4154733624604146e-07 -1.0767800369788705e-06 -2.7485992219242947e-09
age3 1.4389157595290465e-08 1.0619899199872606e-11 1.2542136872362125e-08 1.0165307404307535e-07 -1.2464698622093798e-08 -3.99919383990066e-10 3.662157907368885e-12 3.9860310376730735e-10 -3.654435246924143e-12 -1.7456664957697054e-09 -9.52365881516556e-10 -5.609520711929565e-09 -1.444257413308594e-09 -8.94089673349911e-09 4.609747349997722e-09 -5.348803706530113e-09 -3.5099420350750857e-09 -6.583316417222695e-09 2.464495338850674e-09 -5.951958216455035e-09 2.2927554378456215e-10 -5.523347733511454e-09 -9.277337745290493e-10 -2.175801040902218e-09 6.403993979808702e-09 -1.0793640443932178e-08 -7.204626037530462e-09 4.097995217219488e-09 6.369935900713752e-09 2.1229844162274268e-11
age2_sex 1.3367384017300186e-06 4.193175198942191e-09 1.454699948446362e-06 1.5025704719319717e-05 -1.663996368321343e-06 -4.477409274644597e-08 3.986031037676993e-10 4.96464125198561e-08 -4.3206744357148176e-10 4.519480312324319e-08 -6.922185298733209e-09 -7.077647258299935e-07 -3.1271544786322414e-08 -1.4650241457004865e-06 8.280568630288058e-07 -3.966329924573577e-07 -1.5850415692559473e-07 -6.878703336429621e-07 -9.091677244065805e-08 -9.057028262448469e-07 2.7125135553933837e-07 -1.0108342921726958e-06 2.819885918819308e-07 -2.192656198783183e-07 9.938305378158444e-07 -9.690864726559218e-07 -7.517152690888588e-07 3.392761913404983e-07 -7.146155835520945e-08 2.96202303519871e-09
age3_sex -1.4277940806471209e-08 -3.2271304778568376e-11 -1.2504788245996679e-08 -1.1868809920240188e-07 1.3885706584931603e-08 3.988225773310859e-10 -3.654435246927571e-12 -4.3206744357148274e-10 3.888644798582249e-12 -2.9839720256774136e-10 -1.355164100727607e-09 5.826062511470459e-09 2.403238360311955e-10 1.1928701146642014e-08 -6.809018685004829e-09 5.931543194359336e-09 3.1167622054883175e-09 6.148684114972979e-09 -1.5756907444172255e-09 8.609921956139015e-09 -1.9355241558880284e-09 8.111498603884509e-09 -1.869178221316971e-09 6.20007197583252e-10 -9.277193557046416e-09 8.686795046526494e-09 6.372372761058956e-09 -5.1829532301847734e-09 1.923910411539201e-09 -1.8404484287393576e-11
PC_3 -3.741207123962257e-05 -2.571865775144506e-07 -9.927363805166505e-06 -1.8966699879775836e-05 9.511474696377231e-07 2.0607828898947865e-07 -1.7456664957348706e-09 4.519480312745132e-08 -2.983972026047304e-10 0.046450320414055786 0.0010221556975085137 0.0017868667610732314 0.001939065768119568 -0.005852326368380542 0.0034603474762714727 0.006437166047571977 -0.005710562076135339 -0.0028430189135387907 -0.0018590756732670796 0.004446261075830449 0.007007990833024345 0.006530644343192977 -0.004071263944237093 -0.01615430676647201 -0.0016637345807062878 -0.001405876542643357 0.004799360672051825 -0.003525518986593322 0.011339630984678835 -2.7827844117165953e-05
