 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0005498343009245835 -1.5385283351263129e-06 7.645893804296669e-05 -2.745305918530098e-06 2.851176768351805e-08 -0.00019880509461862422 0.00011583517839904428 -0.00027825143342465514 0.00012919546918357773 0.0005863673507095497 -0.0007924921042879701 0.00018915236680391298 9.36965774710743e-05 0.00015986620423255883 -0.0005582750452775813 0.0007248809052613026 0.0002065508201860161 -0.00023522572175348964 -9.755550712789484e-05 -0.0004054766955085397 -0.0006965089267843926 7.705928693358963e-06 -0.00041815564370602644 -0.00033215971978452013 0.0013435652255687695 -8.962048987082734e-07 2.7549893587181438e-06 2.5058594459485996e-06 -4.912664877602173e-06
yob -1.5385283351284298e-06 7.160839182786246e-07 2.9406124966982694e-08 1.1299303598047584e-08 -6.800401196487548e-11 5.123288350919766e-06 0.00012322214248235895 2.2177406849168363e-05 -7.87744856097724e-05 7.787151032954723e-06 -5.728039395574116e-05 -4.001001682966851e-06 -4.0401348659169896e-05 5.926087395998848e-05 7.384963380749345e-06 -7.03723215900258e-05 5.402249189541053e-05 -4.219293940390901e-05 -1.3016184742943456e-05 8.043906319575618e-05 3.522766923316762e-05 -1.768455880213297e-05 1.4920119633610489e-05 4.8942030983451346e-05 -0.00011697838627995037 -1.0955312887930111e-07 -7.360353835426362e-08 3.4618074160373615e-08 -7.870785507943484e-08
age 7.645893804295842e-05 2.9406124967748247e-08 3.6458223481180775e-05 -1.0612626911515914e-06 9.249463644760238e-09 -3.1663014244003117e-06 3.9772023504274534e-05 -2.9653527481069544e-05 -2.6355801034095938e-05 2.522010314120092e-05 -8.471556331554667e-05 -1.4441730989947244e-05 -5.073090873403836e-05 0.00014244703302511712 -7.287559158384991e-05 1.3591744546250322e-05 9.497264154923175e-05 8.777110205006005e-05 1.306148426487751e-05 1.1801775506036986e-05 1.322666343353386e-05 1.9463526482777733e-06 5.9279233824772125e-05 5.0392305623601155e-05 0.00020578829443330222 -5.9246995661310455e-08 -1.409220554826608e-07 2.371616095455323e-06 -2.1422310739569274e-06
age2 -2.745305918529986e-06 1.1299303598025435e-08 -1.0612626911516398e-06 3.254960463393728e-08 -2.928294533510198e-10 -5.3159993577241904e-08 1.8435080895398857e-06 1.6682371376832016e-06 -9.983868564437193e-07 1.1854705829961933e-06 7.275298487436287e-07 2.0327354712306893e-07 -4.2674382884080306e-07 -3.2382525956212386e-06 1.8087939114074296e-06 -1.350622339942611e-06 -2.810282096252176e-06 -2.2690322238920734e-06 -9.56809263765124e-07 1.0880962763200487e-06 6.33710595388367e-07 -1.1493033745611592e-06 -2.7194633093684604e-06 -1.976951274374998e-06 -7.08265156967344e-06 -2.2969862026410805e-09 -2.8705419459783563e-09 -6.845699097690818e-08 6.13148107942896e-08
age3 2.8511767683517604e-08 -6.800401196467184e-11 9.249463644760822e-09 -2.9282945335102435e-10 2.7084246604007587e-12 1.1062883447236134e-09 -1.1612139794295797e-08 -1.654554072035343e-08 6.962449226230068e-09 -1.4235695056772972e-08 -8.804153935777069e-09 -1.296272200678905e-09 8.782149608110925e-09 3.175695458051001e-08 -1.3760026697915716e-08 1.040471678944575e-08 3.2632119418783074e-08 1.130557937355814e-08 8.95163251851647e-09 -7.432298127868543e-09 -9.447454909826038e-09 1.2875269204613581e-08 2.7580821130840018e-08 2.3935530270050898e-08 5.515802718943635e-08 2.0395273548116483e-11 6.789925557195198e-11 5.676004714453429e-10 -5.258569686679521e-10
PC_3 -0.00019880509461860565 5.123288350919736e-06 -3.166301424393334e-06 -5.315999357745103e-08 1.1062883447256299e-09 0.14552497686828372 -0.005496058639266137 -0.0013486336495678842 0.007816146199054236 -0.0023889963331332636 0.015531150474772161 0.015524503319437364 -0.029583247376571507 -0.016553201872512538 -0.01061222837926375 0.027019960565601516 0.013951457690352899 0.03620441360251026 -0.015911089096662598 -0.060909741592145086 -0.017419206803786853 -0.012738662539405227 0.023941380430240064 -0.019463505742983087 0.04697235876914491 -5.2475967785104925e-05 2.222895051943e-05 -6.026790535185329e-05 -8.85102297227262e-05
PC_4 0.00011583517839860431 0.00012322214248235936 3.977202350411231e-05 1.843508089544852e-06 -1.1612139794340771e-08 -0.005496058639266156 0.5054347434516607 -0.018721877109048584 0.05377573318234659 -0.024074362037421523 -0.015091016169801536 -0.005687507394423521 0.006478657123067442 -0.024049010161318825 0.020427904354103202 0.042680010546976926 -0.05520343102409925 -0.03161024263257083 0.036645475451309396 0.04664496857988002 -0.029634143426009323 0.01851982194217403 -0.02591680241150059 0.006336252714849441 0.05087260354643308 2.782143852656141e-06 -6.936983428351647e-06 -8.381234359660272e-05 1.7570543576423493e-05
PC_5 -0.0002782514334247287 2.217740684916705e-05 -2.9653527481100264e-05 1.6682371376840732e-06 -1.65455407203614e-08 -0.0013486336495678673 -0.018721877109048858 0.6316140601121052 0.004852983409788695 -0.0037580483538130014 -0.007323926689652173 0.012879981517554455 -0.03448166385655923 -0.02920411932967443 -0.05343123844463762 -0.0162813391694178 0.004843053628162533 -0.031769778515840216 0.020595850224503217 -0.0756367718283829 0.00029322638360582587 0.0059529392220491455 -0.014824411405928765 -0.01584553375106847 0.05550448908981738 -1.4741926328535823e-05 -0.00012741558332397086 1.578997615163577e-06 -2.5833302689361078e-06
PC_6 0.00012919546918383254 -7.877448560977257e-05 -2.6355801034003798e-05 -9.983868564465505e-07 6.962449226255779e-09 0.007816146199054219 0.05377573318234654 0.004852983409788739 0.8325150172862757 0.013379400714595797 0.05406637676664312 0.0032277413776324003 0.0024608520422681425 0.02694253721843972 -0.045182471863186004 -0.011361674074898766 0.04394110686127479 -0.10968188080108532 0.04141961618785599 0.08888517356760904 -0.014088314544691487 -0.0059797734691549335 -0.042674122597745535 0.013478660894891869 -0.05796912957930464 -2.1082136865679667e-05 -7.994811621030932e-05 0.00012779029033177088 -8.693237345866372e-05
PC_7 0.0005863673507093299 7.78715103295426e-06 2.522010314111768e-05 1.1854705829987253e-06 -1.423569505679581e-08 -0.002388996333133067 -0.02407436203742161 -0.0037580483538135127 0.013379400714595875 1.0630383762797584 0.014008281298025428 0.051356946922335445 -0.05581185102879093 0.08226514925539252 0.03135075819091385 0.05697170615888169 0.04047147077696931 -0.11882341366981516 -0.05971385390484907 0.08500683518026216 0.01343232632447525 -0.011985275257363034 -0.05204758291161673 0.029289473385741404 -0.07635380568109101 0.00015662676803873655 -4.079925092194967e-05 0.0003304763461520428 -7.752774072302588e-05
PC_8 -0.0007924921042876845 -5.728039395574276e-05 -8.471556331544799e-05 7.275298487405218e-07 -8.804153935748629e-09 0.01553115047477216 -0.015091016169801793 -0.007323926689652492 0.054066376766643255 0.014008281298025234 1.1790599279139868 0.07672366469464748 0.019434191368658274 0.02586089053473363 0.012420815933839072 -0.0166922910100961 0.055584909823013694 0.08728166751916051 -0.07313365356858344 0.046173746175572565 0.08923870025373079 0.03600229832555401 -0.0027518420074589623 0.01550391975418776 -0.04511222181209563 -3.2996893846439335e-06 -0.00012051214995775813 -0.0001452499208538862 0.00019214519586022939
