 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband maternal gpm gmm
intercept 0.0005310058648981831 -1.9020698899504969e-06 7.546635873955546e-05 -2.5522298133716195e-05 -1.2248946589832308e-06 -2.762179141342492e-06 2.8993873948236193e-08 1.4760959599550355e-07 -2.263268326128045e-09 -0.00022094121303396254 0.00021899977813848973 -0.0003596879435644195 -7.313790481573636e-05 0.0004075175572588794 -0.0007551933552832925 -0.00016904766737653782 -4.218907942627591e-06 6.761592893436934e-05 -0.0002388208488248836 0.00011229641846524887 -0.00019556360762255283 -4.181137254145451e-05 -6.14666862371656e-05 -0.0001431821386860868 -0.0005168639169323453 -6.717684397714038e-05 -0.0008045248111452816 -5.4487602426661e-05 0.0011187806046867946 -2.935686782787953e-07 1.8930685435124787e-06 1.223904011467509e-06 -3.5293822648965366e-06
yob -1.9020698899493853e-06 6.676949756354182e-07 1.6267948365778655e-08 1.5738845150937764e-06 -3.2313246044223896e-07 1.2283345861169968e-08 -9.362025227458874e-11 8.456863620599453e-09 -5.939913034154749e-11 -1.08401201514279e-06 0.0001099051003130237 2.3444420209210382e-05 -6.21790909684415e-05 1.4297410774075017e-05 -5.506235705881647e-05 -7.554265202891849e-06 -2.5365819797109553e-05 5.463659434626956e-05 1.5989298344940088e-07 -5.67098390448993e-05 4.1840995863354365e-05 -3.4799659742378645e-05 -1.687763919406806e-05 5.9998992921895777e-05 3.991451656036969e-05 -7.2832533756788005e-06 -3.015357615298335e-07 4.182712747635453e-05 -0.00010703473867427049 -7.214293652866418e-08 -7.712059434700447e-08 2.439137344150497e-07 -1.9432303785567635e-07
age 7.546635873954789e-05 1.6267948362310085e-08 7.876694950965563e-05 0.0007140686222661144 -7.781911223178198e-05 -2.346003261963649e-06 2.0589903516236346e-08 2.321325164768001e-06 -2.0388680763535763e-08 -3.1153577201203484e-05 -3.521889781461612e-05 -0.00015730863526617188 -2.223009482717869e-05 -5.279874911453187e-05 6.220802870975107e-05 -8.265813568941075e-05 3.8525397957131984e-05 -7.24448529026009e-05 4.0160315345111814e-05 3.2770854411283606e-06 -0.00014270967734858722 7.439987912853862e-05 -1.0923890358315586e-05 -8.438763448264117e-05 9.421826995715148e-05 -0.00012165869511544725 -0.00010089200222384292 0.00012377081821819889 0.0001468228059456005 9.24201819860221e-07 -1.1959733109423905e-06 2.599363344946698e-06 -9.126550279802446e-07
sex -2.552229813353055e-05 1.5738845150570412e-06 0.0007140686222664046 0.013727741370337524 -0.0013203877889099967 -2.0082889640490675e-05 1.6986865160391525e-07 3.6865980221514966e-05 -3.1111619686561184e-07 -0.00026118732532166166 -0.0007606433214889563 -0.0008102463546759635 -7.180041510714837e-05 -0.0007623542237243936 0.0004932467640254539 -0.00020063455868785056 0.0007765361138670622 -0.0018011477720422514 -0.00011987302519858563 -0.00040742276083683695 -0.0024855541195754594 -0.0016032476893194291 -0.0007766052652819624 -0.001864118492869141 0.001244208007046615 -0.0018019518765974532 -0.0007060180804240933 0.001087362466505563 -0.0005639043229779106 1.4395430809123994e-05 -7.710007229393549e-06 -2.951723955939635e-07 1.4005868857652033e-05
age_sex -1.2248946589963498e-06 -3.231324604375395e-07 -7.781911223180625e-05 -0.0013203877889099442 0.00013993490378869976 2.316116060626001e-06 -2.0351990610187175e-08 -4.137028152006621e-06 3.6266226602863936e-08 1.743013681749951e-05 6.964827556671355e-05 8.609968727133765e-05 3.555881910050847e-05 7.424620822981927e-05 -4.9203489765861726e-05 2.7827373614775924e-05 -4.8303388550869296e-05 0.00021873640107350663 -8.172931255677428e-06 5.050748712287107e-05 0.00024045615880997204 0.00014946228868623917 9.700995608811103e-05 0.00020584785303245194 -7.487566653931798e-05 0.00018140684551631704 0.00011987109602059426 -0.0001292192412740589 8.084727925139835e-05 -1.5569678310425352e-06 7.56570060649122e-07 3.37375603379195e-07 -1.5129813754020167e-06
age2 -2.7621791413422505e-06 1.2283345861260717e-08 -2.346003261963571e-06 -2.0082889640481314e-05 2.3161160606251946e-06 7.315129288830277e-08 -6.623588060525439e-10 -7.209516312958295e-08 6.538428774668387e-10 6.746590144516876e-07 3.2132497383065355e-06 4.975449449296938e-06 -2.087697818846632e-07 3.6942002075378356e-06 -3.2427219836962654e-06 2.416852835540448e-06 -1.9013375272694263e-06 2.8848935769258342e-06 -1.8852229181556136e-06 -3.544665263455331e-07 4.2737153922074335e-06 -2.6104956725985243e-06 -1.1793792469679865e-07 3.698197949895976e-06 -9.562154422424403e-07 3.586242133800677e-06 2.594855005978781e-06 -4.640271188891792e-06 -4.9845584686119e-06 -2.9240528009767787e-08 3.10850724914219e-08 -6.833180245269433e-08 1.6581725048126358e-08
age3 2.8993873948231604e-08 -9.362025227512014e-11 2.058990351623584e-08 1.6986865160383462e-07 -2.035199061018038e-08 -6.623588060525448e-10 6.156851962083073e-12 6.538164698868955e-10 -6.086260133713314e-12 -5.995098766288425e-09 -2.0537813801427868e-08 -4.2254623949613454e-08 -3.800706118212583e-09 -3.737845194416953e-08 2.2189029303433586e-08 -2.5337923148293635e-08 1.6040422837923914e-08 -1.9024833450545106e-08 2.0949824148505558e-08 -3.837354066085469e-09 -3.453323083550791e-08 1.940178137752502e-08 -2.015452007231304e-09 -2.9395408283185164e-08 1.934672161185468e-09 -3.32973534791368e-08 -2.712991542842151e-08 5.078641381146588e-08 3.5114963131759626e-08 2.474062215007705e-10 -2.6222540037967416e-10 5.879532562287439e-10 -1.028146967615895e-10
age2_sex 1.4760959599589186e-07 8.456863620396651e-09 2.3213251647685184e-06 3.6865980221512114e-05 -4.137028152006476e-06 -7.209516312960207e-08 6.538164698870537e-10 1.275250728212904e-07 -1.1533994503436065e-09 -5.110729919600726e-07 -1.5870095456961512e-06 -2.3170266253860958e-06 -1.5419948768383395e-06 -2.3805189446042653e-06 1.2521970229207668e-06 -9.851073957471518e-07 6.258500778396604e-07 -6.453040834776828e-06 8.054341502209814e-07 -1.29209495173539e-06 -7.085067116737546e-06 -3.8011908232772245e-06 -3.5481771169370024e-06 -6.201961465025946e-06 1.4476167421657566e-06 -5.9449500005557524e-06 -4.4528308329435735e-06 4.205726518602146e-06 -2.702621073349177e-06 4.301013831004972e-08 -2.7592861093059466e-08 -4.294620357804241e-09 4.8948112681436165e-08
age3_sex -2.2632683261232472e-09 -5.939913034069283e-11 -2.038868076353971e-08 -3.111161968655754e-07 3.626622660286156e-08 6.538428774669715e-10 -6.0862601337143886e-12 -1.153399450343574e-09 1.0704689392996062e-11 5.313398712149696e-09 1.1859498526426926e-08 1.8469787796101472e-08 1.6180069818735465e-08 2.1768675203191445e-08 -7.911983677351111e-09 1.2934816914271442e-08 -1.1961121427576468e-10 5.493143904642287e-08 -1.1375061120914313e-08 1.2443896526733522e-08 6.588804483174385e-08 2.9099996841866603e-08 3.748688885185629e-08 5.3561607169817365e-08 -9.604826612232797e-09 5.611318026320388e-08 4.7732902681337523e-08 -3.8652533383663245e-08 2.5221038467575558e-08 -3.6321315122008313e-10 2.90387298610491e-10 -2.2073038479540793e-11 -4.576114273656225e-10
PC_3 -0.00022094121303399216 -1.084012015142013e-06 -3.1153577201273646e-05 -0.00026118732532252653 1.7430136817599406e-05 6.746590144538959e-07 -5.995098766308416e-09 -5.110729919632146e-07 5.31339871217868e-09 0.14258955683600844 -0.0066342249907300165 0.000425823368531986 0.011792531796191602 -0.002905747086352781 0.01626400839274473 0.015411082638685689 -0.027714835154361753 -0.014117409128173488 -0.010602472222724334 0.029133630453695686 0.01124543937868093 0.028486505640823924 -0.014060420789411878 -0.06379714921114833 -0.016497388489457886 -0.012561567686173818 0.0205666952119953 -0.016673052294393906 0.04343861159204463 -3.6953375445647584e-05 -2.780997185475192e-05 -6.433390767931665e-05 -3.3328498594686036e-05
