 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.8048657037141058e-05 1.859485106205808e-07 -4.552317367317932e-06 -3.4937506654189395e-05 2.2491785008964013e-06 8.800970413304327e-08 -4.870728174002902e-10 -4.4808871866504113e-08 2.819615605884037e-10 1.6461274748762125e-06 3.751161464453916e-05 -0.00015779086733322975 2.0145783176146678e-05 0.00022666692532465058 -8.774939461614353e-05 9.007622771386505e-06 -0.00013459856357905272 6.819451203336162e-05 -0.0002553616186283619 -9.9687946118655e-05 -3.9890009782688425e-06 -0.00012304778782302832 2.045102098065286e-05 -0.00012453135559867148 0.00011550291893395689 7.501231915055209e-05 -9.690653147354966e-06 -7.729073057636718e-05 2.6392954348813403e-05 1.5768953093212217e-07 -1.1772162914714061e-07 -4.261994509659435e-07
yob 1.8594851062064014e-07 1.3145183605697341e-07 3.024156332592566e-07 1.323303593304426e-06 -9.755560083713448e-08 -2.117974987560605e-09 3.3026760514034904e-12 1.2967055507986065e-09 -3.2691931857075133e-12 -6.292814195177072e-07 1.0665604658233321e-05 -5.017003930600808e-06 -1.095952952182544e-06 5.915587265492253e-06 -5.681017410907226e-06 -2.5486308479643096e-06 -5.676131526139647e-06 5.544758180615112e-06 -8.805413055243107e-06 -5.9518533135515515e-06 5.612248464054536e-06 -4.572959179667239e-06 -2.7213110518456833e-06 9.376116257368786e-06 5.386105200386636e-06 1.8665397973248995e-06 -1.3714399813870244e-06 2.663018408105455e-06 -1.656914837696893e-05 3.0767342318707376e-09 8.118557571826497e-11 -2.3286263290905626e-08
age -4.552317367320992e-06 3.024156332606883e-07 6.652379739553528e-05 0.000980476098758111 -6.541630630697108e-05 -1.338989930927461e-06 8.428884143273046e-09 1.324578341912882e-06 -8.351144958316461e-09 -1.2551449521133634e-06 2.104685949477031e-05 -6.837873047316845e-06 3.921889645804247e-06 7.478275495495916e-05 -2.734900698419823e-05 1.4430256441833854e-05 -2.446920096319365e-05 9.910396930541368e-06 1.3273696532257375e-05 -1.0882623738947307e-05 -1.6282732514121304e-05 -9.111349377284473e-06 -4.997748490585208e-05 -1.6884095183409816e-05 3.333080695119815e-05 -1.1551138601369578e-05 -2.395417623604455e-05 -2.8068017846076562e-05 2.8350595499935477e-05 -1.9330494037453377e-07 1.459134048769994e-07 4.0810707291374737e-07
sex -3.493750665452956e-05 1.3233035933187797e-06 0.0009804760987576968 0.025628489158694017 -0.0016740605172596095 -1.938559188033132e-05 1.2014322229458747e-07 3.343655767513061e-05 -2.0861968739562177e-07 6.771770760264659e-05 0.000353217793982501 0.0006003029020107012 0.0001593587927883606 0.0002649454060062094 -0.0003032790793859337 0.0004767420273737581 -0.0005642640456264498 7.833968540603486e-05 0.0002691704678205981 -0.0005157475236184429 3.833734739406705e-05 -0.000264873323418103 -7.814820690228698e-05 -0.0003482101048090377 0.00022095570523489278 0.0005788445440618684 0.00028983915516388203 -0.0001202195084064764 7.303506066062554e-05 -6.578939179209761e-06 3.907053603783369e-06 8.53581413138906e-06
age_sex 2.2491785008957284e-06 -9.755560083844179e-08 -6.541630630694842e-05 -0.0016740605172596665 0.00011274563016014457 1.3231299372607849e-06 -8.345834390237251e-09 -2.3025972496330367e-06 1.4616885253948156e-08 -7.781256492872088e-06 -8.180140584541615e-06 -2.407098062221144e-05 -7.79152771429237e-06 -1.4409686330124746e-05 1.2816458495596276e-05 -3.3959993934502734e-05 2.560230160326943e-05 -5.159870365195584e-06 -2.1605360264618038e-05 3.376208684739887e-05 1.394705446165994e-06 1.2041145092822121e-05 5.636280536309867e-06 3.3046081994974756e-05 -1.2833459840007368e-05 -4.248094678460352e-05 -1.7970468805420268e-05 1.856497603688386e-05 -2.2366879693149284e-05 3.855263259434996e-07 -2.7199933778672016e-07 -5.912929906974622e-07
age2 8.800970413313479e-08 -2.117974987591225e-09 -1.3389899309276316e-06 -1.9385591880342167e-05 1.3231299372614235e-06 2.7596596853626714e-08 -1.7688658799194142e-10 -2.732712698031338e-08 1.7525308420506207e-10 6.616866880267402e-08 2.399865539533965e-07 3.9512451257217284e-07 2.270598777956311e-08 -1.1988446411583965e-06 2.362443494895584e-07 -3.6454647356901686e-07 1.9728519013783437e-07 -9.663265699812404e-08 -5.247097919955327e-07 2.042381332468328e-08 3.791222599624115e-07 -2.2065722648938356e-08 1.1139387119438318e-06 7.426869387045633e-07 -5.157265431358029e-07 2.938604692359526e-07 4.756101226967877e-07 6.656413885660591e-07 -1.3542374094318625e-06 2.733489472662188e-09 -2.121517198821635e-09 -8.575455079926145e-09
age3 -4.870728174000626e-10 3.302676051615318e-12 8.428884143275006e-09 1.201432222946693e-07 -8.345834390242191e-09 -1.7688658799195881e-10 1.151614435565841e-12 1.7522778248522647e-10 -1.1408789274955818e-12 -1.0475900391741039e-09 -3.268494249226184e-09 -4.519986703619884e-09 -5.578829114758464e-10 7.637810314533023e-09 -9.25983703855541e-10 2.248131887140573e-09 -7.029113601957941e-10 7.633164185452926e-10 3.045361027603095e-09 2.5000601953717e-10 -2.1402708465428056e-09 6.080555834744119e-10 -8.027142527855071e-09 -6.226361372463426e-09 3.343485747166635e-09 -1.9161956321077983e-09 -2.9343140631113293e-09 -4.517333680974085e-09 1.1089862734841524e-08 -1.0505601798271524e-11 1.0138940375652235e-11 5.504298839176562e-11
age2_sex -4.480887186639062e-08 1.2967055508291404e-09 1.3245783419125218e-06 3.343655767513293e-05 -2.3025972496331163e-06 -2.732712698030232e-08 1.7522778248513804e-10 4.7930506709816034e-08 -3.0927189071435173e-10 1.9426126301638699e-07 -4.4012175341391134e-08 2.121847515768944e-07 1.1242061999125224e-07 2.4486134534444006e-07 -1.553518959306616e-07 7.313396438904739e-07 -3.836198895740109e-07 9.01993356262427e-08 4.999737610331413e-07 -5.856569000365485e-07 -8.630403054632743e-08 -1.355626739075677e-07 -1.7342773917755482e-07 -8.038935500204177e-07 3.108920049542253e-07 9.142503460581563e-07 3.5671671305195925e-07 -5.93679621368448e-07 6.978915827544862e-07 -7.292107696955935e-09 5.8405541413008485e-09 1.2093486478354022e-08
age3_sex 2.8196156058795326e-10 -3.2691931859067406e-12 -8.351144958314759e-09 -2.0861968739564306e-07 1.4616885253949124e-08 1.752530842050038e-10 -1.1408789274950963e-12 -3.092718907143614e-10 2.025914581373506e-12 -1.0985019164665664e-09 1.304973106663306e-09 1.6670698541149392e-10 -5.531337694164376e-10 -1.4708018019887143e-09 5.015816984946247e-10 -4.770708232736073e-09 1.9190589479465687e-09 -3.46509259555625e-10 -3.417158729368246e-09 2.796457724189456e-09 8.721550838127782e-10 1.3866482745601225e-10 1.5116595568362627e-09 5.65316581870496e-09 -2.5149496601653067e-09 -5.984267057019146e-09 -2.1778681571309523e-09 4.903458033822998e-09 -5.591560805394144e-09 4.3855988779571207e-11 -3.909251705949013e-11 -7.626297481148827e-11
PC_3 1.6461274748779767e-06 -6.292814195177525e-07 -1.2551449521445503e-06 6.771770760213717e-05 -7.781256492838152e-06 6.616866880330751e-08 -1.0475900391781056e-09 1.9426126301570073e-07 -1.098501916462268e-09 0.0402118940606477 0.0022754369812420607 -0.003289186887601687 0.0026974594764858253 -0.008663147080911628 0.0022629135088069914 0.0014050960312832633 -0.008297783180108823 0.0017002000468644852 -0.008462919025789021 -0.00031161890612529724 0.014783376780113263 0.0032281379444830797 -0.0035109689158841825 -0.018700432241196677 0.0031584322341595868 0.0011806508355753321 0.002372425546859398 -0.0019003180275679148 0.008052525262905806 1.2664434076381574e-07 -3.1378941403819465e-05 -3.541188782907488e-05
PC_4 3.751161464455109e-05 1.0665604658232887e-05 2.1046859494610877e-05 0.0003532177939796916 -8.180140584350425e-06 2.3998655395665755e-07 -3.268494249246961e-09 -4.401217534532959e-08 1.304973106688509e-09 0.002275436981242063 0.14326400823166116 -0.0012539463809644695 0.00875562764202401 -0.007695997409849245 -0.0080953946537477 -0.0038082530008410513 -0.0013271234451041483 -0.008009478870848564 0.005017015663714198 0.012942348590766812 -0.018807027283618882 -0.0056082062480532005 0.0136180211370779 0.009285296816668199 -0.006166361479452738 0.0014558722738729755 0.0005318804591940807 -0.007694263496674566 0.010357359936564758 2.9309831467692817e-06 1.634309767828974e-05 1.072783415502823e-05
